2021blp 0.026872 142.973665807 35.5517484652
filter ATgr
60709.445543 -20.908 0.579
60710.43327 20.678 0.492
filter ATri
60684.450473 20.778 0.843
60684.452769 -20.142 0.587
60684.456493 20.774 0.949
60684.468005 20.633 0.76
60685.468853 -20.176 0.482
60685.471155 20.789 0.992
60686.41668 19.769 0.564
60686.419873 20.066 0.812
60686.529098 -19.47 0.424
60695.536241 20.323 0.566
60695.544116 20.594 0.648
60696.551281 -20.392 0.661
60697.618282 17.578 0.045
60697.630477 -19.987 0.38
60697.640023 -20.758 0.886
60699.462194 -20.504 0.496
60699.467723 20.687 0.585
60700.522557 21.118 0.76
60703.653945 20.816 0.817
60704.45506 -20.103 0.676
60704.484637 -20.488 0.91
60708.455114 -20.554 0.465
60711.321947 20.48 0.684
60711.485409 -20.376 0.423
60712.371236 20.721 0.978
60712.408717 20.439 0.63
