2024zg 0.077 12.70146 -27.38993125
filter ATgr
60698.046901 -21.063 0.899
60698.057521 -20.339 0.46
60702.04104 -20.37 0.617
60706.030926 -19.281 0.418
filter ATri
60682.063879 -19.864 0.493
60682.074025 -20.35 0.63
60682.809536 -20.53 0.924
60683.815747 -19.893 0.513
60683.821269 20.154 0.663
60686.048632 -20.2 0.996
60686.051845 20.511 0.922
60686.800204 -19.297 0.285
60686.820218 -20.329 0.867
60687.798721 18.692 0.991
60687.817949 19.489 0.495
60689.065324 -19.499 0.892
60689.073677 19.295 0.747
60689.084377 19.25 0.842
60690.062835 19.391 0.621
60690.79163 20.321 0.848
60690.795278 -20.482 0.931
60690.812751 -20.181 0.79
60693.056041 20.622 0.867
60693.05927 20.628 0.94
60693.072536 19.482 0.338
60695.788139 -19.846 0.643
60698.787345 19.753 0.556
60698.790539 19.908 0.574
60698.795979 -20.595 0.738
60709.06503 20.605 0.949
60710.061571 -20.178 0.698
60710.066832 20.534 0.986
60710.084602 20.341 0.946
60710.785609 20.587 0.895
