2021aghk 0.036 35.616934 54.939662
filter ATgr
60695.275598 19.846 0.192
60695.285371 -20.878 0.754
60695.288567 20.565 0.549
filter ATri
60685.308967 -19.685 0.513
60687.339596 -19.39 0.579
60687.349716 -20.115 0.941
60687.359937 -19.77 0.87
60691.294565 20.114 0.46
60693.400649 -20.65 0.914
60697.347829 -20.314 0.492
60709.257434 20.13 0.497
60709.276991 20.388 0.596
60710.286592 -20.472 0.652
60711.269771 -20.634 0.907
60711.275938 -20.099 0.498
60713.275469 20.796 0.611
60713.301534 20.59 0.994
60713.303229 20.571 0.665
60713.304616 -20.341 0.538
60713.314335 20.73 0.76
60713.326379 -20.083 0.837
60713.345748 -20.291 0.826
60713.354566 -20.466 0.682
60713.362901 -20.674 0.934
60713.374806 -18.56 0.292
