2024eeg 0.02 198.533345625 -58.54470375
filter ATgr
60704.305953 -20.284 0.49
60704.314592 20.849 0.982
60704.325149 -19.85 0.382
60708.256062 -20.546 0.91
60708.293341 19.526 0.326
filter ATri
60684.3181 19.708 0.497
60684.321355 -19.284 0.37
60684.350681 -19.207 0.331
60692.318607 18.718 0.238
60692.356014 19.209 0.423
60694.07282 19.266 0.369
60694.074176 -18.877 0.304
60694.076041 -19.542 0.587
60694.100938 -18.739 0.256
60696.335039 -20.012 0.833
60696.358356 -18.974 0.343
60696.373215 19.495 0.555
60698.048931 19.913 0.867
60698.052094 -19.969 0.579
60698.064429 19.355 0.306
60698.070832 19.646 0.464
60700.274349 -13.202 0.524
60700.314403 -19.413 0.508
60700.316216 0.0 0.0
60700.326278 18.786 0.356
60700.329084 -20.08 0.862
60700.332326 -19.094 0.403
60706.070043 -19.927 0.555
60710.028126 18.287 0.173
60710.038692 16.985 0.824
