objname, ra, dec, z, t0, t0_err, x0, x0_err, x1, x1_err, c, c_err, mu, mu_err
2022ihz, 145.70094821679152, -3.607061832271141, 0.006, 59706.17638949728, 0.148739149364701, 0.35805411896761946, 0.029595296914303383, -2.090005461013757, 0.22854431277764878, 0.20833757178996717, 0.057359264933402536, 30.16951151525727, 1.086334586851222
2021mab, 178.79425241592884, -7.843156338771086, 0.021, 59627.21484575462, 0.5134152696373349, 0.12953559451887073, 0.023759881772046916, 8.56920136011978, 2.189441035314981, -0.3334642134125321, 0.12954908706600735, 34.518838357328555, 1.1364112721826525
2017fzw, 95.3950462707182, -27.214862455932412, 0.0054, 58020.19674894004, 0.9310796320351074, 0.0729602049641451, 0.014513076014675007, -2.3586373957668543, 0.8797664925817172, 1.123347058657591, 0.12269935809048461, 29.128839130228176, 1.0942092315123435
2019so, 190.6517101224863, -40.74634151127974, 0.015, 58543.796662690256, 0.20468825993157225, 0.02603270860690037, 0.015677855557453883, 25.504881627258573, 2.4075939393780765, 1.112639443933666, 0.4274603759117081, 34.54278295306752, 1.1483862258094635
2023acdv, 203.1880694320544, -13.047160534577925, 0.023, 60317.66781278107, 0.4797929178275808, 0.07099172877530291, 0.011166402627281457, -1.2109623776109617, 0.46612470701644354, 0.3119706109862601, 0.10754871773228356, 31.75203095511471, 1.0882003481675842
2020abmg, 123.85227076813287, -6.9577406494725675, 0.04, 59166.551059600904, 0.004858392483583884, 0.008837934998987182, 0.006150620502233065, 7.448599201664392, 2.4914954202983157, 1.284318479855447, 0.4821204262613133, 32.44148960013457, 1.153072773654113
2023cvq, 129.54407756604917, 25.101520167165358, 0.0286, 60010.71502665568, 1.7786727966959006, 0.019061456132595328, 0.077707854729001, -3.496920827522209, 4.344146438324899, 0.8421154305961217, 2.7320915733071587, 31.250076945307384, 1.3398958741454379
2023fot, 185.44815147159014, 10.59147506777273, 0.026467, 60060.490328793996, 1.0429394310704083, 0.04269201064128872, 0.010109620440956264, -0.538250710352911, 1.3215701946756089, 0.3363998508994076, 0.20191598629420712, 32.33430956312263, 1.104835928885204
2022an, 190.8843573053826, -41.36601790283661, 0.007, 59768.94420546761, 3.1798522665922064, 5.176182279890601, 1.2916253161294349, 0.5768136955380122, 15.555595380565041, 0.0045051000392254984, 0.16920592512119942, 28.28480339314265, 2.6160891278564415
2019op, 35.424387026612415, -25.927123010010185, 0.04, 58499.27698331616, 0.8078170037952077, 0.006998515914950188, 0.007750790821986341, -3.774080955736563, 2.3333915250388015, 1.42340644079354, 0.7185118607672276, 30.5632995338439, 1.1482001468362866
2021cad, 163.93951567951174, 24.02772392247501, 0.041546, 59662.00457134999, 253.2934652181102, 0.494190037025165, 0.35715715930363623, 0.0, 124.12507322418074, 0.0, 1.1576633419699474, 30.760265035783902, 19.022971633673148
2022fjx, 160.87564546077388, 19.082951470611572, 0.046, 59680.68635446465, 0.781036349493661, 0.03203965428997151, 0.00480377025004993, 7.481360441194462, 2.6231272491154467, 0.1855173836225179, 0.11056033836460061, 34.32258679088075, 1.1576622197753523
2022xhh, 64.17339308094819, -12.18356267210426, 0.0315, 59868.875632711046, 0.7987752507106052, 0.014916219320520742, 0.002977151841866439, 0.5656687745062776, 0.8416759564402257, 1.0718278370451841, 0.13347320969960383, 31.453353467149995, 1.093537153752337
2018hkw, 39.59514195668058, -11.738924787800649, 0.027, 58053.397912015935, 0.1271722331584897, 27.62622478784436, 5.412160769961704, -7.209737635459404, 0.32162974215386353, -2.5118647894625457, 0.14841442942657038, 32.77396336127719, 1.0870879876388349
2023yrs, 96.72038766520177, -24.614797554209087, 0.023312, 60288.19676835368, 0.515409170082421, 0.054369864716547214, 0.03625792059905984, 14.61014904013445, 2.657348613715661, -0.05423799048652413, 0.4888192376031897, 35.5535863838187, 1.161774179623305
2022skw, 28.936148073710967, -25.248763345321876, 0.07, 59799.01680170297, 0.7722993525021593, 0.005047829184194448, 0.0022947329383276502, 15.780274160689302, 4.94874586607225, 1.4468954610132374, 0.3330950166766779, 33.8398718472793, 1.3246542203126852
2022rjs, 244.12571260124486, 21.251364192883027, 0.037, 59849.094863012884, 1.2087103520316305, 0.0033355625800683144, 0.003608656059589314, -0.47820183626267665, 1.1275984652837188, 2.566779522725977, 0.6933413615479019, 28.464909408654975, 1.1044638377162843
2020nta, 241.8473002365691, 13.892682894778675, 0.033953, 59090.04332763887, 0.09439677583941375, 471.49250091498783, 103.65625761306924, -5.184176693735442, 0.062009808922765065, -4.227970482274636, 0.18764530990396178, 35.11748602884313, 1.086157156091472
2022yv, 170.4280959305194, 34.358305929851426, 0.035426, 59733.84152675, 192.43337278075705, 1.7311340171639922, 0.2975495688566608, 0.0, 31.826201579009986, 0.0, 0.26412281927795317, 29.399173273896395, 4.989148084084156
2023bhm, 70.72920636772062, 0.6183744592240744, 0.015419, 59991.65092078576, 0.14313654402212705, 0.38302440203649357, 0.008360260998374648, 0.5160538161010997, 0.28092882371484346, 0.12365011024734958, 0.018844800200001927, 30.747412797218082, 1.0865904846174521
2020acoo, 145.30888148708254, 26.088601383976407, 0.044125, 59202.947684627, 2.0809844324139704, 0.027348643290522303, 0.0058475084967608455, 0.35602642332593964, 3.938799975983116, 0.1334689224104331, 0.23527541224152462, 33.559395187097735, 1.2422920455545527
2019ecx, 139.17509236444656, 18.965033597613104, 0.029, 58578.872176777564, 1.3120224005506316, 0.06326831377990437, 0.0185635880572023, 7.461294084983567, 1.8048946711052198, 0.17657183818201472, 0.2097826730085023, 33.60742826760775, 1.1207638083586389
2024bjb, 167.9824902652031, 3.1337018866174584, 0.0298, 60348.2286080917, 1.381804210239352, 0.010567357497339256, 0.004331528973706578, 1.6497982654355705, 1.3649735462504065, 1.122525185063408, 0.2777366184580462, 31.842378083113598, 1.1064553152108185
2018ast, 175.28319910299444, 24.819698025713883, 0.012, 58653.902937729865, 0.41586536136310315, 2.8287968674472864e-26, 1.8959475243214716e-26, 1.124460575494147, 0.5420981461291751, 32.1122116855066, 0.34681655751997037, -1.6563527607697495, 1.0901917232338103
2023mkp, 204.8457138175562, 51.04977363195092, 0.015293, 60181.04274236267, 0.11612440074895858, 0.004175388327069065, 0.008608521650999651, -9.251293600038554, 0.2887982073359227, 5.861041721067236, 0.7208967159716791, 17.061905568552973, 1.0922183810094612
