objname, ra, dec, z, MJDs, MJDe, origin, t0, t0_err, x0, x0_err, x1, x1_err, c, c_err, mu, mu_err, hostMass, hostMass_err
2022xnq, 1.1623692719153491, -8.099926680164582, 0.0286, 59864.40824955, 59911.05907035, ATLAS, 59860.77534560546, 1.2362011679833813, 0.035433860533639325, 0.00997360682543002, 4.999976055892558, 0.4757419354397232, 0.37390719118672405, 0.22307026532710936, 33.272206728132915, 1.0887084615623919, 11.059889467732273, 0.0005005721852298015
2021oyx, 358.86536871987545, -34.87484410425709, 0.049921, 59377.58692185, 59465.45057245, ATLAS, 59387.005563978266, 0.0019017857521248516, 0.016883204512552607, 0.006049057113616204, 4.99999999819841, 6.194240914554869, 0.6704845814094225, 0.2947504944299786, 33.193318743942456, 1.4418834444805957, 10.493743273271779, 0.020040484026090783
2018jag, 15.951294449789689, 10.592351746809557, 0.04, 58448.37828555, 58492.23770405, ATLAS, 58490.380688716185, 5.043348438885005, 0.014096823998908764, 0.01170964616960225, -0.6458216097918101, 6.96923792133583, 0.37624574285834206, 0.664900967948009, 33.40217378613215, 1.525173330277253, 11.024363619703006, 0.0011197732616178959
2023ex, 194.72340272630746, 28.126949858724423, 0.023376, 59957.61866525, 60089.34519645, ATLAS, 59955.818556295206, 3.786597984839318, 0.10754159496969314, 0.19022736037248109, -0.28996728275387795, 3.496221411949362, 0.23351985075511764, 1.2621511730483654, 31.67580466725766, 1.225665393026704, 9.95839376038976, 0.0018200594393620363
2022aaok, 138.75348383900604, 22.589561981475406, 0.027214, 59896.60439125, 59966.44071105, ATLAS, 59912.89543349847, 1.8554705256101443, 0.020160328406419042, 0.006434579393941231, 0.09216809934472048, 2.2479843795775034, 0.6748760247094128, 0.2352819334227822, 32.236727159632224, 1.1394800582923235, 10.475026394544468, 0.000842787923706665
2017hle, 16.88778656365311, 32.4082286103301, 0.015, 58045.41592735, 59042.61059785, ATLAS, 58336.92308941761, 298.7858663738989, 3.2621922073627543, 1.4217073008956274, 0.0, 7.362983950408896, 0.0, 0.29628934383872507, 28.71122613511104, 1.5652356713566595, 10.811153814339129, 0.0002551265260945248
2018ame, 227.3563931337691, 25.471542558881964, 0.022, 58177.64533865, 58721.30897305, ATLAS, 58720.589254740145, 340.2260873019768, 0.3132599069704643, 0.2615515912665231, 0.0, 5.131952389918142, 0.0, 0.573131077551948, 31.255237963447705, 1.342770939461239, 8.986036224321298, 0.005711110761032731
2023jah, 307.78867051880843, -44.26245447262259, 0.03, 60077.25649245, 60151.28810605, ATLAS, 60090.094227816335, 2.7909716220783594, 0.01726082418776136, 0.005265621594413343, 1.2044461050156996, 2.1029083115417846, 0.8497599804594431, 0.2408380931322079, 32.05434168975251, 1.1330051743218037, 10.263562418656065, 0.08115201845918558
2020aclx, 9.472744000000002, -21.471927999999995, 0.06, 59193.29478435, 59603.78402655, ATLAS, 59602.92456709054, 28.403600699366507, 0.9965227849226183, 0.43747346656117714, 0.0, 7.4853043259740755, 0.0, 0.8421785651029445, 29.99878191738857, 1.5833595373418072, 10.830670491282186, 0.00202550586383922
2021zsz, 92.63879631704842, -14.538870149377928, 0.035746, 59481.57166765, 59518.52807375, ATLAS, 59475.064157121866, 1.538641313185508, 1.3256559056998507e-06, 1.646469175976649e-06, 1.5751461996565153, 1.2467495792464058, 6.565234318622894, 0.7188003838580947, 25.365522071776446, 1.1078377655913694, 10.964851218836822, 0.005379263240545481
2024luo, 10.074032578559928, 2.7566803332949923, 0.017, 60479.40416445, 60491.40606065, ATLAS, 60493.3312905847, 1.640030242906505, 2.5748943517794624e-14, 3.4733622867281263e-14, 4.9999793040824265, 0.815196759183995, 16.558734207282853, 0.7207017428598478, 15.388070359350017, 1.0984253957728272, 9.94823443519893, 0.0014830329374277173
2022abom, 55.288120413239035, -2.8485375859548903, 0.036, 59907.15666375, 59996.79349255, ATLAS, 59969.80530662729, 0.9826725801867724, 0.009321172096570856, 0.003564628194220334, 0.005703250138883176, 1.216720552301842, 1.3423771945960958, 0.2762106158795779, 31.071912241332427, 1.1023900965042523, 10.316452277637097, 0.0025523463538686332
2018efn, 221.2905622978074, 9.273927894946588, 0.024, 58300.40534135, 59044.34511415, ATLAS, 58694.768032719, 3.7410745048400713, 2.5853162887929413, 3.0867857234965035, -3.6508884625295006, 1.4956795263820528, -0.04580930864043397, 0.8104923796947084, 28.54164159881023, 1.1164979633968553, 10.432550861391366, 0.0007579384058977742
2019cdc, 212.20472173447806, 35.6142343137112, 0.02777, 58558.56347605, 58647.34267315, ATLAS, 58576.97586593298, 0.38610842864363804, 0.05159785149409156, 0.004094413823351543, -0.8028732613253625, 0.5385059773123285, 0.43212155214153974, 0.06085000601853754, 31.802859120079354, 1.0888976667064678, 10.584872344449861, 0.0011367594478676015
2021wzb, 72.76727135859213, -5.956928904982985, 0.0478, 59447.62130585, 59614.29573955, ATLAS, 59443.26213404927, 1.1532083104939375, 0.0648668568346455, 0.08094922770017517, -2.076120241520425, 2.555952349654907, 0.08956433739390342, 0.855829355020982, 32.38039474156095, 1.1614204078356083, 11.289712997692881, 0.0007520392347699466
