objname, objname, ra, dec, z, MJDs, MJDe, mu, st, Tmax, EBVhost, mu_err, st_err, Tmax_err, EBVhost_err, host_mass, host_mass_err
2020vae, 2020vae, 270.744675, 52.115075, 0.04846, 2458228.9723264, 2460484.8290046, 36.46442277692554, 0.5045060101850605, 2459134.4968600795, 0.19654027215011766, 0.04892966153976314, 0.021052336729065414, 0.18940703300275247, 0.034092477055043396, 10.61938683424752, 0.015165662741275331
2023bhm, 2023bhm, 70.72892083333333, 0.618425, 0.015419, 2458354.945625, 2460208.9666782, 34.260184747066866, 0.9405877134334236, 2459991.276909232, 0.07007275407020128, 0.009853899589442728, 0.006766577052523007, 0.035271270233296174, 0.004469274605559753, 10.944880130229151, 0.0007042302707270253
2019moq, 2019moq, 6.61545160003238, 38.1232395512729, 0.0596, 2458283.9484144, 2460446.9769329, 37.28289020363694, 0.7438180296764206, 2458695.8635055325, 0.15761696755382207, 0.02336110986826717, 0.013369094622777833, 0.10140664211105103, 0.015070746553517438, 10.979192644467481, 0.0047669442378859665
2022ubt, 2022ubt, 289.1199583333333, 41.889291666666665, 0.052, 2458297.8819097, 2460201.7033333, 36.91867161169596, 0.5888608021379008, 2459844.0207501384, 0.003842103336464262, 0.0366393743836649, 0.0263918847043848, 0.14100280955955286, 0.0329555658072911, 10.387851541544412, 0.0032791740061456085
2018lph, 2018lph, 250.902241666667, 33.5336, 0.08, 2458206.9226736, 2460505.8217477, 37.86186279705163, 0.7582597340168824, 2458312.385566871, 0.14877798269880296, 0.032654992664605226, 0.018692792946111658, 0.11217039498412484, 0.01599113700389906, 10.34149581173226, 0.004396506937327917
2023fwb, 2023fwb, 320.9141458333333, 39.580933333333334, 0.027, 2458230.9921296, 2460204.657963, 35.45331220269436, 0.4188286656276326, 2460059.02534899, -0.12333448716374036, 0.04176751314709637, 0.010681112526280062, 0.08457477670229972, 0.02128876970547561, 8.083420755485886, 0.029802813525155545
2023sps, 2023sps, 356.063375, -23.529138888888887, 0.049, 2458334.9602199, 2460253.709456, 36.571088641618864, 0.318777450378443, 2460208.3951677145, 0.10009955125640506, 0.21627901159233726, 0.06209276564198728, 0.3681378990589651, 0.07187394851752536, 10.404162102271735, 0.0019997084090541987
2019cdc, 2019cdc, 212.204729166667, 35.6142777777778, 0.02777, 2458226.7965741, 2460433.8622801, 35.582571387655335, 0.6282299598540183, 2458575.705043912, 0.05587902896641738, 0.022869138140977772, 0.010274594995751032, 0.06645682421185344, 0.015733412514113063, 10.584872344449861, 0.0011367594478676015
2021abzd, 2021abzd, 10.8995375, 30.592322222222222, 0.018086, 2458305.9647222, 2460440.9865625, 34.52612818376249, 0.5759536184802568, 2459519.5763264713, 0.08258177547345115, 0.021514126689788804, 0.013225588765745215, 0.109219793773299, 0.021789826132312146, 10.78600418510209, 0.0005559682094218451
2023fot, 2023fot, 185.44816295200465, 10.59142716377714, 0.026467, 2458205.8171644, 2460126.7009606, 35.69200860271978, 0.43107209260181284, 2460056.7742004935, 0.11121123030699806, 0.05977640885698034, 0.015320050365768898, 0.10092998783265858, 0.024221987227494645, 10.60069767104924, 0.0010828350223605655
2019op, 2019op, 35.4244125, -25.9271527777778, 0.04, 2458488.6670833, 2460196.960463, 36.253618847510815, 0.5527015802020642, 2458497.560752671, 0.19631901971320045, 0.1553718149824578, 0.04174065586032834, 0.3455012778171459, 0.04047890292162116, 8.40685425462122, 0.0035269244904225774
2021qqr, 2021qqr, 257.3738166666666, -22.44768611111111, 0.0309549998, 2458302.7803241, 2460477.772419, 35.79501557536171, 0.5908885410421086, 2459392.3953616633, -0.19511919542420691, 0.03692128700628576, 0.024798098892854406, 0.22766041946882318, 0.04878597153736647, 8.573645842354992, 0.09099381995104013
