objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, st, st_err, Tmax, Tmax_err, EBVhost, EBVhost_err, hostMass, hostMass_err
2018gro, 332.955, 38.7004166666667, 0.0217, 0.02270147137255729, 58327.38572920021, 58632.48101849994, ZTF, 36.27190314319032, 0.5351576923142601, 0.8396908473336618, 0.3425745199937722, 58384.32636158656, 2.3118337558452784, 0.259696816402253, 0.17872626231527639, 10.817750899221942, 0.0005965220878086435
2023acdv, 203.18804166666663, -13.047169444444444, 0.023, 0.024075706257608243, 60016.42046299996, 60489.22943289997, ZTF, 34.992851737464875, 0.1070054798850183, 0.49365006729300887, 0.019346421396709362, 60316.91623207525, 0.28915776678676325, 0.06392917373290945, 0.02934870485884178, 0.0, 0.0
2018lph, 250.902241666667, 33.5336, 0.08, 0.0793896692375815, 58198.45509260008, 58600.39560189983, ZTF, 37.44464043567726, 0.22780314252930617, 0.1330161267869737, 0.0037405300780900806, 58325.087727135186, 0.31830133292563895, -0.10872470267971959, 0.07858550951790912, 10.34149581173226, 0.004396506937327917
2023bhm, 70.72892083333333, 0.618425, 0.015419, 0.015766275577465683, 59823.44444439979, 60268.35903939977, ZTF, 34.048325090205694, 0.03024669401288701, 0.8818035701206165, 0.005864105057706134, 59990.681983871444, 0.04399891224921384, 0.09032947414950641, 0.011306422846542426, 10.944880130229151, 0.0007042302707270253
2023fwb, 320.9141458333333, 39.580933333333334, 0.027, 0.02822345528064485, 59751.44651619997, 60290.225613399874, ZTF, 35.644046399077794, 0.17209892257359047, 0.4357447985668371, 0.02171067825523119, 60058.3381963495, 0.2571196182219945, -0.098483877910749, 0.03566423373992985, 8.083420755485886, 0.029802813525155545
2021afur, 155.55415833333333, 17.861225, 0.028, 0.029266991403337883, 59251.35032409988, 59849.52885420015, ZTF, 36.52837862256794, 0.06581764263079323, 1.3479083135545245, 0.05265347362877109, 59544.15450829797, 0.38678802540284934, 0.796345702828706, 0.03384095540901494, 10.30385583831088, 0.0010795880607671832
2022ihz, 145.70094583333332, -3.6070722222222225, 0.006, 0.006950211129378658, 59509.515625, 59992.292060200125, ZTF, 33.37666506637334, 0.12446801974961806, 0.8719439057846691, 0.0941375496777465, 59707.609180699845, 0.27307461359974583, 0.3090718432643088, 0.03696934580838213, 0.0, 0.0
2018baz, 246.055791666667, 25.2720555555556, 0.1, 0.10108218579281303, 58205.44221059978, 58427.08136569988, ZTF, 34.584170256893806, 1.0893442406814808, 0.16338495837237052, 0.024459769658992755, 58212.80562449434, 1.5439830456810628, 0.955241432591974, 0.4220065742394981, 8.666571789473174, 0.1010321439244665
2019noh, 346.419825, 27.6659805555556, 0.0249, 0.023790246426944828, 58426.22129630018, 59002.444583300035, ZTF, 32.108346486713565, 0.2250121509923791, 0.12637047213129068, 0.0036410086881869313, 58711.171993634525, 0.2480436982161008, 1.0222885123707381, 0.08059485616861344, 10.77252153435704, 0.0007017531518671983
2019be, 195.060516666667, 27.9568527777778, 0.02, 0.01949830550456566, 58202.30971059995, 58607.25505790021, ZTF, 34.33744040555883, 0.14292427470239835, 0.1891789739901227, 0.002215045112854785, 58488.24292974479, 0.0944076978359506, 0.28569924146415215, 0.05115043288885487, 10.757611545644629, 0.00038517114109421353
2020nta, 241.847275, 13.8926222222222, 0.033953, 0.035093545083061395, 58737.12761570001, 59328.32981480006, ZTF, 36.68190854816473, 0.21171620306040662, 0.6786844207595586, 0.08517487950981008, 59046.813113454984, 1.7841488539502441, 0.9075491423107198, 0.11192205653616108, 10.968085313226508, 0.0006007041323623824
2020acbx, 131.588291666667, -12.6559722222222, 0.051, 0.05081509447891008, 58904.20976850018, 59338.18787040003, ZTF, 40.87993215142301, 0.723985408804331, 0.9873688870582339, 0.44709992555089734, 59194.76129072916, 3.660218717821709, -0.2727462601518692, 0.19943503109514654, 10.202182551202336, 0.003249982662315169
2021wzb, 72.76725099833224, -5.956904257359554, 0.0478, 0.04651040090541936, 59153.440624999814, 59640.21373840002, ZTF, 36.64843423046771, 0.1345902733766388, 0.729421209180486, 0.03844397564835228, 59457.31851680534, 0.0002943439312595737, 0.43285822316703465, 0.062363444053432936, 11.289712997692881, 0.0007520392347699466
2022zvu, 148.46274583333332, -7.792683333333334, 0.019323, 0.01991059970286546, 59623.33704859996, 60081.21770829987, ZTF, 35.80118379256885, 0.22923949082012862, 0.19719516290417052, 0.013137325996521699, 59895.34361913245, 0.5249341095343123, -0.7231933034817104, 0.08110146275425535, 10.542607440652626, 0.0012099832400037588
2021zqs, 45.880016666666656, 27.682208333333335, 0.036465, 0.03759239757293864, 59186.369884300046, 59765.47372689983, ZTF, 35.85928420439916, 0.11092594719667855, 0.3546725061043567, 0.020116425686826676, 59487.27205668908, 0.23945350565166448, 0.14189137446460015, 0.03659140010937182, 11.368436726427328, 0.0012292703565977665
2022ubt, 289.1199583333333, 41.889291666666665, 0.052, 0.051283207400065756, 59543.16145829996, 60128.43523149984, ZTF, 35.33733410132722, 0.2156887755436113, 0.21710399442676115, 0.003879793260251857, 59842.68818138303, 0.49781105913008306, 0.0643311833052718, 0.07330889437448386, 10.387851541544412, 0.0032791740061456085
2023vjh, 60.66323761258093, 25.233483796515177, 0.019, 0.020053436655789625, 59935.20746529987, 60499.47366899997, ZTF, 34.38200241583367, 0.22995201576800914, 0.27048513725264656, 0.01546388905293829, 60244.81665629939, 0.22987734886369854, 0.15326058852967775, 0.058676282776609974, 10.650404500305129, 0.002056533560023752
2022omn, 341.8629958333333, -25.664816666666667, 0.05, 0.04981237251089632, 59468.317534700036, 59924.127175900154, ZTF, 38.05147215938039, 0.15353142009802206, 1.1984930070530366, 0.05462120514766609, 59749.66550938563, 1.6445396291645962, -0.2833382996914979, 0.05100845237853153, 8.002245848661948, 0.06677605996871594
2020aclx, 9.47300416666667, -21.4719305555556, 0.06, 0.06125642537943543, 59061.45250000013, 59490.28780090017, ZTF, 38.15891257269122, 0.2941892979453439, 1.4271214696990353, 0.21445478664100667, 59196.60569333861, 2.9806471563624317, 0.36542184610145384, 0.17225497419684674, 10.830670491282186, 0.00202550586383922
2022xhh, 64.1733759834313, -12.18359033747551, 0.0315, 0.03259769607704932, 59622.13166669989, 59994.1947337999, ZTF, 38.40183757491047, 0.42489363085798476, 0.8602449309696037, 0.11615643268054311, 59884.72196283417, 1.772378188100539, 0.08369468859125406, 0.14377473044459468, 10.79645631191364, 0.0017011828138871884
2022rjs, 244.12544381213974, 21.25148280005454, 0.037, 0.03740480177063832, 59521.07643519994, 60104.35414349986, ZTF, 36.97404933048675, 0.143714516392539, 0.857291662172546, 0.05138232021374786, 59815.46166730101, 0.482245346762414, 0.2060961840374975, 0.06032060598999444, 10.48999877821179, 0.0018017453246977574
2023dk, 77.77631949389749, -1.0803024787910513, 0.02844, 0.0280070621136308, 59823.44821760012, 60251.412199100014, ZTF, 37.19360205606504, 0.2472251704799773, 1.3723314067377392, 0.0755211461798102, 59945.35742081513, 3.27889262361685, -0.44118200559346393, 0.12360850091151425, 10.658403563986226, 0.0008657073789887531
2021twa, 32.76211249999999, 36.481725000000004, 0.012128969342354, 0.011076045181382499, 59115.428715299815, 59640.15950229997, ZTF, 35.97061234182715, 0.1700009887537613, 0.12788642680314777, 0.007002540084422705, 59413.860561621375, 0.23137044219793834, -0.5576579092341101, 0.0635007385234125, 9.602104848459891, 0.0012216131463648687
2019bwi, 141.354254166667, 65.4675027777778, 0.02968, 0.028555312969008817, 58257.224351900164, 58855.49312500004, ZTF, 38.34560281617136, 0.25975382640232064, 1.3628701923770699, 0.09694577513784543, 58567.293339620854, 1.2870217511898112, -0.25115246276201425, 0.12015699692444862, 8.839761027821579, 0.012505917069982822
