objname, objname, ra, dec, z, MJDs, MJDe, mu, st, Tmax, EBVhost, mu_err, st_err, Tmax_err, EBVhost_err, host_mass, host_mass_err
2018lph, 2018lph, 250.902241666667, 33.5336, 0.08, 2458206.9226736, 2460505.8217477, 37.988416976395484, 0.7162538625083749, 2458312.1912878924, 0.03560233542670432, 0.03177809502515162, 0.016656941976990098, 0.09773393252703103, 0.017073863126310953, 10.34149581173226, 0.004396506937327917
2023fwb, 2023fwb, 320.9141458333333, 39.580933333333334, 0.027, 2458230.9921296, 2460204.657963, 35.50978301725014, 0.44167889813643346, 2460059.0983811677, -0.1180203989863441, 0.045706295849950535, 0.012016284317621103, 0.09165129131366644, 0.02531033509337082, 8.083420755485886, 0.029802813525155545
2023abdv, 2023abdv, 17.785216666666667, -13.944155555555556, 0.052, 2458356.9061227, 2460315.6581366, 36.76909321167807, 0.7929297185907698, 2460307.9910493055, 0.28860172702225634, 909092894.5839993, 800080252.4206789, 1139979908.99364, 252916650.5933827, 9.106052225138164, 0.04069200151682838
2023vjh, 2023vjh, 60.66323761258093, 25.233483796515177, 0.019, 2458788.8101042, 2460392.6400463, 34.49361803907586, 0.43067501203932024, 2460245.686913706, 0.5221777021174792, 0.07902733256754271, 0.019524239831500086, 0.20220352412175038, 0.04842206348402965, 10.650404500305129, 0.002056533560023752
2018baz, 2018baz, 246.055791666667, 25.2720555555556, 0.1, 2458206.0074074, 2459744.8931713, 37.309275439019316, 0.8395379975146314, 2458215.618200146, 0.6747494880800187, 0.234651354232743, 0.06558944179155567, 0.6174536959137014, 0.17722989541387357, 8.666571789473174, 0.1010321439244665
2019luv, 2019luv, 328.812516666667, -12.1489944444444, 0.06, 2458294.9609954, 2460110.9421759, 37.11239918315408, 0.6162339188318752, 2458691.433936795, 0.30497667207236473, 0.05847381237785033, 0.03956264103007297, 0.4167792596644622, 0.06785699686576419, 9.828101197306356, 0.006206509407890266
2022aaok, 2022aaok, 138.75348827764117, 22.589551264070604, 0.027214, 2458503.8706019, 2460208.008287, 35.789931645949686, 0.523385132137337, 2459907.9814489284, 0.2924033086571678, 0.04988434478437847, 0.02170307701483904, 0.21448031519284583, 0.03853792616822393, 10.475026394544468, 0.000842787923706665
2021fnr, 2021fnr, 219.50787920719074, 10.184031423141269, 0.026949, 2458236.7924074, 2460449.8184722, 35.67144076940015, 0.4731455348918972, 2459293.2944469554, 0.3524451130021046, 0.04294804575319181, 0.014591346299643038, 0.15583658874868933, 0.025043737260894143, 10.287436116011223, 0.0011406832616291658
2021jvp, 2021jvp, 215.19557977001816, -19.786138140517604, 0.044, 2458259.7712037, 2460296.0560185, 36.683694531894204, 0.5169556045675631, 2459327.2628140855, 0.175169875586111, 0.11777944236224638, 0.047171698540384104, 0.3456686491156622, 0.09248434832529308, 10.95457116086164, 0.0010071414066509068
2021bls, 2021bls, 250.836370833333, 61.5948666666667, 0.019, 2458230.8877894, 2460491.8640625, 35.02243756104094, 0.5795587376411272, 2459239.2813071627, 0.10487944418190753, 0.023583273476509917, 0.015429624897705925, 0.3626261158021507, 0.03236287973226459, 10.690134763061476, 0.00042944945706021567
2021zsz, 2021zsz, 92.63880416666666, -14.538880555555556, 0.035746, 2458803.0281134, 2459550.8388079, 36.158723770835806, 0.5872337043177908, 2459489.565656312, 0.12705210058197774, 0.11578827274669055, 0.05329432341593982, 0.38069282620531397, 0.13425145200697114, 10.964851218836822, 0.005379263240545481
2020mfd, 2020mfd, 259.030995833333, 40.7865361111111, 0.048, 2458198.9909722, 2460491.8669444, 36.31673439708409, 0.4756518672934362, 2459014.850762759, 0.6490169141536029, 0.020396029798818816, 0.008238204788425924, 0.11365082143621887, 0.021993309699591995, 10.501635412079967, 0.0016352035078946753
2023dk, 2023dk, 77.77631949389749, -1.0803024787910513, 0.02844, 2458358.9628588, 2460390.6366782, 35.518500728536225, 0.8578156278750343, 2459957.7124866275, 0.22506540806396624, 0.07768352669874515, 0.0334770299830147, 0.37549265984572955, 0.04751306633807545, 10.658403563986226, 0.0008657073789887531
2020aclx, 2020aclx, 9.47300416666667, -21.4719305555556, 0.06, 2459147.8176852, 2460191.9139352, 37.48087134557266, 0.6451522133028021, 2459199.3949101004, 0.37908812389249896, 0.20632397339259392, 0.10405047783076037, 0.6286839879915355, 0.12322161596850838, 10.830670491282186, 0.00202550586383922
2022xkq, 2022xkq, 76.34879317253565, -11.882223304643725, 0.007735, 2458771.994375, 2459968.7214699, 33.1716903005275, 1.1785022252904542, 2459882.1207235046, 0.2120187575359107, 0.3168240922796383, 0.21238417167153795, 3.346694488432528, 0.2183960189806692, 0.0, 0.0
2022oux, 2022oux, 334.19412499999993, 86.9324888888889, 0.019, 2459134.9299769, 2460433.9279282, 34.87311608659101, 0.3700690505476432, 2459777.6225646795, 0.4735228076501088, 0.12328532249141722, 0.0295588081087227, 0.415225140722121, 0.11312165781338399, 10.768114423095657, 0.0017432402130689096
2021bmu, 2021bmu, 19.5190582901647, 14.5536782776485, 0.053, 2458330.9343403, 2459529.764294, 37.46469714312471, 0.9251323567330682, 2459251.012226635, 0.6695387447856836, 0.20550396909305224, 0.18333017379964664, 2.1552562513081575, 0.1519845943509926, 10.270301179807593, 0.004885489470990093
2021cad, 2021cad, 163.939433333333, 24.0276555555556, 0.041546, 2458214.8633796, 2460442.7180787, 37.882705802673875, 0.5619923080324385, 2458828.811050046, -0.1799555981407768, 0.07437712166521934, 0.023968411255972048, 0.021025747518921185, 0.0374005867606915, 10.358143010854041, 0.0015162175022677541
2021zqs, 2021zqs, 45.880016666666656, 27.682208333333335, 0.036465, 2458505.7290278, 2460250.7161227, 35.90873301604027, 0.477970445738188, 2459487.512809366, 0.41390725511898496, 0.09453498846049327, 0.03552620391230236, 0.4012854722815781, 0.0708523297861372, 11.368436726427328, 0.0012292703565977665
2022rey, 2022rey, 268.3069708333333, 42.788525, 0.04, 2458206.996331, 2459889.6387153, 36.77185327486867, 0.43414685261575675, 2459810.518577996, 0.1596376286320279, 0.0558589381952998, 0.021816884885556775, 0.22110820472609655, 0.04697622231935351, 10.665653521436408, 0.0016239326144556986
2023sps, 2023sps, 356.063375, -23.529138888888887, 0.049, 2458334.9602199, 2460253.709456, 36.70497231147168, 0.34086656260396514, 2460208.486481801, 0.05996673739528982, 0.17589384013337908, 0.056421561530694886, 0.33445554210908884, 0.07556636016594363, 10.404162102271735, 0.0019997084090541987
2022fjx, 2022fjx, 160.87567916666663, 19.08300277777778, 0.046, 2458221.7260995, 2460258.0178009, 37.0706494515658, 1.2190731433546218, 2459671.9328746516, 0.29926141538432866, 0.06977948971921195, 0.06618284134738045, 1.4657684157358397, 0.053026218694885816, 7.902232705509368, 0.09912341714318443
2022kbc, 2022kbc, 181.1954625, 9.438255555555555, 0.0687, 2458476.9644213, 2460249.0448958, 38.26145465416651, 0.7341734801554046, 2459718.1238507787, -0.1314213054714616, 0.1860429343060061, 0.17874374727237718, 1.2335544936046727, 0.24532269820025762, 10.001102966465442, 0.006605906576879489
2021xfm, 2021xfm, 318.75354999999996, 21.91009722222222, 0.04, 2458344.817963, 2460451.8868866, 36.577308647064996, 0.36997600572382555, 2459449.8125878074, 0.2801168786871798, 0.06573319593821557, 0.02613641837635394, 0.32492033715346685, 0.07476699563950732, 10.643884474652957, 0.0019805168293122876
2022xnq, 2022xnq, 1.1623624999999997, -8.099930555555556, 0.0286, 2459467.836713, 2459906.648044, 35.73216979336635, 0.5098180191064138, 2459867.9963560556, 0.9033270851016508, 0.13680248150566957, 0.05564000018780792, 0.6556944239877911, 0.17530103285851723, 11.059889467732273, 0.0005005721852298015
2018jag, 2018jag, 15.9512916666667, 10.5923611111111, 0.04, 2458358.9162384, 2460236.8182639, 36.25346870445695, 0.8954039897841107, 2458454.738564914, 0.6871333780416904, 0.10491621502087876, 0.02059436400627555, 0.36943871043401993, 0.08125951866137376, 11.024363619703006, 0.0011197732616178959
2023acdv, 2023acdv, 203.18804166666663, -13.047169444444444, 0.023, 2459188.0573611, 2460437.7740741, 35.26182078771736, 0.596232191176673, 2460317.536501621, 0.09549421091543102, 0.03637381610177607, 0.036494446565249916, 0.12697104391305875, 0.06889323767342598, 0.0, 0.0
2019cdc, 2019cdc, 212.204729166667, 35.6142777777778, 0.02777, 2458226.7965741, 2460433.8622801, 35.699344964253385, 0.6370914340851023, 2458575.7314619212, 0.0002910753550403043, 0.024105093644815955, 0.010676469623146388, 0.0652531275193662, 0.017751520135345228, 10.584872344449861, 0.0011367594478676015
2019noh, 2019noh, 346.419825, 27.6659805555556, 0.0249, 2458277.9246991, 2460500.9255671, 35.08800370263244, 0.3831434137440343, 2458714.8734156135, 0.6943146413960825, 0.05054176417122615, 0.01618604119934815, 0.182547783176728, 0.0465464022019939, 10.77252153435704, 0.0007017531518671983
2021abzd, 2021abzd, 10.8995375, 30.592322222222222, 0.018086, 2458305.9647222, 2460440.9865625, 34.6038578183453, 0.5810517635472255, 2459519.6034499817, 0.04573367571205543, 0.02265068714669443, 0.013719608701043728, 0.11138620525376966, 0.024413688262201298, 10.78600418510209, 0.0005559682094218451
2021wzb, 2021wzb, 72.76725099833224, -5.956904257359554, 0.0478, 2458356.0144213, 2460261.9534491, 36.70003180650719, 0.5621297205845552, 2459456.1509842677, 0.1311688354628782, 0.036600703764052174, 0.021697812890244222, 0.24398430847164956, 0.04580912380584966, 11.289712997692881, 0.0007520392347699466
2023fot, 2023fot, 185.44816295200465, 10.59142716377714, 0.026467, 2458205.8171644, 2460126.7009606, 35.74523621903218, 0.4428251754581364, 2460056.8309482066, 0.09999317659247561, 0.05670240566607219, 0.014974095575911875, 0.09580460549686746, 0.02517563532846393, 10.60069767104924, 0.0010828350223605655
2019op, 2019op, 35.4244125, -25.9271527777778, 0.04, 2458488.6670833, 2460196.960463, 36.24345356710837, 0.5375505943445376, 2458497.45463739, 0.1697931908956445, 0.16259692178814145, 0.04077316521424615, 0.35634955048411676, 0.04556834539730748, 8.40685425462122, 0.0035269244904225774
2022bsi, 2022bsi, 228.61520416666664, 50.31702777777778, 0.0369, 2458204.9190856, 2460459.8032986, 40.78849027602725, 1.3054387074586227, 2458588.719015916, -0.3277803542861086, 0.4400521353935059, 0.5199234999473962, 10.270396982539856, 0.5645360559595979, 8.100583359671944, 0.1587618649984901
2024bjb, 2024bjb, 167.98247973984218, 3.1336757091326715, 0.0298, 2458290.6925, 2460449.7197917, 35.52868455064352, 0.43296772186244387, 2460346.7323159752, 0.2368809016898542, 0.12696767422727948, 0.02970738772279255, 0.11123617539824643, 0.048759052255386355, 10.881913964858091, 0.000479011282422774
2020abmg, 2020abmg, 123.852270833333, -6.95770555555556, 0.04, 2458800.0244792, 2460241.9593287, 38.74007418786547, 0.636776772644341, 2459191.4677852904, -0.7186077660120478, 0.10171012322324514, 0.058086475554851406, 0.44525018041761, 0.07123703129349004, 11.273524100202275, 0.0013318939814542631
2021qqr, 2021qqr, 257.3738166666666, -22.44768611111111, 0.0309549998, 2458302.7803241, 2460477.772419, 35.77198203089858, 0.6009410613296445, 2459392.6001274073, -0.18235112514423069, 0.0399528403975628, 0.025660275636653556, 0.23623548705694003, 0.055813527050726286, 8.573645842354992, 0.09099381995104013
2022abom, 2022abom, 55.288069676415056, -2.848554874720014, 0.036, 2459456.9443981, 2460013.6392593, 36.57853234879057, 1.2738385722445185, 2459923.975445865, 0.1771323163745967, 0.07156447850966921, 0.0553210545029823, 1.1718729795834386, 0.061773095062528746, 10.316452277637097, 0.0025523463538686332
2021uve, 2021uve, 29.13569565786243, 3.8603580474646884, 0.055, 2458351.9526736, 2460232.9036227, 37.29892576464477, 0.787145869631205, 2459441.220105823, 0.22606133552557223, 0.053270167191216765, 0.0232457292536605, 0.3134190166743748, 0.038349733663908744, 7.813528673239915, 0.07763466766209964
2022dsu, 2022dsu, 211.3781958333333, 15.720977777777778, 0.07, 2458242.8112731, 2460099.7275, 37.20453521761477, 0.653130836511342, 2459646.9919687044, 0.20277935235995717, 0.15508429738261142, 0.05331229767241718, 0.20264384105415817, 0.04003943698889008, 10.258346269556945, 0.0036019101922798984
2022ihz, 2022ihz, 145.70094583333332, -3.6070722222222225, 0.006, 2458247.7156597, 2460261.9762269, 33.56847117370447, 1.183017532304591, 2459706.545167962, 0.5196740617997998, 0.07412341529243648, 0.04737350879286357, 0.34913255922995595, 0.04808062830174899, 0.0, 0.0
2021twa, 2021twa, 32.76211249999999, 36.481725000000004, 0.012128969342354, 2458291.9499306, 2460480.9715046, 36.73918346075186, 0.7208791394279204, 2459911.069302506, -0.011078463741210003, 0.027399994695142708, 0.011689394178771857, 0.08240206880310591, 0.01535501868279283, 9.602104848459891, 0.0012216131463648687
2022rjs, 2022rjs, 244.12544381213974, 21.25148280005454, 0.037, 2458229.0087963, 2460503.7622222, 35.96363973573815, 0.575569084343563, 2459816.615693889, 0.2942887370921993, 0.019329495075216294, 0.009562309136716485, 0.07978554015475213, 0.015830291089314767, 10.48999877821179, 0.0018017453246977574
2022omn, 2022omn, 341.8629958333333, -25.664816666666667, 0.05, 2458789.7097685, 2460201.8021644, 36.94193995432645, 0.9929768051520528, 2459769.2325429185, 0.5775304504556423, 0.13130137836674052, 0.05464095744718619, 1.3923478422293099, 0.06876103502203666, 8.002245848661948, 0.06677605996871594
2022xhh, 2022xhh, 64.1733759834313, -12.18359033747551, 0.0315, 2458371.944375, 2460257.8754514, 35.73390539756455, 0.43664539796221913, 2459868.2613257114, 0.1808665023085633, 0.04563281182301972, 0.015329294278518249, 0.15858077767109374, 0.03120372922547329, 10.79645631191364, 0.0017011828138871884
2019cp, 2019cp, 163.708508333333, -7.38100277777778, 0.05, 2458218.7190394, 2458524.9405903, 36.38935102770264, 0.42907475142796825, 2458492.3252309933, 0.3452472205070683, 0.09589359773057274, 0.019298068763103964, 0.1904993814577227, 0.037518065661434036, 10.54711612988143, 0.0023269572276193662
2020abpe, 2020abpe, 24.1023333333333, 22.0498027777778, 0.05, 2458319.9628125, 2460468.970162, 36.73081739297479, 0.6093621805287196, 2459194.1485425998, 0.2916637815971113, 0.035637577802402426, 0.016469866507108966, 0.1297819498601845, 0.02352205265776882, 10.649515955931236, 0.0029270517243323553
