objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, st, st_err, Tmax, Tmax_err, EBVhost, EBVhost_err, hostMass, hostMass_err
2004gs, 129.596583, 17.627722, 0.0267, 0.02743521091657417, 53352.85, 53461.56, CSP, 35.506727058001545, 0.008189271699739065, 0.6978533232574247, 0.004360571825868994, 53356.98698200796, 0.039223036443727995, 0.1761787272139524, 0.005773405477341216, 10.524491610792518, 0.0008337715580172614
2008ae, 149.013333, 10.499667, 0.03, 0.030857352186054905, 54508.74, 54602.52, CSP, 35.597199662678776, 0.07799596000851007, 0.4330242905818231, 0.03433016201622572, 54512.7301553859, 0.3061437485567594, 0.2741340633120017, 0.08024822237019046, 10.290002175888732, 0.0008835091764675878
2006gj, 49.399167, -1.691722, 0.0284, 0.027522378419553843, 53998.83, 54096.59, CSP, 35.61873389184679, 0.01285679018407017, 0.6502230475717449, 0.008950698990693912, 54001.02017429273, 0.07196539006205366, 0.26644826170867497, 0.011627495637584842, 10.669635209313917, 0.0012479558890463075
2007ol, 24.34875, -0.312, 0.0559, 0.054025413754148294, 54409.79, 54422.66, CSP, 37.13519391403963, 0.06268784143300157, 0.7154924724253254, 0.04304250779359657, 54413.536682784, 0.22388721083477775, -0.09042521290019757, 0.04601647496423048, 10.289335360151146, 0.0023866700569406345
2005mc, 126.7765, 21.646, 0.0252, 0.025657773714809186, 53736.79, 53773.62, CSP, 35.18960488107766, 0.015133026650237594, 0.6375193337707141, 0.010088808265262907, 53734.70165631961, 0.1742822604967851, 0.2524751976435286, 0.014047140056014755, 13.004227849812548, 0.0005277710097430307
2006kf, 55.460333, 8.156944, 0.0213, 0.02090716743106265, 54036.81, 54127.64, CSP, 34.81674635381723, 0.011015103417082414, 0.7298873285382901, 0.005782230911381195, 54041.84976762156, 0.05305288042355716, 0.009456467929260986, 0.008076776009898572, 10.847440404300489, 0.0005624670042569112
2008hu, 122.3115, -18.653639, 0.0497, 0.050623552738642955, 54804.74, 54844.84, CSP, 36.74325485948069, 0.016298728730834933, 0.7809691976566646, 0.008028015913453226, 54807.099052211976, 0.17099747799269727, 0.04463772295314994, 0.011398320304100392, 10.107881298730984, 0.007118355222168162
2006ob, 27.950458, 0.263417, 0.0592, 0.057498350544748326, 54060.65, 54121.57, CSP, 37.04098566845323, 0.0199475901641998, 0.7265776100490671, 0.010116386696216494, 54064.09373545183, 0.12046934743662845, 0.021383717769530193, 0.014202038145543217, 11.3688972447224, 0.0010849287166291976
2006eq, 322.154708, 1.228194, 0.0495, 0.048494734308785356, 53980.56, 54029.51, CSP, 36.64975878434873, 0.0225030784522701, 0.6322541346485645, 0.01287597137313062, 53979.53491921812, 0.2570579271977845, 0.17975952521979616, 0.019820457703795768, 10.120574709522273, 0.002816689517966661
2007ux, 152.33325, 14.992444, 0.0309, 0.031516000192171406, 54466.82, 54558.61, CSP, 35.72102963385256, 0.01195784807466265, 0.6035795590349142, 0.0075367790398050555, 54467.336902637966, 0.08452572961818894, 0.07104839791344254, 0.01021989545776327, 10.222315389325127, 0.0013786653578807876
2007mm, 16.444458, -0.758833, 0.0664, 0.06456278748171412, 54385.72, 54418.69, CSP, 37.224920691987656, 0.050136338579719955, 0.5419074101794171, 0.02367155596143317, 54392.7557329188, 0.2404190926675667, 0.29972392951416954, 0.04088457827149789, 9.37688091226328, 0.007453549893324646
2005be, 224.886333, 16.669889, 0.035, 0.0355986032816855, 53467.89, 53491.77, CSP, 35.86644351217439, 0.01003165269791348, 0.7603640062600396, 0.00513419390887975, 53461.528429507736, 0.17392821275920115, 0.008246431004213529, 0.008610451056218596, 10.545044668481573, 0.0010384127802137444
2007nq, 14.389875, -1.388611, 0.045, 0.04258458084208732, 54397.65, 54476.56, CSP, 36.268958752594415, 0.00863463890182378, 0.7466687206096096, 0.004451799753963535, 54399.474242659126, 0.07692910007270803, 0.028325594294603438, 0.0064667770634165905, 11.25062156153491, 0.0008671398747487263
