objname, z_cmb, origin, mu, mu_err, hostMass, hostMass_err
2009ad, 0.02808883630064752, CSP_SALT, 35.66580649426828, 0.00550999190201232, 10.572115334741166, 0.0016543456909347244
2006et, 0.020974594549934094, CSP_SALT, 34.95592148588831, 0.005218162499399527, 10.743674520559422, 0.0005834478835465598
2009P, 0.026209683706048342, CSP_SALT, 35.61640651602559, 0.011307360820547086, 9.7634902954309, 0.001489549641911028
2004ef, 0.02954612859608288, CSP_SALT, 35.78545818444365, 0.0028306391899113404, 11.171477203958151, 0.0011960801888627102
2006os, 0.031377006641074116, CSP_SALT, 35.95036749022894, 0.012628901131765242, 10.76654740701287, 0.001213976022382484
2005iq, 0.032251788271707396, CSP_SALT, 36.21826083650192, 0.00685336228104359, 10.473486783488507, 0.0010851817442867103
2006bt, 0.03392523726373172, CSP_SALT, 35.71321756535171, 0.008134538328025109, 10.885766269512045, 0.0007686279394534686
2005hc, 0.04394137948007002, CSP_SALT, 36.859309435013316, 0.006504884948255402, 10.515068680685955, 0.001628408532041829
2006hx, 0.043686906535194706, CSP_SALT, 36.513222404512845, 0.02446316237130065, 10.307434104151445, 0.0019476582498743804
2008O, 0.03982266988336256, CSP_SALT, 36.26298057062227, 0.013546384932022008, 11.476554549097061, 0.12607025065414917
2006ot, 0.05234559449767061, CSP_SALT, 36.69420559365401, 0.013267990601067437, 11.181810456585577, 0.0011092005646865426
2006py, 0.056012583196732316, CSP_SALT, 37.17938617307643, 0.02559435627542199, 9.823198012980697, 0.0067542707073111165
2006fw, 0.08215156304994824, CSP_SALT, 37.82373869564629, 0.02165109465159967, 9.861783859275818, 0.011990873422482031
2007jg, 0.035639792744478135, CSP_SALT, 36.60516090675818, 0.009389958452766817, 8.983217199440995, 0.01518488169616929
2006ef, 0.016221363049564445, CSP_SALT, 34.75255736639614, 0.008745046252934222, 10.419862861063349, 0.00045399600933094614
2008bq, 0.035317653145700935, CSP_SALT, 36.010879624830324, 0.005816726067143778, 11.946576632579085, 0.16059414092674737
2004gc, 0.031225952035492954, CSP_SALT, 35.797953977509096, 0.00977719662804667, 12.062701043577428, 0.013400455258840153
2008bz, 0.061705666074794226, CSP_SALT, 37.56673974043155, 0.013853115088560035, 10.467466688012156, 0.002526258061862814
2007bc, 0.022560118838024914, CSP_SALT, 34.94858311864529, 0.006106467735187609, 9.927081146965973, 0.000229581880906585
2008fr, 0.03811642342093458, CSP_SALT, 36.45313068790084, 0.00868039197360854, 8.327633544884216, 0.02003794312800088
