# Created by M.D. Woods -- 2024-12-09 10:32:30.858694 -- NUM TARGETS: 72
objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, st, st_err, Tmax, Tmax_err, EBVhost, EBVhost_err, chisquare, chisquare_err, hostMass, hostMass_err, peak_mag, peak_mag_err
2005kc, 338.530583, 5.568417, 0.0151, 0.013293647410229783, 53687.52, 53728.54, CSP, 33.93392176362702, 0.015963738949576978, 0.899482943203969, 0.008644223436926538, 53698.296436406796, 0.06384494483561688, 0.33616944958116723, 0.008750077088868276, 475.79488570694343, 7.92991476178239, 10.860521014844817, 0.00028121941506437646, 15.930104166666666, 0.016770833333333336
2005A, 37.680208, -2.938833, 0.0191, 0.018175475414380166, 53376.65, 53433.53, CSP, 34.51382283956327, 0.02647089345632018, 0.971016316298393, 0.01363768136904187, 53380.20172620329, 0.20960801295998022, 1.0915154535041243, 0.012718989268786594, 2684.8612542432675, 19.88786114254272, 3.2610126934232015, 3.5302173689058103, 17.566959999999998, 0.011720000000000001
2009Y, 220.599375, -17.246778, 0.0094, 0.010706906771567897, 54868.84, 54976.65, CSP, 32.91931807794881, 0.021612801206028362, 1.1892993042783069, 0.0131013287767653, 54876.54574277467, 0.10961962019393068, 0.1632778301696794, 0.01235890563244025, 1912.7495839897892, 13.470067492885839, 10.154204462082083, 0.0003139066959013028, 14.576454545454549, 0.009090909090909092
2004gs, 129.596583, 17.627722, 0.0267, 0.02743521091657417, 53352.85, 53461.56, CSP, 35.506727058001545, 0.008189271699739065, 0.6978533232574247, 0.004360571825868994, 53356.98698200796, 0.039223036443727995, 0.1761787272139524, 0.005773405477341216, 445.61347870767776, 1.8802256485556024, 10.524491610792518, 0.0008337715580172614, 17.42813333333333, 0.011033333333333336
2008gp, 50.753042, 1.361889, 0.0334, 0.0316740244728526, 54768.75, 54844.52, CSP, 35.66325860559448, 0.011670799657826402, 0.9723192564621453, 0.005390077994596937, 54779.55632994173, 0.050181750019096395, 0.021166570378500078, 0.005268306717389597, 370.9712565798689, 3.9049605955775673, 10.825626853900289, 0.0008195866476426455, 17.139885714285715, 0.03025714285714286
2007ca, 202.774208, -15.101833, 0.0141, 0.015735060207281045, 54217.65, 54275.65, CSP, 34.31585962251261, 0.01618867384790459, 1.0619727018315643, 0.01200870310647812, 54227.83689800951, 0.0905470144988229, 0.356888230038777, 0.006382414548643488, 299.63292140027545, 5.350587882147776, 9.100726295715653, 0.002123969178416933, 15.971552631578946, 0.012000000000000002
2009al, 162.841958, 8.578528, 0.0221, 0.023294362161299355, 54891.71, 54973.54, CSP, 34.718567416867515, 0.032752337694100186, 0.9186475036249806, 0.017004454837158536, 54897.35184752055, 0.40258778932387984, 0.2846537634768186, 0.016313538748283837, 901.3775635359957, 13.453396470686503, 10.676596531095123, 0.0005467162453691708, 16.522230769230767, 0.02184615384615385
2005ki, 160.117583, 9.202333, 0.0192, 0.020898630617279666, 53695.86, 53861.5, CSP, 34.63623132124024, 0.006692003828314847, 0.8266976407556894, 0.0032374425160913616, 53705.833452942745, 0.039683445334930886, 0.015054022735394869, 0.0041177634362026235, 403.88221428736756, 1.861208360771279, 10.709160295771582, 0.00038088954032225003, 16.143395348837206, 0.019139534883720933
2006lu, 138.823458, -25.600083, 0.0534, 0.055620130925735006, 54040.84, 54137.75, CSP, 36.85201518859871, 0.015053526030197419, 1.0539404773208452, 0.008499247529541804, 54034.88892550966, 0.17765678368640897, -0.0027008191505036214, 0.0061627413877729555, 112.92975705178014, 0.9993783809892048, 10.312301203111709, 0.0032468771455692633, nan, nan
2006ev, 322.746917, 13.989222, 0.0287, 0.027057648155491495, 53993.59, 54039.52, CSP, 35.64198164742726, 0.012588380036277227, 0.8442979872999352, 0.007367044354524965, 53990.09466100468, 0.23575913653227248, 0.2222497719593792, 0.008834687750734564, 101.78136755408558, 2.261808167868568, 10.748696257484479, 0.0007780565778547196, 17.527727272727272, 0.05054545454545455
