objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, st, st_err, Tmax, Tmax_err, EBVhost, EBVhost_err, hostMass, hostMass_err
2005kc, 338.530583, 5.568417, 0.0151, 0.014940132665023809, 53687.52, 53728.54, CSP, 33.66628418824456, 0.01775213486684317, 0.8997748710056507, 0.007323441313366797, 53698.2964776592, 0.05414030598480853, 0.3172607260492472, 0.006942991721579382, 10.860521014844817, 0.00028121941506437646
2005A, 37.680208, -2.938833, 0.0191, 0.01885254380777468, 53376.65, 53433.53, CSP, 33.86221678747353, 0.051892979222617375, 1.1738586225478713, 0.026640716950066395, 53378.83852980054, 0.24383157479031717, 0.9861741770583394, 0.01984546453725136, 3.2610126934232015, 3.5302173689058103
2009Y, 220.599375, -17.246778, 0.0094, 0.0091247711186202, 54868.84, 54976.65, CSP, 32.78846804266746, 0.03257517815680694, 1.1891934299584381, 0.013772048193854993, 54876.55477831324, 0.11312655739857508, 0.15439185648717285, 0.012209046610018287, 10.154204462082083, 0.0003139066959013028
2004gs, 129.596583, 17.627722, 0.0267, 0.026390916780388185, 53352.85, 53461.56, CSP, 35.360521599500395, 0.010660915608440057, 0.7024740059197936, 0.004272354276106342, 53356.96460688909, 0.038864816921614094, 0.17202403442638023, 0.005319825331195982, 10.524491610792518, 0.0008337715580172614
2008gp, 50.753042, 1.361889, 0.0334, 0.03284986779071364, 54768.75, 54844.52, CSP, 35.64526206222922, 0.014970050536781583, 0.9723656303047614, 0.0053952089485942364, 54779.55616472985, 0.050177974984471276, 0.020385961367068064, 0.004958387420206575, 10.825626853900289, 0.0008195866476426455
2007ca, 202.774208, -15.101833, 0.0141, 0.013154463843250142, 54217.65, 54275.65, CSP, 34.0196866966617, 0.01599919400344367, 1.059557055443959, 0.009222668476467496, 54227.83113185452, 0.0711265204101722, 0.33980410664566746, 0.004680363895015299, 9.100726295715653, 0.002123969178416933
2009al, 162.841958, 8.578528, 0.0221, 0.022672345649647596, 54891.71, 54973.54, CSP, 34.48510217776057, 0.041740451352915445, 0.9213673734065752, 0.016463215801328177, 54897.264445155786, 0.39348513206844615, 0.27118869336482715, 0.01465604048199542, 10.676596531095123, 0.0005467162453691708
2008ae, 149.013333, 10.499667, 0.03, 0.028864718644044718, 54508.74, 54602.52, CSP, 35.34725338159805, 0.12211820380987229, 0.44595605018704315, 0.036437430533114296, 54512.68463770465, 0.3025243785283245, 0.2853813129906174, 0.07836582438738272, 10.290002175888732, 0.0008835091764675878
2005ki, 160.117583, 9.202333, 0.0192, 0.019954835427210993, 53695.86, 53861.5, CSP, 34.62231043687935, 0.009027162414163762, 0.8271914614547092, 0.003227994024473686, 53705.8303193478, 0.039548141822689675, 0.015183973202223767, 0.003830170071095694, 10.709160295771582, 0.00038088954032225003
2006lu, 138.823458, -25.600083, 0.0534, 0.053298773496320395, 54040.84, 54137.75, CSP, 36.85179194235694, 0.019296383558545422, 1.0535416668018656, 0.008420571929592776, 54034.89743101298, 0.17640885783355492, -0.00172365388091362, 0.005836575899967025, 10.312301203111709, 0.0032468771455692633
2006ev, 322.746917, 13.989222, 0.0287, 0.029906954835547728, 53993.59, 54039.52, CSP, 35.45814942674865, 0.018881828662309395, 0.8457090799702504, 0.007604458059209628, 53990.02948483305, 0.24373463778208285, 0.21142932336986095, 0.008617388509597233, 10.748696257484479, 0.0007780565778547196
2006gj, 49.399167, -1.691722, 0.0284, 0.029096197852260364, 53998.83, 54096.59, CSP, 35.39064780237187, 0.015010283209865825, 0.6650371007678664, 0.0077813776365580935, 54000.96958194802, 0.0626262627172216, 0.2690730430331232, 0.009320866888527247, 10.669635209313917, 0.0012479558890463075
2007jh, 54.006417, 1.103389, 0.0408, 0.039971312957987726, 54363.86, 54413.8, CSP, 36.90600429461011, 0.26988885090101733, 1.1153833424857982, 0.11484570803289369, 54346.23684745923, 2.0699732399948245, -0.08911510449643388, 0.10296577256588846, 10.963091620417575, 0.0010519692878266553
2007so, 41.929708, 13.254111, 0.0297, 0.02971208586188334, 54449.68, 54494.53, CSP, 35.08874748820927, 0.10133999720403349, 0.5083206999456742, 0.05339791372340976, 54434.91432645542, 1.230785988129152, -0.11838947459169893, 0.03824130167026222, 11.033429337365888, 0.0007662393052439184
2006hb, 75.505333, -21.131972, 0.0153, 0.01642520188994956, 54006.87, 54143.59, CSP, 34.02830510453372, 0.012930149127483715, 0.6905400980912063, 0.0049249960171119525, 54002.985884801165, 0.13099543407690312, 0.06148104158059626, 0.0070177602685004324, 10.210072482410556, 0.0005498683746901016
2007hj, 345.449542, 15.5865, 0.0141, 0.015352675804341631, 54348.76, 54440.53, CSP, 33.814108924964195, 0.01354815253994945, 0.6179692508647419, 0.0062635903352844064, 54350.342185724185, 0.05512849383451005, 0.10104777187535018, 0.008372058329676715, 10.38832624078401, 0.0005651865386335664
2007ol, 24.34875, -0.312, 0.0559, 0.05462956395911056, 54409.79, 54422.66, CSP, 37.22398592680248, 0.08563714835693093, 0.7153237705423765, 0.04292531085631087, 54413.53764494678, 0.22359733748200258, -0.09060617598240046, 0.045303401620531446, 10.289335360151146, 0.0023866700569406345
2005mc, 126.7765, 21.646, 0.0252, 0.026240933174557002, 53736.79, 53773.62, CSP, 34.98011788207261, 0.023654436606253753, 0.6466242246137989, 0.010676154513381091, 53734.47935573435, 0.18878308926239384, 0.24448117484424337, 0.013845028948597961, 13.004227849812548, 0.0005277710097430307
