objname, ra, dec, z, MJDs, MJDe, origin, t0, t0_err, x0, x0_err, x1, x1_err, c, c_err, mu, mu_err, hostMass, hostMass_err
2018gro, 332.955, 38.7004166666667, 0.0217, 58327.38572920021, 58443.30398150021, ZTF, 58388.3269888398, 0.8301412443906884, 0.0007126949219971142, 0.00010864049051351697, 1.581709996806272, 1.741615202730578, 0.6478876884206979, 0.046329114810730605, 36.17403715694675, 1.1179794632913502, 10.817750899221942, 0.0005965220878086435
2018lph, 250.902241666667, 33.5336, 0.08, 58198.45509260008, 58502.483576400205, ZTF, 58311.434767596045, 0.07868608241551556, 0.0002982946684754884, 3.219152512280498e-06, -2.147715751533626, 0.1074120744093845, 0.12279038681358813, 0.010438659335379302, 38.11387040947365, 1.0858617476511279, 10.34149581173226, 0.004396506937327917
2023bhm, 70.72892083333333, 0.618425, 0.015419, 58338.48149310006, 58805.35788189992, ZTF, 58439.42409065592, 0.003078563226154074, 6.04352476909543e-05, 7.797177666406091e-06, 4.999999999981561, 0.16006173741801888, 0.6907270498264649, 0.09912433190474536, 39.24840762555746, 1.0861182474880011, 10.944880130229151, 0.0007042302707270253
2018baz, 246.055791666667, 25.2720555555556, 0.1, 58205.44221059978, 58333.19033560017, ZTF, 58214.85716826594, 0.25878787548208493, 7.991155110356824e-05, 5.382369457835268e-06, -4.23162734426641, 0.21348161219269102, 1.0750800378801484, 0.055825537718012706, 36.38729860215716, 1.086260977552213, 8.666571789473174, 0.1010321439244665
2018ciw, 224.878291666667, 28.1830166666667, 0.056, 58214.36912039993, 58350.22145830002, ZTF, 58276.69273398272, 0.3675206017214805, 0.0008816448725212003, 0.00023418613992398619, -3.9234543006911, 0.41479244883188926, -0.27303902539145153, 0.20333453487369876, 37.845133572456604, 1.0880342518896557, 12.38697996711908, 0.004384734224813007
2019noh, 346.419825, 27.6659805555556, 0.0249, 58246.45186340017, 58722.403252299875, ZTF, 58723.072493822576, 0.24437751210280112, 0.00015118131609992655, 5.976324850996162e-06, 4.726771788316726, 0.4036341972513915, 1.3880015855423118, 0.02830315108579484, 36.13320605432986, 1.0874997315137183, 10.77252153435704, 0.0007017531518671983
2019be, 195.060516666667, 27.9568527777778, 0.02, 58202.30971059995, 58506.504965300206, ZTF, 58491.80720470185, 0.11133039595733862, 0.0003656476694099337, 5.069390588163707e-06, -3.4507560957799255, 0.20030922465603296, 0.7538460193982736, 0.01233245940849661, 35.81291615545561, 1.0861703016936786, 10.757611545644629, 0.00038517114109421353
2019cp, 163.708508333333, -7.38100277777778, 0.05, 58199.25083329994, 58524.44059030013, ZTF, 58492.37700371086, 0.28633313480168, 0.0002568892714165996, 1.0769376962709936e-05, -2.5907254375220985, 0.15834468284738, 0.3572250221919613, 0.03460052408088925, 37.50972352440897, 1.086019367345838, 10.54711612988143, 0.0023269572276193662
2022zvu, 148.46274583333332, -7.792683333333334, 0.019323, 58204.24656250002, 58556.26666670013, ZTF, 58440.09564503012, 2.3666358566370036, 4.508647330570603e-05, 1.3388931230709814e-05, 4.999582109575252, 7.145959245146024, 0.37298203933004936, 0.27004865072437073, 40.51333392099054, 1.5413969588479557, 10.542607440652626, 0.0012099832400037588
2022rjs, 244.12544381213974, 21.25148280005454, 0.037, 58206.418877299875, 59026.248356500175, ZTF, 58245.74032676333, 0.871524725924246, 2.390048191460529e-09, 3.37408976850659e-09, -4.99999998357952, 0.34628772636354066, 6.871513223674117, 0.777436601212722, 30.306873951255902, 1.0935167031707178, 10.48999877821179, 0.0018017453246977574
