objname, ra, dec, z, t0, t0_err, x0, x0_err, x1, x1_err, c, c_err, mu, mu_err
2018gro, 332.955, 38.7004166666667, 0.0217, 2458388.826849964, 0.8426324366591871, 0.0007129329819422298, 0.00011064881086975002, 1.5810122345734925, 1.8152771575122106, 0.6477208871955831, 0.046934413944888315, 36.174064861413896, 1.120719741405959
2022fjx, 160.87567916666663, 19.08300277777778, 0.046, 2459674.579615144, 0.3415928673930466, 0.0005642395282682774, 1.1140537755927112e-05, -0.3858822895978003, 0.17228129628869504, 0.3638378945121959, 0.015258407516853466, 36.973064314681785, 1.0860586334468105
2023acdv, 203.18804166666663, -13.047169444444444, 0.023, 2460316.413167589, 0.22478750650770962, 0.0018726277414559348, 4.0310413318675237e-05, -2.203876880560827, 0.10357565916403355, 0.5193070084406851, 0.022782630112780807, 34.92914332008113, 1.085857443007957
2018lph, 250.902241666667, 33.5336, 0.08, 2458311.9338122834, 0.07868745760060847, 0.00029828650733262793, 3.219782191467249e-06, -2.1475194082424927, 0.10742444258552127, 0.12276198917273462, 0.01044113154205397, 38.11401478039056, 1.0858617768487886
2022aecb, 74.75937499999999, -0.44191111111111114, 0.015, 2459961.410188257, 9.508762518176809, 0.0028013612885566712, 0.0008271193636158493, -0.35050613784671986, 13.429993654718231, 0.0002199297254378544, 0.16863110661071, 36.32229436300621, 2.324144300509012
2023bhm, 70.72892083333333, 0.618425, 0.015419, 2459991.012267064, 0.04119267873466015, 0.011797093359945656, 4.878967822176517e-05, -1.2871525591238961, 0.05321896281499385, 0.09276913940260954, 0.004963937455009846, 34.34217608214924, 1.08576700238299
2021aare, 90.91666666666666, -26.66324722222222, 0.0404, 2459499.5950234123, 1.7539951354265213, 0.0007877596629177237, 0.000714376602034848, -2.0959526776198025, 0.7949816825143967, -0.5920112802810636, 0.6893905391569797, 39.1975285078695, 1.0976077819918189
2023fwb, 320.9141458333333, 39.580933333333334, 0.027, 2460059.1598923, 0.14820340415462852, 0.0007238899119131293, 2.700954010111712e-05, -2.364720816608693, 0.16041996868742506, 0.3432177198182396, 0.027845872191655054, 36.46122759907931, 1.0860219509529672
2022yv, 170.4280708333333, 34.358330555555554, 0.035426, 2459639.5775264017, 21.946061615133658, 0.0002168683724692348, 0.0003666068244677043, 0.5892851048359644, 23.84143110883718, -0.0013245181207593337, 1.2971708874154817, 39.24861713446055, 3.811064396207206
2023yrs, 96.7204, -24.614725, 0.023312, 2458402.843798073, 2.0188170990440995, -6.653095559050421e-08, 1.203363317125706e-07, -8539.382045616672, 15448.364338493353, 0.5385059318017293, 0.7435168685341925, nan, 2363.5999958973002
2021afur, 155.55415833333333, 17.861225, 0.028, 2459547.5571771325, 0.3491223664022982, 0.00010157478448137362, 9.499786564476426e-06, -2.360074139704958, 0.6295590725543591, 1.1066767699027311, 0.06885391638891288, 36.319047108502104, 1.0900514283751457
2022ihz, 145.70094583333332, -3.6070722222222225, 0.006, 2459706.7178696236, 0.015485730022192001, 0.011911773109620959, 3.7275483948648453e-05, -2.7246116135606777, 0.021837363027595334, 0.2860344970259134, 0.0024303940517516015, 33.53581059057137, 1.0857414092015558
2018baz, 246.055791666667, 25.2720555555556, 0.1, 2458215.3559506238, 0.2586785559542477, 7.994833219814154e-05, 5.396856111401744e-06, -4.232585411288312, 0.21375027586971693, 1.0748058944843133, 0.05594855295656161, 36.387469345606654, 1.0862623624838816
2018ciw, 224.878291666667, 28.1830166666667, 0.056, 2458277.193679575, 0.36747535364702344, 0.000881865306573926, 0.0002361467271989489, -3.9223975040079435, 0.41601112376109706, -0.2732359659393682, 0.20498833959997392, 37.8456107169408, 1.0880524078344462
2019noh, 346.419825, 27.6659805555556, 0.0249, 2458716.578861101, 0.11646094778552651, 0.00013223710983271188, 4.6445265043424696e-06, -3.5291235913944665, 0.0831254649241158, 1.3241313101717873, 0.024285221846444063, 35.20574941433007, 1.085817049418651
2019be, 195.060516666667, 27.9568527777778, 0.02, 2458492.0533946673, 0.08660096675157547, 0.00037288796122305967, 4.973118670708347e-06, -3.3306283618456005, 0.0964860720003315, 0.716917588684374, 0.011133083429964994, 35.920053540641916, 1.085837895499533
2020nta, 241.847275, 13.8926222222222, 0.033953, 2458966.1077069016, 0.006865948671475053, 1.278429585674307e-05, 6.981713318697641e-06, 32.0097093780154, 23.39066779941258, -0.17160094805059128, 0.3554117412850702, 47.63716432848621, 3.740239342779516
2020ecn, 179.863879166667, -20.4447916666667, 0.021, 2458912.660342015, 1.0939780622720718e-05, 0.00021717058936758144, 4.5812811457422545e-05, -3.995107340672818, 0.3797074136121255, 1.2356670301711763, 0.14541105498623907, 34.85945830207159, 1.0875169567603362
2019cp, 163.708508333333, -7.38100277777778, 0.05, 2458492.87855072, 0.2856689551845193, 0.00025699588354792535, 1.07772031425966e-05, -2.590709284064362, 0.15819137614335194, 0.35685232848275134, 0.03460954213322012, 37.510386123058346, 1.0860188510748168
2022kbc, 181.1954625, 9.438255555555555, 0.0687, 2459727.2163851024, 0.18938414216972888, 0.00018736310510634676, 7.126235452047786e-06, 13.875895666090084, 0.5843167512229193, 0.3410579933909352, 0.029253973391923604, 40.41994902859241, 1.0894198375282855
2020acbx, 131.588291666667, -12.6559722222222, 0.051, 2459195.809208344, 0.3333587241359055, 0.0002256970728116365, 1.1236910920121164e-05, -3.0827511554022324, 0.35573387118035094, 0.27707058048235406, 0.04358323877333804, 37.813853927104994, 1.0871200029183723
2021wzb, 72.76725099833224, -5.956904257359554, 0.0478, 2459455.6715423213, 0.22511257696896791, 0.0003964911296853796, 1.2343764131662334e-05, -2.3968874760555647, 0.11934575957787726, 0.47872949463064735, 0.018470304770719096, 36.70607863289004, 1.085893418501953
2022zvu, 148.46274583333332, -7.792683333333334, 0.019323, 2459897.6284326585, 0.08384632272645831, 0.001418589384577534, 2.1411101687688606e-05, -2.6456726580412187, 0.08312694756621085, 0.5702941041481472, 0.010906304842020162, 35.01109388880094, 1.0858119768391343
2023abdv, 17.785216666666667, -13.944155555555556, 0.052, 2460307.596581184, 1.3119999172631651, 0.000587491142212854, 0.00013501344446295463, 0.07767558076395481, 1.7682652995401302, 0.34412999569601493, 0.1994641480789626, 37.05887366918324, 1.1193519692966611
2020acoo, 145.3088625, 26.088575, 0.044125, 2459201.7298152214, 0.21744871651753783, 0.001092750178775697, 0.00034478155475011754, -3.0472052469711883, 0.6241880866379469, -0.15176031553538225, 0.23510676710693432, 37.38472112197641, 1.0905216374502265
2022dsu, 211.3781958333333, 15.720977777777778, 0.07, 2459646.519575002, 0.2107727734837681, 0.00032991394978981964, 1.6147790657362427e-05, -2.3054281094754594, 0.21238783095698827, 0.20123784178107212, 0.03430192807697347, 37.746579032598774, 1.0862350559956628
2021zqs, 45.880016666666656, 27.682208333333335, 0.036465, 2459489.840443172, 0.2074548623058945, 0.00020801169539279808, 1.150297233820893e-05, -3.0018751280247638, 0.1594730764479919, 0.8134549646955145, 0.04083536709061301, 36.316397926316476, 1.086028301309553
2022ubt, 289.1199583333333, 41.889291666666665, 0.052, 2459843.6246543564, 0.18374377000145614, 0.0005088986088613938, 6.766202527195901e-06, -2.810641879145649, 0.16956550106634605, 0.21213390669175847, 0.01555152050048602, 37.16623459135899, 1.0860487254725748
