#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
02a58308o0093c,246.301967142857,40.8401571428571,>20.74,0.0,3.0,c,22.331,58308.40184495,8305.82,6874.91,179.0,180.9,4.0,6.3,181.7,499.7,450.6,1.35,2.71,2.54,1.0,3.0,-0.409,5.6799137910956645,8.945864220975672,19.79,30.0
02a58308o0120c,246.301967142857,40.8401571428571,>20.78,0.0,3.0,c,22.327,58308.41616175,8287.19,6836.47,192.0,181.4,-5.4,6.4,183.0,945.8,421.9,1.53,2.65,2.46,1.0,3.0,-0.414,-7.308924675491005,8.662429245026376,19.8,30.0
02a58308o0166c,246.301967142857,40.8401571428571,>20.66,0.0,3.0,c,22.314,58308.44120185,8340.7,6936.95,182.0,181.3,1.6,5.9,183.4,941.4,413.7,1.33,2.88,2.69,1.0,3.0,-0.408,2.590260815171915,9.551586755946436,19.73,30.0
02a58308o0174c,246.301967142857,40.8401571428571,>20.74,0.0,3.0,c,22.312,58308.44520505,8354.16,6818.06,172.0,181.1,-3.4,6.1,178.8,-463.2,404.9,1.97,2.72,2.56,1.0,3.0,-0.404,-4.942725950535705,8.867831852431705,19.76,30.0
01a58310o0259o,246.301967142857,40.8401571428571,>20.48,0.0,3.0,o,22.246,58310.39126035,4556.16,3164.06,176.0,181.4,-6.1,5.7,180.9,809.8,447.4,1.79,3.14,2.83,1.0,3.0,-0.429,-12.385817138404068,11.573632408016916,19.39,30.0
01a58310o0285o,246.301967142857,40.8401571428571,>20.38,0.0,3.0,o,22.176,58310.40323035,4587.78,3202.38,142.0,179.9,-24.1,5.6,183.0,1954.8,495.3,1.8,3.21,2.91,1.0,3.0,-0.429,-54.814292032829826,12.736930928790333,19.25,30.0
01a58310o0297o,246.301967142857,40.8401571428571,>20.36,0.0,3.0,o,22.251,58310.40896225,4528.41,3125.2,167.0,180.0,-25.6,6.2,183.8,793.0,547.1,1.68,3.24,2.83,1.0,3.0,-0.422,-53.09457591922739,12.85884260543788,19.35,30.0
01a58310o0328o,246.301967142857,40.8401571428571,>20.39,0.0,3.0,o,22.259,58310.42325045,4514.93,3241.45,190.0,180.2,-4.5,6.5,179.3,-218.9,510.4,1.92,3.11,2.77,1.0,3.0,-0.434,-8.792885485576939,12.7008345902778,19.35,30.0
02a58312o0330c,246.301967142857,40.8401571428571,>20.87,0.0,3.0,c,22.323,58312.39753495,7911.39,6942.36,179.0,181.2,5.9,6.0,181.2,22.6,377.6,2.77,2.61,2.43,1.0,3.0,-0.411,7.79071895700651,7.922765041023569,19.83,30.0
02a58312o0346c,246.301967142857,40.8401571428571,>20.77,0.0,3.0,c,22.281,58312.40516305,7880.23,6902.46,180.0,181.6,6.1,6.4,179.1,-699.3,355.9,1.79,2.51,2.51,1.0,3.0,-0.407,8.278583303664329,8.685726744828148,19.78,30.0
02a58312o0374c,246.301967142857,40.8401571428571,>20.79,0.0,3.0,c,22.315,58312.41799805,7939.95,6982.9,171.0,180.8,6.0,6.5,177.9,-894.1,475.5,1.63,2.59,2.42,1.0,3.0,-0.409,7.858598947362206,8.513482192975724,19.81,30.0
02a58312o0383c,246.301967142857,40.8401571428571,>20.7,0.0,3.0,c,22.315,58312.42239945,7968.26,6864.7,173.0,180.6,-6.2,7.0,180.5,992.2,507.4,2.06,2.51,2.51,1.0,3.0,-0.401,-8.117417393437126,9.164826089364498,19.76,30.0
02a58316o0327c,246.301967142857,40.8401571428571,>20.75,0.0,3.0,c,22.324,58316.39536025,6106.27,6373.42,170.0,182.1,2.9,5.8,181.4,121.6,396.6,1.88,2.79,2.63,1.0,3.0,-0.394,4.357492968123531,8.714985936247063,19.72,30.0
01a58318o0305o,246.301967142857,40.8401571428571,>20.3,0.0,3.0,o,22.263,58318.37902105,3133.19,4478.06,205.0,182.1,4.8,6.0,180.4,555.7,496.0,2.09,3.35,3.04,1.0,3.0,-0.413,10.805338417379346,13.506673021724188,19.2,30.0
01a58318o0318o,246.301967142857,40.8401571428571,>20.13,0.0,3.0,o,22.261,58318.38520975,3164.12,4515.2,194.0,181.8,-4.1,5.8,180.7,-188.8,475.0,1.44,3.64,3.36,1.0,3.0,-0.399,-10.962339882139059,15.507700321074767,19.12,30.0
01a58318o0348o,246.301967142857,40.8401571428571,>19.785774825232505,0.0,1.54,o,22.257,58318.39902825,3104.5,4436.74,196.0,181.2,9.7,6.3,181.7,1661.5,486.0,1.64,3.41,3.09,1.0,3.0,-0.412,22.696732437511915,14.741176737765473,19.17,30.0
01a58318o0356o,246.301967142857,40.8401571428571,>20.17,0.0,3.0,o,22.258,58318.40292155,3077.66,4552.56,167.0,181.3,-2.5,7.3,180.5,-297.3,520.0,1.55,3.25,2.88,1.0,3.0,-0.419,-5.2540548545389445,15.341840175253717,19.23,30.0
02a58320o0305o,246.301967142857,40.8401571428571,>19.74,0.0,3.0,o,21.971,58320.37593085,6184.2,6197.8,195.0,174.3,-9.7,18.3,170.2,-274.3,955.4,1.28,2.17,1.96,1.0,3.0,-0.437,-12.200181306292839,23.016836897439063,18.77,30.0
02a58320o0332o,246.301967142857,40.8401571428571,>19.98,0.0,3.0,o,22.075,58320.38838255,6168.58,6159.32,205.0,180.3,-7.0,14.6,182.9,1858.5,845.1,2.28,2.27,2.08,1.0,3.0,-0.432,-8.832140669546272,18.421321967910792,18.93,30.0
02a58320o0343o,246.301967142857,40.8401571428571,>20.31,0.0,3.0,o,22.183,58320.39365155,6225.76,6235.3,178.0,182.8,8.4,13.0,184.6,1067.9,698.0,1.7,2.21,1.95,1.0,3.0,-0.424,8.749533864347681,13.540945266252367,19.28,30.0
02a58320o0375o,246.301967142857,40.8401571428571,>20.35,0.0,3.0,o,22.198,58320.40833865,6241.46,6119.62,124.0,151.6,1.2,12.5,157.3,2336.3,788.8,3.27,2.21,1.99,1.0,3.0,-0.442,1.2662088406195933,13.189675423120766,19.33,30.0
01a58322o0288o,246.301967142857,40.8401571428571,>19.9,0.0,3.0,o,22.268,58322.37122335,2206.39,5114.26,174.0,181.1,-39.5,9.1,185.5,714.4,685.4,1.6,3.27,2.97,1.0,3.0,-0.416,-84.7969131305231,19.535491379436966,18.91,30.0
01a58322o0315o,246.301967142857,40.8401571428571,>19.9,0.0,3.0,o,22.264,58322.38368855,2222.32,5152.69,187.0,181.9,-8.0,8.4,180.0,781.6,696.4,1.61,3.39,3.1,1.0,3.0,-0.405,-18.48119818720834,19.405258096568758,18.84,30.0
