#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
02a60209o0524c,60.66327166666667,25.23366333333333,>20.37,0.0,3.0,c,22.132,60209.55023345,7902.38,4805.95,178.0,179.9,2.1,6.2,178.2,-123.5,505.9,0.9,2.99,2.73,1.0,3.0,-0.3907,4.172649207977027,12.31925004259884,19.35,30.0
02a60209o0529c,60.66327166666667,25.23366333333333,>20.36,0.0,3.0,c,22.128,60209.55249445,7923.55,4845.95,190.0,180.7,5.2,6.4,179.9,449.4,464.9,0.93,2.95,2.69,1.0,3.0,-0.3877,10.053942217374999,12.374082729076923,19.36,30.0
02a60209o0536c,60.66327166666667,25.23366333333333,>20.25,0.0,3.0,c,22.123,60209.55628885,7867.2,4769.96,163.0,180.6,-1.8,6.5,179.1,-421.2,510.3,0.91,3.06,2.81,1.0,3.0,-0.3857,-3.781455524085951,13.655256059199266,19.32,30.0
02a60211o0694c,60.66327166666667,25.23366333333333,>20.4,0.0,3.0,c,22.138,60211.61753845,8729.08,5977.52,188.0,180.4,2.0,7.2,178.4,-344.1,510.0,1.19,2.79,2.47,1.0,3.0,-0.3977,3.3580711797810388,12.089056247211742,19.42,30.0
02a60211o0701c,60.66327166666667,25.23366333333333,>20.44,0.0,3.0,c,22.136,60211.62101445,8711.46,5940.56,163.0,180.4,-10.2,7.5,180.8,70.1,525.8,0.88,2.69,2.37,1.0,3.0,-0.4177,-16.168120714644523,11.888324054885679,19.49,30.0
02a60211o0712c,60.66327166666667,25.23366333333333,>20.49,0.0,3.0,c,22.136,60211.62671835,8773.55,6020.04,196.0,180.1,-0.8,7.1,180.5,367.7,543.8,1.23,2.69,2.39,1.0,3.0,-0.4157,-1.2764356146587994,11.328366080096844,19.48,30.0
02a60211o0734c,60.66327166666667,25.23366333333333,>19.95,0.0,3.0,c,22.134,60211.63919345,8793.08,5903.58,192.0,179.7,-2.6,10.9,180.7,1045.3,792.5,0.92,2.8,2.45,1.0,3.0,-0.4117,-4.418310255711552,18.52291607202151,19.07,30.0
04a60212o0623o,60.66327166666667,25.23366333333333,>19.093748093666797,0.0,1.78,o,21.762,60212.26591415,4585.18,1492.36,189.0,175.3,26.0,14.6,171.9,422.4,922.2,1.35,2.54,2.18,1.0,3.0,-0.3957,49.50194957924616,27.797248609884374,18.44,30.0
04a60212o0627o,60.66327166666667,25.23366333333333,>19.42,0.0,3.0,o,21.718,60212.26771705,4567.4,1453.68,176.0,178.3,4.8,14.9,178.5,971.3,953.4,1.09,2.53,2.21,1.0,3.0,-0.4197,9.824552494631737,30.497048368752683,18.37,30.0
04a60212o0633o,60.66327166666667,25.23366333333333,>19.43,0.0,3.0,o,21.702,60212.27043985,4625.47,1531.09,142.0,179.5,1.2,15.4,178.7,-1097.4,936.1,1.02,2.48,2.13,1.0,3.0,-0.4037,2.3204449813836985,29.779043927757463,18.39,30.0
