#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
02a59223o0822o,163.93949125,24.027615,>17.05,0.0,3.0,o,18.058,59223.60195815,3751.64,3291.02,179.0,182.2,-8.8,5.7,180.2,180.6,268.4,1.8,2.25,1.98,1.0,3.0,-0.4317,-422.36617029097494,273.5780875748361,15.3,30.0
01a59229o0485c,163.93949125,24.027615,>20.9,0.0,3.0,c,22.406,59229.56815845,6349.55,9652.66,193.0,182.3,6.5,7.7,179.3,-257.6,503.8,1.39,2.36,2.21,1.0,3.0,-0.3917,6.417655176942696,7.6024530557628855,19.98,30.0
01a59229o0491c,163.93949125,24.027615,>21.03,0.0,3.0,c,22.406,59229.57128925,6370.51,9690.84,158.0,182.8,-21.3,7.0,180.5,-43.1,439.8,3.32,2.33,2.18,1.0,3.0,-0.3937,-20.51874354032935,6.743249050812462,20.0,30.0
01a59229o0560c,163.93949125,24.027615,>21.06,0.0,3.0,c,22.402,59229.60367335,6321.27,9609.62,167.0,182.2,-10.9,6.2,179.1,-465.9,380.1,1.26,2.44,2.27,1.0,3.0,-0.3907,-11.460430367064127,6.518776906036478,19.95,30.0
01a59229o0571c,163.93949125,24.027615,>20.96,0.0,3.0,c,22.4,59229.60915725,6302.68,9728.0,199.0,182.0,-27.1,6.4,180.8,-416.9,437.2,2.99,2.53,2.33,1.0,3.0,-0.3797,-30.0749198321916,7.102564093211302,19.93,30.0
02a59231o0625c,163.93949125,24.027615,>20.91,0.0,3.0,c,22.234,59231.49991225,3112.18,3255.02,180.0,182.1,-21.6,5.5,182.4,514.9,317.3,2.63,2.61,2.36,1.0,3.0,-0.4097,-30.00302243471234,7.6396584903202704,19.73,30.0
02a59231o0629c,163.93949125,24.027615,>20.84,0.0,3.0,c,22.237,59231.50174125,3131.97,3294.63,172.0,181.8,-6.7,5.4,180.1,-663.6,350.1,1.9,2.72,2.46,1.0,3.0,-0.4057,-10.044713615816262,8.095739332150423,19.72,30.0
02a59231o0635c,163.93949125,24.027615,>20.85,0.0,3.0,c,22.24,59231.50476365,3071.06,3218.09,192.0,181.5,-7.2,6.1,180.5,-285.8,420.9,1.53,2.54,2.32,1.0,3.0,-0.4057,-9.48010054011104,8.031751846482965,19.78,30.0
02a59231o0647c,163.93949125,24.027615,>20.96,0.0,3.0,c,22.24,59231.51030375,3052.16,3334.77,182.0,181.9,-16.6,5.4,181.3,100.5,317.9,1.83,2.56,2.35,1.0,3.0,-0.4027,-22.25228742342713,7.238695908825692,19.79,30.0
01a59233o0100c,163.93949125,24.027615,>19.01,0.0,3.0,c,20.617,59233.46780055,5552.69,7383.98,177.0,181.1,-9.0,5.1,178.8,-464.6,389.4,1.04,3.15,2.74,1.0,3.0,-0.3617,-74.31258544714328,42.11046508671451,17.86,30.0
01a59233o0106c,163.93949125,24.027615,>17.75,0.0,3.0,c,19.496,59233.47056195,5532.47,7343.62,178.0,181.8,-2.1,6.7,182.3,471.4,473.6,1.11,3.04,2.45,1.0,3.0,-0.3877,-43.0345937937076,137.30084686563853,16.79,30.0
01a59233o0126c,163.93949125,24.027615,>18.27,0.0,3.0,c,19.831,59233.48059565,5590.01,7421.23,165.0,181.0,-5.7,6.1,180.2,-260.9,463.3,0.91,2.96,2.33,1.0,3.0,-0.4027,-80.55290980898168,86.20574558505056,17.2,30.0
02a59235o0660c,163.93949125,24.027615,>19.87,0.0,3.0,c,21.347,59235.52055125,3183.49,5195.35,148.0,178.3,-20.9,6.6,178.7,101.7,514.5,1.19,2.54,2.32,1.0,3.0,-0.4037,-62.521117632901564,19.743510831442602,18.83,30.0
02a59235o0664c,163.93949125,24.027615,>19.73,0.0,3.0,c,21.219,59235.52237965,3203.03,5233.0,154.0,181.3,-23.6,6.6,181.2,494.4,402.4,1.33,2.55,2.34,1.0,3.0,-0.4007,-80.20968044098223,22.431520801291633,18.68,30.0
02a59235o0670c,163.93949125,24.027615,>19.7,0.0,3.0,c,21.249,59235.52559565,3145.41,5155.42,181.0,179.0,-0.3,7.0,177.1,-298.7,451.3,1.35,2.55,2.33,1.0,3.0,-0.3977,-0.9848636339979716,22.980151459952673,18.7,30.0
02a59235o0681c,163.93949125,24.027615,>19.78,0.0,3.0,c,21.278,59235.53072815,3127.13,5270.82,174.0,182.0,-22.0,6.5,182.6,391.2,389.8,0.9,2.59,2.37,1.0,3.0,-0.3987,-72.71592552879594,21.484250724416988,18.73,30.0
01a59237o0006c,163.93949125,24.027615,>20.73,0.0,3.0,c,22.085,59237.61045935,4983.9,3166.41,182.0,182.0,-25.1,7.2,177.9,-803.1,365.7,2.35,2.27,2.14,1.0,3.0,-0.3797,-30.681182734993342,8.800976720794903,19.77,30.0
01a59237o0013c,163.93949125,24.027615,>17.78,0.0,3.0,c,20.644,59237.61368305,5003.21,3205.51,122.0,176.0,-0.9,29.4,180.7,2298.0,1833.3,0.9,2.27,2.1,1.0,3.0,-0.3857,-4.093043937178773,133.7061019478399,18.32,30.0
01a59249o0152o,163.93949125,24.027615,>18.78680945980691,0.0,2.65,o,21.65,59249.64360125,2556.16,6936.0,254.0,189.6,54.4,20.5,192.5,1003.9,1515.9,1.49,2.33,2.04,1.0,3.0,-0.3887,97.93630923126506,36.90614594192893,18.22,30.0
01a59249o0163o,163.93949125,24.027615,19.25,0.29,3.22,o,21.953,59249.64870315,2575.62,6975.2,264.0,182.4,58.0,18.0,184.9,1358.1,940.8,1.74,2.19,1.95,1.0,3.0,-0.4097,72.35448639434141,22.454840605140436,18.83,30.0
01a59249o0192o,163.93949125,24.027615,19.22,0.29,3.29,o,22.039,59249.66212285,2516.47,6898.36,279.0,181.0,59.2,18.0,185.4,748.1,965.0,0.92,2.27,2.07,1.0,3.0,-0.4037,74.65805211266759,22.700083412635408,18.88,30.0
01a59249o0199o,163.93949125,24.027615,>19.12,0.0,3.0,o,21.673,59249.66535515,2496.6,7015.02,226.0,178.4,11.6,21.8,179.8,1316.9,1411.4,1.42,2.29,2.1,1.0,3.0,-0.3987,20.877164421316,39.234671067645586,18.25,30.0
02a59251o0603o,163.93949125,24.027615,18.65,0.11,9.83,o,22.173,59251.53894825,1166.21,9373.57,302.0,181.0,124.9,12.7,169.7,-993.9,666.4,3.54,2.16,1.9,1.0,3.0,-0.4447,126.27824449670227,12.840141754268362,19.65,30.0
02a59251o0609o,163.93949125,24.027615,19.76,0.26,3.63,o,22.175,59251.54184895,1147.81,9334.99,272.0,187.6,43.9,12.1,160.5,-2871.0,595.7,8.5,2.19,1.92,1.0,3.0,-0.4427,45.307344551207144,12.487901345549123,19.69,30.0
02a59251o0621o,163.93949125,24.027615,18.4,0.09,12.25,o,22.174,59251.54739915,1205.55,9413.34,317.0,181.5,154.3,12.6,170.5,-805.5,596.7,2.37,2.18,1.92,1.0,3.0,-0.4407,158.3734558991735,12.932634765583838,19.64,30.0
02a59251o0641o,163.93949125,24.027615,18.92,0.13,7.81,o,22.173,59251.55750065,1225.42,9296.47,266.0,180.8,100.8,12.9,169.2,-766.6,583.0,3.67,2.12,1.87,1.0,3.0,-0.4467,98.62720932494395,12.621934526704138,19.69,30.0
01a59253o0516c,163.93949125,24.027615,18.89,0.08,12.68,c,22.398,59253.47089595,8004.82,3635.52,313.0,181.9,93.8,7.4,181.9,1408.4,404.6,2.36,2.49,2.23,1.0,3.0,-0.4067,100.70842263570438,7.945014152496934,19.84,30.0
01a59253o0564c,163.93949125,24.027615,18.77,0.08,13.69,c,22.398,59253.49466875,7983.4,3597.07,259.0,181.7,106.8,7.8,180.3,905.7,407.3,2.97,2.46,2.21,1.0,3.0,-0.4077,112.37181066097912,8.20692999209398,19.87,30.0
01a59253o0568c,163.93949125,24.027615,18.86,0.08,12.64,c,22.4,59253.49651065,8042.7,3676.17,250.0,182.3,93.5,7.4,181.2,491.7,475.8,1.57,2.54,2.27,1.0,3.0,-0.4007,103.47368836158897,8.189361431826294,19.83,30.0
01a59253o0575c,163.93949125,24.027615,18.94,0.1,10.87,c,22.401,59253.49974285,8061.77,3559.46,247.0,181.0,84.8,7.8,179.0,600.9,470.4,2.11,2.58,2.29,1.0,3.0,-0.4017,96.16339463773258,8.845217902998987,19.83,30.0
02a59255o0455c,163.939531666667,24.0276575,18.91,0.1,10.75,c,22.232,59255.42532785,9416.83,1186.02,250.0,181.6,68.8,6.4,181.1,523.0,354.7,1.31,2.66,2.43,1.0,3.0,-0.3897,98.63591864814788,9.175434292850966,19.72,30.0
02a59255o0463c,163.939531666667,24.0276575,18.68,0.08,13.3,c,22.233,59255.42912525,9436.9,1222.71,256.0,182.2,87.8,6.6,181.2,722.0,326.5,1.54,2.62,2.39,1.0,3.0,-0.3917,122.0541227032232,9.174911273818598,19.76,30.0
02a59255o0474c,163.939531666667,24.0276575,18.93,0.09,10.96,c,22.234,59255.43424235,9381.04,1147.9,253.0,182.1,73.4,6.7,183.3,801.7,319.2,2.15,2.54,2.33,1.0,3.0,-0.3997,97.0609287937539,8.859785053380806,19.8,30.0
02a59255o0485c,163.939531666667,24.0276575,18.82,0.09,11.36,c,22.236,59255.43928305,9360.7,1267.4,257.0,181.9,82.9,7.3,182.3,1027.2,381.2,1.74,2.53,2.31,1.0,3.0,-0.3987,107.95574949658484,9.506356710796975,19.74,30.0
01a59257o0620c,163.939586428571,24.0277078571429,19.86,0.18,5.52,c,22.406,59257.49714175,7413.95,1321.18,261.0,183.1,34.8,6.3,181.6,470.4,436.7,2.8,2.59,2.47,1.0,3.0,-0.3727,41.41281063965645,7.4971467537309096,19.78,30.0
01a59257o0631c,163.939586428571,24.0277078571429,19.4,0.13,7.92,c,22.406,59257.50250515,7434.27,1358.26,265.0,183.5,57.0,7.2,181.9,630.2,475.0,3.48,2.51,2.37,1.0,3.0,-0.3777,63.36590887301015,8.00411480501181,19.81,30.0
01a59257o0639c,163.939586428571,24.0277078571429,19.38,0.12,8.74,c,22.405,59257.50630705,7377.6,1280.53,207.0,182.0,56.8,6.5,178.6,600.8,336.0,3.24,2.52,2.4,1.0,3.0,-0.3747,64.07946298176235,7.333037136997452,19.81,30.0
01a59257o0689c,163.939586428571,24.0277078571429,20.2,0.24,4.1,c,22.403,59257.53124915,7366.3,1392.89,196.0,182.8,24.2,5.9,181.8,-231.1,380.3,3.14,2.71,2.51,1.0,3.0,-0.3567,30.25639098184098,7.376558131936439,19.76,30.0
01a59261o0394c,163.939582,24.0277046666667,>20.56488541264067,0.0,1.9,c,22.397,59261.39634585,3096.2,9242.77,231.0,182.5,13.5,7.1,182.6,71.4,412.9,2.38,2.42,2.25,1.0,3.0,-0.3657,13.699048330281775,7.20468467740745,19.81,30.0
01a59261o0426c,163.939582,24.0277046666667,19.39,0.13,8.1,c,22.396,59261.41165775,3076.43,9204.95,249.0,182.1,66.4,8.2,179.3,427.7,452.4,2.35,2.32,2.18,1.0,3.0,-0.3867,63.86623330472365,7.887095076788159,19.86,30.0
01a59261o0456c,163.939582,24.0277046666667,19.79,0.19,5.25,c,22.403,59261.42770605,3136.59,9284.7,247.0,181.9,40.4,7.7,180.0,397.4,489.7,1.91,2.47,2.34,1.0,3.0,-0.3837,44.000024778771774,8.386143336548086,19.75,30.0
01a59261o0463c,163.939582,24.0277046666667,19.89,0.2,4.93,c,22.404,59261.43093125,3155.03,9164.31,186.0,181.7,37.0,7.5,179.5,297.8,484.0,2.25,2.47,2.34,1.0,3.0,-0.3837,40.259954526367046,8.16080159318251,19.8,30.0
02a59263o0300c,163.939582,24.0277046666667,>17.4910949144281,0.0,2.16,c,18.965,59263.48441005,9986.56,3571.53,165.0,174.2,9.7,4.5,174.6,9.2,295.1,1.09,2.56,2.34,1.0,3.0,-0.4007,263.8677429607548,122.412870445711,16.32,30.0
02a59263o0378c,163.939582,24.0277046666667,>17.81,0.0,3.0,c,19.398,59263.52302295,10021.2,3617.6,172.0,179.7,-7.9,7.2,178.7,-470.1,557.8,1.03,2.57,2.33,1.0,3.0,-0.4017,-144.30284082190366,131.51651315414003,16.71,30.0
02a59263o0389c,163.939582,24.0277046666667,>18.24,0.0,3.0,c,19.657,59263.52882845,10047.0,3504.42,181.0,180.7,-11.1,6.5,180.0,18.8,408.2,1.23,2.5,2.28,1.0,3.0,-0.4017,-152.03955147465933,89.03216978245817,17.05,30.0
02a59267o0434o,163.93959625,24.027696875,19.16,0.17,5.83,o,22.163,59267.42478415,9237.68,3432.3,259.0,181.3,67.1,11.5,178.0,617.5,716.8,2.78,2.34,2.06,1.0,3.0,-0.4247,78.95221947320364,13.53130438065338,19.32,30.0
02a59267o0438o,163.93959625,24.027696875,18.79,0.13,7.86,o,22.163,59267.42661265,9257.13,3470.74,304.0,181.4,95.9,12.2,182.1,1095.8,831.1,2.54,2.32,2.04,1.0,3.0,-0.4257,110.89079697414459,14.107066976898475,19.37,30.0
02a59267o0449o,163.93959625,24.027696875,>20.41,0.0,3.0,o,22.163,59267.43174935,9200.37,3394.01,211.0,181.3,3.1,10.7,180.0,-511.9,578.5,4.62,2.32,2.03,1.0,3.0,-0.4257,3.5670111091940733,12.311941570444061,19.38,30.0
02a59267o0465o,163.93959625,24.027696875,19.85,0.31,3.05,o,22.164,59267.43942335,9181.34,3511.7,190.0,181.1,36.0,11.8,180.3,664.2,589.8,1.88,2.34,2.03,1.0,3.0,-0.4267,41.78045270279599,13.694703941472019,19.36,30.0
02a59267o0908c,163.93959625,24.027696875,>18.388156815989106,0.0,1.03,c,22.061,59267.66556865,1368.51,7103.36,198.0,178.4,24.9,24.2,172.4,-456.2,1679.0,0.87,3.04,2.86,1.0,3.0,-0.3607,54.72650442587233,53.188008317514466,17.83,30.0
01a59269o0252o,163.93959625,24.027696875,19.12,0.23,4.15,o,22.294,59269.32749525,1315.55,5184.93,298.0,185.4,87.5,21.1,187.7,3961.3,1237.7,1.87,2.21,1.96,1.0,3.0,-0.4217,81.77398143940405,19.719211524244862,18.96,30.0
01a59269o0267o,163.93959625,24.027696875,>19.384675710130534,0.0,1.66,o,22.295,59269.33443005,1298.44,5153.74,246.0,186.5,30.3,18.3,187.9,864.5,1145.1,1.35,2.47,2.22,1.0,3.0,-0.4077,35.35503744056461,21.35304241459843,18.85,30.0
