#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
03a60369o0624o,186.07865999999999,10.446342,>19.39,0.0,3.0,o,21.979,60369.03198305,5210.72,937.0,223.0,178.3,19.9,22.5,181.9,167.8,1426.8,1.12,2.34,2.06,1.0,3.0,-0.4167,27.535622526076917,31.133241549584458,18.39,30.0
03a60369o0632o,186.07865999999999,10.446342,>19.38,0.0,3.0,o,21.98,60369.03563015,5227.01,977.13,109.0,178.7,-21.7,22.1,175.9,340.9,1289.4,1.04,2.38,2.08,1.0,3.0,-0.4127,-30.69437333642652,31.260168236637146,18.39,30.0
03a60369o0644o,186.07865999999999,10.446342,>19.37,0.0,3.0,o,21.98,60369.04112105,5171.69,898.91,117.0,178.2,-49.9,22.2,177.4,-509.9,1467.3,1.28,2.4,2.08,1.0,3.0,-0.4067,-70.78379897728777,31.490988723362495,18.39,30.0
03a60369o0710o,186.07865999999999,10.446342,>19.4,0.0,3.0,o,21.975,60369.07194605,5153.47,1018.31,150.0,179.5,13.6,23.3,178.3,2113.8,1323.4,1.31,2.33,1.98,1.0,3.0,-0.4147,18.04341611731799,30.91261731864038,18.41,30.0
02a60372o0627o,186.07865999999999,10.446342,>20.39,0.0,3.0,o,22.075,60372.53232325,7647.08,5205.2,174.0,179.9,1.1,9.7,177.9,-349.4,588.0,1.32,2.3,2.11,1.0,3.0,-0.4017,1.3834444383007476,12.19946459228841,19.39,30.0
02a60372o0635o,186.07865999999999,10.446342,>20.38,0.0,3.0,o,22.069,60372.53603655,7629.55,5168.42,189.0,182.0,5.9,10.4,179.2,-519.8,680.0,1.98,2.28,1.99,1.0,3.0,-0.4347,7.1911555064132,12.67593512994869,19.4,30.0
02a60372o0647o,186.07865999999999,10.446342,>20.28,0.0,3.0,o,21.981,60372.54158895,7687.78,5246.98,167.0,178.9,-1.0,11.2,177.5,248.5,603.6,1.1,2.23,1.91,1.0,3.0,-0.4367,-1.2430739790558643,13.92242856542568,19.23,30.0
02a60372o0722o,186.07865999999999,10.446342,>19.25,0.0,3.0,o,21.395,60372.57667405,7712.52,5132.88,163.0,177.9,13.3,17.7,178.2,-559.5,1056.4,1.53,2.17,1.88,1.0,3.0,-0.4457,27.392266568173714,36.45436979373494,18.25,30.0
03a60373o0524o,186.07865999999999,10.446342,>19.58,0.0,3.0,o,21.681,60373.03813825,2876.02,5327.32,182.0,181.0,-1.5,12.8,181.4,915.1,800.9,1.19,2.49,2.17,1.0,3.0,-0.3937,-2.9971541850106647,25.575715712091004,18.62,30.0
03a60373o0531o,186.07865999999999,10.446342,>19.34,0.0,3.0,o,21.477,60373.04135445,2895.18,5367.29,214.0,182.2,9.2,13.7,181.4,-483.9,813.1,1.1,2.5,2.09,1.0,3.0,-0.3987,21.54928512195155,32.089696322906114,18.35,30.0
03a60373o0607o,186.07865999999999,10.446342,>17.7,0.0,3.0,o,20.201,60373.07672145,2840.02,5288.64,115.0,183.2,-25.2,16.9,188.0,2549.2,1171.2,1.17,2.58,2.29,1.0,3.0,-0.3807,-212.62507233376022,142.5937985095455,16.7,30.0
03a60373o0637o,186.07865999999999,10.446342,>18.6,0.0,3.0,o,21.015,60373.09044115,2820.19,5407.96,189.0,186.0,4.3,16.7,190.0,706.1,974.8,1.07,2.54,2.18,1.0,3.0,-0.3837,16.110811305009975,62.56989506829456,17.66,30.0
03a60377o0038c,186.07865999999999,10.446342,>20.44,0.0,3.0,c,22.042,60376.99203645,9151.92,7626.99,174.0,181.9,0.6,6.0,181.1,-284.7,354.1,0.87,2.85,2.55,1.0,3.0,-0.3787,1.1404993342679346,11.404993342679349,19.5,30.0
03a60377o0050c,186.07865999999999,10.446342,>20.56,0.0,3.0,c,22.042,60376.99748935,9133.73,7587.77,171.0,182.9,-10.7,5.5,181.9,314.4,464.8,1.43,2.84,2.5,1.0,3.0,-0.3787,-19.87013746688109,10.213622062415512,19.5,30.0
03a60377o0108c,186.07865999999999,10.446342,>20.48,0.0,3.0,c,22.043,60377.02409445,1363.14,2923.77,194.0,180.4,1.1,6.5,180.1,206.0,428.6,1.27,2.75,2.35,1.0,3.0,-0.3867,1.871336922489422,11.0578999965284,19.51,30.0
