#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
01a59436o0747c,72.767254,-5.956886,>20.57,0.0,3.0,c,22.255,59436.58513445,9621.52,10377.9,176.0,180.1,2.9,7.8,180.4,-224.6,566.2,1.39,2.59,2.34,1.0,3.0,-0.3927,3.827122510221463,10.293639855078418,19.56,30.0
01a59436o0756c,72.767254,-5.956886,>20.65,0.0,3.0,c,22.273,59436.58928135,9603.06,10337.9,209.0,181.6,1.3,8.2,184.9,469.7,424.8,1.42,2.4,2.27,1.0,3.0,-0.3817,1.501547919230461,9.471302259761368,19.64,30.0
01a59436o0770c,72.767254,-5.956886,>20.249471895720983,0.0,1.25,c,22.291,59436.59573195,9665.54,10415.9,201.0,181.1,11.5,9.2,184.7,820.5,531.6,1.98,2.32,2.12,1.0,3.0,-0.4017,12.013800932486179,9.611040745988943,19.72,30.0
01a59436o0783c,72.767254,-5.956886,>20.86,0.0,3.0,c,22.335,59436.60172265,7568.24,157.43,191.0,182.9,-3.5,8.2,180.6,-205.3,418.8,1.24,2.26,2.09,1.0,3.0,-0.4077,-3.390638701858899,7.943782101497991,19.75,30.0
01a59436o0793c,72.767254,-5.956886,>20.69,0.0,3.0,c,22.347,59436.60632265,7554.73,121.17,160.0,181.5,-20.6,8.8,184.6,371.3,465.5,1.38,2.37,2.21,1.0,3.0,-0.3757,-21.250374364179905,9.077829825474911,19.72,30.0
01a59436o0807c,72.767254,-5.956886,>20.362695335975953,0.0,1.34,c,22.334,59436.61284245,9694.62,10297.9,206.0,181.6,11.5,8.6,183.3,417.0,506.0,1.55,2.31,2.16,1.0,3.0,-0.3937,11.628463035439028,8.696068009110924,19.74,30.0
01a59436o0810c,72.767254,-5.956886,>20.82,0.0,3.0,c,22.359,59436.61422315,7608.96,197.27,183.0,181.7,2.8,8.9,177.9,-1998.0,442.9,1.31,2.23,2.07,1.0,3.0,-0.3957,2.56443670959225,8.151245255489654,19.8,30.0
01a59436o0847c,72.767254,-5.956886,>19.17,0.0,3.0,c,22.389,59436.63133165,7630.91,78.35,102.0,150.7,33.4,34.8,152.1,-457.3,2117.8,1.25,2.43,2.29,1.0,3.0,-0.3657,34.89369559270741,36.3563055876113,18.56,30.0
02a59438o0797o,72.767254,-5.956886,>19.924174577068364,0.0,1.29,o,22.1,59438.60256605,9311.11,2278.42,208.0,179.6,15.1,11.7,181.2,488.2,696.8,1.36,2.24,1.88,1.0,3.0,-0.4397,16.677907475953504,12.922617050904368,19.49,30.0
02a59438o0834o,72.767254,-5.956886,19.54,0.21,4.61,o,22.114,59438.61958645,9328.15,2318.46,237.0,180.8,54.8,11.9,172.7,-151.8,646.2,1.67,2.14,1.82,1.0,3.0,-0.4447,55.516805082070995,12.055656578040963,19.5,30.0
02a59438o0843o,72.767254,-5.956886,>20.31,0.0,3.0,o,22.117,59438.62372015,9268.77,2240.9,190.0,179.7,12.4,13.4,178.4,-641.7,703.9,1.97,2.17,1.81,1.0,3.0,-0.4437,12.621725742631828,13.639606850908587,19.38,30.0
02a59438o0864o,72.767254,-5.956886,>18.792887309892294,0.0,2.01,o,22.131,59438.63333535,9246.18,2357.48,167.0,197.6,69.8,34.8,183.2,899.7,1912.7,0.94,2.23,1.85,1.0,3.0,-0.4477,73.94192611889913,36.86502906787521,18.29,30.0
01a59444o0706c,72.767254,-5.956886,>20.310354702909027,0.0,2.66,c,22.341,59444.58164125,1159.34,6346.19,218.0,181.9,20.5,7.7,180.9,253.8,454.3,1.04,2.52,2.36,1.0,3.0,-0.3797,24.234002596642878,9.102527804592688,19.71,30.0
01a59444o0713c,72.767254,-5.956886,>20.39764798266746,0.0,2.58,c,22.343,59444.58486575,1140.61,6307.52,214.0,182.3,18.6,7.2,180.1,149.0,419.6,1.57,2.49,2.33,1.0,3.0,-0.3967,21.74838225274335,8.418728613965168,19.77,30.0
01a59444o0728c,72.767254,-5.956886,19.99,0.24,4.12,c,22.355,59444.59189425,1200.21,6385.75,210.0,181.0,30.1,7.3,176.4,-1227.1,475.5,1.45,2.56,2.4,1.0,3.0,-0.3857,36.49021715654531,8.849786885142219,19.74,30.0
01a59444o0771c,72.767254,-5.956886,>20.326185753359294,0.0,1.05,c,22.381,59444.61220595,1228.89,6273.11,188.0,182.0,6.8,6.5,180.9,143.9,479.3,1.4,2.83,2.6,1.0,3.0,-0.3557,9.376212499155084,8.96255606536883,19.69,30.0
01a59447o0813o,72.767254,-5.956886,>20.11,0.0,3.0,o,22.287,59447.59911225,1169.58,6347.19,218.0,173.2,17.2,20.2,173.7,624.0,1090.0,1.24,1.98,1.85,1.0,3.0,-0.4367,13.871521867585141,16.290973356117433,19.15,30.0
01a59447o0848o,72.767254,-5.956886,19.31,0.23,4.29,o,22.297,59447.61531425,1154.25,6309.93,229.0,181.9,74.6,17.4,177.5,-878.6,1122.2,1.12,2.19,1.97,1.0,3.0,-0.4057,68.23511278945328,15.915428452231728,19.15,30.0
01a59447o0861o,72.767254,-5.956886,19.08,0.18,5.61,o,22.299,59447.62130585,1213.2,6387.9,281.0,184.6,93.1,16.6,187.1,21302.9,1143.8,1.36,2.18,1.98,1.0,3.0,-0.4057,85.04134300812763,15.163118087378288,19.19,30.0
01a59447o0881o,72.767254,-5.956886,19.52,0.28,3.46,o,22.304,59447.63052735,1235.33,6272.48,230.0,179.3,72.6,21.0,173.6,-155.4,1043.7,1.12,1.97,1.82,1.0,3.0,-0.4417,56.6804096155011,16.395159806136682,19.18,30.0
01a59448o0825o,72.767254,-5.956886,19.38,0.29,3.26,o,22.286,59448.60588905,7485.05,6561.26,243.0,181.2,71.8,22.0,177.6,-938.2,1330.7,1.37,2.09,1.97,1.0,3.0,-0.4197,64.13508900761644,19.651420030188884,18.93,30.0
01a59448o0847o,72.767254,-5.956886,18.99,0.21,4.79,o,22.291,59448.61606415,7466.64,6519.91,277.0,179.3,106.9,22.3,181.3,543.7,1103.9,1.2,2.04,1.93,1.0,3.0,-0.4307,91.81717510866244,19.15362960639076,18.98,30.0
01a59448o0865o,72.767254,-5.956886,19.46,0.3,3.11,o,22.294,59448.62436275,7528.02,6598.07,205.0,183.4,63.7,20.5,183.1,-275.1,1114.4,1.22,2.14,2.03,1.0,3.0,-0.4247,59.86982502439492,19.267369120880623,18.94,30.0
01a59448o0880o,72.767254,-5.956886,>19.368648646724125,0.0,2.49,o,22.297,59448.63127405,7547.95,6480.62,229.0,184.9,63.8,25.6,184.9,514.5,1390.7,1.26,2.05,1.9,1.0,3.0,-0.4267,53.71392470053434,21.55292276385077,18.83,30.0
01a59452o0747o,72.767254,-5.956886,18.57,0.14,7.12,o,22.271,59452.56788785,7483.83,6561.81,287.0,179.3,116.1,16.3,180.1,760.3,942.6,1.27,2.36,2.23,1.0,3.0,-0.4247,135.02302422941614,18.956720886644987,18.98,30.0
01a59452o0757o,72.767254,-5.956886,18.48,0.11,9.12,o,22.274,59452.57249695,7466.22,6522.57,365.0,180.3,173.3,19.0,179.8,401.4,989.7,1.18,2.06,1.84,1.0,3.0,-0.4397,146.77170907289246,16.091531866041297,19.16,30.0
01a59452o0772o,72.767254,-5.956886,18.62,0.12,8.69,o,22.281,59452.57941105,7527.21,6600.54,330.0,182.4,170.3,19.6,181.5,751.2,819.1,1.26,1.92,1.79,1.0,3.0,-0.4357,129.45763025786803,14.899410176478055,19.24,30.0
01a59452o0796o,72.767254,-5.956886,18.82,0.14,7.23,o,22.289,59452.59091135,7549.91,6482.69,279.0,180.4,122.2,16.9,181.7,2763.2,944.5,1.07,2.06,1.94,1.0,3.0,-0.4377,107.42340188214976,14.856427919871775,19.24,30.0
02a59454o0751o,72.7672644444445,-5.95688333333333,18.44,0.15,6.77,o,22.085,59454.57404345,2909.73,8462.26,309.0,180.3,146.2,21.6,173.9,1351.5,1008.9,1.32,2.17,1.81,1.0,3.0,-0.4397,152.70189500784113,22.56060829117215,18.92,30.0
02a59454o0758o,72.7672644444445,-5.95688333333333,18.29,0.11,8.95,o,22.115,59454.57725045,2925.87,8501.41,351.0,179.4,174.6,19.5,174.5,1295.1,1317.7,1.04,2.15,1.81,1.0,3.0,-0.4357,175.11365768012416,19.55736726668053,19.05,30.0
02a59454o0773o,72.7672644444445,-5.95688333333333,18.39,0.13,7.85,o,22.106,59454.58435755,2870.38,8423.93,293.0,179.7,151.5,19.3,180.5,1289.6,1030.7,1.1,2.18,1.85,1.0,3.0,-0.4407,159.51429182098198,20.320962588415526,19.03,30.0
02a59454o0795o,72.7672644444445,-5.95688333333333,18.46,0.13,7.58,o,22.11,59454.59443085,2847.08,8540.72,277.0,179.1,147.1,19.4,174.9,718.7,1037.6,1.67,2.15,1.82,1.0,3.0,-0.4427,149.9965485289659,19.78200572033948,19.1,30.0
01a59456o0837o,72.7672416666667,-5.95687833333333,18.39,0.11,9.11,o,22.185,59456.60707795,9603.59,1996.24,309.0,179.4,161.2,17.7,182.6,1296.8,962.6,1.34,2.11,1.97,1.0,3.0,-0.4207,159.68806713007336,17.533987519865374,19.06,30.0
01a59456o0852o,72.7672416666667,-5.95687833333333,18.57,0.12,8.63,o,22.251,59456.61400425,9585.63,1956.64,293.0,179.0,128.6,14.9,177.8,-113.0,888.3,1.04,2.24,2.1,1.0,3.0,-0.4157,135.04142960744204,15.646324270224621,19.25,30.0
01a59456o0884o,72.7672416666667,-5.95687833333333,18.68,0.11,9.44,o,22.307,59456.62890095,9642.51,2032.58,369.0,180.7,153.8,16.3,185.0,640.4,722.0,0.99,2.0,1.85,1.0,3.0,-0.4337,122.66391022395509,13.00014133062723,19.45,30.0
01a59456o0895o,72.7672416666667,-5.95687833333333,18.37,0.11,9.51,o,22.309,59456.63400145,9663.78,1914.37,369.0,183.2,208.2,21.9,182.0,1480.5,1126.9,1.06,1.99,1.84,1.0,3.0,-0.4287,163.27149517896777,17.174090991447617,19.16,30.0
01a59460o0807o,72.767254375,-5.956879375,18.66,0.1,10.35,o,22.297,59460.59179235,9602.17,1994.57,276.0,181.1,107.6,10.4,179.0,-241.5,646.5,1.28,2.44,2.26,1.0,3.0,-0.4007,125.21872635260183,12.102925223671553,19.53,30.0
01a59460o0819o,72.767254375,-5.956879375,18.67,0.1,10.27,o,22.299,59460.59732545,9583.62,1955.82,273.0,182.0,104.8,10.2,180.9,476.2,705.5,1.22,2.43,2.29,1.0,3.0,-0.4077,123.64079357331624,12.03374135923498,19.52,30.0
