# Created by M.D. Woods -- 2025-01-16 11:38:42.077108 -- NUM TARGETS: 36
objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, st, st_err, Tmax, Tmax_err, EBVhost, EBVhost_err, chisquare, chisquare_err, hostMass, hostMass_err, peak_mag, peak_mag_err
2024abvq, 160.58346, 6.19855, 0.028, 0.029162192374540503, 60656.570936, 60685.035184, ATLAS, 35.39791747839842, 1.3551331042468073, 2.278458147597411, 0.46348882555590476, 60625.4844014493, 21.648400271063082, -0.41107821402598504, 0.6490880246139084, 252.75723067826846, 3.829655010276795, 10.160256042015714, 0.001119792803778862, nan, nan
2024pwn, 207.9373799999999, -29.336890000000004, 0.047, 0.04838861071882393, 60666.354769, 60685.333218, ATLAS, 37.91135603353118, 2.313849035669415, 1.7651444884802439, 2.0517221320006778, 60649.90499638453, 70.52578589805455, -0.006009817795294583, 2.168137068855979, 5.250884441919049, 0.8751474069865082, 9.836639770576857, 0.005159982341347769, nan, nan
2024adzy, 88.05500000000002, -59.791850000000004, 0.06, 0.05979015410610048, 60656.194557, 60684.171688, ATLAS, 37.17156703138974, 0.05319731225303452, 1.364587830941519, 0.09414955393889116, 60669.33323739137, 1.327492354328671, 0.1046220585935551, 0.04273601916307381, 65.87217167519266, 1.1762887799141546, 9.274810111490925, 0.07909450676248003, 18.1979375, 0.063625
2024usv, 21.9982, -27.20937, 0.03, 0.02894909347635545, 60661.093522, 60687.827663, ATLAS, 38.33201459829507, 0.8727002482641888, 1.4904985604586294, 0.7034159672975577, 60667.53879724281, 13.069953053768339, 0.5337223605923279, 0.38861222367073267, 98.39365011425434, 2.0934819173245605, 9.329143354019834, 0.003341486929723733, 20.226960000000002, 0.47340000000000004
2024acei, 23.196920000000002, -40.436730000000004, 0.08, 0.07905586723502912, 60656.082976, 60684.061499, ATLAS, 37.727559123909344, 0.33708751670979364, 1.189147995732717, 0.16421891398449825, 60658.111875425, 2.2298684663707067, 0.6174149914026668, 0.26769820438624536, 74.24144327045761, 1.3748415420455113, 9.673745740015953, 0.07312307706873392, 19.28573333333333, 0.34866666666666674
2024abmg, 2.50225, -16.835209999999996, 0.075, 0.07419252807006287, 60657.083219, 60685.040926, ATLAS, 38.281457137385765, 0.342950480366813, 1.819146406678719, 0.7368525054340977, 60638.568607962414, 24.765097634334467, -0.5752676349205135, 1.6706965745683182, 112.64815883357316, 1.78806601323132, 10.26113013213992, 0.003411776049008741, nan, nan
2024xmy, 73.87023999999998, -1.0982900000000004, 0.06, 0.05940826341769099, 60656.359726, 60684.357516, ATLAS, 39.05999213990006, 0.41740326648931436, 1.5469355306878068, 0.6105677183628088, 60644.641848377905, 14.073048683279739, -0.3334665860266263, 0.4270968445133024, 56.54147329185427, 0.843902586445586, 9.240509644571981, 0.012987591040661453, nan, nan
2024yid, 41.82062, -69.20395, 0.0604, 0.0605921443507194, 60656.129664, 60684.095391, ATLAS, 39.19289971930485, 0.30412539355117635, 1.0445851627717546, 0.25458528283446846, 60672.25227516103, 1.380459493918155, 0.12138296930357875, 0.16357562001828055, 30.35317591391398, 0.7588293978478495, 11.186218087894794, 0.08654202794018638, 20.176000000000002, 0.47
2024zvr, 144.40425000000002, -19.021790000000003, 0.06, 0.06081813714272475, 60655.998708, 60685.289572, ATLAS, 37.591756182709716, 0.12091756072032318, 0.9829366130188609, 0.09021004471536694, 60657.13981827553, 1.2096686852871916, 0.18289529623822698, 0.09186316738692075, 148.34804543374494, 1.5137555656504587, 9.465088501993856, 0.02480532084960303, 18.564782608695655, 0.22378260869565214
2024abla, 57.578950000000006, -47.782769999999985, 0.06, 0.05977505832301146, 60656.155335, 60684.123947, ATLAS, 37.21287290985182, 0.18430105369146418, 1.05611940019869, 0.13578874981164976, 60661.80125420536, 1.4948046612338013, 0.5313899577941769, 0.0964077404010211, 151.62409217615874, 2.707573074574263, 10.260510111490925, 0.05261850054876136, 18.666649999999997, 0.14495000000000002
2024aeyv, 116.97897000000002, -48.151199999999996, 0.052, 0.05247259130253451, 60656.21819, 60684.202471, ATLAS, 37.72716975605379, 0.12793681769812745, 0.9188500298040213, 0.12362298247987137, 60678.32594273983, 0.7144664931429123, -0.2320663511218018, 0.06292648053810428, 50.52211390457199, 1.2322466805993169, 10.301432315165018, 0.06716225502467886, 18.559444444444445, 0.1275
2024hud, 210.51197999999994, -31.883690000000012, 0.05, 0.05074767234452316, 60669.301421, 60687.094721, ATLAS, 38.72355598704708, 5.230265624367587, 2.019968304785321, 2.9548251213538315, 60652.22649385026, 113.89630595915118, -0.8618221369299042, 4.120532311635407, 33.623894452503556, 1.977876144264915, 10.594966157805016, 0.12136708120408926, nan, nan
2024actb, 100.03717999999998, -22.31284, 0.06, 0.060123575908536196, 60655.985657, 60685.190427, ATLAS, 37.69708982248923, 0.09065031061714827, 1.3457524129398368, 0.17120775860067022, 60653.11608125031, 3.2982747722602057, -0.23575551599308847, 0.07974132997759195, 196.4621056513607, 1.7541259433157206, 8.181200829569544, 0.0767250017801313, 18.354833333333335, 0.163
2024aemf, 29.478420000000007, -35.96438000000002, 0.05, 0.049850499739148894, 60657.832859, 60685.096121, ATLAS, 37.36249315487735, 0.06475006620428217, 0.9762258965529917, 0.04603537745735804, 60676.20125148694, 0.31182571584523733, -0.07306299002959067, 0.047077977273443546, 264.6481615446337, 2.646481615446337, 9.957386157805015, 0.02418571685933663, 18.105, 0.09519999999999999
2024ejy, 210.38137, -23.95712, 0.0408, 0.04198958010786301, 60674.337288, 60686.312366, ATLAS, 38.76824733056327, 0.5012640007899237, 1.1890562096756179, 1.3760234559171611, 60672.074235008935, 16.028411024333014, 0.48103006423138067, 0.460881637030676, 5.075897889808422, 0.46144526270985653, 9.128582819910983, 0.0044964188002985074, 20.2, 0.5856666666666667
2024aayt, 84.03008000000001, -29.64008000000001, 0.04, 0.039923752474771035, 60655.983608, 60685.164691, ATLAS, 37.21050304463318, 0.20303710461096847, 1.0103700181534578, 0.13795227984438468, 60660.77988936749, 1.3582705312791419, 0.7908706587647278, 0.1267747536450962, 193.23754719700813, 2.0128911166355015, 9.861354357618048, 0.0021592856680347386, 18.768625, 0.22721875
