objname, objname, ra, dec, z, MJDs, MJDe, mu, st, Tmax, EBVhost, mu_err, st_err, Tmax_err, EBVhost_err, origin, host_mass, host_mass_err
2019be, 2019be, 195.0605280377852, 27.95679209010926, 0.02, 2458219.8029745, 2460029.8812153, 36.05095127857983, 0.5712863047108628, 2458505.015395998, 1.3446673865157575, 0.5569707291590995, 0.15161682234041646, 1.499172231159142, 0.47720704986754714, ATLAS, 10.757611545644629, 0.00038517114109421353
2023acdv, 2023acdv, 203.1880694320544, -13.047160534577925, 0.023, 2459188.0573611, 2460444.78292425, 35.343099280864266, 0.5588243410938922, 2460317.013528368, -0.02216422685450652, 0.03749058458148904, 0.016108825068728596, 0.16528715952081452, 0.029315523098055272, ATLAS, 0.0, 0.0
2019cdc, 2019cdc, 212.20472173447806, 35.6142343137112, 0.02777, 2458226.7965741, 2460433.8622801, 36.067268178576825, 0.5523745717335667, 2458575.415212996, -0.30766807983631866, 0.03844759191392942, 0.01464954286036314, 0.12733790701145917, 0.021834072204382635, ATLAS, 10.584872344449861, 0.0011367594478676015
2019noh, 2019noh, 346.419825, 27.6659805555556, 0.0249, 2458277.9246991, 2460500.9255671, 35.024760520581985, 0.37318150126000327, 2458714.738576944, 0.6921169852077317, 0.049125404089959045, 0.01596584548650833, 0.183206148496502, 0.04246354997745347, ZTF, 10.77252153435704, 0.0007017531518671983
2021abzd, 2021abzd, 10.8995375, 30.592322222222222, 0.018086, 2458305.9647222, 2460440.9865625, 34.52612818376249, 0.5759536184802568, 2459519.5763264713, 0.08258177547345115, 0.021514126689788804, 0.013225588765745215, 0.109219793773299, 0.021789826132312146, ZTF, 10.78600418510209, 0.0005559682094218451
2021wzb, 2021wzb, 72.76727135859213, -5.956928904982985, 0.0478, 2458356.0144213, 2460261.9534491, 36.958201567974854, 0.5141766504885801, 2459456.485213743, -0.07941885921369876, 0.03095153772394561, 0.015313945346425197, 0.16956442252798595, 0.03201343045894042, ATLAS, 11.289712997692881, 0.0007520392347699466
2023fot, 2023fot, 185.44815147159014, 10.59147506777273, 0.026467, 2458205.8171644, 2460126.7009606, 35.8619399396978, 0.46299087805310446, 2460056.4552754248, 0.07380872197198539, 0.06474828311792305, 0.01701887467635476, 0.1257686953312463, 0.02623135974086333, ATLAS, 10.60069767104924, 0.0010828350223605655
2019op, 2019op, 35.424387026612415, -25.927123010010185, 0.04, 2458488.6670833, 2460196.960463, 36.50570508260849, 0.48374455099657226, 2458496.77387293, -0.03296103917446837, 0.1318293455370637, 0.038354014561894835, 0.4298446230669737, 0.042795829301192224, ATLAS, 8.40685425462122, 0.0035269244904225774
2021aare, 2021aare, 90.91673359893066, -26.663158950760224, 0.0404, 2459487.59772895, 2459599.88216685, 32.98338265901567, 0.9318471182179414, 2459501.408562291, 4.193862470409871, 1.5422968254655998, 0.13585795366553866, 1.071466494019144, 1.3053542624517707, ATLAS, 11.555710081329153, 0.0012623597722101504
2022bsi, 2022bsi, 228.61520416666664, 50.31702777777778, 0.0369, 2458204.9190856, 2460459.8032986, 40.34147359315965, 0.45171134036183036, 2458588.387657403, -0.8459024821118869, 0.31025140144366475, 0.061596566290401514, 0.8000148897253041, 0.15487099529040177, ZTF, 8.100583359671944, 0.1587618649984901
2024bjb, 2024bjb, 167.9824902652031, 3.1337018866174584, 0.0298, 2458290.6925, 2460449.7197917, 36.45478396545812, 0.3985806786847355, 2460346.149850917, -0.3279660528279837, 0.04447442984664176, 0.013540673142368165, 0.1922705106298425, 0.039787629540057, ATLAS, 10.881913964858091, 0.000479011282422774
2021qqr, 2021qqr, 257.3738166666666, -22.44768611111111, 0.0309549998, 2458302.7803241, 2460477.772419, 35.79501557536171, 0.5908885410421086, 2459392.3953616633, -0.19511919542420691, 0.03692128700628576, 0.024798098892854406, 0.22766041946882318, 0.04878597153736647, ZTF, 8.573645842354992, 0.09099381995104013
2020acbx, 2020acbx, 131.588323927133, -12.656028038917848, 0.051, 2458218.7241088, 2460308.8971875, 37.60386156520038, 0.4777052902932261, 2459194.906663174, -0.05302725912368869, 0.12558907371989794, 0.037342947498219314, 0.4622872274964053, 0.05967342235790986, ATLAS, 10.202182551202336, 0.003249982662315169
2022yv, 2022yv, 170.4280959305194, 34.358305929851426, 0.035426, 2458492.9527315, 2459734.27295425, 37.25689474842459, 1.044948341255783, 2459602.9661610126, 0.19041210041423604, 0.13686264843532403, 0.10497942504217495, 1.5968883585971727, 0.09757343580200661, ATLAS, 10.917175755717277, 0.0010493485218829883
2018ame, 2018ame, 227.3563931337691, 25.471542558881964, 0.022, 2458177.64533865, 2458721.30897305, 35.920706926917966, 1.6090972271362831, 2458193.4486114806, 1.0035313958914471, 0.13336511969791703, 0.053258921917038446, 0.01655028170309579, 0.1204003495290488, ATLAS, 0.0, 0.0
2024jhk, 2024jhk, 162.8512114449619, 8.558299085325991, 0.02315, 60452.33804475, 60490.97549505, 35.116919163746736, 0.39714384772180883, 60461.129514763554, 0.2915921965854734, 0.09265027366008131, 0.018327503675737433, 0.2835380453602746, 0.0434567456994986, ATLAS, 10.717597614530817, 0.0005467162453691708
2022skw, 2022skw, 28.936148073710967, -25.248763345321876, 0.07, 2459809.30440545, 2459842.23453745, 38.316325982747486, 2.0647006557804968, 2459805.1540897964, -0.679906311641502, 0.24320077305778687, 0.08762508877479783, 5.013863334100243, 0.18093062076928632, ATLAS, 9.753736398646302, 0.06527938593441808
2019ecx, 2019ecx, 139.17509236444656, 18.965033597613104, 0.029, 2458595.31241675, 2458845.50873145, 35.961522852912466, 0.4552076077732082, 2458603.159618495, -0.01876210486421809, 0.11231965094607195, 0.024621583166274975, 0.30868601185531136, 0.05289603773020009, ATLAS, 10.885391744707425, 0.0007733096933051221
2022abom, 2022abom, 55.288120413239035, -2.8485375859548903, 0.036, 2459456.9443981, 2460013.6392593, 36.628523675739714, 1.2310965345812441, 2459924.0074514444, 0.15555648884070403, 0.05372988398971206, 0.0363787902399485, 0.8724258733052772, 0.04078509166875352, ATLAS, 10.316452277637097, 0.0025523463538686332
2021uve, 2021uve, 29.135696203526695, 3.8604084062493347, 0.055, 2458351.9526736, 2460232.9036227, 37.473965252998994, 0.7924080986051436, 2459440.2415735703, 0.1359469748089624, 0.06383058634328942, 0.028899058057879807, 0.3018583404626418, 0.03853509091235075, ATLAS, 7.813528673239915, 0.07763466766209964
2020fhs, 2020fhs, 240.27615202948147, 19.45021417211042, 0.01438, 58937.52926285, 59053.30164045, 34.55418537982344, 0.5104712614599995, 58950.399059192816, -0.19305242475606774, 0.023399386085153826, 0.008477234156783605, 0.0861213328557483, 0.0248523728752853, ATLAS, 10.047730738592216, 0.0007263629335600534
2022dsu, 2022dsu, 211.37838920703345, 15.720950635018797, 0.07, 2458242.8112731, 2460099.7275, 37.82728807020887, 0.8258432029763685, 2459647.1486413376, 0.14985950583859955, 0.08459219354980287, 0.0284532358695976, 0.2522662949605253, 0.04251855116387237, ATLAS, 10.258346269556945, 0.0036019101922798984
2022ydr, 2022ydr, 264.7369415088767, 74.82995898557314, 0.024931, 59871.27977755, 59907.21929055, 35.44178989877914, 0.4184902241673791, 59882.948443163325, -0.1824265452547781, 0.13797720732033514, 0.05011317608408602, 0.26493825879479826, 0.0897318407357647, ATLAS, 10.627211602301852, 0.0011031908574760728
2021mab, 2021mab, 178.79425241592884, -7.843156338771086, 0.021, 2459304.44045585, 2459692.37141005, 35.30652727036587, 0.4671357187748202, 2459338.4791019913, -0.0030608188741734856, 0.15044963923066493, 0.03246900446407288, 0.3690019561495481, 0.07455453647468355, ATLAS, 10.713022716938031, 0.00037423560637777904
2022ihz, 2022ihz, 145.70094821679152, -3.607061832271141, 0.006, 59694.31112255, 59766.98077765, 33.26888676929179, 0.454432825269349, 59703.89583922728, -0.029192294094633375, 0.07839046826362449, 0.015741292044810014, 0.16601783972842984, 0.03913971826222247, ATLAS, 0.0, 0.0
2021twa, 2021twa, 32.76230999624126, 36.48174990615482, 0.012128969342354, 2458291.9499306, 2460480.9715046, 23.002725068597663, 0.944825023627791, 2459432.5039798045, 17.018967059015747, 136.9770873270523, 0.23200038755834113, 1.8903290395589778, 164.80167999036263, ATLAS, 9.602104848459891, 0.0012216131463648687
2021gel, 2021gel, 186.63443073399623, 31.42834243488069, 0.06, 2459297.36705105, 2459381.28948875, 37.53470887933618, 0.9760344469435082, 2459289.621115762, 0.5548010311035552, 0.23652456732874247, 0.08085710003849159, 3.0077298613676344, 0.182719670082598, ATLAS, 11.188940278116904, 0.0013298191181140184
2022rjs, 2022rjs, 244.12571260124486, 21.251364192883027, 0.037, 2458229.0087963, 2460503.7622222, 36.232717693595525, 0.45776799665734846, 2459815.500300616, -0.01054421831787979, 0.03333566403356847, 0.010748631335158616, 0.1194603377881912, 0.019040626407077096, ATLAS, 10.48999877821179, 0.0018017453246977574
2022omn, 2022omn, 341.8629271758788, -25.66482783660629, 0.05, 2458789.7097685, 2460201.8021644, 37.06617438733324, 1.0952878265689845, 2459766.7948581763, 0.5182392888966723, 0.13439527161241105, 0.08121411274049906, 1.5627384236405464, 0.08334584475163966, ATLAS, 8.002245848661948, 0.06677605996871594
2019exc, 2019exc, 296.9899108210265, 3.9450551794102067, 0.06, 2458592.62348705, 2458668.48856905, 37.53449655691361, 1.067853011167952, 2458600.3396057445, -0.2505508874333389, 0.22565327640897173, 0.1139807953640245, 1.4386540698121995, 0.12287933850101403, ATLAS, 10.340690842692098, 0.0025695667618407902
2022xhh, 2022xhh, 64.17339308094819, -12.18356267210426, 0.0315, 2458371.944375, 2460257.8754514, 36.44836233822698, 0.4378826389693226, 2459868.3050858625, -0.2081955797993513, 0.06117793235849484, 0.018903030914308394, 0.22343967618197766, 0.04082534970176024, ATLAS, 10.79645631191364, 0.0017011828138871884
2019cp, 2019cp, 163.7085070947211, -7.38096439111269, 0.05, 2458218.7190394, 2458610.37815865, 36.89478768337834, 0.4924410065005681, 2458492.3590657436, 0.20364047803702837, 0.07629388799174218, 0.020369549131288713, 0.17668471216475845, 0.03463144231694556, ATLAS, 10.54711612988143, 0.0023269572276193662
2020abpe, 2020abpe, 24.102259033033917, 22.049853890014997, 0.05, 2458319.9628125, 2460468.970162, 36.78898333100829, 0.43175241842812306, 2459193.362445393, -0.019472696837903397, 0.04394501995982594, 0.0122012563168618, 0.143550785270212, 0.02119138288747064, ATLAS, 10.649515955931236, 0.0029270517243323553
SN2006gt, SN2006gt, 14.072083, -1.629444, 0.0448, 1001.67, 1076.62, 36.51512268859098, 0.57739550470822, 1003.9469543764378, 0.04262526298056964, 0.013760307508426738, 0.007389498375493923, 0.08339620735641534, 0.012704120892289835, CSP, 10.111136946318842, 0.0037506224022017622
SN2009F, SN2009F, 74.848167, -11.130583, 0.013, 1837.75, 1884.63, 34.257638727000185, 0.10831668298061208, 1846.0248708502868, -0.5606258825581489, 0.09569639844510745, 0.0053525260151784425, 0.14568685077637195, 0.05179496356683985, CSP, 10.507359299115938, 0.000511704806211565
SN2006bd, SN2006bd, 174.618583, 20.526222, 0.0257, 822.75, 872.57, 35.75469200369534, 1.1185886925904054, 823.56521972216, 1.0596085337990426, 0.17242566200788267, 0.13934269724301743, 1.4279592371794145, 0.08805526638447841, CSP, 12.327227584343689, 0.0010375416044816365
SN2008bt, SN2008bt, 162.570333, -12.108889, 0.0154, 1571.61, 1651.47, 34.17171255516066, 0.4707028487977643, 1572.6200009202269, 0.21977069065243915, 0.026262245001767832, 0.012158915546977475, 0.11553643221026641, 0.019369877800693328, CSP, 10.724456328263154, 0.0005206097319448586
SN2007N, SN2007N, 192.255208, -9.452833, 0.0129, 1123.82, 1213.67, 34.389552853189116, 0.4568321325853602, 1123.0182874957227, 0.568541216847651, 0.030304027741043505, 0.013884366365906398, 0.262999362431699, 0.037629470857084464, CSP, 9.587336481996891, 0.0008157243912581323
SN2007ba, SN2007ba, 229.177625, 7.396611, 0.0385, 1190.83, 1255.61, 35.809961985787325, 0.5948122429398109, 1198.0057822676322, 0.16070145104308042, 0.02467470225262231, 0.012371985907509762, 0.10187674954363457, 0.02351060585111078, CSP, 11.141102329068884, 0.0008626674562506656
SN2005ke, SN2005ke, 53.768125, -24.944111, 0.0049, 689.69, 819.51, 32.13572387728442, 0.4761217803535295, 699.5453298542546, 0.25781446238310474, 0.017264015864524782, 0.007561366135800304, 0.08240607550811987, 0.015686723702754007, CSP, 9.964494815008727, 0.0001733967672340931
