objname, ra, dec, z, MJDs, MJDe, origin, mu, mu_err, st, st_err, Tmax, Tmax_err, EBVhost, EBVhost_err, hostMass, hostMass_err
2018eyi, 246.30204266284116, 40.84025346715421, 0.03038, 58338.32212535, 59038.33826955, ATLAS-ZTF, 36.692025106848256, 0.03456487931852336, 0.8310329689316747, 0.017027542753229097, 58342.273826988574, 0.13570097528663028, 0.6512989874486416, 0.018884650631898304, 10.143590364193393, 0.0012393031211338115
2018gro, 332.955, 38.7004166666667, 0.0217, 2458327.8857292, 2459880.666875, ZTF, 36.420504332732484, 0.29695159080269506, 0.7789055521641667, 0.17679341117385264, 2458384.775770061, 0.5886664515856359, 0.25860033743316563, 0.11086529601557685, 10.817750899221942, 0.0005965220878086435
2018hkw, 39.59514195668058, -11.738924787800649, 0.027, 58056.40554975, 58904.25789245, ATLAS-ZTF, 35.40061085483549, 0.1930226543788889, 0.4227800906018702, 0.03449042629773412, 58409.5079270196, 0.313224965194955, 0.06456715762717519, 0.08718194348865257, 10.363890745262498, 0.0009738245140280028
2018jag, 15.951294449789689, 10.592351746809557, 0.04, 58448.37828555, 58492.23770405, ATLAS-ZTF, 36.991434388378416, 0.05110511506835384, 0.5897186693384939, 0.0206905270923197, 58454.06592795228, 0.14179695127379516, -0.12650663760853045, 0.018380635483423714, 11.024363619703006, 0.0011197732616178959
2018lph, 250.902241666667, 33.5336, 0.08, 2458198.9550926, 2460505.8217477, ZTF, 43.84498377205885, 3.1053401187218306, 0.24196501591736097, 0.8960652297783538, 2459507.521171299, 0.3179141874044877, -2.1340797434360304, 0.16711469046595845, 10.34149581173226, 0.004396506937327917
2019be, 195.0605280377852, 27.95679209010926, 0.02, 58483.62853255, 58529.51429045, ATLAS-ZTF, 35.903118031716005, 0.03192103212602991, 0.3003112806142535, 0.005212709383204264, 58488.82413869178, 0.0970500605959042, -0.07139736118365922, 0.013706536841405968, 10.757611545644629, 0.00038517114109421353
2019bwi, 141.354254166667, 65.4675027777778, 0.02968, 2458205.7535417, 2460438.7002431, ZTF, 37.97593211153352, 0.08687324567456994, 1.4440211400338434, 0.03942696114577427, 2458567.71424303, 0.00755429719375003, -0.23381918801787546, 0.05364863392791677, 8.839761027821579, 0.012505917069982822
2019cdc, 212.20472173447806, 35.6142343137112, 0.02777, 58558.56347605, 58647.34267315, ATLAS-ZTF, 35.53821189399791, 0.01936153014268689, 0.6245245614154955, 0.006837999732319179, 58575.111016164556, 0.05307570180065383, 0.25856094647829264, 0.008921505258936547, 10.584872344449861, 0.0011367594478676015
2019cp, 163.7085070947211, -7.38096439111269, 0.05, 58486.59136235, 58610.37815865, ATLAS-ZTF, 37.28002890414951, 0.08734538780480942, 0.47528136983505315, 0.02788775341895945, 58491.48360401427, 0.264014840554848, 0.007206432637468853, 0.05223112438544703, 10.54711612988143, 0.0023269572276193662
2019luv, 328.812516666667, -12.1489944444444, 0.06, 2458270.9627431, 2460504.8978704, ZTF, 36.824229827813554, 0.05842470237205779, 0.2729576911319951, 0.008250381606331824, 2458690.6669245805, 0.29456909107251394, -0.16452589407474763, 0.03278974460849263, 9.828101197306356, 0.006206509407890266
2019noh, 346.419825, 27.6659805555556, 0.0249, 2458246.9518634, 2460505.9238079, ZTF, 40.113085208565614, 0.20866764322791395, 0.6940585611500844, 0.0760262353960202, 2459126.8545665434, 0.9801464474860975, 1.524449998078635, 0.20635668381838332, 10.77252153435704, 0.0007017531518671983
2019op, 35.424387026612415, -25.927123010010185, 0.04, 58491.28400175, 58679.57638905, ATLAS-ZTF, 36.911461635313294, 0.08617209258455512, 0.5415025820860421, 0.0241179988448442, 58498.05584515925, 0.2644989767477912, -0.15765934945230659, 0.035737138363621884, 8.40685425462122, 0.0035269244904225774
2020abpe, 24.102259033033917, 22.049853890014997, 0.05, 59185.43413395, 59613.26274815, ATLAS-ZTF, 37.47765477582418, 0.06000664413487232, 1.189020965666044, 0.006837220228505328, 59194.40982248918, 0.3670144742902052, 0.4337722606557364, 0.036907832669932264, 10.649515955931236, 0.0029270517243323553
2020acbx, 131.588323927133, -12.656028038917848, 0.051, 59187.55942165, 59503.64067935, ATLAS-ZTF, 37.56353129553398, 0.14499602577978976, 0.6561787646425801, 0.067997516537446, 59194.09866172924, 0.43767748688582425, 0.32892843508906244, 0.054889503672878856, 10.202182551202336, 0.003249982662315169
2020dq, 195.07903069437515, -33.62975678539297, 0.046, 58849.62279855, 58883.54786355, ATLAS, 37.354188472568666, 0.19637844279336883, 0.8262203858413468, 0.12031092501739983, 58861.67643811408, 0.500012563986996, 0.42868634412088247, 0.21481279920663676, 10.528831978885831, 0.0359032951134015
2020ecn, 179.863879166667, -20.4447916666667, 0.021, 2458199.8278125, 2460452.7547569, ZTF, 38.87395488147068, 0.2748510103913321, 0.5545325587653728, 0.07260496837642431, 2459917.8538452834, 0.005145030265815482, -0.421654086485228, 0.09261859155107502, 10.294633396564496, 0.0008196759922236717
2020fhs, 240.27615202948147, 19.45021417211042, 0.01438, 58937.52926285, 59053.30164045, ATLAS, 34.6777308934914, 0.025872030022381122, 0.49469553845624226, 0.008770348617294501, 58950.41320779161, 0.09276732656536749, -0.37951424220396857, 0.028996974605585642, 10.047730738592216, 0.0007263629335600534
2020mfd, 259.0307883569117, 40.786711283988375, 0.048, 59010.44736155, 59062.36462975, ATLAS-ZTF, 37.15754556258868, 0.039371547280816196, 0.2609176115916976, 0.0020770134346652512, 59012.973792935605, 0.07992938061626231, -0.28836575716364865, 0.028106196028336906, 10.501635412079967, 0.0016352035078946753
2020nta, 241.8473002365691, 13.892682894778675, 0.033953, 59031.35212645, 59123.23882185, ATLAS-ZTF, 36.57304701152904, 0.22837466799412504, 1.3344882232497572, 0.15168233058773034, 59033.45870024465, 2.367453065770034, 1.161218639815676, 0.19063423911553445, 10.968085313226508, 0.0006007041323623824
2020vae, 270.744675, 52.115075, 0.04846, 2458198.925706, 2460507.8070949, ZTF, 41.062592764305585, 0.5417125225519768, 0.6835275020047521, 0.31877239559533754, 2458554.955708814, 4.9924180710268455, 1.121469398003595, 0.27407711639911486, 10.61938683424752, 0.015165662741275331
2021abzd, 10.8995375, 30.592322222222222, 0.018086, 2458268.9666898, 2460504.9103472, ZTF, 34.67142573621954, 0.005315218017353801, 0.5355178906317287, 0.0023205624201486728, 2459519.7404962345, 0.018219040053476503, -0.06259692926530307, 0.005395400150524482, 10.78600418510209, 0.0005559682094218451
2021afur, 155.55415833333333, 17.861225, 0.028, 2458202.7679514, 2460462.7174537, ZTF, 43.64037879110212, 0.1507533025991525, 1.457465042637458, 0.07034960411257238, 2459180.835638493, 0.0061059397673989355, -0.9413446546657706, 0.11864172615537961, 10.30385583831088, 0.0010795880607671832
2021agej, 22.491984809554648, 19.43918211115813, 0.04, 59557.27892655, 59615.23565325, ATLAS-ZTF, 37.99681671587119, 0.09110153120690515, 0.9664176449872823, 0.017632590464609424, 59568.89489014881, 0.47646069200627766, -0.7355673625550091, 0.08035864013097847, 10.009293562787725, 0.0023065127158425625
2021agnf, 97.9791536881518, 35.55658245184793, 0.027, 59571.58672475, 59616.34750125, ATLAS-ZTF, 35.679975586279795, 0.06125652352048459, 0.3422547652274731, 0.009831389663783559, 59572.82107290001, 0.07657371668250111, -0.3264129302918922, 0.03869037951175018, 10.947190900139208, 0.002397489194073335
2021bls, 250.83634089611053, 61.594851830280966, 0.019, 59238.63045375, 59298.56669435, ATLAS-ZTF, 35.99286763356755, 0.04827496290967023, 0.42282824518438444, 0.011493588971466233, 59247.77192927642, 0.05153573489604273, -0.3326776029787177, 0.01441067841766182, 10.690134763061476, 0.00042944945706021567
2021bmu, 19.51915847593583, 14.553705080213907, 0.053, 59231.23734385, 59257.24554225, ATLAS-ZTF, 37.12795401853224, 0.06077599045842655, 0.7430461928828775, 0.04204958019455863, 59242.37688004139, 0.6491725613949386, 0.5762363947263992, 0.062324134724860585, 10.270301179807593, 0.004885489470990093
2021diu, 240.66641094775812, 15.76214896375523, 0.037372, 59267.54879655, 59347.47490155, ATLAS, 37.29834469751029, 0.9240063041110516, 0.5043359141858547, 0.36019849372307366, 59269.08081143267, 2.6420756675945216, -0.12882864816450035, 0.3393609823551761, 10.646105484522206, 0.0012154080245486674
2021fnr, 219.50783765468793, 10.184075515070733, 0.026949, 59287.61540915, 59336.39578095, ATLAS-ZTF, 36.24345739958098, 0.02976211077414737, 0.48766085591551844, 0.012022822029798522, 59293.84013738436, 0.07777410804689704, 0.09899360605930987, 0.017912033425594002, 10.287436116011223, 0.0011406832616291658
2021jvp, 215.1956051172468, -19.78613155067654, 0.044, 59319.52496935, 59624.06991465, ATLAS-ZTF, 36.79816197181772, 0.07289029600153349, 0.2704171142462054, 0.006691763491158898, 59325.2650803043, 0.1392650016327132, -0.40601599717050035, 0.03970346992136731, 10.95457116086164, 0.0010071414066509068
2021mab, 178.79425241592884, -7.843156338771086, 0.021, 59304.44045585, 59692.37141005, ATLAS, 35.55522953695329, 0.15511622710609516, 0.4792579205580341, 0.034802809160654334, 59338.47355028197, 0.3748117551915115, -0.18540856840586248, 0.08149922085931323, 10.713022716938031, 0.00037423560637777904
2021oyx, 358.86536871987545, -34.87484410425709, 0.049921, 59377.58692185, 59465.45057245, ATLAS, 37.99719097499448, 0.4666457109502696, 1.8535195752561175, 0.33297009053448245, 59364.3979087244, 13.138061009123735, -1.0729763012983402, 0.4674080260196616, 10.493743273271779, 0.020040484026090783
2021pom, 184.5078288184616, -20.85760188127875, 0.032269, 59373.29040705, 59560.64036735, ATLAS-ZTF, 37.5324359473219, 0.15833975274988252, 0.8489845744046413, 0.0687806208230645, 59383.47228669449, 0.2047658479866052, 0.0885304311636774, 0.06149547909315137, 10.663880527855868, 0.000928960190165358
2021qqr, 257.3738166666666, -22.44768611111111, 0.0309549998, 2458257.9384491, 2460506.6911227, ZTF, 34.415915461277315, 0.15513849916926753, 0.36954497275068204, 0.025477142455085148, 2459397.1204030714, 0.8388756097098329, 0.6817656334150386, 0.07067820915666223, 8.573645842354992, 0.09099381995104013
2021twa, 32.76230999624126, 36.48174990615482, 0.012128969342354, 59414.58889275, 59632.25733915, ATLAS-ZTF, 37.63263355378743, 0.09134382164137665, 1.2118344294190595, 0.05518090182568723, 59437.694752196636, 0.8023527891901736, 0.42919451716122714, 0.07623112073085114, 9.602104848459891, 0.0012216131463648687
2021uve, 29.135696203526695, 3.8604084062493347, 0.055, 59428.58149315, 59596.26493355, ATLAS-ZTF, 37.105053214742604, 0.038039010127523455, 0.8649712397669989, 0.023341482520408692, 59440.20475445142, 0.12132669822072, 0.5662274603822867, 0.019139829408774338, 7.813528673239915, 0.07763466766209964
2021wzb, 72.76727135859213, -5.956928904982985, 0.0478, 59447.62130585, 59614.29573955, ATLAS-ZTF, 36.4995967114449, 0.028752804249485807, 0.9023634250724972, 0.012610109975450406, 59456.15683870501, 0.11288112212604988, 0.8027462685243734, 0.018631670714016543, 11.289712997692881, 0.0007520392347699466
2021xfm, 318.7536126075913, 21.91020380379556, 0.04, 59445.35794685, 59465.45646065, ATLAS-ZTF, 40.29016661484362, 0.1944025876643071, 0.4569016656867173, 0.08320597822718252, 59152.150219072486, 0.8916115013319447, 0.6489951495792615, 0.19057047939412047, 10.643884474652957, 0.0019805168293122876
2021zqs, 45.879972978556346, 27.68219875824718, 0.036465, 59485.61957435, 59529.44588875, ATLAS-ZTF, 37.090231117159945, 0.06260570193222613, 0.8711581617839721, 0.014852454426564455, 59489.33009253513, 0.178155019172171, 0.05459743766661008, 0.0599214319581282, 11.368436726427328, 0.0012292703565977665
2021zsz, 92.63879631704842, -14.538870149377928, 0.035746, 59481.57166765, 59518.52807375, ATLAS-ZTF, 38.03818518421369, 0.29989550625399086, 0.27047053227053086, 0.03138872330568987, 60216.38292428732, 0.5098271419115893, 0.10886131988111392, 0.10146676362082935, 10.964851218836822, 0.005379263240545481
2022aaok, 138.75348383900604, 22.589561981475406, 0.027214, 59896.60439125, 59966.44071105, ATLAS-ZTF, 35.88177773297064, 0.022318303698014855, 0.35080874539822665, 0.004214657566672178, 59906.37176943811, 0.0672235676679987, -0.05424545177405532, 0.0078096996975962575, 10.475026394544468, 0.000842787923706665
2022abom, 55.288120413239035, -2.8485375859548903, 0.036, 59907.15666375, 59996.79349255, ATLAS-ZTF, 37.44979346607009, 0.03334669464985636, 1.3961887200273924, 0.02647203824179083, 59922.008789616346, 0.8781617229539197, -0.3214986572095056, 0.036119006013855315, 10.316452277637097, 0.0025523463538686332
2022aecb, 74.75937846380604, -0.4419266446851301, 0.015, 59935.17999835, 60000.27427125, ATLAS-ZTF, 34.94006711051987, 0.1225469140651421, 0.32917176851059343, 0.014012864415320212, 59943.08509943733, 0.17112220129905323, 0.10451229839808492, 0.06422134803973557, 9.343034383797137, 0.0029055562056948775
2022dsu, 211.37838920703345, 15.720950635018797, 0.07, 59610.62636385, 59688.50373495, ATLAS-ZTF, 37.060895071868195, 0.08687394325731185, 0.4965306053656122, 0.017858706455828495, 59643.09320272433, 0.2235402147942933, 0.2283178615042289, 0.04682232720656358, 10.258346269556945, 0.0036019101922798984
2022fjx, 160.87564546077388, 19.082951470611572, 0.046, 59660.42957935, 59757.32658285, ATLAS-ZTF, 36.66314047097687, 0.04923247722844496, 1.0959667969325029, 0.03632377994026093, 59674.90939653706, 0.20761994213001783, 0.7473968039255786, 0.02813696753896782, 7.902232705509368, 0.09912341714318443
2022kbc, 181.1954625, 9.438255555555555, 0.0687, 2458202.8325463, 2460478.7036806, ZTF, 39.162459387280876, 0.20020422597083515, 1.148554612566206, 0.07484670837798507, 2459712.3201847016, 1.501468980138456, 0.49744824643156504, 0.19446617147438747, 10.001102966465442, 0.006605906576879489
2022omn, 341.8629271758788, -25.66482783660629, 0.05, 59767.04287225, 59825.21797725, ATLAS-ZTF, 37.80091031782761, 0.05594585082246243, 1.0719490351076226, 0.03310057768686154, 59762.98696779666, 0.7008118589075815, -0.06819094060977292, 0.05584115324468682, 8.002245848661948, 0.06677605996871594
2022rjs, 244.12571260124486, 21.251364192883027, 0.037, 59799.26134245, 59843.27370145, ATLAS-ZTF, 35.9843492514661, 0.032434986460081194, 0.9006184723788131, 0.019479154912269436, 59816.90161723515, 0.09173221631253142, 0.9221362331459004, 0.018172742392363474, 10.48999877821179, 0.0018017453246977574
2022ubt, 289.1201163647384, 41.889354239490345, 0.052, 59833.34053935, 59843.35851895, ATLAS-ZTF, 38.102071904375876, 0.02632253029232567, 0.9722347512320236, 0.04914135334921414, 59843.55617496206, 0.39333153636120466, -0.03796367500383973, 0.027866298219037904, 10.387851541544412, 0.0032791740061456085
2022xhh, 64.17339308094819, -12.18356267210426, 0.0315, 59838.59263395, 60014.10670815, ATLAS-ZTF, 36.24243779287251, 0.04318643382582823, 0.465413208197852, 0.015355577508868231, 59867.139977971296, 0.2065210640928287, -0.05017813166357156, 0.048090228107950245, 10.79645631191364, 0.0017011828138871884
2022xnq, 1.1623692719153491, -8.099926680164582, 0.0286, 59864.40824955, 59911.05907035, ATLAS-ZTF, 36.228046392168814, 0.11709735364889158, 1.027387789892828, 0.06658093475869165, 59868.335014959994, 0.8324623546342389, 1.2778747508876969, 0.08474511651084052, 11.059889467732273, 0.0005005721852298015
2022ydr, 264.7369415088767, 74.82995898557314, 0.024931, 59871.27977755, 59907.21929055, ATLAS, 35.593776423981545, 0.1467661240076768, 0.4188819404877952, 0.05428653709234927, 59882.894000850836, 0.2824307781738962, -0.3218937066555578, 0.10654896872828393, 10.627211602301852, 0.0011031908574760728
2022yv, 170.4280959305194, 34.358305929851426, 0.035426, 59591.49944235, 59734.27295425, ATLAS-ZTF, 37.564356149670544, 0.12335700816260939, 1.1028267343880318, 0.130304875536396, 59602.11673123433, 1.4816069074040101, 0.1496825611092186, 0.08825747705276593, 10.917175755717277, 0.0010493485218829883
2022ywc, 50.55047833824845, -42.884710249173125, 0.058, 59880.12562455, 59960.08117665, ATLAS, 37.90994761008528, 0.10284711002601428, 1.5722739231436946, 0.05358644805763835, 59888.57953435952, 0.6033238308617613, -0.4818099999326373, 0.05741614052984623, 10.869728464626363, 0.12569287012396524
2022zvu, 148.46274583333332, -7.792683333333334, 0.019323, 2458204.7465625, 2460449.7268981, ZTF, 35.3277989972395, 0.13151151145891338, 0.21227978168840003, 0.007583537253872654, 2459894.203117795, 0.42673298135894344, -0.844499886307675, 0.06264007020833556, 10.542607440652626, 0.0012099832400037588
2023abdv, 17.78523155404982, -13.944130611739116, 0.052, 60296.79734775, 60342.04917965, ATLAS-ZTF, 37.35977709234338, 0.3106515839459104, 1.9482828211380447, 0.19485151131877343, 60292.15342041981, 6.519512534012521, -0.5262540636129998, 0.275667067013371, 9.106052225138164, 0.04069200151682838
2023cvq, 129.54407756604917, 25.101520167165358, 0.0286, 59998.33307715, 60047.36043675, ATLAS-ZTF, 37.50898696642825, 0.09547399791793218, 1.0651541694881232, 0.05489351392863275, 60011.62315441223, 0.779634682778705, 0.40089325552377897, 0.08144699542561283, 10.547609098927339, 0.0009310322625326865
2023dk, 77.7763019006191, -1.0802048956828456, 0.02844, 59931.29726615, 60050.97474375, ATLAS-ZTF, 37.18920273511844, 0.04506510868228625, 1.478022461904101, 0.04056856904396681, 59951.725420506365, 1.137233736038794, -0.6084703730669865, 0.05169949944496771, 10.658403563986226, 0.0008657073789887531
2023fot, 185.44815147159014, 10.59147506777273, 0.026467, 60048.15254185, 60088.80852305, ATLAS-ZTF, 35.94059736341597, 0.06719978027077136, 0.4476407164378487, 0.011974460448725613, 60055.82872500286, 0.12643968797080912, 0.05634533319468429, 0.02421149871350806, 10.60069767104924, 0.0010828350223605655
2023fwb, 320.9141590918043, 39.58090292249856, 0.027, 60050.60428095, 60170.48626405, ATLAS-ZTF, 35.733247103052534, 0.04278341735499509, 0.4478149503481301, 0.010652951789116315, 60058.641681522204, 0.10348514613311448, -0.21609644294083855, 0.017266278521521072, 8.083420755485886, 0.029802813525155545
2023jah, 307.78867051880843, -44.26245447262259, 0.03, 60077.25649245, 60151.28810605, ATLAS, 36.94937029292851, 0.09284980747121004, 1.0308032369496614, 0.04344176677126728, 60090.13158423305, 0.5510419507850619, 0.04877868106036601, 0.060418449493008564, 10.263562418656065, 0.08115201845918558
2023omo, 214.2615808939578, 10.821996814290793, 0.025, 60157.79229395, 60170.98151945, ATLAS-ZTF, 36.54793115432528, 0.05194000911676503, 0.23116720040578528, 0.009652796794350913, 60155.88313328855, 0.15199821307487854, -0.6786477476789949, 0.07171878243353766, 8.532431636705489, 0.2057674662995307
2023sps, 356.06325290770553, -23.52918120588744, 0.049, 60184.21710425, 60313.06299895, ATLAS-ZTF, 35.23074716632263, 0.27001238665040356, 2.2902822142686237, 0.06491335596679579, 60174.189512842335, 0.0005003273225826019, 0.5523703165400741, 0.24264240475790805, 10.404162102271735, 0.0019997084090541987
2023vjh, 60.663261124483185, 25.233542294649613, 0.019, 60235.49047755, 60287.42146725, ATLAS-ZTF, 35.75416210980589, 0.024206389448276116, 0.40218415301110655, 0.005932551056826546, 60245.26330882562, 0.06511840222546186, -0.27516383782404624, 0.02027699456927926, 10.650404500305129, 0.002056533560023752
2024bjb, 167.9824902652031, 3.1337018866174584, 0.0298, 60340.55316815, 60387.24992245, ATLAS-ZTF, 36.68373703160777, 0.044397033031739024, 0.6326943790728697, 0.02482508972325119, 60348.05705502924, 0.20685685619259522, -0.036294284827507316, 0.023179266017646232, 10.881913964858091, 0.000479011282422774
2024fid, 186.078606372614, 10.446274608993297, 0.06, 60396.48231675, 60444.91561425, ATLAS-ZTF, 37.43988636281094, 0.16165824220835429, 1.1234972063151674, 0.0402996033342541, 60400.61145089585, 0.37054936005877054, 0.502844973577311, 0.13416430002086335, 10.486180726114952, 0.0015869039746378127
2024jhk, 162.8512114449619, 8.558299085325991, 0.02315, 60452.33804475, 60490.97549505, ATLAS, 35.39672334161901, 0.09341852341219854, 0.4010262400032515, 0.01859368834550879, 60460.92791547643, 0.2822642674406925, 0.11449211531692922, 0.04759079344292457, 10.717597614530817, 0.0005467162453691708
