objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, t0, t0_err, x0, x0_err, x1, x1_err, c, c_err, mu, mu_err, hostMass, hostMass_err, cov00, cov01, cov02, cov03, cov10, cov11, cov12, cov13, cov20, cov21, cov22, cov23, cov30, cov31, cov32, cov33
2021aare, 90.91673359893066, -26.663158950760224, 0.0404, 0.04008174516121867, 59487.59772895, 59599.88216685, ATLAS-ZTF, 59498.76921925755, 1.7415146132079826, 0.0007532028438672128, 0.0006767424372037656, -1.8618875948686764, 0.8141340756432844, -0.5454891398542938, 0.6812984870445274, 19.783408956968493, 2.255913906798802, 11.555710081329153, 0.0012623597722101504, 3.0329453313123675, -6.679232566818397e-05, -0.03350723203228548, -0.004095878386929478, -6.679232566818397e-05, 4.579803263124927e-07, 8.758456660029894e-06, -0.00045877607229965177, -0.03350723203228548, 8.758456660029894e-06, 0.669728843412342, -0.024507048957728914, -0.004095878386929478, -0.00045877607229965177, -0.024507048957728914, 0.4641676284491621
2021abzd, 10.8995375, 30.592322222222222, 0.018086, 0.015988893991432624, 59217.20123839984, 59803.38336810004, ZTF, 59519.11500542606, 0.026719175384641858, 0.004220066366140362, 1.6588063472164693e-05, -3.1913367920015014, 0.033074744546732315, 0.2817609191251597, 0.0029908393682585572, 15.243779729650596, 0.011102166177267659, 10.78600418510209, 0.0005559682094218451, 0.0007139143348745564, -1.6968112891267984e-07, 3.325218009904526e-05, 1.6660503823558377e-05, -1.6968112891267984e-07, 2.751638497565645e-10, -1.8891994613340778e-07, -4.377589518723065e-08, 3.325218009904526e-05, -1.8891994613340778e-07, 0.0010939656526774886, 2.8635042803908454e-05, 1.6660503823558377e-05, -4.377589518723065e-08, 2.8635042803908454e-05, 8.945120126725246e-06
2021agej, 22.491984809554648, 19.43918211115813, 0.04, 0.038606370583705, 59557.27892655, 59615.23565325, ATLAS-ZTF, 59630.95026590991, 1.988059349834657, 5.426138025746683e-05, 2.532362192231336e-05, 4.999996965455037, 1.5305266340453887, 0.7229070791027689, 0.3555228168294189, 19.90950934798647, 1.1975148939937095, 10.009293562787725, 0.0023065127158425625, 3.9524318847830826, 9.873102018812684e-06, 0.00020082824449252834, -0.183292994210741, 9.873102018812684e-06, 6.412858272642698e-10, -2.3317705158605164e-09, -8.91441218669925e-06, 0.00020082824449252834, -2.3317705158605164e-09, 1.9611525170633732e-05, 3.185110803644449e-05, -0.183292994210741, -8.91441218669925e-06, 3.185110803644449e-05, 0.12639647328632453
2021bls, 250.83634089611053, 61.594851830280966, 0.019, 0.018644898621909906, 59238.63045375, 59298.56669435, ATLAS-ZTF, 59165.221582082384, 5.833347247826168, 0.0012692376369215564, 0.00566568203531489, 2.710645370343827, 7.094688384321205, -0.9361253021252645, 3.5876291164320278, 21.080524787425517, 11.788459918434853, 10.690134763061476, 0.00042944945706021567, 34.032044758630555, -0.02659622160594935, -52.03608604601767, 17.882857574824033, -0.02659622160594935, 3.209995292528988e-05, 0.052484864681282765, -0.01984526217259191, -52.03608604601767, 0.052484864681282765, 205.78487831771673, -39.91172759568255, 17.882857574824033, -0.01984526217259191, -39.91172759568255, 12.871082677070852
2021bmu, 19.51915847593583, 14.553705080213907, 0.053, 0.05122797187748989, 59231.23734385, 59257.24554225, ATLAS-ZTF, 59241.1627623219, 0.254120230791159, 0.00025085918712062713, 2.4176979624599678e-05, -3.1847633718851998, 0.37353271765730645, 0.5147236602104449, 0.06806965024318291, 17.615279670032685, 0.23529294962875255, 10.270301179807593, 0.004885489470990093, 0.06457710955711178, -2.720400786841967e-06, 0.049792832029193886, 0.00450263954579436, -2.720400786841967e-06, 5.845263437683079e-10, -4.192188855774311e-06, -1.4346267343539435e-06, 0.049792832029193886, -4.192188855774311e-06, 0.13996566323696008, 0.0025069128839203644, 0.00450263954579436, -1.4346267343539435e-06, 0.0025069128839203644, 0.004633477284229251
2021cad, 163.93951567951174, 24.02772392247501, 0.041546, 0.04219663739599958, 59249.64870315, 59662.43854885, ATLAS-ZTF, 59662.00457135, 699.5950704441311, 0.494190037025165, 0.14374439023176727, 0.0, 5.004402745263714, 0.0, 0.42974244077766854, 11.400265035783903, 1.525126044072158, 10.358143010854041, 0.0015162175022677541, 60192.959125589034, 30.70253259636619, 53662.34029026303, 88.50416356898134, 30.70253259636619, 0.02066244972310259, 26.827058226839405, 0.03917934056667754, 53662.34029026303, 26.827058226839405, 48357.18878386337, 76.92122927694271, 88.50416356898134, 0.03917934056667754, 76.92122927694271, 0.18467856540554795
2021gel, 186.63443073399623, 31.42834243488069, 0.06, 0.061134503843421346, 59291.50269805, 59641.42775205, ATLAS-ZTF, 59290.29595332911, 1.9789053389977198, 0.00012493693790160764, 6.340556302992071e-05, -4.817638592639971, 0.29919481865999575, 3.6172211277623907, 0.38018158584149964, 8.876855190716654, 1.2606605456613398, 11.188940278116904, 0.0013298191181140184, 3.916331448531328, -9.515331428614933e-05, -0.5959214305992169, 0.37853278190487016, -9.515331428614933e-05, 4.020265423141248e-09, 1.4431564806274834e-05, -2.048619260249295e-05, -0.5959214305992169, 1.4431564806274834e-05, 0.09105060347399514, -0.06025412281626651, 0.37853278190487016, -2.048619260249295e-05, -0.06025412281626651, 0.14453803821295758
2021jvp, 215.1956051172468, -19.78613155067654, 0.044, 0.04436986490741191, 59319.52496935, 59624.06991465, ATLAS-ZTF, 59326.94897580982, 0.3369819922845636, 0.0002666726056925585, 1.9738217896176295e-05, -2.3260814668076657, 0.36843685243796365, 0.49176322734659234, 0.05100768142590846, 17.748709106866272, 0.18094389727030125, 10.95457116086164, 0.0010071414066509068, 0.11355690265137214, -4.539769723683487e-06, 0.09654648270181922, 0.011148991336043124, -4.539769723683487e-06, 3.895972457169342e-10, -5.495876850968535e-06, -9.69693348286728e-07, 0.09654648270181922, -5.495876850968535e-06, 0.13606043133155626, 0.012820467595826902, 0.011148991336043124, -9.69693348286728e-07, 0.012820467595826902, 0.002601783564446967
2021mab, 178.79425241592884, -7.843156338771086, 0.021, 0.02171286129914082, 59304.44045585, 59692.37141005, ATLAS-ZTF, 59632.09471590184, 0.5305159633462608, 0.7694651442578796, 0.18267850703820623, -0.27652856968493567, 0.9376409893227219, -1.3923638342498195, 0.168347776006196, 15.026462975768258, 0.5819812185478128, 10.713022716938031, 0.00037423560637777904, 0.2814480513744015, -0.03216042718870061, 0.3175848416463071, 0.02260458042099074, -0.03216042718870061, 0.03337143693370796, -0.14554053919341198, -0.029363848276519732, 0.3175848416463071, -0.14554053919341198, 0.8897071293530451, 0.11707986598032559, 0.02260458042099074, -0.029363848276519732, 0.11707986598032559, 0.028340973686232344
2021oyx, 358.86536871987545, -34.87484410425709, 0.049921, 0.04929318533171918, 59377.58692185, 59465.45057245, ATLAS, 59387.00283874562, 0.014223345515347319, 0.01687702308927247, 0.006042822041467585, 4.999990496377037, 6.1934240847977255, 0.6708151229639202, 0.2945206333128223, 13.832729868148972, 1.3488389437261479, 10.493743273271779, 0.020040484026090783, 0.00020230355992485123, 1.5731371198941777e-07, -3.688193038558005e-12, -7.997579243760057e-06, 1.5731371198941777e-07, 3.6515698224846476e-05, 4.99567100664617e-10, -0.0017178185929654776, -3.688193038558005e-12, 4.99567100664617e-10, 9.866545959128853e-05, -1.7589828863812517e-08, -7.997579243760057e-06, -0.0017178185929654776, -1.7589828863812517e-08, 0.08674240344698594
2021pom, 184.5078288184616, -20.85760188127875, 0.032269, 0.033530661561311695, 59373.29040705, 59560.64036735, ATLAS-ZTF, 59375.20930694233, 5.32845423253093, 0.0002456022994208647, 4.309555701296665e-05, 2.7825877270945387, 8.795775243855555, -1.116038242082322, 0.43540036095272794, 23.41094881236071, 1.879051950255582, 10.663880527855868, 0.000928960190165358, 28.3975167767082, -2.725943734699558e-06, 33.63777538924856, -0.018941465927538762, -2.725943734699558e-06, 1.8572270342578589e-09, -6.733223868901733e-06, -9.38029406258869e-06, 33.63777538924856, -6.733223868901733e-06, 61.231875248310395, -1.0075668469139278, -0.018941465927538762, -9.38029406258869e-06, -1.0075668469139278, 0.18957347431776578
2021qqr, 257.3738166666666, -22.44768611111111, 0.0309549998, 0.02955232369457374, 59320.46214119997, 59455.16781250015, ZTF, 59393.24912596157, 0.20371079311371432, 0.0003871461239911764, 1.9604478428779718e-05, -2.467371051090174, 0.20790763042386917, 0.6723692878177666, 0.033401316728952676, 16.78414446254854, 0.1180765330935072, 8.573645842354992, 0.09099381995104013, 0.041498143166644325, -1.591711769760735e-06, 0.014896160727013932, 0.0016279345169424024, -1.591711769760735e-06, 3.8433557446448924e-10, -1.4102192493480474e-06, -6.362761201467669e-07, 0.014896160727013932, -1.4102192493480474e-06, 0.043258555223259845, 0.0011367107171760737, 0.0016279345169424024, -6.362761201467669e-07, 0.0011367107171760737, 0.001115647959227814
2021twa, 32.76230999624126, 36.48174990615482, 0.012128969342354, 0.01322415937407682, 59414.58889275, 59632.25733915, ATLAS-ZTF, 59329.87803831029, 0.11591923104788293, 2.6521579514167593e-07, 4.028860374325904e-07, 4.999972506520997, 9.351454430375698, 4.7370233814244305, 0.9669478672325609, 13.724667653695676, 3.6153095841487795, 9.602104848459891, 0.0012216131463648687, 0.013437268813315747, 1.6869527755969623e-10, -2.3504712224484923e-06, -0.0008513604171019959, 1.6869527755969623e-10, 1.6231715915813465e-13, 2.8514758006313665e-10, -3.8816560828117303e-07, -2.3504712224484923e-06, 2.8514758006313665e-10, 0.0015942698638841443, -0.0025481842594380047, -0.0008513604171019959, -3.8816560828117303e-07, -0.0025481842594380047, 0.9349881779455982
2021uef, 297.40179583333327, 42.23985277777778, 0.0304, 0.028759726927420775, 59125.12267359998, 59689.47050930001, ZTF, 59432.07180244487, 0.1688219194948033, 0.00022655504681084193, 5.834914016616847e-06, -1.018948857804377, 0.1970404681361434, 0.7668769699077587, 0.02163152610801993, 17.30587310167527, 0.07645998851731728, 10.32612457784449, 0.004322392798212673, 0.028500843218718527, -6.17605760993493e-08, 0.0037935836791521413, 0.0004327652326715159, -6.17605760993493e-08, 3.404622158131175e-11, -3.172899034690097e-07, -1.1090641783619363e-07, 0.0037935836791521413, -3.172899034690097e-07, 0.038845933432297836, 0.0003097999288706242, 0.0004327652326715159, -1.1090641783619363e-07, 0.0003097999288706242, 0.00046792292176194787
2021uve, 29.135696203526695, 3.8604084062493347, 0.055, 0.05335311633514992, 59428.58149315, 59596.26493355, ATLAS-ZTF, 59438.644306104456, 0.17745252206805162, 0.00040933749213606705, 9.226045969074112e-06, -1.1576199013431576, 0.14637149179729914, 0.2562778598189622, 0.0182714865788047, 18.16397232165995, 0.06375793241749814, 7.813528673239915, 0.07763466766209964, 0.03148940268261591, -1.0254103817013617e-07, 0.0034076507226318987, -0.00019304283517560105, -1.0254103817013617e-07, 8.511992422346869e-11, -3.923877987601284e-07, -1.4609732618633728e-07, 0.0034076507226318987, -3.923877987601284e-07, 0.021431083567345088, 0.00019079785580540293, -0.00019304283517560105, -1.4609732618633728e-07, 0.00019079785580540293, 0.0003338472217994402
2021xfm, 318.7536126075913, 21.91020380379556, 0.04, 0.03891714552012141, 59445.35794685, 59465.45646065, ATLAS-ZTF, 59423.50213551103, 0.23449810326565057, 0.00019029461563346964, 1.3588823681787852e-05, 4.99999999960393, 0.02778439928360754, 0.6409958034185733, 0.052794457128363385, 18.791266255393868, 0.17544566884524904, 10.643884474652957, 0.0019805168293122876, 0.05498936959512057, 1.6002051432092327e-07, -5.188003646963794e-10, -0.0019997150809113245, 1.6002051432092327e-07, 1.8465612905471835e-10, -4.152444743173763e-14, -6.962183004573381e-07, -5.188003646963794e-10, -4.152444743173763e-14, 4.405915138059888e-11, 4.76248497285055e-11, -0.0019997150809113245, -6.962183004573381e-07, 4.76248497285055e-11, 0.0027872547034785995
2021zqs, 45.879972978556346, 27.68219875824718, 0.036465, 0.03508888319738731, 59485.61957435, 59529.44588875, ATLAS-ZTF, 59489.10789616697, 0.22184988241497194, 0.00020512309192492948, 1.1513927579970581e-05, -2.921343291169955, 0.1610080010122903, 0.8266337215774814, 0.04139566474400093, 16.94462960057466, 0.13978025036831654, 11.368436726427328, 0.0012292703565977665, 0.049217378033751195, -1.254933833591661e-07, -0.007336815142051246, 0.0005300029518647478, -1.254933833591661e-07, 1.325705283168072e-10, -2.1793990865873195e-07, -4.5447720138667746e-07, -0.007336815142051246, -2.1793990865873195e-07, 0.025937192462449573, 5.42757114158995e-05, 0.0005300029518647478, -4.5447720138667746e-07, 5.42757114158995e-05, 0.0017136010595977216
2022aecb, 74.75937846380604, -0.4419266446851301, 0.015, 0.014564146427853262, 59935.17999835, 60000.27427125, ATLAS-ZTF, 59949.91306346408, 1.7041094907581282, 0.0005075234170997756, 0.00028864540060271135, 1.8749107194437609, 3.1863110126916636, 1.1287815226831233, 0.2954637998057929, 15.794452189057484, 1.180766505591808, 9.343034383797137, 0.0029055562056948775, 2.9042855801617544, -0.00046409150926301156, 5.9560893651928115, 0.4751907586715681, -0.00046409150926301156, 8.33161672890997e-08, -0.0009779334568790273, -8.519855277525533e-05, 5.9560893651928115, -0.0009779334568790273, 12.342169787455996, 0.9989470465155351, 0.4751907586715681, -8.519855277525533e-05, 0.9989470465155351, 0.08729885699567767
2022bsi, 228.61520416666664, 50.31702777777778, 0.0369, 0.03712213829560759, 59324.2861227002, 59847.138553199824, ZTF, 59600.50932005604, 0.263925188970461, 0.0004770638793386128, 2.7469531471687983e-05, 4.999999998344274, 0.0538680732303316, 0.3198039240928181, 0.041325883838436, 18.750542967433578, 0.1383564993101323, 8.100583359671944, 0.1587618649984901, 0.06965652381107931, -2.054395789766408e-06, -5.6907777845330235e-09, 0.0020925703412783005, -2.054395789766408e-06, 7.545751592740566e-10, -5.376278330927131e-13, -1.0958270657690184e-06, -5.6907777845330235e-09, -5.376278330927131e-13, 3.5740549574134227e-10, 8.447367232100708e-11, 0.0020925703412783005, -1.0958270657690184e-06, 8.447367232100708e-11, 0.001707828675027906
2022dsu, 211.37838920703345, 15.720950635018797, 0.07, 0.07061669273813125, 59610.62636385, 59688.50373495, ATLAS-ZTF, 59646.817895352026, 1.6787835193099454e-05, 0.0003730010882709572, 1.5405558224912437e-05, -2.524964419121229, 0.18286477306063942, 0.1432311969799893, 0.03294876498598089, 18.39257622959511, 0.1115096519131296, 10.258346269556945, 0.0036019101922798984, 2.818313638247772e-10, 1.7086152430773847e-14, -9.130288314061559e-11, -2.3549475309546184e-11, 1.7086152430773847e-14, 2.3733122422116724e-10, -1.286339779160649e-06, -3.757781516405193e-07, -9.130288314061559e-11, -1.286339779160649e-06, 0.03345955745219137, -0.000300039836453469, -2.3549475309546184e-11, -3.757781516405193e-07, -0.000300039836453469, 0.0010856211141014006
2022kbc, 181.1954625, 9.438255555555555, 0.0687, 0.07039180302106046, 59525.53990740003, 60016.350312499795, ZTF, 59719.685380443196, 1.12127238474568, 0.00028357396106651225, 2.562463199757207e-05, 3.146928160967859, 1.9970033683523194, 0.11402904223842049, 0.05702079243852772, 19.6450075886901, 0.3631181158458987, 10.001102966465442, 0.006605906576879489, 1.2572584523909507, -2.6825292194649005e-05, 2.2517999240126145, 0.05689051761124846, -2.6825292194649005e-05, 6.566217650109944e-10, -5.1573317206574805e-05, -1.423274828943046e-06, 2.2517999240126145, -5.1573317206574805e-05, 4.399038826336028, 0.11011459112427313, 0.05689051761124846, -1.423274828943046e-06, 0.11011459112427313, 0.00325137077031766
2022oux, 334.1940942600142, 86.93250326590747, 0.019, 0.017624587158952612, 59773.48685265, 59811.56165795, ATLAS-ZTF, 59780.40735445174, 0.13271109590641572, 0.00011461239716502395, 7.554346119675331e-06, -3.514054381195528, 0.1824320316117749, 1.3474897330993414, 0.046303026661632635, 15.93375128486387, 0.1579230417276897, 10.768114423095657, 0.0017432402130689096, 0.017612236657443454, -2.179176000130621e-07, 0.0011250645766768283, 0.0012906391619617176, -2.179176000130621e-07, 5.706814529585373e-11, -9.825849619853557e-08, -3.4355272978342795e-07, 0.0011250645766768283, -9.825849619853557e-08, 0.033310671103671995, 0.0003031194589636279, 0.0012906391619617176, -3.4355272978342795e-07, 0.0003031194589636279, 0.0021439702780278627
2022rey, 268.3069708333333, 42.788525, 0.04, 0.03925605753464476, 59540.13131939992, 60099.42224540003, ZTF, 59810.84616327616, 0.16858250380755635, 0.00023846622500297716, 6.782888472086211e-06, -3.274464299296076, 0.19118109269514494, 0.5607637417343326, 0.022369604746119775, 17.519363819998127, 0.07907639614273448, 10.665653521436408, 0.0016239326144556986, 0.028420063287183595, -2.6146884353924723e-07, -0.0041542038465768654, 0.00045591341858936376, -2.6146884353924723e-07, 4.600757602476001e-11, -4.442762140720434e-07, -1.3700227490799953e-07, -0.0041542038465768654, -4.442762140720434e-07, 0.03658144136856024, 0.0012143421327601475, 0.00045591341858936376, -1.3700227490799953e-07, 0.0012143421327601475, 0.0005003992164976243
2022skw, 28.936148073710967, -25.248763345321876, 0.07, 0.0687716661111591, 59809.30440545, 59842.23453745, ATLAS-ZTF, 59808.26929223754, 1.2149804759428662, 3.985444095400309e-05, 8.721923092841607e-06, 4.805762280842398, 8.353366359564847, 4.509063070605567, 0.16275077806700672, 8.932081874625558, 1.3874905140369922, 9.753736398646302, 0.06527938593441808, 1.4761920980335732, -4.529011095443046e-06, 0.6259878406072594, 0.05126152068441138, -4.529011095443046e-06, 7.607194243744373e-11, -1.7571481003866452e-05, -1.2768916169031858e-06, 0.6259878406072594, -1.7571481003866452e-05, 5.3830670633768785, 0.2757788314215712, 0.05126152068441138, -1.2768916169031858e-06, 0.2757788314215712, 0.026487815761416077
2022ubt, 289.1201163647384, 41.889354239490345, 0.052, 0.051257701839249416, 59833.34053935, 59843.35851895, ATLAS-ZTF, 59843.12447478886, 0.18570072593502118, 0.0005090589671678459, 6.792689135310712e-06, -2.814708133483665, 0.17384178089869273, 0.21218269944585746, 0.015584088004549025, 17.80512498116087, 0.05544422664858943, 10.387851541544412, 0.0032791740061456085, 0.034484763407904025, 3.576107169067259e-07, -0.012514064095244368, -0.0013298062021620454, 3.576107169067259e-07, 4.6140625688968194e-11, -4.241517247208397e-07, -8.067617426885855e-08, -0.012514064095244368, -4.241517247208397e-07, 0.030238808421727593, 0.0004652416470175597, -0.0013298062021620454, -8.067617426885855e-08, 0.0004652416470175597, 0.00024286379893352883
2022vxf, 317.81558333333334, 37.88565, 0.028, 0.026018700118422475, 59862.1973611, 60092.3051041998, ZTF, 59863.68334538901, 16.222597757143376, 0.0013339581447828314, 0.00028370681606902437, -0.05432040046245201, 6.847685225047251, -0.0007390268041935472, 0.8130154773123983, 17.816035770949444, 2.649694480613262, 10.82765611602084, 0.0013501579910295306, 264.9434564725408, 0.0023047295917466423, -22.155200951585407, 6.546170258378089, 0.0023047295917466423, 8.048955748402322e-08, -0.006392806513517581, -2.856558306787437e-05, -22.155200951585407, -0.006392806513517581, 2615.8194621271377, -18.961849030562572, 6.546170258378089, -2.856558306787437e-05, -18.961849030562572, 0.6609941663495069
2022xhh, 64.17339308094819, -12.18356267210426, 0.0315, 0.031030433523826992, 59838.59263395, 60014.10670815, ATLAS-ZTF, 59868.679942727846, 0.0940736198281229, 0.0005654356780591397, 1.5143503935750322e-05, -3.511605815771188, 0.10413172306674401, 0.5634642730863314, 0.020720652759477143, 16.537642755679887, 0.07008662103193125, 10.79645631191364, 0.0017011828138871884, 0.008849846475329331, -4.893746909363809e-07, 0.002541595377331845, 0.0005136229390228748, -4.893746909363809e-07, 2.293257114520855e-10, -6.322516236447862e-07, -2.9074071407300944e-07, 0.002541595377331845, -6.322516236447862e-07, 0.01084651088540035, 0.0006230085597745723, 0.0005136229390228748, -2.9074071407300944e-07, 0.0006230085597745723, 0.0004293454507788278
2022xnq, 1.1623692719153491, -8.099926680164582, 0.0286, 0.026503387965732046, 59864.40824955, 59911.05907035, ATLAS-ZTF, 59930.312026673266, 1.5670987401899765, 0.05360149924738183, 0.2046915430027053, -2.1797496487447896, 0.33510544634621964, -4.718017763334501, 3.261821538942524, 27.53824889550818, 10.567696269820063, 11.059889467732273, 0.0005005721852298015, 2.4560188820599493, -0.1066505872655632, 0.5046206968805593, 1.8995078146225313, -0.1066505872655632, 0.04189862777682836, -0.008669102047807513, -0.6637173959460134, 0.5046206968805593, -0.008669102047807513, 0.11250386699512728, 0.17072464742603385, 1.8995078146225313, -0.6637173959460134, 0.17072464742603385, 10.639479751909374
2022ydr, 264.7369415088767, 74.82995898557314, 0.024931, 0.0244274878352953, 59871.27977755, 59907.21929055, ATLAS, 59882.425917738045, 0.741301561556611, 0.05624266964913886, 0.03072365923637354, -3.9186589962154383, 1.4951776334076676, 0.2836017097016992, 0.3792589281727888, 12.315147261193122, 1.2967028695634795, 10.627211602301852, 0.0011031908574760728, 0.5495636296291277, -0.00545799881960201, 0.6971755472621062, 0.06985300088220499, -0.00545799881960201, 0.000943943236872801, -0.03333013150473314, -0.011530433750859492, 0.6971755472621062, -0.03333013150473314, 2.4334694867297038, 0.4007476012312027, 0.06985300088220499, -0.011530433750859492, 0.4007476012312027, 0.14383733459877254
2022yv, 170.4280959305194, 34.358305929851426, 0.035426, 0.035685391996623586, 59591.49944235, 59734.27295425, ATLAS-ZTF, 59733.84152675, 191.93915597453815, 1.7311340171639922, 0.2690326009679027, 0.0, 7.182903200047042, 0.0, 0.23898576067256982, 10.039173273896393, 1.320391519899865, 10.917175755717277, 0.0010493485218829883, 13317.712047967912, 28.098341808650794, 4009.3419166761983, 24.927551839002074, 28.098341808650794, 0.07237854038355478, 7.838624775158367, 0.04723365638821383, 4009.3419166761983, 7.838624775158367, 1348.6654033746604, 6.94378825927361, 24.927551839002074, 0.04723365638821383, 6.94378825927361, 0.057114193804246816
2022zvu, 148.46274583333332, -7.792683333333334, 0.019323, 0.020483170027215395, 59625.31541670021, 60081.21770829987, ZTF, 59897.12828345441, 0.08381796141839004, 0.0014186594782861512, 2.1386485162065028e-05, -2.6460015722388333, 0.08311261510864121, 0.5702336071122387, 0.01089377527151495, 15.651170200271284, 0.03851593364369512, 10.542607440652626, 0.0012099832400037588, 0.007025450905742974, -9.289295949758066e-07, 0.0010654290425032458, 0.00037867278179495834, -9.289295949758066e-07, 4.573817475872276e-10, -6.199072925733477e-07, -2.1881578776025806e-07, 0.0010654290425032458, -6.199072925733477e-07, 0.006908590673421457, 0.00024249422694603046, 0.00037867278179495834, -2.1881578776025806e-07, 0.00024249422694603046, 0.00011867433966627062
2023abdv, 17.78523155404982, -13.944130611739116, 0.052, 0.0506256295072644, 60296.79734775, 60342.04917965, ATLAS-ZTF, 60306.865646832885, 1.2768971721670823, 0.0005809604809619425, 0.00013409457670766016, -0.18014501990963272, 1.5548977625443587, 0.3732668125404679, 0.1995763804938646, 17.584736232808297, 0.6878310632228939, 9.106052225138164, 0.04069200151682838, 1.6306874267311975, 3.635784370758124e-05, 1.2507225622171958, -0.13493135002289425, 3.635784370758124e-05, 1.7981355502406553e-08, -3.060475410089096e-05, -2.4339673274329895e-05, 1.2507225622171958, -3.060475410089096e-05, 2.5000456153633865, -0.05956825558406362, -0.13493135002289425, -2.4339673274329895e-05, -0.05956825558406362, 0.03983073165103182
2023bhm, 70.72920636772062, 0.6183744592240744, 0.015419, 0.014934993636862156, 59976.83921515, 60044.99866465, ATLAS-ZTF, 60014.50222748377, 0.00010526685218792409, 0.0007679299512403123, 2.5855603436067305e-05, 4.9999999340765235, 0.10404424945777357, 1.5682714813858214, 0.025172844196688415, 14.513246959085311, 0.08495294052254106, 10.944880130229151, 0.0007042302707270253, 1.108111031217136e-08, -7.930823176280884e-14, -3.42464704385957e-14, 1.8603866139799638e-10, -7.930823176280884e-14, 6.685122290431755e-10, -1.0394861124972161e-10, -6.315725021840641e-07, -3.42464704385957e-14, -1.0394861124972161e-10, 2.753151776895028e-08, 1.391897000236064e-07, 1.8603866139799638e-10, -6.315725021840641e-07, 1.391897000236064e-07, 0.0006336720849507496
2023cvq, 129.54407756604917, 25.101520167165358, 0.0286, 0.02856820267646943, 59998.33307715, 60047.36043675, ATLAS-ZTF, 59995.348403435135, 0.24821943830465898, 0.0016973033929257042, 0.0002556616575379274, -3.605986972049946, 0.17467571131413262, 0.006987048816620946, 0.1051844956102844, 16.988063889350176, 0.3545576780325084, 10.547609098927339, 0.0009310322625326865, 0.06161290237581416, 1.6925968802292338e-08, 0.007058011676638533, -0.0029638464669926538, 1.6925968802292338e-08, 6.536288313504046e-08, -3.522327238479579e-05, -2.6331017811565993e-05, 0.007058011676638533, -3.522327238479579e-05, 0.030537505983787287, 0.013269291310007833, -0.0029638464669926538, -2.6331017811565993e-05, 0.013269291310007833, 0.011063778116789937
2023dk, 77.7763019006191, -1.0802048956828456, 0.02844, 0.028159923757880626, 59931.29726615, 60050.97474375, ATLAS-ZTF, 60046.97202854758, 3.08227727857593, -0.012133280053354735, 0.008452260719619707, -2.734376870746023, 0.5465000952544035, -6.204944419873106, 0.72843930651778, nan, 2.3002605123385336, 10.658403563986226, 0.0008657073789887531, 9.500923302373964, -0.010788204517968265, 0.5476545703443587, -0.12243581080708056, -0.010788204517968265, 7.144071127242625e-05, -0.0026272185303019683, -0.0010169105073219787, 0.5476545703443587, -0.0026272185303019683, 0.30037473363703415, -0.281992458183921, -0.12243581080708056, -0.0010169105073219787, -0.281992458183921, 0.5306238232801043
2023ex, 194.72340272630746, 28.126949858724423, 0.023376, 0.02553174902354306, 59957.61866525, 60089.34519645, ATLAS-ZTF, 59955.82038693936, 4.264856635327305, 0.10756512769730651, 0.2220899330020749, -0.2913350403560494, 3.8850318255709766, 0.2333122603564078, 1.4732009128711436, 12.315976460123652, 4.965073741552487, 9.95839376038976, 0.0018200594393620363, 18.191250184301147, 0.8404285025039565, -17.952243313295693, -5.6439972997590155, 0.8404285025039565, 0.049323938340866125, -0.9427906015058003, -0.32703040050705817, -17.952243313295693, -0.9427906015058003, 19.82404604476305, 6.283522674013447, -5.6439972997590155, -0.32703040050705817, 6.283522674013447, 2.170320929684371
2023fwb, 320.9141590918043, 39.58090292249856, 0.027, 0.025053746240515734, 60050.60428095, 60170.48626405, ATLAS-ZTF, 60058.41278005147, 0.15395109309974941, 0.0006753692126041995, 2.7120573642802772e-05, -1.9475229217622514, 0.1803999622087602, 0.39539847281606516, 0.030203200192014338, 17.08488839649647, 0.10374845851078769, 8.083420755485886, 0.029802813525155545, 0.023700941168119653, 3.296338635366998e-07, 0.00423032758226666, -0.0011041484387071387, 3.296338635366998e-07, 7.355255147146884e-10, -3.011727968097209e-06, -7.435544271805808e-07, 0.00423032758226666, -3.011727968097209e-06, 0.03256080723837617, 0.0022428636951874244, -0.0011041484387071387, -7.435544271805808e-07, 0.0022428636951874244, 0.000912233301838895
2023jah, 307.78867051880843, -44.26245447262259, 0.03, 0.029357447202526005, 60077.25649245, 60151.28810605, ATLAS, 60090.092925832236, 2.787896856345469, 0.017256791225804872, 0.005250669165864231, 1.1986196966173823, 2.1020995650618426, 0.8496943265574081, 0.2402708039353276, 12.693899607937652, 0.8516100513722209, 10.263562418656065, 0.08115201845918558, 7.77619839108106, 0.003705867924273153, 3.6885809415459425, -0.1500448035210048, 0.003705867924273153, 2.756952668935738e-05, -0.0005057872626928321, -0.0012170706741315661, 3.6885809415459425, -0.0005057872626928321, 4.726518075374375, -0.004598233469435414, -0.1500448035210048, -0.0012170706741315661, -0.004598233469435414, 0.05773005922372863
