objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, t0, t0_err, x0, x0_err, x1, x1_err, c, c_err, mu, mu_err, hostMass, hostMass_err, cov00, cov01, cov02, cov03, cov10, cov11, cov12, cov13, cov20, cov21, cov22, cov23, cov30, cov31, cov32, cov33
2009F, 74.848167, -11.130583, 0.013, 0.013048498077434103, 54837.75, 54884.63, CSP, 54843.26865314566, 0.013152503070159582, 0.0019611495939693604, 4.68802083564282e-06, -3.478112491020813, 0.016144053459811625, 0.5075135211323124, 0.0018570507861653761, 15.35918169000961, 0.00659260532048111, 10.507359299115938, 0.000511704806211565, 0.00017298833985795737, 1.646974333101958e-08, -5.592852718179392e-05, -2.2896850038379873e-06, 1.646974333101958e-08, 2.1977539355421204e-11, -3.587360482317561e-08, -7.524690493433635e-09, -5.592852718179392e-05, -3.587360482317561e-08, 0.0002606322170119277, 9.686204145912848e-06, -2.2896850038379873e-06, -7.524690493433635e-09, 9.686204145912848e-06, 3.448637622397441e-06
2017fzw, 95.3950462707182, -27.214862455932412, 0.0054, 0.005529280941996305, 58019.61932805, 58193.28602715, ATLAS-ZTF, 58020.20353836999, 0.9289569352113176, 0.07298747444835979, 0.014519204463429714, -2.362715827289963, 0.8744563433084671, 1.1229314674053745, 0.1227145363490026, 9.76904786500548, 0.44528352862639453, 10.436333572851673, 0.00018793949258456236, 0.8629847952718057, -0.002204355616087139, -0.7069890465434266, -0.004595084317495077, -0.002204355616087139, 0.0002108072982508773, 0.0025423825209049517, -0.0017396183232780058, -0.7069890465434266, 0.0025423825209049517, 0.7749279582504912, -0.001689209500623885, -0.004595084317495077, -0.0017396183232780058, -0.001689209500623885, 0.015058857431350683
2017hle, 16.88778656365311, 32.4082286103301, 0.015, 0.01503724071944435, 58045.41592735, 59042.61059785, ATLAS, 58336.923089417614, 298.78586637224, 3.2621922073627543, 1.4217072978388074, 0.0, 7.362983953515597, 0.0, 0.29628934441969823, 9.351226135111041, 1.5075043789891338, 10.811153814339129, 0.0002551265260945248, 102653.41224661861, 442.0468271217046, -12920.554968704038, 92.1485265228844, 442.0468271217046, 2.0212516407281234, -54.75441300005081, 0.3876884709813426, -12920.554968704038, -54.75441300005081, 1675.5067994057463, -11.413573188060496, 92.1485265228844, 0.3876884709813426, -11.413573188060496, 0.08778737561665458
2018ame, 227.3563931337691, 25.471542558881964, 0.022, 0.023013534092338382, 58177.64533865, 58721.30897305, ATLAS-ZTF, 58720.58925474015, 359.5960677639232, 0.3132599069704643, 0.25687845663551145, 0.0, 5.897483475701532, 0.0, 0.5633121349941766, 11.895237963447704, 2.103515959282405, 8.986036224321298, 0.005711110761032731, 311020.0752277464, 138.96225457314276, -44110.67688804214, 304.8043922150563, 138.96225457314276, 0.06598654148344234, -19.376196103251292, 0.13297724480785583, -44110.67688804214, -19.376196103251292, 6460.263145047219, -42.49933261984704, 304.8043922150563, 0.13297724480785583, -42.49933261984704, 0.31732056143169746
2018baz, 246.055791666667, 25.2720555555556, 0.1, 0.10016588786050484, 58205.48932870012, 58278.18069439987, ZTF, 58214.706456891174, 0.2936024627852021, 7.66485086204318e-05, 5.301641271011378e-06, -3.5856386936474367, 0.29770021302991845, 1.1083071560767956, 0.05760380545255517, 17.072382682169298, 0.19282463028208735, 8.666571789473174, 0.1010321439244665, 0.0862028574209058, 5.099875638554833e-07, -0.03479614689976619, -0.007153870998933438, 5.099875638554833e-07, 2.8107400166491142e-11, -5.569190309082817e-07, -3.0126277709756644e-07, -0.03479614689976619, -5.569190309082817e-07, 0.08884186678607622, 0.006002968385619089, -0.007153870998933438, -3.0126277709756644e-07, 0.006002968385619089, 0.0033181984026158244
2018ciw, 224.878291666667, 28.1830166666667, 0.056, 0.05690611157793196, 58214.36912039993, 58558.28313660016, ZTF, 58276.641273709065, 0.3571441306412453, 0.0005939077700204023, 0.00015697677169272027, -3.967804459971325, 0.41052517541180755, 0.029756994873214336, 0.1997702854807592, 18.004952555066993, 0.6638516424092313, 12.38697996711908, 0.004384734224813007, 0.12755208571283094, 3.7274046109860684e-06, -0.06056625237173813, -0.005295929660379656, 3.7274046109860684e-06, 2.4641706851068426e-08, -1.2732248506811974e-05, -3.1334657197165674e-05, -0.06056625237173813, -1.2732248506811974e-05, 0.16956376691231925, 0.01631394294784507, -0.005295929660379656, -3.1334657197165674e-05, 0.01631394294784507, 0.039908166961064036
2018efn, 221.2905622978074, 9.273927894946588, 0.024, 0.026353085521198305, 58300.40534135, 59044.34511415, ATLAS, 58694.768032719, 3.7410745048400713, 2.5853162887929413, 3.0867857234965035, -3.6508884625295006, 1.4956795263820528, -0.04580930864043397, 0.8104923796947084, 9.181641598810229, 2.7507029677804358, 10.432550861391366, 0.0007579384058977742, 13.99603446091798, 1.8334962237856642, 5.683565452162661, 0.8093838222749995, 1.8334962237856642, 9.528246102781832, 1.022115169909066, -2.267681853388226, 5.683565452162661, 1.022115169909066, 2.396686834803202, 0.25619442512322693, 0.8093838222749995, -2.267681853388226, 0.25619442512322693, 0.6568978975431915
2018eyi, 246.30204266284116, 40.84025346715421, 0.03038, 0.03103047946117822, 58338.32212535, 59038.33826955, ATLAS-ZTF, 59040.59632229291, 0.08663804690513643, 8.764911216090418, 1.6676429209138581, -4.999999991672017, 0.011298945498323665, -1.2107841470157548, 0.135776807253195, 11.121267956183749, 0.4543014833871908, 10.143590364193393, 0.0012393031211338115, 0.007506152316789818, -0.01312314047659572, 8.016601490123914e-09, 0.0013968731796141541, -0.01312314047659572, 2.781032911674105, 2.9455315061684905e-09, -0.2258321353740737, 8.016601490123914e-09, 2.9455315061684905e-09, 3.765315269682449e-10, -1.3100237809380058e-10, 0.0013968731796141541, -0.2258321353740737, -1.3100237809380058e-10, 0.018435341387871264
2018gro, 332.955, 38.7004166666667, 0.0217, 0.019183614914777533, 58338.39035880007, 58443.30398150021, ZTF, 58388.325328967214, 0.8369650587374053, 0.0007130148483015392, 0.00010938389711825389, 1.5783803591541845, 1.7543198025535554, 0.6476871921502525, 0.04658350047032171, 16.81363792737559, 0.34504841009208576, 10.817750899221942, 0.0005965220878086435, 0.7005319818146393, -7.572835502570658e-05, 1.4431162254916154, 0.02757299922846751, -7.572835502570658e-05, 1.196483694877675e-08, -0.00018391351644635076, -4.525353951149803e-06, 1.4431162254916154, -0.00018391351644635076, 3.229132997143545, 0.06401399229623579, 0.02757299922846751, -4.525353951149803e-06, 0.06401399229623579, 0.0021700225160684633
2018hkw, 39.59514195668058, -11.738924787800649, 0.027, 0.026350289596668946, 58056.40554975, 58904.25789245, ATLAS-ZTF, 58053.05545374486, 0.14955840708353207, 37.841333241237336, 8.85965335424613, -4.999999996707468, 0.024063450878561987, -2.7576178140266108, 0.18107362747766537, 14.142785013205401, 0.5964884262753817, 10.363890745262498, 0.0009738245140280028, 0.02236772111559421, -0.0022589414176994913, -1.6182756988572764e-09, -0.0004322302708275328, -0.0022589414176994913, 78.49345755740471, 2.1140595631220052e-07, -1.6021683167754153, -1.6182756988572764e-09, 2.1140595631220052e-07, 3.17173240777715e-10, -4.409898495692261e-09, -0.0004322302708275328, -1.6021683167754153, -4.409898495692261e-09, 0.03278765856792033
2018jag, 15.951294449789689, 10.592351746809557, 0.04, 0.0382127773955262, 58448.37828555, 58492.23770405, ATLAS-ZTF, 58453.68260618622, 0.2804376016938477, 0.00047320409030680627, 4.5210716915734395e-05, -0.7239842460767987, 0.15963209016384067, 0.5279310394905129, 0.06928611369587886, 17.263374687793597, 0.23235319961129858, 11.024363619703006, 0.0011197732616178959, 0.07864527969067181, -3.7820409276876005e-06, -0.00819442989737429, 0.005263904658824134, -3.7820409276876005e-06, 2.044008924034672e-09, -1.215442944355104e-06, -3.0883945028107136e-06, -0.00819442989737429, -1.215442944355104e-06, 0.02549125257576946, 0.0010617281494022337, 0.005263904658824134, -3.0883945028107136e-06, 0.0010617281494022337, 0.004800565551078253
2018lph, 250.902241666667, 33.5336, 0.08, 0.07984945051024146, 58204.446608799975, 58600.39467590023, ZTF, 58311.44534338365, 0.07945791876409203, 0.00029760165352747236, 3.2301947393735196e-06, -2.0736002049625704, 0.1100731105027819, 0.12461810290927029, 0.010452246157831548, 18.762288872227174, 0.037318667841670185, 10.34149581173226, 0.004396506937327917, 0.006313561120530709, 5.371388161766632e-08, 0.0033650941264374303, -0.00013681469380788972, 5.371388161766632e-08, 1.0434158054276362e-11, -9.947276017649166e-08, -2.5260736823007548e-08, 0.0033650941264374303, -9.947276017649166e-08, 0.01211845429632701, -4.035245122547963e-06, -0.00013681469380788972, -2.5260736823007548e-08, -4.035245122547963e-06, 0.00010924944974390437
2019bwi, 141.354254166667, 65.4675027777778, 0.02968, 0.0293164307626129, 58260.17395830015, 58855.49312500004, ZTF, 58569.77719313317, 0.09400735226881807, 0.0005643164276300817, 7.792387084427766e-06, 0.1749483587280687, 0.08404680247041219, 0.6067224114956337, 0.01043834495559536, 16.974927579983383, 0.03684740152460238, 8.839761027821579, 0.012505917069982822, 0.008837382515803646, -2.813610561406625e-07, 0.0030153437743599245, 0.00022033531752457583, -2.813610561406625e-07, 6.072129647355667e-11, -2.6988428189866643e-07, -7.222546837779516e-08, 0.0030153437743599245, -2.6988428189866643e-07, 0.007064531230729381, 0.0001295214167857445, 0.00022033531752457583, -7.222546837779516e-08, 0.0001295214167857445, 0.00010895904541200311
2019cp, 163.7085070947211, -7.38096439111269, 0.05, 0.051879365434930505, 58486.59136235, 58610.37815865, ATLAS-ZTF, 58492.28640908872, 0.31079080617564614, 0.000256121371195039, 1.0751498996725495e-05, -2.56132705223004, 0.1639545046378943, 0.363571667703476, 0.03480950223912797, 18.13855884565889, 0.11604711422536566, 10.54711612988143, 0.0023269572276193662, 0.09659095490629449, 8.809956615910624e-07, -0.0334263950016534, -0.0042665662854289525, 8.809956615910624e-07, 1.1559473067658933e-10, -3.244182280038419e-07, -3.5459069550194646e-07, -0.0334263950016534, -3.244182280038419e-07, 0.026894152084094694, 0.0009150415022744037, -0.0042665662854289525, -3.5459069550194646e-07, 0.0009150415022744037, 0.001211701446135855
2019ecx, 139.17509236444656, 18.965033597613104, 0.029, 0.030162971247978645, 58595.31241675, 58845.50873145, ATLAS-ZTF, 58602.7941887999, 2.5990135327447206e-05, 0.04335440098373527, 0.008112493354070386, -3.511054720981373, 2.5686307092501366, 0.09339951351443661, 0.15854160380219642, 13.226895102243986, 0.6472538325379948, 10.885391744707425, 0.0007733096933051221, 6.754871760323042e-10, -4.725695587119362e-08, 3.264604285134501e-05, 7.454811486047788e-07, -4.725695587119362e-08, 6.581254841983618e-05, -0.012563488105044263, -0.0012223370542355557, 3.264604285134501e-05, -0.012563488105044263, 8.233498709046776, 0.21255601423343093, 7.454811486047788e-07, -0.0012223370542355557, 0.21255601423343093, 0.02513544013617262
2019luv, 328.812516666667, -12.1489944444444, 0.06, 0.05880631497338339, 58429.1904397998, 58812.13802079996, ZTF, 58691.4862426821, 0.31704306017854833, 0.00023593386364644694, 9.212899297043033e-06, -2.5828934346539563, 0.3558876459523228, 0.5173023803049801, 0.029587497578109016, 17.76628051180149, 0.11196623043408697, 9.828101197306356, 0.006206509407890266, 0.10051637730748099, -1.0917105408392165e-06, 0.008615063602138076, 0.0014445319583728513, -1.0917105408392165e-06, 8.487751345745603e-11, -1.1081224309033137e-06, -2.411176672126607e-07, 0.008615063602138076, -1.1081224309033137e-06, 0.12694883901439183, 0.002925409962441582, 0.0014445319583728513, -2.411176672126607e-07, 0.002925409962441582, 0.0008754200129346069
2019moq, 6.61545160003238, 38.1232395512729, 0.0596, 0.0579716093873729, 58400.27783560008, 58987.46677079983, ZTF, 58695.23748400717, 0.06926596819903352, 0.0004482881778904764, 3.7411040537693734e-06, -2.440533214997024, 0.08696736662015736, 0.17089428851355315, 0.007822568332491737, 18.1234402234739, 0.028329535331969833, 10.979192644467481, 0.0047669442378859665, 0.004797774420896234, -4.0175537365077265e-08, -0.0002994770621473944, 3.766427594501813e-05, -4.0175537365077265e-08, 1.399585954112964e-11, -1.1379410165794763e-07, -2.334940993444332e-08, -0.0002994770621473944, -1.1379410165794763e-07, 0.007564324337283371, 8.056863522700274e-05, 3.766427594501813e-05, -2.334940993444332e-08, 8.056863522700274e-05, 6.119257531650256e-05
2019noh, 346.419825, 27.6659805555556, 0.0249, 0.022717122995000637, 58426.24295140011, 58967.492083299905, ZTF, 58716.08389274418, 0.12164560887686093, 0.00013174277829290952, 4.654098024140107e-06, -3.451369998544094, 0.10900596716504762, 1.3266399842879035, 0.024405157965220383, 15.85423619220051, 0.08389638885082593, 10.77252153435704, 0.0007017531518671983, 0.014797654946331196, -2.3190879231231333e-07, 0.0004700985246644698, 0.0010370267261778942, -2.3190879231231333e-07, 2.1660628418304848e-11, -1.2421520141777692e-07, -1.1078242921094027e-07, 0.0004700985246644698, -1.2421520141777692e-07, 0.011885898498579992, 0.0005480951813282528, 0.0010370267261778942, -1.1078242921094027e-07, 0.0005480951813282528, 0.0005956117353073598
2019op, 35.424387026612415, -25.927123010010185, 0.04, 0.03872130026317916, 58491.28400175, 58679.57638905, ATLAS-ZTF, 58528.28297245422, 0.9068268534683739, 0.0037049461023362026, 0.005417137320477912, 4.999896815483429, 5.401224345155818, 1.7239548453098257, 0.8954441351016668, 12.340644037578258, 3.213026512417933, 8.40685425462122, 0.0035269244904225774, 0.8223394663364638, 0.004698960341961563, 0.026598724765282588, -0.785427644184485, 0.004698960341961563, 2.934537674891462e-05, -0.0001436927514238951, -0.004794832875567019, 0.026598724765282588, -0.0001436927514238951, 0.048615253462242575, 0.0026765228570209284, -0.785427644184485, -0.004794832875567019, 0.0026765228570209284, 0.801820199087972
2020abmg, 123.85227076813287, -6.9577406494725675, 0.04, 0.0411573804641745, 59160.58267665, 59676.79681605, ATLAS-ZTF, 59191.27495089836, 0.2634588106557203, 0.0005434761410427787, 1.55420095104843e-05, -0.5518277544155514, 0.28516377900124346, -0.2985152704636201, 0.029061047460623723, 19.602194651981854, 0.10182106964861914, 11.273524100202275, 0.0013318939814542631, 0.06941055458020444, -1.3308264159894048e-06, 0.03181503971979933, 0.0017373347752082957, -1.3308264159894048e-06, 2.415540596239844e-10, -1.913428070312476e-06, -3.600158657071749e-07, 0.03181503971979933, -1.913428070312476e-06, 0.08140779418197847, 0.0019619666023103204, 0.0017373347752082957, -3.600158657071749e-07, 0.0019619666023103204, 0.0008445444795086246
2020abpe, 24.102259033033917, 22.049853890014997, 0.05, 0.04819889426180836, 59185.43413395, 59613.26274815, ATLAS-ZTF, 59193.129309339885, 0.20930639627113123, 0.0003247889507641027, 8.89528956738309e-06, -1.9362986451310227, 0.1635665396092878, 0.4008949404322857, 0.0228425069278905, 17.865076269219816, 0.07838452075060517, 10.649515955931236, 0.0029270517243323553, 0.04380917161079773, -2.260169416085527e-07, -0.0028466134847793876, 2.6866113570931908e-05, -2.260169416085527e-07, 7.912617648759444e-11, -2.609623470616929e-07, -1.7273020694265346e-07, -0.0028466134847793876, -2.609623470616929e-07, 0.02676524790730777, -0.0002592727714398887, 2.6866113570931908e-05, -1.7273020694265346e-07, -0.0002592727714398887, 0.0005217801227507255
2020acbx, 131.588323927133, -12.656028038917848, 0.051, 0.05259510797396794, 59187.55942165, 59503.64067935, ATLAS-ZTF, 59194.674110483626, 0.37231779259673203, 0.00021395182498241993, 1.128914504091455e-05, -3.1266914342036594, 0.36299079498474507, 0.39344841827788635, 0.04688510712561428, 18.158349935814762, 0.1608957381528299, 10.202182551202336, 0.003249982662315169, 0.13862060726792902, 1.2676311574552672e-07, -0.024813305775224698, -0.00159293267645267, 1.2676311574552672e-07, 1.274447957548056e-10, -7.242214005731268e-07, -4.469924389901254e-07, -0.024813305775224698, -7.242214005731268e-07, 0.13214421699105822, 0.0001538073291671824, -0.00159293267645267, -4.469924389901254e-07, 0.0001538073291671824, 0.0021982132701803265
2020aclx, 9.472744000000002, -21.471927999999995, 0.06, 0.05897415008790121, 59193.29478435, 59603.78402655, ATLAS-ZTF, 59602.92456709054, 19.363929532992188, 0.9965227849226183, 0.4324313019160553, 0.0, 7.468054991111634, 0.0, 0.8911776441617278, 10.63878191738857, 2.9292204872526253, 10.830670491282186, 0.00202550586383922, 378.5910565537482, 0.6887115922309132, -450.13998956419687, 3.3430610199809196, 0.6887115922309132, 0.18699683087681457, -12.18684821768788, -0.18788078842232805, -450.13998956419687, -12.18684821768788, 4884.006703511235, -37.247510565437715, 3.3430610199809196, -0.18788078842232805, -37.247510565437715, 0.7941975934536473
2020acoo, 145.30888148708254, 26.088601383976407, 0.044125, 0.04462430835039662, 59193.56125295, 59231.46868865, ATLAS-ZTF, 59201.11136504872, 0.18034066660766257, 0.0014053994543452583, 0.0003896618908676995, -3.4702970560152195, 0.49211088104637857, -0.339073927877299, 0.2076587285757511, 18.244985404044513, 0.6922652201449989, 10.685674382711474, 0.0012919791233251478, 0.032522770221496994, -4.428374451429579e-05, 0.061036031273104564, 0.023908992238650218, -4.428374451429579e-05, 1.5183638919459096e-07, -0.00016711409138566775, -8.080834580631327e-05, 0.061036031273104564, -0.00016711409138566775, 0.2436971186151784, 0.08867723739787862, 0.023908992238650218, -8.080834580631327e-05, 0.08867723739787862, 0.04312214755369747
2020ecn, 179.863879166667, -20.4447916666667, 0.021, 0.02209094745461007, 58801.55142359994, 59193.544652800076, ZTF, 58911.19631672812, 1.5766630456637358, 0.00013940600408259457, 0.0001040169135408527, -3.8053906242994238, 0.7002787693116979, 1.5463105803209283, 0.5215898331905988, 15.084066008099132, 1.7560557935889871, 10.294633396564496, 0.0008196759922236717, 2.485908697884944, 0.00014804947385382844, -0.9539683121107057, -0.7450518834819111, 0.00014804947385382844, 1.0819518302565225e-08, -5.889564941971986e-05, -5.41910348871505e-05, -0.9539683121107057, -5.889564941971986e-05, 0.49820628462042427, 0.29524403433493385, -0.7450518834819111, -5.41910348871505e-05, 0.29524403433493385, 0.27205595408779665
2020mfd, 259.0307883569117, 40.786711283988375, 0.048, 0.04727664093002547, 59010.44736155, 59062.36462975, ATLAS-ZTF, 58983.99619675324, 9.936705464497209e-05, 4.81700745333469e-05, 1.8387311848657315e-06, 4.999999998085059, 0.0004809636879894441, 1.526314541992763, 0.024373126065214846, 17.644639368826287, 0.08362436266187295, 10.501635412079967, 0.0016352035078946753, 9.873811798802718e-09, 5.705586990465205e-14, 3.6301100109597344e-17, -8.62052348363721e-10, 5.705586990465205e-14, 3.380932370197737e-12, 2.1790774193274066e-16, -4.435333207455056e-08, 3.6301100109597344e-17, 2.1790774193274066e-16, 3.684128130310977e-12, -2.186333431183705e-12, -8.62052348363721e-10, -4.435333207455056e-08, -2.186333431183705e-12, 0.0005940492741908554
2020vae, 270.744675, 52.115075, 0.04846, 0.04783724267661762, 58854.57377310004, 59401.25732639991, ZTF, 59134.46398986039, 0.16962096889983513, 0.00040978621408449534, 1.0783296856661675e-05, -3.254012855626872, 0.24949376987182315, 0.40723262448907094, 0.022872773329435898, 17.39218945237416, 0.0831824673172786, 10.61938683424752, 0.015165662741275331, 0.028771275975870578, -7.173364883049851e-07, 0.0063209972445101275, 0.0013752812122756826, -7.173364883049851e-07, 1.1627949109888958e-10, -9.621682754927331e-07, -2.193585848902252e-07, 0.0063209972445101275, -9.621682754927331e-07, 0.06233696956372477, 0.0013393435455561341, 0.0013752812122756826, -2.193585848902252e-07, 0.0013393435455561341, 0.0005231637597797541
2020yo, 46.5270791666667, 13.9134527777778, 0.09, 0.08899677798929909, 58695.48211809993, 59157.43604170019, ZTF, 58862.79034678569, 1.4221796492383874, 5.1088266253399844e-05, 3.624835693133651e-06, 4.999937377597736, 7.839739394468879, 0.38998987500486126, 0.10320549596920618, 20.96701767979392, 1.2406754310074015, 10.32668108601848, 0.008382045035894648, 2.022614382626253, -9.07095875315594e-07, -0.00018509614092010373, 0.018944839908036283, -9.07095875315594e-07, 1.3139433802215717e-11, 1.3439638512298573e-10, -2.3744785483193323e-07, -0.00018509614092010373, 1.3439638512298573e-10, 0.0018142961579998892, 1.849028120777239e-05, 0.018944839908036283, -2.3744785483193323e-07, 1.849028120777239e-05, 0.010651374398249832
