objname, z_cmb, origin, mu, mu_err, hostMass, hostMass_err
2006gt, 0.04600529575943435, CSP_SNPY, 36.5872377103584, 0.022116522541796062, 10.111136946318842, 0.0037506224022017622
2007ba, 0.038895352840109254, CSP_SNPY, 35.56143898006861, 0.034762229465511905, 11.141102329068884, 0.0008626674562506656
2008bd, 0.03057728292818762, CSP_SNPY, 35.78454170284122, 0.050614271778405884, 11.066906876654066, 0.0008724495479113708
2008bt, 0.015484189543022442, CSP_SNPY, 34.01284785979987, 0.03105357411258831, 10.724456328263154, 0.0005206097319448586
2018eyi, 0.030127010282209987, ATLAS-ZTF_SNPY, 35.77504283158594, 0.08496650044885398, 10.143590364193393, 0.0012393031211338115
2018hkw, 0.02603021784579207, ATLAS-ZTF_SNPY, 35.350621584532405, 0.27803016630417704, 10.363890745262498, 0.0009738245140280028
2018jag, 0.04098889646986792, ATLAS-ZTF_SNPY, 36.78667428111676, 0.10714697199193675, 11.024363619703006, 0.0011197732616178959
2019be, 0.019556671888099064, ATLAS-ZTF_SNPY, 35.38460146937826, 0.051811182019495895, 10.757611545644629, 0.00038517114109421353
2019cdc, 0.02674257132614799, ATLAS-ZTF_SNPY, 35.93374149624537, 0.040089238872334475, 10.584872344449861, 0.0011367594478676015
2019cp, 0.0488616744478223, ATLAS-ZTF_SNPY, 36.86222072257918, 0.10110922022615414, 10.54711612988143, 0.0023269572276193662
2019moq, 0.05898991843788215, ZTF_SNPY, 37.42184004086412, 0.032466705107418385, 10.979192644467481, 0.0047669442378859665
2019op, 0.040534921178761785, ATLAS-ZTF_SNPY, 36.76586405746545, 0.1586538393873029, 8.40685425462122, 0.0035269244904225774
2020abpe, 0.05107481823127413, ATLAS-ZTF_SNPY, 36.50554280249927, 0.08137890882523548, 10.649515955931236, 0.0029270517243323553
2020acbx, 0.050877911114622254, ATLAS-ZTF_SNPY, 37.39482013361711, 0.14384214113603205, 10.202182551202336, 0.003249982662315169
2020acoo, 0.04457312497224142, ATLAS-ZTF_SNPY, 37.247943684511654, 0.09393102483400916, 10.685674382711474, 0.0012919791233251478
2020vae, 0.0484478955575085, ZTF_SNPY, 36.35520617568429, 0.05073297169753968, 10.61938683424752, 0.015165662741275331
2021abzd, 0.018939170072648226, ZTF_SNPY, 34.57314737624361, 0.02485215155210882, 10.78600418510209, 0.0005559682094218451
2021afur, 0.029264114999072888, ZTF_SNPY, 36.29278782802998, 0.09492594739802182, 10.30385583831088, 0.0010795880607671832
2021cad, 0.04029908729651921, ATLAS-ZTF_SNPY, 36.400018743199645, 0.06241932561891431, 10.358143010854041, 0.0015162175022677541
2021fnr, 0.026650982879807605, ATLAS-ZTF_SNPY, 35.669904208905315, 0.04913886802317718, 10.287436116011223, 0.0011406832616291658
2021mab, 0.01976135119158795, ATLAS_SNPY, 35.679573331545264, 0.1944429425846211, 10.713022716938031, 0.00037423560637777904
2021qqr, 0.032063264086134025, ZTF_SNPY, 35.93082290074715, 0.07658369472047294, 8.573645842354992, 0.09099381995104013
2021uve, 0.05386559331046348, ATLAS-ZTF_SNPY, 37.3148563504395, 0.10656309124963599, 7.813528673239915, 0.07763466766209964
2021wzb, 0.04650752559806426, ATLAS-ZTF_SNPY, 36.532737911786434, 0.062379738652671136, 11.289712997692881, 0.0007520392347699466
2021xfm, 0.03936905527272905, ATLAS-ZTF_SNPY, 36.53810586250791, 0.09466723501756061, 10.643884474652957, 0.0019805168293122876
2021zsz, 0.03589580055105812, ATLAS-ZTF_SNPY, 36.77339865627167, 0.14576989776812257, 10.964851218836822, 0.005379263240545481
2022aaok, 0.027447689972312617, ATLAS-ZTF_SNPY, 35.80790271611657, 0.060406112581955336, 10.475026394544468, 0.000842787923706665
2022rey, 0.040563956881262575, ZTF_SNPY, 36.636354711406526, 0.08204881875680524, 10.665653521436408, 0.0016239326144556986
2022rjs, 0.03746441014140767, ATLAS-ZTF_SNPY, 36.02520196625483, 0.05204439682703336, 10.48999877821179, 0.0018017453246977574
2022ubt, 0.05124671990982543, ATLAS-ZTF_SNPY, 37.356296357864686, 0.06949821514282227, 10.387851541544412, 0.0032791740061456085
2022xhh, 0.03261128701850935, ATLAS-ZTF_SNPY, 35.99001164789573, 0.0820126514689972, 10.79645631191364, 0.0017011828138871884
2022ydr, 0.025205753122734542, ATLAS_SNPY, 35.81148680992471, 0.14800154171788812, 10.627211602301852, 0.0011031908574760728
2022zvu, 0.01986441195336064, ZTF_SNPY, 34.805737633398444, 0.06459366714062706, 10.542607440652626, 0.0012099832400037588
2023bhm, 0.01577847441128255, ATLAS-ZTF_SNPY, 35.161702063967375, 0.08580774519940845, 10.944880130229151, 0.0007042302707270253
2023cvq, 0.02780660386725642, ATLAS-ZTF_SNPY, 36.27542204807734, 0.18767332535797462, 10.547609098927339, 0.0009310322625326865
2023fot, 0.025908922164258552, ATLAS-ZTF_SNPY, 35.91043489796502, 0.07360442982679198, 10.60069767104924, 0.0010828350223605655
2023fwb, 0.028238289905181402, ATLAS-ZTF_SNPY, 35.872967866484124, 0.05676656413886748, 8.083420755485886, 0.029802813525155545
2023vjh, 0.020085801640856715, ATLAS-ZTF_SNPY, 34.680536391212115, 0.12977855033647423, 10.650404500305129, 0.002056533560023752
2024jhk, 0.02374651849741949, ATLAS_SNPY, 35.319590596399415, 0.11911288310138805, 10.717597614530817, 0.0005467162453691708
2006bd, 0.0253714447313913, CSP_SALT, 35.843809567236434, 0.03211174589953519, 12.327227584343689, 0.0010375416044816365
2018ciw, 0.057014597284885005, ZTF_SALT, 37.36495255506699, 0.6638516424092313, 12.38697996711908, 0.004384734224813007
2018lph, 0.07935550115932011, ZTF_SALT, 38.12228887222717, 0.037318667841670185, 10.34149581173226, 0.004396506937327917
2019bwi, 0.028575857456268894, ZTF_SALT, 36.334927579983386, 0.03684740152460238, 8.839761027821579, 0.012505917069982822
2019luv, 0.06129423498119713, ZTF_SALT, 37.12628051180149, 0.11196623043408697, 9.828101197306356, 0.006206509407890266
2020abmg, 0.038915842160500924, ATLAS-ZTF_SALT, 38.962194651981854, 0.10182106964861914, 11.273524100202275, 0.0013318939814542631
2021bmu, 0.05258805873673067, ATLAS-ZTF_SALT, 36.975279670032684, 0.23529294962875255, 10.270301179807593, 0.004885489470990093
2021jvp, 0.04374277095958701, ATLAS-ZTF_SALT, 37.10870910686627, 0.18094389727030125, 10.95457116086164, 0.0010071414066509068
2021uef, 0.029337656141941837, ZTF_SALT, 36.665873101675274, 0.07645998851731728, 10.32612457784449, 0.004322392798212673
2021zqs, 0.03762170137095855, ATLAS-ZTF_SALT, 36.30462960057466, 0.13978025036831654, 11.368436726427328, 0.0012292703565977665
2022dsu, 0.07024719463802476, ATLAS-ZTF_SALT, 37.75257622959511, 0.1115096519131296, 10.258346269556945, 0.0036019101922798984
2023sps, 0.04796493393555279, ATLAS-ZTF_SALT, 37.24666960407521, 0.20329740772866217, 10.404162102271735, 0.0019997084090541987
