atlas_name, objname, ra, dec, z
1000438990080559900, 2022xnq, 1.1623692719153491, -8.099926680164582, 0.0286
1011804611143313100, 2021bmu, 19.51915847593583, 14.553705080213907, 0.053
1235527530345232200, 2021oyx, 358.86536871987545, -34.87484410425709, 0.049921
1010348331103532600, 2018jag, 15.951294449789689, 10.592351746809557, 0.04
1125853461280737700, 2023ex, 194.72340272630746, 28.126949858724423, 0.023376
1091500861223522500, 2022aaok, 138.75348383900604, 22.589561981475406, 0.027214
1010733071322429400, 2017hle, 16.88778656365311, 32.4082286103301, 0.015
1122418881102646700, 2024fid, 186.078606372614, 10.446274608993297, 0.06
1150925521252818000, 2018ame, 227.3563931337691, 25.471542558881964, 0.022
1203109300441544500, 2023jah, 307.78867051880843, -44.26245447262259, 0.03
1003753320212821500, 2020aclx, 9.472744000000002, -21.471927999999995, 0.06
1061033320143219100, 2021zsz, 92.63879631704842, -14.538870149377928, 0.035746
1191628721415324300, 2022ubt, 289.1201163647384, 41.889354239490345, 0.052
1004017751024524800, 2024luo, 10.074032578559928, 2.7566803332949923, 0.017
1034109200025054700, 2022abom, 55.288120413239035, -2.8485375859548903, 0.036
1144509771091625100, 2018efn, 221.2905622978074, 9.273927894946588, 0.024
1084621190123922600, 2020acbx, 131.588323927133, -12.656028038917848, 0.051
1140849041353649800, 2019cdc, 212.20472173447806, 35.6142343137112, 0.02777
1011108430135639500, 2023abdv, 17.78523155404982, -13.944130611739116, 0.052
1050523630115258100, 2022xkq, 76.3487977104891, -11.882253212859856, 0.007735
1012958111192621400, 2021agej, 22.491984809554648, 19.43918211115813, 0.04
1130019040333746700, 2020dq, 195.07903069437515, -33.62975678539297, 0.046
1045103970055725100, 2021wzb, 72.76727135859213, -5.956928904982985, 0.0478
1105124281083329900, 2024jhk, 162.8512114449619, 8.558299085325991, 0.02315
1162512461405024700, 2018eyi, 246.30204266284116, 40.84025346715421, 0.03038
1060340020263946800, 2021aare, 90.91673359893066, -26.663158950760224, 0.0404
1164320711613542700, 2021bls, 250.83634089611053, 61.594851830280966, 0.019
1234414950233145500, 2023sps, 356.06325290770553, -23.52918120588744, 0.049
1051106310010449800, 2023dk, 77.7763019006191, -1.0802048956828456, 0.02844
1050103890382654300, 2020aejj, 75.2662665141492, -38.44859297589741, 0.056
1173857301744945700, 2022ydr, 264.7369415088767, 74.82995898557314, 0.024931
1105450040072251800, 2019cp, 163.7085070947211, -7.38096439111269, 0.05
1143801871101102900, 2021fnr, 219.50783765468793, 10.184075515070733, 0.026949
1045902220002631500, 2022aecb, 74.75937846380604, -0.4419266446851301, 0.015
1063155011353323600, 2021agnf, 97.9791536881518, 35.55658245184793, 0.027
1130014611275725700, 2019be, 195.0605280377852, 27.95679209010926, 0.02
1224726940253954200, 2022omn, 341.8629271758788, -25.66482783660629, 0.05
1094248210033625300, 2022ihz, 145.70094821679152, -3.607061832271141, 0.006
1140530761154317900, 2022dsu, 211.37838920703345, 15.720950635018797, 0.07
1160239741154541700, 2021diu, 240.66641094775812, 15.76214896375523, 0.037372
1115510700075033500, 2021mab, 178.79425241592884, -7.843156338771086, 0.021
1013624701220300200, 2020abpe, 24.102259033033917, 22.049853890014997, 0.05
1062134810271253600, 2017fzw, 95.3950462707182, -27.214862455932412, 0.0054
1124236470404446700, 2019so, 190.6517101224863, -40.74634151127974, 0.015
1133245250130248700, 2023acdv, 203.1880694320544, -13.047160534577925, 0.023
1030331171274056000, 2021zqs, 45.879972978556346, 27.68219875824718, 0.036465
1081524570065727100, 2020abmg, 123.85227076813287, -6.9577406494725675, 0.04
1083810551250605700, 2023cvq, 129.54407756604917, 25.101520167165358, 0.0286
1212339461393450700, 2023fwb, 320.9141590918043, 39.58090292249856, 0.027
1122147571103528600, 2023fot, 185.44815147159014, 10.59147506777273, 0.026467
1012551870012203900, 2018ctv, 21.466737391119896, -1.3671980789344114, None
1171607251404714200, 2020mfd, 259.0307883569117, 40.786711283988375, 0.048
1124332160412157900, 2022an, 190.8843573053826, -41.36601790283661, 0.007
1022141900255539900, 2019op, 35.424387026612415, -25.927123010010185, 0.04
1105545461240141000, 2021cad, 163.93951567951174, 24.02772392247501, 0.041546
1040239171251401300, 2023vjh, 60.663261124483185, 25.233542294649613, 0.019
1104330091190458400, 2022fjx, 160.87564546077388, 19.082951470611572, 0.046
1132457970241050500, 2021jbp, 201.24160193091643, -24.180784840289967, 0.042
1041641640121059200, 2022xhh, 64.17339308094819, -12.18356267210426, 0.0315
1023822740114421300, 2018hkw, 39.59514195668058, -11.738924787800649, 0.027
1062652770243652100, 2023yrs, 96.72038766520177, -24.614797554209087, 0.023312
1163954751371056500, 2024jih, 249.97841470704753, 37.18227102118413, 0.0311
1015632581035137300, 2021uve, 29.135696203526695, 3.8604084062493347, 0.055
1015544700251456400, 2022skw, 28.936148073710967, -25.248763345321876, 0.07
1161630341211503000, 2022rjs, 244.12571260124486, 21.251364192883027, 0.037
1160723401135334100, 2020nta, 241.8473002365691, 13.892682894778675, 0.033953
1142046990194710500, 2021jvp, 215.1956051172468, -19.78613155067654, 0.044
1112142781342129600, 2022yv, 170.4280959305194, 34.358305929851426, 0.035426
1044255161003703900, 2023bhm, 70.72920636772062, 0.6183744592240744, 0.015419
1094114161260519800, 2020acoo, 145.30888148708254, 26.088601383976407, 0.044125
1021103151362854900, 2021twa, 32.76230999624126, 36.48174990615482, 0.012128969342354
1091642021185754300, 2019ecx, 139.17509236444656, 18.965033597613104, 0.029
1111155951030803400, 2024bjb, 167.9824902652031, 3.1337018866174584, 0.0298
1211500761215435700, 2021xfm, 318.7536126075913, 21.91020380379556, 0.04
1141702841104919500, 2023omo, 214.2615808939578, 10.821996814290793, 0.025
1194757701035644500, 2019exc, 296.9899108210265, 3.9450551794102067, 0.06
1160106271192701200, 2020fhs, 240.27615202948147, 19.45021417211042, 0.01438
1114107741244910900, 2018ast, 175.28319910299444, 24.819698025713883, 0.012
1133923001510301000, 2023mkp, 204.8457138175562, 51.04977363195092, 0.015293
1221646471865557100, 2022oux, 334.1940942600142, 86.93250326590747, 0.019
1122632231312545000, 2021gel, 186.63443073399623, 31.42834243488069, 0.06
1121801910205127500, 2021pom, 184.5078288184616, -20.85760188127875, 0.032269
1032212120425304400, 2022ywc, 50.55047833824845, -42.884710249173125, 0.058
