#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
02a59216o0925o,250.836293333333,61.5947883333333,>19.23,0.0,3.0,o,22.071,59216.61932215,9137.47,9911.93,191.0,99.6,8.9,18.5,98.4,303.0,1455.7,1.02,2.86,2.59,1.0,3.0,-0.3977,17.08498292662335,35.51372855534067,18.47,30.0
02a59216o0938o,250.836293333333,61.5947883333333,>19.31,0.0,3.0,o,22.079,59216.62534035,9158.59,9948.81,222.0,181.1,-21.2,13.4,186.8,3208.7,1153.2,1.06,3.21,2.97,1.0,3.0,-0.3787,-51.09237462914168,32.29423679389144,18.41,30.0
02a59216o0946o,250.836293333333,61.5947883333333,>19.32,0.0,3.0,o,22.082,59216.62908805,9098.44,9872.01,181.0,183.9,-9.2,14.0,182.8,-1109.3,1192.2,0.98,3.14,2.89,1.0,3.0,-0.3837,-21.143362873923692,32.17468263423171,18.43,30.0
02a59216o0983o,250.836293333333,61.5947883333333,>19.36,0.0,3.0,o,22.098,59216.64667335,9075.22,9989.96,215.0,181.2,-8.4,13.0,185.3,2203.3,1148.3,0.86,3.22,2.97,1.0,3.0,-0.3797,-19.973324244894037,30.911097045669344,18.45,30.0
01a59222o0961o,250.836293333333,61.5947883333333,>20.24,0.0,3.0,o,22.233,59222.64405585,3575.44,8789.32,195.0,181.0,6.4,9.2,180.2,-51.9,668.4,0.93,2.68,2.54,1.0,3.0,-0.3907,9.662894321961524,13.890410587819686,19.25,30.0
01a59222o0972o,250.836293333333,61.5947883333333,>20.19,0.0,3.0,o,22.236,59222.64915715,3558.71,8750.53,179.0,180.3,-6.9,9.9,178.3,-1687.7,641.5,0.84,2.66,2.49,1.0,3.0,-0.3917,-10.117863586084223,14.516934710468663,19.27,30.0
01a59222o1005o,250.836293333333,61.5947883333333,>20.08,0.0,3.0,o,22.249,59222.66436635,3616.91,8828.67,205.0,181.6,12.0,15.2,180.4,-1217.9,973.7,1.03,2.28,2.12,1.0,3.0,-0.4067,12.865026918547649,16.295700763493688,19.13,30.0
01a59222o1021o,250.836293333333,61.5947883333333,>18.88,0.0,3.0,o,22.261,59222.67173765,3637.11,8711.58,127.0,171.0,-37.0,39.9,177.4,6270.8,2639.2,1.18,2.45,2.3,1.0,3.0,-0.3997,-45.441681115509255,49.003326392130255,17.98,30.0
01a59230o0878c,250.836293333333,61.5947883333333,>20.62,0.0,3.0,c,22.254,59230.60699975,4620.15,2471.96,174.0,182.3,-1.6,4.7,182.0,317.5,348.7,1.18,3.37,2.85,1.0,3.0,-0.3757,-3.2972622377890786,9.68570782350542,19.49,30.0
01a59230o0885c,250.836293333333,61.5947883333333,>20.63,0.0,3.0,c,22.263,59230.61026895,4599.88,2431.59,165.0,182.5,-3.0,5.0,184.2,674.4,445.9,1.19,3.26,2.75,1.0,3.0,-0.3757,-5.723086288059726,9.538477146766207,19.51,30.0
01a59230o0897c,250.836293333333,61.5947883333333,>20.61,0.0,3.0,c,22.267,59230.61584475,4659.42,2509.27,183.0,181.7,-6.3,4.8,181.6,513.9,391.7,1.27,3.39,2.84,1.0,3.0,-0.3737,-12.835634236943214,9.77953084719483,19.47,30.0
01a59230o0922c,250.836293333333,61.5947883333333,>20.85,0.0,3.0,c,22.285,59230.62740185,4676.92,2397.33,182.0,183.0,-10.6,4.8,183.3,-150.8,429.4,0.99,2.96,2.64,1.0,3.0,-0.3837,-17.40044072803188,7.879444857976702,19.66,30.0
01a59238o0862c,250.836293333333,61.5947883333333,19.99,0.22,4.49,c,22.307,59238.63045375,8889.19,9067.98,208.0,181.4,28.3,6.3,182.6,660.9,499.9,1.03,2.63,2.43,1.0,3.0,-0.3707,36.78808683205783,8.189574100422767,19.8,30.0
01a59238o0871c,250.836293333333,61.5947883333333,19.36,0.14,7.46,c,22.314,59238.63460295,8873.36,9025.61,237.0,182.8,51.5,6.9,183.5,1280.0,401.9,0.92,2.6,2.43,1.0,3.0,-0.3707,65.75754576581409,8.810234287070239,19.81,30.0
01a59238o0911c,250.836293333333,61.5947883333333,19.5,0.15,6.77,c,22.327,59238.65312365,8937.08,9109.98,252.0,181.5,46.7,6.9,181.1,288.4,596.4,1.13,2.58,2.4,1.0,3.0,-0.3707,57.743961282701214,8.531763016073628,19.84,30.0
