#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
01a58420o0002o,15.951345,10.5923475,>19.14,0.0,3.0,o,21.685,58420.45769285,1539.46,5706.4,202.0,179.4,1.3,9.3,180.3,-172.5,757.0,0.97,3.53,3.18,1.0,3.0,-0.42,5.533805911522351,39.58799613627529,18.01,30.0
01a58420o0044o,15.951345,10.5923475,>17.39,0.0,3.0,o,21.133,58420.47777445,1462.62,5739.72,161.0,218.8,-20.7,30.7,224.3,3252.0,2920.8,1.61,3.34,3.07,1.0,3.0,-0.446,-134.81367045797555,199.94104749081401,16.79,30.0
02a58423o0470o,15.951345,10.5923475,>20.45,0.0,3.0,o,22.226,58423.41644475,293.01,5993.01,140.0,180.4,-5.9,9.8,180.0,-1206.1,653.9,1.15,2.38,2.21,1.0,3.0,-0.432,-7.17629011670912,11.919939515889729,19.43,30.0
02a58423o0489o,15.951345,10.5923475,>20.42,0.0,3.0,o,22.223,58423.42657015,273.06,5952.94,181.0,181.5,-5.0,10.5,181.4,-1136.6,609.7,0.79,2.34,2.15,1.0,3.0,-0.437,-5.849288832330558,12.283506547894172,19.45,30.0
02a58423o0494o,15.951345,10.5923475,>20.53,0.0,3.0,o,22.225,58423.42955635,9976.04,6016.13,181.0,181.6,5.5,10.2,184.3,801.8,521.1,1.45,2.25,2.07,1.0,3.0,-0.444,5.962031940313925,11.056859234764005,19.53,30.0
02a58423o0508o,15.951345,10.5923475,>20.46,0.0,3.0,o,22.221,58423.43702125,331.05,6030.11,177.0,180.6,-5.3,10.7,180.1,-759.9,582.5,1.09,2.27,2.08,1.0,3.0,-0.44,-5.829667794285696,11.769329320539047,19.53,30.0
02a58423o0513o,15.951345,10.5923475,>20.125149978319907,0.0,1.2,o,22.223,58423.43991555,9956.31,5977.71,222.0,181.6,11.4,9.5,179.7,230.4,488.1,1.03,2.3,2.12,1.0,3.0,-0.442,12.985159649977117,10.82096637498093,19.53,30.0
02a58423o0527o,15.951345,10.5923475,>20.53,0.0,3.0,o,22.217,58423.44774175,350.29,5912.83,149.0,181.1,-7.6,9.9,180.8,-919.6,619.6,1.37,2.28,2.1,1.0,3.0,-0.441,-8.539776001702212,11.124181896954196,19.53,30.0
02a58423o0532o,15.951345,10.5923475,>20.53,0.0,3.0,o,22.222,58423.45049785,10014.1,6055.93,144.0,181.3,-19.7,10.5,182.3,-414.5,568.2,1.16,2.22,2.04,1.0,3.0,-0.445,-20.860663294347308,11.118627644195268,19.52,30.0
02a58423o0551o,15.951345,10.5923475,>20.41,0.0,3.0,o,22.217,58423.46132995,10032.6,5939.26,192.0,183.3,3.9,11.6,182.1,-186.7,603.2,1.04,2.23,2.04,1.0,3.0,-0.443,4.156027214873676,12.361516844239654,19.5,30.0
01a58424o0543o,15.951345,10.5923475,>20.21,0.0,3.0,o,22.244,58424.43782905,2620.18,3855.7,184.0,181.1,-0.1,7.0,181.5,-521.3,600.4,0.93,3.24,2.88,1.0,3.0,-0.4285,-0.21301797077450593,14.911257954215413,19.17,30.0
01a58424o0564o,15.951345,10.5923475,>20.18,0.0,3.0,o,22.244,58424.44789805,2640.56,3893.16,183.0,179.3,3.4,7.6,175.8,-1239.0,635.0,0.95,3.14,2.81,1.0,3.0,-0.431,6.8610981219020015,15.336572272486826,19.18,30.0
01a58424o0585o,15.951345,10.5923475,>19.747926779777483,0.0,1.27,o,22.242,58424.45795165,2562.69,3814.91,185.0,182.1,8.9,7.0,181.2,820.7,547.5,1.04,3.26,2.94,1.0,3.0,-0.423,19.40142737438983,15.259549620306606,19.16,30.0
01a58424o0606o,15.951345,10.5923475,>20.14,0.0,3.0,o,22.237,58424.46795385,2544.8,3930.7,149.0,181.0,-9.5,7.8,179.5,-1057.9,529.6,0.89,3.17,2.8,1.0,3.0,-0.438,-19.49932797667593,16.009974549270765,19.21,30.0
01a58425o0241t,15.9512876595745,10.5923523404255,>20.24,0.0,3.0,t,22.495,58425.40921405,9828.93,2196.15,164.0,182.1,-0.5,10.1,181.8,695.5,744.8,1.08,2.97,2.67,1.0,3.0,-0.46,-0.7384421197464458,14.916530818878206,19.29,30.0
01a58425o0260t,15.9512876595745,10.5923523404255,>20.2,0.0,3.0,t,22.493,58425.41915475,9849.22,2234.94,158.0,180.0,-7.0,9.9,178.9,-176.7,688.2,1.18,3.03,2.75,1.0,3.0,-0.463,-10.903153030158906,15.420173571224739,19.27,30.0
01a58425o0265t,15.9512876595745,10.5923523404255,>19.7786769379327,0.0,2.78,t,22.494,58425.42202805,132.42,2336.89,202.0,179.7,27.0,9.7,180.7,1265.7,760.9,1.01,3.04,2.69,1.0,3.0,-0.461,41.19726385787762,14.800498497089366,19.29,30.0
01a58425o0279t,15.9512876595745,10.5923523404255,>20.16,0.0,3.0,t,22.49,58425.42949525,9790.98,2159.47,190.0,181.8,6.8,10.7,182.1,2057.8,704.1,0.92,2.98,2.67,1.0,3.0,-0.466,10.16050241547063,15.987849389049371,19.28,30.0
01a58425o0284t,15.9512876595745,10.5923523404255,>20.2,0.0,3.0,t,22.49,58425.43223205,153.31,2375.9,185.0,178.0,3.3,10.6,177.6,792.3,778.9,0.79,2.96,2.63,1.0,3.0,-0.465,4.819923493017818,15.482178492723902,19.28,30.0
01a58425o0298t,15.9512876595745,10.5923523404255,>19.54,0.0,3.0,t,21.811,58425.43999985,9772.73,2277.48,170.0,182.8,6.3,9.4,182.3,-108.1,775.3,0.94,3.09,2.78,1.0,3.0,-0.479,19.099525153071845,28.49770419664688,18.55,30.0
01a58425o0303t,15.9512876595745,10.5923523404255,>20.04,0.0,3.0,t,22.417,58425.44267445,94.66,2298.04,182.0,180.7,-11.3,11.5,179.8,-181.7,807.7,0.75,2.94,2.63,1.0,3.0,-0.467,-17.565489937737432,17.876383564954025,19.22,30.0
01a58425o0322t,15.9512876595745,10.5923523404255,>18.34788671926855,0.0,1.62,t,20.787,58425.45330335,76.72,2412.73,190.0,184.2,12.6,7.8,184.4,928.6,675.4,1.07,2.95,2.67,1.0,3.0,-0.482,89.78061329121765,55.57847489456332,17.57,30.0
02a58427o0330c,15.951345,10.5923475,>20.68,0.0,3.0,c,22.309,58427.44086285,8249.02,4818.02,169.0,181.7,-7.9,7.0,182.5,-58.4,494.2,0.92,2.61,2.46,1.0,3.0,-0.408,-10.638525796709692,9.4265418451858,19.68,30.0
02a58427o0362c,15.951345,10.5923475,>20.67,0.0,3.0,c,22.3,58427.45599255,8229.97,4779.82,177.0,182.2,-7.6,7.0,182.7,720.0,415.8,1.29,2.6,2.46,1.0,3.0,-0.411,-10.28965450270465,9.477313357754285,19.64,30.0
02a58427o0368c,15.951345,10.5923475,>20.64,0.0,3.0,c,22.299,58427.45936175,8288.65,4857.69,182.0,180.8,4.6,6.9,182.0,634.8,452.0,0.9,2.65,2.52,1.0,3.0,-0.41,6.50853120913154,9.76279681369731,19.63,30.0
