#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
01a59845o0039c,264.7370766666666,74.82985333333335,None,None,None,c,22.307,59845.26282965,None,None,None,None,None,None,None,None,None,None,None,None,1.0,3.0,-0.3467,None,None,19.53,30.0
01a59845o0051c,264.7370766666666,74.82985333333335,None,None,None,c,22.287,59845.26837175,None,None,None,None,None,None,None,None,None,None,None,None,1.0,3.0,-0.3397,None,None,19.53,30.0
01a59845o0059c,264.7370766666666,74.82985333333335,>20.11384850363086,0.0,2.98,c,22.182,59845.27211545,4035.88,10522.9,185.0,183.3,17.6,5.9,182.1,-630.5,473.2,1.36,2.96,2.76,1.0,3.0,-0.3577,32.42441924931266,10.869549634712765,19.42,30.0
02a59847o0028o,264.7370766666666,74.82985333333335,>20.2,0.0,3.0,o,22.025,59847.22153615,2099.04,2159.39,182.0,181.0,-1.6,9.8,179.9,-199.1,634.3,0.92,2.55,2.15,1.0,3.0,-0.4437,-2.4743285615274684,15.155262439355743,19.21,30.0
02a59847o0041o,264.7370766666666,74.82985333333335,>20.3,0.0,3.0,o,22.001,59847.22750525,2074.51,2118.92,208.0,180.5,4.6,8.7,180.2,158.7,571.9,1.18,2.35,2.35,1.0,3.0,-0.4407,7.305539638627621,13.816998881752243,19.23,30.0
02a59847o0064o,264.7370766666666,74.82985333333335,>20.32,0.0,3.0,o,22.04,59847.23815605,2140.35,2184.13,171.0,179.4,6.3,9.9,179.0,-363.2,658.8,0.98,2.43,2.02,1.0,3.0,-0.4497,8.650813270336034,13.594135139099484,19.34,30.0
02a59847o0076o,264.7370766666666,74.82985333333335,>20.34,0.0,3.0,o,22.048,59847.24361865,2160.49,2062.32,195.0,182.1,3.3,10.0,181.0,663.5,560.4,0.97,2.41,2.0,1.0,3.0,-0.4487,4.412855670631916,13.372289911005804,19.36,30.0
02a59851o0220o,264.7370766666666,74.82985333333335,>20.16,0.0,3.0,o,22.036,59851.30602075,3209.51,6088.75,184.0,180.1,0.9,9.5,180.2,698.7,685.3,0.98,2.57,2.3,1.0,3.0,-0.4197,1.4529886240459178,15.337102142706913,19.16,30.0
02a59851o0227o,264.7370766666666,74.82985333333335,>20.15,0.0,3.0,o,22.034,59851.30918945,3189.13,6048.87,185.0,179.3,-15.7,10.4,181.2,1121.9,626.6,0.95,2.49,2.19,1.0,3.0,-0.4257,-23.55601703006579,15.603985803355686,19.16,30.0
02a59851o0243o,264.7370766666666,74.82985333333335,>20.03,0.0,3.0,o,22.03,59851.31646005,3244.71,6120.72,164.0,180.5,-17.7,9.5,181.1,728.9,610.2,0.78,2.72,2.44,1.0,3.0,-0.4187,-32.23225884255807,17.29979994374586,19.08,30.0
02a59851o0265o,264.7370766666666,74.82985333333335,>20.14,0.0,3.0,o,22.025,59851.32649975,3261.71,6001.71,157.0,180.0,4.4,10.4,178.0,301.9,671.2,1.07,2.51,2.17,1.0,3.0,-0.4237,6.636588300415598,15.68648143734596,19.15,30.0
01a59853o0029o,264.7370766666666,74.82985333333335,>19.57,0.0,3.0,o,22.268,59853.21099995,8766.68,10024.4,167.0,183.9,-32.6,23.5,178.6,-1651.4,1281.3,1.06,2.38,2.15,1.0,3.0,-0.4377,-37.41034922253277,26.967583028512895,18.54,30.0
01a59853o0036o,264.7370766666666,74.82985333333335,>19.96,0.0,3.0,o,22.264,59853.21423235,8793.23,10060.7,259.0,182.2,4.7,16.1,184.6,1111.2,1294.3,1.03,2.37,2.19,1.0,3.0,-0.4417,5.511236703710903,18.878917219094795,18.95,30.0
01a59853o0048o,264.7370766666666,74.82985333333335,>20.1,0.0,3.0,o,22.262,59853.21977615,8718.79,9994.62,205.0,181.4,-1.0,12.8,182.0,536.1,709.6,0.86,2.49,2.29,1.0,3.0,-0.4317,-1.2787733436470288,16.36829879868197,19.14,30.0
01a59853o0059o,264.7370766666666,74.82985333333335,>19.737443629139786,0.0,1.12,o,22.282,59853.22485425,3187.65,135.07,191.0,179.1,12.4,11.1,178.9,209.6,772.2,0.94,2.85,2.34,1.0,3.0,-0.3757,17.29183759005366,15.478983649160936,19.16,30.0
01a59853o0066o,264.7370766666666,74.82985333333335,>20.26,0.0,3.0,o,22.278,59853.22813815,3204.83,173.54,162.0,178.9,-14.3,12.4,178.8,178.7,899.2,1.01,2.38,2.17,1.0,3.0,-0.4407,-16.45627262907902,14.269774867173414,19.35,30.0
01a59853o0074o,264.7370766666666,74.82985333333335,>20.18,0.0,3.0,o,22.26,59853.23183195,8701.28,10119.5,186.0,181.6,8.6,11.1,181.5,-1092.9,678.4,1.28,2.64,2.31,1.0,3.0,-0.4007,11.451782823611936,14.780789458382849,19.2,30.0
01a59853o0081o,264.7370766666666,74.82985333333335,>20.25,0.0,3.0,o,22.278,59853.23508105,3155.93,93.66,154.0,180.4,-1.2,12.4,182.6,160.9,871.7,0.91,2.39,2.18,1.0,3.0,-0.4377,-1.3892947222253063,14.356045462994832,19.32,30.0
01a59853o0102o,264.7370766666666,74.82985333333335,>20.26,0.0,3.0,o,22.275,59853.24484775,3147.26,212.08,208.0,181.0,6.6,11.5,183.1,-126.9,670.9,1.12,2.46,2.27,1.0,3.0,-0.4327,8.174546057846033,14.24352722200445,19.3,30.0
02a59859o0208o,264.7370766666666,74.82985333333335,>16.33251121536576,0.0,1.43,o,20.729,59859.29157235,4706.56,200.93,160.0,115.5,111.8,78.4,89.2,-13617.3,5054.9,1.14,2.39,2.0,1.0,3.0,-0.4587,504.2297263021729,353.5922230956204,15.96,30.0
02a59859o0213o,264.7370766666666,74.82985333333335,None,None,None,o,20.249,59859.29385675,None,None,None,None,None,None,None,None,None,None,None,None,1.0,3.0,-0.4597,None,None,15.35,30.0
02a59859o0215o,264.7370766666666,74.82985333333335,>16.69,0.0,3.0,o,20.349,59859.29476585,4682.46,169.82,129.0,137.1,-5.0,57.9,161.1,1082.6,3417.1,0.91,2.43,2.07,1.0,3.0,-0.4517,-33.45841538978794,387.4484502137443,15.41,30.0
02a59859o0230o,264.7370766666666,74.82985333333335,>16.95,0.0,3.0,o,20.789,59859.30159905,4752.55,243.52,34.0,106.8,29.1,68.7,79.7,-7599.1,4672.1,1.15,2.41,2.08,1.0,3.0,-0.4387,127.85923798644734,301.8532525659427,16.06,30.0
02a59859o0251o,264.7370766666666,74.82985333333335,None,None,None,o,20.134,59859.31110335,None,None,None,None,None,None,None,None,None,None,None,None,1.0,3.0,-0.4457,None,None,15.18,30.0
02a59859o0254o,264.7370766666666,74.82985333333335,>15.69,0.0,3.0,o,19.9,59859.31246085,4773.82,117.76,101.0,124.9,57.0,104.8,100.1,-6909.4,6545.9,0.78,2.32,1.99,1.0,3.0,-0.4687,537.7428718828512,988.6921574267161,14.85,30.0
01a59861o0007o,264.7370766666666,74.82985333333335,>17.1,0.0,3.0,o,20.743,59861.21549875,5814.12,4685.26,172.0,232.0,-39.0,47.8,228.9,-1248.2,3132.3,0.98,2.54,2.35,1.0,3.0,-0.4627,-217.6330914500674,266.7400454182877,16.16,30.0
01a59861o0017o,264.7370766666666,74.82985333333335,>16.66,0.0,3.0,o,20.434,59861.22015355,5836.6,4722.6,311.0,211.3,15.8,61.0,218.8,7185.4,3880.7,1.08,2.41,2.2,1.0,3.0,-0.4707,104.87103534751984,404.88184532903233,15.86,30.0
01a59861o0029o,264.7370766666666,74.82985333333335,>17.69,0.0,3.0,o,21.063,59861.22569605,5780.12,4648.85,288.0,220.0,-4.8,40.3,224.9,5822.2,2962.3,1.03,2.5,2.22,1.0,3.0,-0.4477,-18.293338295282325,153.58781943747454,16.61,30.0
01a59861o0052o,264.7370766666666,74.82985333333335,>15.107733795663775,0.0,2.17,o,19.828,59861.23631815,5769.35,4769.38,476.0,152.4,205.6,94.8,135.4,-546.1,6146.6,0.97,2.42,2.2,1.0,3.0,-0.4587,2368.2083192315035,1091.9559759880667,15.11,30.0
02a59863o0020o,264.7370766666666,74.82985333333335,>19.37,0.0,3.0,o,22.007,59863.20771365,4702.62,216.85,133.0,151.4,-2.9,25.9,148.7,-908.9,1832.6,1.04,2.34,1.87,1.0,3.0,-0.4387,-3.622548487078967,32.35310545356732,18.68,30.0
02a59863o0030o,264.7370766666666,74.82985333333335,>19.069355514029105,0.0,1.02,o,21.86,59863.21224255,4679.23,175.64,193.0,176.0,19.8,19.4,181.9,1010.9,1363.7,1.18,2.35,1.93,1.0,3.0,-0.4297,29.110462591285806,28.5223724379265,18.51,30.0
02a59863o0045o,264.7370766666666,74.82985333333335,>18.73,0.0,3.0,o,21.343,59863.21904295,4750.44,252.3,101.0,147.0,4.3,24.8,144.5,-1075.4,1355.7,1.0,2.31,1.94,1.0,3.0,-0.4417,10.168125800328069,58.64407438328747,17.7,30.0
02a59867o0250c,264.7370766666666,74.82985333333335,>20.3,0.0,3.0,c,22.01,59867.30722115,6689.31,3832.42,200.0,179.8,8.5,8.7,178.1,17.9,552.5,0.99,2.5,2.23,1.0,3.0,-0.4127,13.171115030989503,13.48102361995396,19.33,30.0
02a59867o0258c,264.7370766666666,74.82985333333335,>20.31,0.0,3.0,c,22.006,59867.31086725,6667.8,3781.16,172.0,180.3,-7.8,8.6,179.3,-216.8,625.8,0.97,2.48,2.24,1.0,3.0,-0.4177,-12.143756408542117,13.389269886341308,19.32,30.0
02a59867o0269c,264.7370766666666,74.82985333333335,>20.18,0.0,3.0,c,21.997,59867.31589225,6728.74,3879.18,163.0,181.2,-5.6,7.7,181.4,254.8,552.1,1.12,2.83,2.44,1.0,3.0,-0.3907,-10.659161298030336,14.65634678479171,19.21,30.0
02a59867o0276c,264.7370766666666,74.82985333333335,>20.16,0.0,3.0,c,21.954,59867.31912205,6748.09,3749.47,153.0,180.4,-12.4,8.7,181.1,376.0,534.0,0.92,2.57,2.33,1.0,3.0,-0.4107,-21.690495580048506,15.218331576324355,19.19,30.0
02a59871o0186c,264.7370766666666,74.82985333333335,>19.966155043042683,0.0,1.94,c,22.043,59871.27657675,6690.8,3826.7,213.0,181.0,15.9,8.2,181.6,234.1,541.7,0.88,2.51,2.25,1.0,3.0,-0.4097,24.14416048604906,12.451705407899514,19.42,30.0
02a59871o0193c,264.7370766666666,74.82985333333335,19.72,0.25,3.82,c,22.039,59871.27977755,6670.05,3787.2,221.0,181.5,31.3,8.2,179.2,125.3,468.7,1.04,2.49,2.23,1.0,3.0,-0.4147,47.1202182103925,12.344593908153945,19.41,30.0
