#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
02a58127o0879o,212.204652,35.614196,>20.74,0.0,3.0,o,22.253,58127.63348785,8041.48,3900.97,170.0,182.3,4.7,7.6,178.6,-291.6,404.0,1.48,2.44,2.18,1.0,3.0,-0.443,5.69669441139222,9.211676069485293,19.57,30.0
02a58127o0896o,212.204652,35.614196,>20.234871181209886,0.0,2.44,o,22.252,58127.64457715,8069.2,3942.71,224.0,182.0,21.7,8.9,180.6,723.2,477.3,1.24,2.33,2.04,1.0,3.0,-0.454,23.698702416514706,9.719744309077461,19.63,30.0
02a58127o0913o,212.204652,35.614196,>20.286143945137116,0.0,1.34,o,22.256,58127.65557605,8005.3,3867.68,180.0,182.5,11.0,8.2,180.6,102.3,445.5,1.7,2.34,2.12,1.0,3.0,-0.453,12.503256733380143,9.320609564883378,19.58,30.0
02a58127o0930o,212.204652,35.614196,>20.47,0.0,3.0,o,22.257,58127.66680475,7989.5,3987.32,212.0,182.9,4.7,10.2,180.4,33.3,737.9,1.09,2.38,2.14,1.0,3.0,-0.454,5.479833129024881,11.892403811926334,19.43,30.0
02a58148o0922o,212.204652,35.614196,>20.21,0.0,3.0,o,22.229,58148.63636815,8119.11,4862.75,167.0,181.2,-5.4,15.2,175.4,-2074.9,913.2,1.26,2.15,1.96,1.0,3.0,-0.473,-5.399667731957852,15.199064726992473,19.15,30.0
02a58148o0941o,212.204652,35.614196,>20.23,0.0,3.0,o,22.222,58148.64558315,8147.57,4901.26,210.0,182.1,-5.3,15.0,180.2,-195.5,780.2,1.2,2.16,1.94,1.0,3.0,-0.471,-5.304080368472664,15.011548212658484,19.22,30.0
02a58148o0960o,212.204652,35.614196,>20.23,0.0,3.0,o,22.222,58148.65462535,8083.09,4824.95,203.0,180.6,6.6,14.9,176.2,-2168.8,742.7,1.12,2.16,1.95,1.0,3.0,-0.473,6.633015976195663,14.974536067472028,19.23,30.0
02a58148o0979o,212.204652,35.614196,>20.37,0.0,3.0,o,22.209,58148.66360605,8065.61,4943.0,192.0,184.2,-6.0,13.0,182.0,-556.2,790.4,1.17,2.17,1.93,1.0,3.0,-0.4785,-6.0904171332259525,13.195903788656233,19.3,30.0
01a58149o0625o,212.204652,35.614196,>19.89,0.0,3.0,o,22.254,58149.50607175,4754.37,5269.31,186.0,181.0,-4.7,8.5,182.3,20.8,684.5,1.25,3.62,2.86,1.0,3.0,-0.424,-10.915690337953688,19.74114210055454,18.87,30.0
01a58149o0639o,212.204652,35.614196,>20.11,0.0,3.0,o,22.256,58149.51301865,4753.16,5218.79,176.0,181.7,4.9,6.7,181.4,136.5,589.5,1.76,3.65,2.95,1.0,3.0,-0.414,11.705492896344095,16.005469878674578,19.11,30.0
01a58149o0652o,212.204652,35.614196,>20.24,0.0,3.0,o,22.251,58149.51950985,4830.03,5283.77,189.0,181.5,-3.9,5.8,178.5,-536.3,445.1,1.59,3.66,2.99,1.0,3.0,-0.412,-9.486273157676049,14.107790849877203,19.24,30.0
01a58149o0666o,212.204652,35.614196,>20.4,0.0,3.0,o,22.261,58149.52624985,4858.51,5154.94,182.0,180.1,-4.1,5.0,179.2,-709.5,511.3,2.35,3.67,3.02,1.0,3.0,-0.408,-9.989312721848297,12.18208868518085,19.34,30.0
01a58150o0888o,212.204652,35.614196,>19.4,0.0,3.0,o,22.276,58150.62572205,3364.53,8162.66,173.0,180.9,13.5,15.0,178.8,-1579.4,1378.0,1.4,3.38,2.8,1.0,3.0,-0.44,28.476541674353026,31.640601860392252,18.59,30.0
01a58150o0907o,212.204652,35.614196,>19.35,0.0,3.0,o,22.276,58150.63458255,3357.69,8090.67,144.0,180.1,-9.1,14.9,177.7,233.7,1206.4,1.4,3.45,2.88,1.0,3.0,-0.436,-20.097022578683177,32.90611389256917,18.56,30.0
01a58150o0926o,212.204652,35.614196,>19.38,0.0,3.0,o,22.277,58150.64344045,3428.86,8133.46,157.0,183.9,-11.6,14.4,187.0,1346.6,1039.4,1.44,3.49,2.86,1.0,3.0,-0.4345,-25.664227392456354,31.859040900980307,18.58,30.0
01a58150o0945o,212.204652,35.614196,>18.922505065429075,0.0,1.2,o,22.281,58150.65246735,3450.46,7981.37,237.0,181.5,16.4,13.7,180.5,674.0,1136.6,1.34,3.62,3.0,1.0,3.0,-0.416,38.936097305085745,32.52588616339481,18.57,30.0
02a58152o0957o,212.204652,35.614196,>20.12,0.0,3.0,o,22.247,58152.65821965,1864.74,4799.57,163.0,184.2,-25.5,14.4,181.3,-81.0,868.5,1.25,2.41,2.05,1.0,3.0,-0.458,-29.16015508141158,16.466911104797127,19.06,30.0
02a58152o0978o,212.204652,35.614196,>19.99,0.0,3.0,o,22.246,58152.66812755,1832.28,4761.8,142.0,184.2,-19.4,16.3,182.8,-962.2,941.3,1.58,2.4,2.04,1.0,3.0,-0.463,-21.984767867066463,18.47173795016409,18.96,30.0
02a58152o0999o,212.204652,35.614196,>18.35501646201117,0.0,1.48,o,22.279,58152.67805545,1894.34,4837.7,152.0,181.0,78.3,52.8,186.2,3608.8,3031.4,0.99,2.4,2.01,1.0,3.0,-0.482,81.96865453533893,55.2738819855159,17.61,30.0
01a58153o0823o,212.204652,35.614196,>15.762709883747766,0.0,1.44,o,21.088,58153.66186365,8492.3,3911.69,-1983.0,-2320.9,154.6,107.4,-2309.6,21483.7,10103.3,1.38,3.14,2.76,1.0,3.0,-0.47,862.8334334710838,599.4069259689161,15.59,30.0
01a58153o0844o,212.204652,35.614196,>18.0,0.0,3.0,o,22.013,58153.67473035,8512.59,4001.49,-217.0,-173.2,27.6,43.2,-199.5,-11079.0,3693.3,0.93,3.33,2.81,1.0,3.0,-0.467,73.91598705890723,115.69458844002875,16.96,30.0
02a58156o0769o,212.204652,35.614196,>18.34,0.0,3.0,o,21.068,58156.65359895,3530.4,7422.67,181.0,161.0,8.5,24.0,158.5,-1421.6,1460.2,1.39,2.43,2.11,1.0,3.0,-0.46,29.99068600456996,84.6795840129034,17.41,30.0
02a58156o0790o,212.204652,35.614196,>19.911827782678156,0.0,1.15,o,22.206,58156.66343925,3513.86,7384.38,173.0,178.7,11.3,9.8,174.8,-461.5,638.7,1.31,2.54,2.21,1.0,3.0,-0.444,15.121092812072948,13.113868102505743,19.29,30.0
02a58156o0811o,212.204652,35.614196,>19.99,0.0,3.0,o,22.174,58156.67351825,3579.0,7462.49,162.0,178.8,0.1,16.7,175.0,995.5,917.0,1.32,2.3,1.95,1.0,3.0,-0.463,0.11103021803534725,18.54204641190299,19.05,30.0
02a58163o0808c,212.204652,35.614196,>16.54,0.0,3.0,c,18.386,58163.65252825,2991.94,7856.71,185.0,180.8,4.4,9.8,178.9,193.6,610.4,0.94,2.5,2.23,1.0,3.0,-0.42,194.3463074363603,432.8622301991661,15.87,30.0
02a58163o0835c,212.204652,35.614196,>20.09,0.0,3.0,c,22.148,58163.66759855,2975.82,7818.26,161.0,176.7,-9.2,11.1,176.1,-964.3,784.8,1.45,2.58,2.33,1.0,3.0,-0.41,-13.528268043787051,16.32214948761264,19.29,30.0
02a58167o0918c,212.204652,35.614196,>18.0,0.0,3.0,c,19.499,58167.65410785,3576.85,5234.96,179.0,181.8,-3.0,6.9,182.6,-65.8,411.7,0.95,2.58,2.23,1.0,3.0,-0.426,-49.19540825910732,113.14943899594682,16.91,30.0
02a58167o0930c,212.204652,35.614196,>16.54,0.0,3.0,c,18.401,58167.66061145,3562.17,5196.95,213.0,179.8,-9.2,9.5,178.3,-533.2,665.5,0.91,2.59,2.26,1.0,3.0,-0.431,-422.5467598826548,436.3254585744804,15.67,30.0
01a58177o0032o,212.204652,35.614196,>17.66,0.0,3.0,o,21.436,58177.52987045,2762.49,8039.11,53.0,215.2,-19.3,34.4,216.2,-816.2,2891.9,1.27,3.29,2.85,1.0,3.0,-0.437,-86.95144670941454,154.9808169328425,17.41,30.0
01a58177o0051o,212.204652,35.614196,>17.87,0.0,3.0,o,21.403,58177.53992835,2759.07,7966.37,264.0,237.5,-2.9,28.1,243.9,2591.5,2091.6,1.3,3.37,2.74,1.0,3.0,-0.441,-13.324692851864835,129.11167901289718,17.46,30.0
01a58177o0053o,212.204652,35.614196,>17.46,0.0,3.0,o,21.332,58177.54087105,2807.36,8039.24,-3.0,88.2,-9.0,40.2,89.4,1812.3,3204.3,1.07,3.24,2.71,1.0,3.0,-0.452,-42.211963680823125,188.54677110767662,17.24,30.0
01a58177o0092o,212.204652,35.614196,>17.02,0.0,3.0,o,20.555,58177.56077915,2842.77,7847.77,165.0,181.0,22.1,30.8,179.2,4885.2,2406.0,1.21,3.12,2.69,1.0,3.0,-0.467,204.53983109760074,285.0600360998236,16.6,30.0
02a58179o0369o,212.204652,35.614196,>18.714563837277375,0.0,1.17,o,22.231,58179.45465855,5984.01,5850.94,246.0,177.6,28.0,24.0,168.0,-2404.8,1557.7,1.01,2.93,2.46,1.0,3.0,-0.428,46.32756820150903,39.70934417272203,18.16,30.0
02a58179o0374o,212.204652,35.614196,>19.21,0.0,3.0,o,22.227,58179.45693965,5937.35,5813.09,169.0,174.4,-16.5,23.4,171.9,1443.1,1822.0,1.59,2.91,2.36,1.0,3.0,-0.434,-26.155780340701735,37.09365211954064,18.16,30.0
