#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
02a59527o0424c,22.4920525,19.43921,>20.44,0.0,3.0,c,22.057,59527.38045515,9600.29,8530.47,178.0,180.9,-1.5,7.1,181.0,603.4,527.3,1.22,2.61,2.39,1.0,3.0,-0.3977,-2.4563396160426443,11.62667418260185,19.5,30.0
02a59527o0460c,22.4920525,19.43921,>20.55,0.0,3.0,c,22.134,59527.39793385,9578.4,8490.71,189.0,181.3,5.6,7.0,179.8,90.5,485.5,1.02,2.59,2.38,1.0,3.0,-0.3997,8.457139482726706,10.571424353408384,19.54,30.0
02a59527o0468c,22.4920525,19.43921,>20.58,0.0,3.0,c,22.17,59527.40191385,9637.87,8572.54,161.0,181.0,-12.7,7.1,179.5,-586.9,473.9,1.21,2.58,2.37,1.0,3.0,-0.3987,-18.38783162041227,10.27981137834072,19.6,30.0
02a59527o0479c,22.4920525,19.43921,>20.64,0.0,3.0,c,22.22,59527.40706575,9659.24,8458.01,173.0,179.6,-3.7,7.2,180.3,892.4,433.3,1.03,2.55,2.34,1.0,3.0,-0.3987,-4.992481993796527,9.715100096036483,19.67,30.0
01a59529o0389o,22.4920525,19.43921,>20.47,0.0,3.0,o,22.217,59529.37068365,2914.2,3987.27,180.0,181.6,-7.1,7.1,181.9,-193.0,476.2,1.6,2.73,2.59,1.0,3.0,-0.4757,-12.22023352213566,12.22023352213566,19.35,30.0
01a59529o0436o,22.4920525,19.43921,>20.37,0.0,3.0,o,22.217,59529.39366045,2939.44,4024.35,199.0,181.5,2.7,7.6,182.4,-113.5,498.1,1.32,2.76,2.62,1.0,3.0,-0.4727,4.739503876562517,13.340825726620421,19.4,30.0
01a59529o0453o,22.4920525,19.43921,>20.45,0.0,3.0,o,22.215,59529.40174465,2879.23,3948.43,150.0,181.3,-8.1,7.0,180.7,-491.5,522.2,1.28,2.78,2.6,1.0,3.0,-0.4807,-14.343723605290688,12.395810523090717,19.38,30.0
01a59529o0459o,22.4920525,19.43921,>20.52,0.0,3.0,o,22.215,59529.40456095,2862.83,4064.28,180.0,182.1,2.1,6.5,181.4,260.6,473.1,1.65,2.8,2.62,1.0,3.0,-0.4727,3.7466002923766717,11.59661995259446,19.39,30.0
02a59531o0402o,22.4920525,19.43921,>19.0,0.0,3.0,o,21.7,59531.37027675,374.4,2192.91,125.0,176.9,-30.0,25.8,180.3,1175.2,1313.9,1.06,2.31,2.01,1.0,3.0,-0.4407,-52.85523855691956,45.45550515895083,18.14,30.0
02a59531o0410o,22.4920525,19.43921,>18.325680409956018,0.0,1.3,o,21.513,59531.37412555,353.92,2151.34,190.0,180.9,36.0,27.6,180.0,2084.6,1751.7,0.96,2.31,1.98,1.0,3.0,-0.4347,73.81394488180032,56.59069107604692,17.84,30.0
02a59531o0424o,22.4920525,19.43921,>18.33,0.0,3.0,o,21.172,59531.38067365,414.42,2230.35,220.0,183.0,19.1,27.2,181.1,-439.4,1633.5,0.88,2.39,2.1,1.0,3.0,-0.4387,59.04855961171796,84.09009536328419,17.23,30.0
02a59531o0431o,22.4920525,19.43921,None,None,None,o,21.488,59531.38405325,None,None,None,None,None,None,None,None,None,None,None,None,1.0,3.0,-0.4327,None,None,17.85,30.0
02a59531o0439o,22.4920525,19.43921,>14.96,0.0,3.0,o,21.009,59531.38771205,10530.5,2188.36,-31415.0,133.8,-1260.2,582.1,-104.5,-79342.1,5101.0,4.17,2.26,1.99,1.0,3.0,-0.4417,-4067.801350035934,1878.961407598728,17.08,30.0
02a59531o0446o,22.4920525,19.43921,>18.51810573441742,0.0,2.13,o,21.524,59531.39092605,437.46,2118.74,242.0,184.3,54.1,25.4,178.5,-524.4,1535.6,1.06,2.19,1.9,1.0,3.0,-0.4487,101.19375840012069,47.51056309358716,17.86,30.0
02a59531o0460o,22.4920525,19.43921,None,None,None,o,20.898,59531.39782085,None,None,None,None,None,None,None,None,None,None,None,None,1.0,3.0,-0.4327,None,None,16.95,30.0
02a59539o0611o,22.4920525,19.43921,>18.3,0.0,3.0,o,21.89,59539.45845765,5736.49,8676.24,362.0,228.4,49.8,62.5,229.3,1788.0,3388.3,1.6,2.22,1.96,1.0,3.0,-0.4497,69.59805995833617,87.34696279911668,18.08,30.0
02a59539o0619o,22.4920525,19.43921,>18.14820334270441,0.0,1.24,o,21.988,59539.46211595,5716.5,8637.45,251.0,201.4,64.7,52.3,201.7,-57.2,2895.4,0.9,2.23,1.96,1.0,3.0,-0.4417,82.38041214020087,66.59189420297534,18.27,30.0
02a59539o0638o,22.4920525,19.43921,>19.35,0.0,3.0,o,22.104,59539.47090245,5775.07,8714.84,169.0,180.9,-0.3,29.2,181.2,408.5,1484.4,1.43,2.22,1.95,1.0,3.0,-0.4457,-0.3412460129062786,33.21461192287777,18.69,30.0
02a59539o0667o,22.4920525,19.43921,>18.27,0.0,3.0,o,21.971,59539.48421265,5795.22,8597.69,272.0,185.1,-5.1,67.2,179.6,1186.5,4180.7,0.88,2.24,2.0,1.0,3.0,-0.4407,-6.754713533482409,89.00328420588589,18.22,30.0
01a59541o0422o,22.4920525,19.43921,>19.32,0.0,3.0,o,22.039,59541.37801045,977.36,4099.95,203.0,184.2,2.1,15.3,186.2,1069.4,1254.8,1.16,2.92,2.75,1.0,3.0,-0.4747,4.8316290667967685,35.201868915233604,18.45,30.0
01a59541o0429o,22.4920525,19.43921,>19.27,0.0,3.0,o,21.765,59541.38124775,999.55,4141.01,174.0,179.6,2.6,12.8,179.3,2076.0,999.2,1.29,2.89,2.69,1.0,3.0,-0.4847,7.522846771380386,37.03555333602651,17.94,30.0
01a59541o0445o,22.4920525,19.43921,>19.66,0.0,3.0,o,22.099,59541.38920305,941.33,4063.82,164.0,183.1,-0.9,11.4,184.1,1424.1,823.7,1.52,2.97,2.78,1.0,3.0,-0.4667,-1.999873381588753,25.331729500124204,18.67,30.0
01a59541o0486o,22.4920525,19.43921,>19.33735047687644,0.0,1.12,o,21.95,59541.40891395,930.74,4179.94,127.0,176.3,10.5,9.4,176.2,-294.6,647.2,1.4,2.83,2.66,1.0,3.0,-0.4877,24.878037407557596,22.271766822003947,18.36,30.0
02a59543o0351o,22.4920525,19.43921,>20.68,0.0,3.0,o,22.154,59543.34147055,5747.38,8671.04,178.0,181.0,-23.2,9.7,181.2,105.1,684.2,1.71,2.14,1.88,1.0,3.0,-0.4457,-23.421696700924894,9.79269215512808,19.64,30.0
02a59543o0358o,22.4920525,19.43921,>20.54,0.0,3.0,o,22.155,59543.34474225,5729.85,8633.95,138.0,182.2,-36.7,10.3,183.9,575.2,582.3,1.11,2.21,1.94,1.0,3.0,-0.4397,-39.23004561853156,11.010067298933928,19.6,30.0
02a59543o0369o,22.4920525,19.43921,>20.49,0.0,3.0,o,22.155,59543.34998975,5786.9,8711.38,193.0,180.7,0.9,11.0,181.0,-306.5,599.6,1.23,2.19,1.92,1.0,3.0,-0.4447,0.947865242398222,11.585019629311601,19.59,30.0
