# Created by M.D. Woods -- 2024-12-10 14:13:59.817869 -- HUBBLE RESID STD: 0.12958548329063316
# Cuts: {'z': 0.015, 'c': (-0.6, 0.6), 'x1': (-3.2, 0), 'c_err': 0.1, 'x1_err': 1, 't0_err': 1, 'mu_err': 0.2}
# Avg. 'c': -0.00551355667549669 +/- 0.036976974635761585
# Avg. 'x1': -0.8959520376324503 +/- 0.26954806175496693
objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, x0, x0_err, x1, x1_err, t0, t0_err, c, c_err, chisquare, chisquare_err, hostMass, hostMass_err
560150, 333.960693, 1.227583, 0.201, 0.19957, nan, nan, PanPlus, 39.9953, 0.1458, 9.10989e-05, 3.29847e-06, -1.49053, 0.45227, 56590.855, 0.392, -0.0402928, 0.0315955, 0.08, nan, 11.458, 0.0555
560152, 334.800201, 1.160222, 0.25, 0.24851, nan, nan, PanPlus, 40.4754, 0.1499, 7.88266e-05, 3.71983e-06, -0.122912, 0.83197, 56598.277, 0.723, -0.0809792, 0.0355748, 0.07, nan, 11.416, 0.056
570025, 335.059631, 0.377558, 0.3, 0.29845, nan, nan, PanPlus, 40.7387, 0.1549, 5.68991e-05, 5.65627e-06, -0.250585, 0.83307, 56610.148, 0.997, -0.0682139, 0.0662029, 1.97, nan, 9.973, 0.4035
580104, 36.11964, -4.9673, 0.31, 0.30895, nan, nan, PanPlus, 40.9206, 0.133, 4.33046e-05, 1.83375e-06, -0.729348, 0.25452, 56638.688, 0.255, -0.0288406, 0.0347178, 0.75, nan, 11.543, 0.016
580235, 150.234879, 2.579606, 0.33, 0.33154, nan, nan, PanPlus, 41.1212, 0.1258, 3.33768e-05, 1.74461e-06, -0.331271, 0.31017, 56643.863, 0.283, 0.0155877, 0.0395312, 0.46, nan, 9.2832, 0.1
580270, 130.200073, 44.59063, 0.295, 0.29576, nan, nan, PanPlus, 41.082, 0.1325, 4.18062e-05, 2.09559e-06, -0.0146718, 0.30496, 56639.473, 0.301, -0.0585754, 0.0357543, 1.98, nan, 9.851, 0.1865
580275, 54.139133, -28.613928, 0.383, 0.3825, nan, nan, PanPlus, 41.5356, 0.1922, 2.97385e-05, 1.27366e-06, -0.455174, 0.91808, 56655.461, 0.913, -0.0747957, 0.0394748, -0.09, nan, 11.33, 0.127
580300, 130.333664, 44.787704, 0.24, 0.24072, nan, nan, PanPlus, 40.4725, 0.1272, 6.61044e-05, 3.53797e-06, -0.578277, 0.31764, 56653.566, 0.347, -0.0527686, 0.0399152, 0.31, nan, 9.477, 0.585
590002, 149.544861, 0.878306, 0.2, 0.20139, nan, nan, PanPlus, 39.9639, 0.1297, 0.000116373, 4.32753e-06, -0.968265, 0.27628, 56665.48, 0.2, -0.0983091, 0.0314612, -0.05, nan, 11.269, 0.049
590031, 149.072906, 2.002344, 0.377, 0.37859, nan, nan, PanPlus, 41.5737, 0.1534, 2.9353e-05, 2.3711e-06, -0.713226, 0.60938, 56647.777, 0.477, -0.102175, 0.0584803, -0.13, nan, 10.283, 0.147
722, 0.705703, 0.751234, 0.08634, 0.08504, nan, nan, PanPlus, 37.9685, 0.1308, 0.00074338, 4.90131e-05, -0.476792, 0.18671, 53610.883, 0.677, -0.0812885, 0.0348371, 0.04, nan, 10.8122, 0.056
1032, 46.795696, 1.119552, 0.12976, 0.12904, nan, nan, PanPlus, 38.9098, 0.1436, 0.000164794, 8.52453e-06, -2.53879, 0.20442, 53626.535, 0.209, 0.0557623, 0.0381823, -0.01, nan, 10.2777, 0.067
1112, 339.017639, -0.375189, 0.25761, 0.25609, nan, nan, PanPlus, 40.6649, 0.1937, 5.51564e-05, 3.38601e-06, -0.605518, 0.71727, 53630.141, 0.698, -0.0167525, 0.0530238, 0.29, nan, 11.351, 0.059
1241, 337.672516, -0.776589, 0.08979, 0.08848, nan, nan, PanPlus, 37.9325, 0.1247, 0.000505574, 1.98924e-05, -0.541966, 0.0789067, 53635.367, 0.078, 0.0612537, 0.0232421, 0.96, nan, 9.91509, 0.103
1253, 323.799042, 0.163079, 0.26307, 0.26166, nan, nan, PanPlus, 40.5103, 0.1701, 7.36276e-05, 3.93968e-06, -0.930559, 0.47526, 53634.312, 0.444, -0.114938, 0.0486739, 0.01, nan, 11.153, 0.093
2561, 46.343418, 0.858359, 0.11813, 0.11741, nan, nan, PanPlus, 38.7064, 0.1253, 0.000273928, 1.20587e-05, -0.0872703, 0.11477, 53639.246, 0.141, 0.0492456, 0.0246904, 0.03, nan, 6.89136, 0.033
2789, 344.201447, 0.401109, 0.29048, 0.2889, nan, nan, PanPlus, 40.8712, 0.1776, 5.38134e-05, 3.20403e-06, -0.762723, 0.54938, 53636.293, 0.516, -0.104238, 0.0548907, -0.21, nan, 11.224, 0.16
2916, 315.921722, 0.569566, 0.1242, 0.12303, nan, nan, PanPlus, 38.7329, 0.133, 0.000226186, 1.29823e-05, -0.774596, 0.23465, 53643.852, 0.164, 0.076381, 0.034855, 0.31, nan, 9.77924, 0.008
2992, 55.49704, -0.782655, 0.1266, 0.12608, nan, nan, PanPlus, 38.6554, 0.1292, 0.000213758, 1.13015e-05, -0.957693, 0.14253, 53641.16, 0.202, 0.11633, 0.0298147, 2.57, nan, 9.72723, 0.057
3317, 26.962612, 0.6406, 0.16101, 0.15991, nan, nan, PanPlus, 39.3085, 0.1295, 0.000164624, 5.5298e-06, -0.517365, 0.18766, 53646.41, 0.298, 0.0289208, 0.0250874, 0.8, nan, 10.054, 0.068
3592, 19.052437, 0.791937, 0.08658, 0.08544, nan, nan, PanPlus, 37.9439, 0.1237, 0.000706925, 1.95727e-05, -0.141065, 0.0717227, 53645.062, 0.063, -0.0327464, 0.0203862, 0.09, nan, 10.1853, 0.057
4000, 31.016014, -0.365828, 0.2777, 0.27656, nan, nan, PanPlus, 40.9535, 0.1988, 4.01026e-05, 2.60012e-06, -1.08382, 0.61043, 53643.0, 0.853, -0.00818899, 0.0649096, 1.05, nan, 10.919, 0.072
5103, 359.88446, 0.737165, 0.16199, 0.1606, nan, nan, PanPlus, 39.3236, 0.1279, 0.000163638, 5.33451e-06, -0.228389, 0.15376, 53654.621, 0.153, 0.0230717, 0.02733, 0.71, nan, 9.086, 0.074
5533, 328.669952, 0.41343, 0.22028, 0.21887, nan, nan, PanPlus, 40.1984, 0.1461, 7.52713e-05, 4.03417e-06, -0.497473, 0.40148, 53667.535, 0.504, 0.00983603, 0.0417015, -0.11, nan, 9.959, 0.08
5736, 22.862734, -0.631618, 0.253, 0.25175, nan, nan, PanPlus, 40.5443, 0.1316, 6.24202e-05, 2.49327e-06, -0.178697, 0.31791, 53665.754, 0.296, -0.00175006, 0.0361341, -0.12, nan, 10.474, 0.179
5957, 34.760574, -0.272839, 0.2803, 0.27924, nan, nan, PanPlus, 40.8499, 0.1467, 6.01822e-05, 2.71385e-06, -0.146479, 0.44334, 53666.711, 0.391, -0.116975, 0.0431301, 0.27, nan, 10.463, 0.078
6057, 52.553604, -0.974586, 0.06707, 0.06652, nan, nan, PanPlus, 37.3263, 0.1307, 0.000762316, 4.6836e-05, -0.420489, 0.10878, 53663.621, 0.101, 0.12354, 0.0276625, 0.08, nan, 9.52798, 0.049
6192, 348.464996, 1.256988, 0.27247, 0.27091, nan, nan, PanPlus, 40.6801, 0.1841, 4.85134e-05, 2.30899e-06, -1.95239, 0.8047, 53672.832, 0.523, -0.0562718, 0.0497623, -0.18, nan, 9.639, 0.111
6196, 337.631165, -0.502662, 0.28135, 0.2798, nan, nan, PanPlus, 40.5998, 0.1536, 5.39379e-05, 2.72954e-06, -1.42234, 0.57867, 53669.473, 0.18, -0.00883676, 0.0466309, 0.69, nan, 11.406, 0.14
6304, 26.497623, 1.195954, 0.19093, 0.18979, nan, nan, PanPlus, 39.8048, 0.1328, 9.54766e-05, 3.11336e-06, -0.492974, 0.38969, 53673.086, 0.277, 0.0728831, 0.0294305, -0.05, nan, 10.656, 0.055
6315, 310.482819, 1.091998, 0.267, 0.26576, nan, nan, PanPlus, 40.4146, 0.1446, 9.55263e-05, 4.49365e-06, -0.0977635, 0.37177, 53676.676, 0.347, -0.185236, 0.0379789, 1.92, nan, 9.72, 0.229
6699, 322.814972, -1.056985, 0.3106, 0.30915, nan, nan, PanPlus, 41.182, 0.1767, 4.3372e-05, 2.29688e-06, -0.638146, 0.68689, 53675.418, 0.159, -0.133829, 0.0484891, 0.32, nan, 10.655, 0.14
6780, 328.068604, 0.267062, 0.20406, 0.20268, nan, nan, PanPlus, 39.9193, 0.1513, 9.19802e-05, 6.14424e-06, -1.73897, 0.38562, 53665.559, 0.417, -0.0228332, 0.0452322, 0.1, nan, 11.272, 0.08
7143, 345.26236, -0.207367, 0.30514, 0.30354, nan, nan, PanPlus, 41.1749, 0.1508, 3.42939e-05, 1.67597e-06, -0.469648, 0.58835, 53677.84, 0.45, 0.0158838, 0.0457952, 0.95, nan, 10.28, 0.108
7147, 350.018463, -0.055446, 0.11022, 0.10886, nan, nan, PanPlus, 38.5171, 0.1286, 0.000368268, 1.17372e-05, -1.94404, 0.15766, 53679.668, 0.133, -0.0859809, 0.0232316, 0.12, nan, 10.039, 0.064
7473, 4.326408, -0.257275, 0.216, 0.21457, nan, nan, PanPlus, 40.1668, 0.137, 0.000101488, 3.42586e-06, -0.164063, 0.28908, 53679.559, 0.248, -0.0954126, 0.0329141, 0.01, nan, 8.954, 0.275
8213, 357.520935, -0.921379, 0.18611, 0.18468, nan, nan, PanPlus, 39.7075, 0.1415, 8.24265e-05, 3.65303e-06, -0.665752, 0.33646, 53683.734, 0.297, 0.16069, 0.0378032, 0.07, nan, 10.522, 0.147
9457, 335.814362, 0.253036, 0.25823, 0.25672, nan, nan, PanPlus, 40.5993, 0.1836, 5.99935e-05, 4.56538e-06, -0.341749, 0.60139, 53688.848, 0.541, -0.0133142, 0.0616397, -0.11, nan, 11.129, 0.134
9467, 328.951385, 1.180792, 0.22027, 0.21886, nan, nan, PanPlus, 40.3184, 0.1799, 8.43372e-05, 5.18442e-06, -1.38766, 0.38173, 53688.812, 0.351, -0.136898, 0.0563492, 0.55, nan, 10.93, 0.072
10434, 329.955902, -1.193712, 0.10416, 0.10288, nan, nan, PanPlus, 38.4898, 0.1291, 0.000481899, 2.46604e-05, -0.0152024, 0.16118, 53696.461, 0.052, -0.0735657, 0.0262346, 0.32, nan, 10.4771, 0.084
10805, 344.927521, -0.01373, 0.04525, 0.04397, nan, nan, PanPlus, 36.2576, 0.141, 0.00216848, 8.38439e-05, -0.965385, 0.39415, 53698.688, 0.12, 0.0691837, 0.0255839, 1.06, nan, 9.62429, 0.044
11300, 6.750494, -0.586624, 0.13684, 0.13553, nan, nan, PanPlus, 38.8704, 0.1446, 0.000174547, 5.54672e-06, -1.54975, 0.59342, 53699.5, 0.076, 0.0863795, 0.0306452, 1.32, nan, 9.00499, 0.081
12779, 309.471863, 1.221122, 0.07995, 0.07891, nan, nan, PanPlus, 37.8798, 0.1372, 0.000479628, 3.00141e-05, -0.607186, 0.26473, 53971.879, 0.957, 0.11261, 0.0314924, 0.43, nan, 10.332, 0.083
12781, 5.406564, -1.009973, 0.08408, 0.08282, nan, nan, PanPlus, 38.0853, 0.1349, 0.000398323, 1.46267e-05, -1.81255, 0.18525, 53979.27, 0.219, 0.0455803, 0.0269433, 1.92, nan, 10.4457, 0.078
12843, 323.878082, -0.980274, 0.16725, 0.16595, nan, nan, PanPlus, 39.2648, 0.1387, 0.000154941, 7.47796e-06, -1.00099, 0.3048, 53982.102, 0.2, 0.0445204, 0.0346831, 3.15, nan, 11.258, 0.08
12853, 316.765564, 0.72307, 0.1694, 0.16817, nan, nan, PanPlus, 39.3709, 0.1441, 0.000187545, 1.14807e-05, -0.534692, 0.35188, 53979.262, 0.33, -0.0465195, 0.0328185, 1.47, nan, 10.364, 0.072
12860, 323.694183, 1.175912, 0.12168, 0.12042, nan, nan, PanPlus, 38.8713, 0.1288, 0.000185206, 7.95497e-06, -0.304619, 0.20131, 53993.789, 0.276, 0.14836, 0.0281275, 0.81, nan, 10.1701, 0.049
12898, 26.793083, -0.146964, 0.08358, 0.08255, nan, nan, PanPlus, 37.8702, 0.1237, 0.000557835, 1.61667e-05, -0.0522822, 0.0860382, 54002.492, 0.082, 0.0731939, 0.0211779, 0.05, nan, 9.35181, 0.045
12950, 351.66745, -0.840276, 0.08273, 0.08141, nan, nan, PanPlus, 37.8527, 0.1245, 0.000600588, 1.94837e-05, -0.388969, 0.0831341, 53999.996, 0.093, 0.0319153, 0.0216687, 0.03, nan, 9.42557, 0.04
13044, 332.542755, 0.503265, 0.12588, 0.12455, nan, nan, PanPlus, 38.865, 0.1252, 0.000331607, 1.09632e-05, -0.0161531, 0.12936, 54003.18, 0.093, -0.0613916, 0.0221273, 0.11, nan, 10.0637, 0.062
13045, 345.024933, 0.53767, 0.1806, 0.17916, nan, nan, PanPlus, 39.6179, 0.1452, 0.000121367, 5.7694e-06, -0.102368, 0.44869, 53993.309, 0.968, 0.0632638, 0.0337346, 0.24, nan, 10.574, 0.063
13135, 4.172286, -0.42454, 0.10467, 0.10338, nan, nan, PanPlus, 38.4373, 0.1255, 0.000405386, 1.11768e-05, -1.3407, 0.10099, 54003.508, 0.106, -0.0613457, 0.0217174, 0.04, nan, 10.8558, 0.081
13506, 25.243341, -0.727846, 0.24462, 0.24341, nan, nan, PanPlus, 40.5904, 0.1635, 4.33967e-05, 2.37327e-06, -0.132207, 0.65858, 54000.594, 0.543, 0.14208, 0.0474701, 0.82, nan, 10.19, 0.081
13511, 40.612354, -0.794122, 0.23744, 0.23653, nan, nan, PanPlus, 40.5914, 0.1573, 5.95193e-05, 2.62306e-06, -1.53539, 0.46353, 54002.637, 0.325, -0.0902328, 0.0412518, 2.26, nan, 11.411, 0.122
13655, 39.020218, -0.994179, 0.252, 0.25104, nan, nan, PanPlus, 40.7356, 0.1576, 3.83736e-05, 1.74679e-06, -1.30031, 0.61895, 53999.871, 0.571, 0.0898983, 0.0359295, 2.06, nan, 11.238, 0.132
13934, 342.111023, -0.435268, 0.33093, 0.32931, nan, nan, PanPlus, 41.533, 0.1942, 2.97609e-05, 2.46948e-06, -0.651728, 0.85189, 54007.352, 0.907, -0.0899993, 0.0312853, 2.55, nan, 10.791, 0.119
14024, 318.198578, 0.916348, 0.146, 0.14478, nan, nan, PanPlus, 39.1766, 0.1364, 0.00014288, 8.88966e-06, -1.92406, 0.20043, 54011.168, 0.211, 0.0523995, 0.0345586, 0.0, nan, 10.7329, 0.198
14212, 330.470123, 1.045011, 0.20449, 0.20308, nan, nan, PanPlus, 40.0602, 0.1305, 9.76826e-05, 3.94834e-06, -0.31435, 0.18024, 54012.961, 0.191, -0.0225675, 0.0327445, 0.19, nan, 10.497, 0.105
14284, 49.049294, -0.600944, 0.18107, 0.18037, nan, nan, PanPlus, 39.4678, 0.1264, 0.000183766, 6.55804e-06, -0.294285, 0.17377, 54014.578, 0.161, -0.0610326, 0.02415, 3.71, nan, 10.572, 0.078
14397, 6.916098, 0.649507, 0.38653, 0.38492, nan, nan, PanPlus, 41.6674, 0.1786, 2.97374e-05, 2.06346e-06, -1.15169, 0.60983, 54014.191, 0.777, -0.233648, 0.053561, -0.29, nan, 10.548, 0.116
14421, 31.829882, 1.252084, 0.17504, 0.174, nan, nan, PanPlus, 39.6872, 0.1329, 0.000150328, 4.50491e-06, -0.679423, 0.18691, 54010.895, 0.212, -0.0863376, 0.0265786, 0.23, nan, 11.561, 0.084
14456, 343.551117, 1.050661, 0.32956, 0.32794, nan, nan, PanPlus, 41.1063, 0.1632, 4.16748e-05, 2.93876e-06, -0.0527134, 0.58269, 54018.605, 0.477, -0.0201523, 0.0618346, -0.21, nan, 11.095, 0.176
14481, 2.681734, 0.201306, 0.24354, 0.24207, nan, nan, PanPlus, 40.7005, 0.1692, 6.44771e-05, 3.69628e-06, -1.02853, 0.39843, 54020.07, 0.327, -0.153145, 0.0502825, 2.89, nan, 11.215, 0.112
15129, 318.902405, -0.321433, 0.19739, 0.19611, nan, nan, PanPlus, 39.876, 0.1368, 0.000120332, 4.81952e-06, -0.689015, 0.23333, 54023.852, 0.254, -0.0631007, 0.030903, -0.0, nan, 10.971, 0.066
15161, 35.842915, 0.819003, 0.24955, 0.24853, nan, nan, PanPlus, 40.4347, 0.1425, 7.53441e-05, 3.18705e-06, -0.232668, 0.29791, 54025.367, 0.3, -0.047775, 0.0417781, -0.13, nan, 11.065, 0.068
15201, 337.519409, 0.003639, 0.20881, 0.20736, nan, nan, PanPlus, 40.3798, 0.1918, 4.09592e-05, 2.65628e-06, -1.8781, 0.68652, 54028.449, 0.599, 0.15366, 0.0569393, 2.97, nan, 11.312, 0.09
15213, 53.019138, -0.100142, 0.307, 0.30633, nan, nan, PanPlus, 41.1076, 0.1753, 4.50733e-05, 3.30665e-06, -0.0301075, 0.63595, 54026.387, 0.712, -0.0722625, 0.0597586, -0.09, nan, 10.721, 0.089
15219, 34.611145, 0.226688, 0.24742, 0.24638, nan, nan, PanPlus, 40.5085, 0.1445, 8.63516e-05, 3.15031e-06, -0.128646, 0.38885, 54030.961, 0.344, -0.149065, 0.0357767, 0.04, nan, 11.081, 0.078
15222, 2.853377, 0.702744, 0.19943, 0.19801, nan, nan, PanPlus, 39.8204, 0.1417, 9.47479e-05, 3.58991e-06, -1.32938, 0.29012, 54031.145, 0.26, 0.0256367, 0.035684, 0.48, nan, 11.571, 0.11
15354, 6.773676, -0.125976, 0.2221, 0.22069, nan, nan, PanPlus, 40.1664, 0.1598, 5.65285e-05, 2.7178e-06, -2.14724, 0.36334, 54024.555, 0.51, 0.0888077, 0.0494523, -0.22, nan, 10.783, 0.081
15356, 335.053314, 0.409944, 0.27493, 0.2734, nan, nan, PanPlus, 40.635, 0.1568, 5.99357e-05, 2.95725e-06, -0.61144, 0.50426, 54029.25, 0.477, -0.0388004, 0.045299, -0.11, nan, 10.743, 0.166
15433, 14.879633, -0.256513, 0.22068, 0.21935, nan, nan, PanPlus, 40.2215, 0.1397, 9.61032e-05, 3.48221e-06, -0.0446612, 0.27077, 54037.41, 0.255, -0.0626466, 0.0354105, 0.06, nan, 10.806, 0.088
15440, 39.720669, 0.090127, 0.26225, 0.2613, nan, nan, PanPlus, 40.5302, 0.1476, 5.32122e-05, 2.39551e-06, -0.545599, 0.53707, 54031.141, 0.427, 0.0646364, 0.0443068, -0.2, nan, 10.852, 0.12
15456, 331.867249, -0.903413, 0.3821, 0.38048, nan, nan, PanPlus, 41.3184, 0.1727, 3.62158e-05, 2.31848e-06, -1.13047, 0.79576, 54030.336, 0.694, -0.0854437, 0.0601604, 1.23, nan, 10.923, 0.091
15461, 326.847473, -0.494677, 0.18617, 0.18482, nan, nan, PanPlus, 39.7288, 0.1293, 0.000160682, 6.69437e-06, -0.142089, 0.20666, 54036.988, 0.177, -0.0992711, 0.0263956, 0.09, nan, 10.516, 0.075
15466, 317.64505, -0.12322, 0.24567, 0.24436, nan, nan, PanPlus, 40.2752, 0.1528, 6.53407e-05, 4.41507e-06, -1.06924, 0.4175, 54036.633, 0.483, 0.040903, 0.0474179, 0.78, nan, 10.622, 0.073
15583, 37.731079, 0.946299, 0.178, 0.17707, nan, nan, PanPlus, 39.6833, 0.1319, 0.000115756, 3.89082e-06, -0.19311, 0.24086, 54040.934, 0.208, 0.0343058, 0.0299757, -0.03, nan, 9.434, 0.118
15648, 313.718384, -0.194823, 0.17502, 0.17383, nan, nan, PanPlus, 39.6578, 0.1482, 8.54197e-05, 5.9789e-06, -1.37362, 0.35609, 54042.57, 0.292, 0.12414, 0.0482602, -0.03, nan, 11.339, 0.084
15776, 32.829441, -0.998258, 0.31696, 0.31583, nan, nan, PanPlus, 41.0363, 0.1721, 4.17478e-05, 2.13438e-06, -2.20038, 0.60009, 54033.855, 0.51, -0.138395, 0.0520258, -0.19, nan, 11.211, 0.101
15897, 11.68145, -1.032905, 0.17489, 0.17357, nan, nan, PanPlus, 39.6108, 0.1419, 0.0001014, 3.97724e-06, -2.40915, 0.25701, 54041.543, 0.222, 0.0106156, 0.0361726, -0.03, nan, 10.816, 0.088
16021, 13.843731, -0.388811, 0.1246, 0.12336, nan, nan, PanPlus, 38.7077, 0.1251, 0.000324055, 9.57746e-06, -0.343763, 0.12889, 54049.117, 0.115, -0.0310573, 0.0239448, 0.7, nan, 9.49127, 0.06
16100, 30.436289, -1.03241, 0.195, 0.19393, nan, nan, PanPlus, 39.9364, 0.138, 8.59671e-05, 3.84276e-06, -0.408343, 0.36141, 54048.039, 0.258, 0.0526397, 0.0379895, 0.09, nan, 9.661, 0.157
16106, 332.089355, -1.148781, 0.2512, 0.24973, nan, nan, PanPlus, 40.4148, 0.1561, 8.68171e-05, 5.33555e-06, -0.557464, 0.39287, 54045.469, 0.328, -0.137028, 0.0477536, 0.04, nan, 11.035, 0.108
16185, 16.868069, -0.269365, 0.10137, 0.10019, nan, nan, PanPlus, 38.2955, 0.1294, 0.000278182, 8.91852e-06, -2.23097, 0.21486, 54053.91, 0.148, 0.0659602, 0.025299, 0.26, nan, 9.38762, 0.087
16206, 5.78819, -0.053633, 0.15973, 0.15838, nan, nan, PanPlus, 39.1404, 0.1474, 0.000159432, 5.59684e-06, -2.66459, 0.59006, 54057.023, 0.26, -0.0172392, 0.0322038, 3.22, nan, 10.927, 0.078
16259, 352.029968, 0.856355, 0.11908, 0.11771, nan, nan, PanPlus, 38.6878, 0.1298, 0.000219163, 7.41518e-06, -1.50956, 0.22259, 54052.293, 0.201, 0.0804694, 0.0275434, 0.02, nan, 10.994, 0.063
16276, 20.578657, 1.010615, 0.193, 0.19177, nan, nan, PanPlus, 39.8675, 0.149, 0.000115511, 4.11351e-06, -0.0188314, 0.57887, 54057.375, 0.377, -0.0218116, 0.0316909, 0.02, nan, 9.288, 0.2
16281, 352.942139, -0.668052, 0.18652, 0.18507, nan, nan, PanPlus, 39.6563, 0.1462, 0.000147744, 5.18635e-06, -0.814718, 0.5379, 54055.434, 0.35, -0.0726366, 0.0309423, 0.67, nan, 10.394, 0.109
16350, 323.639496, -0.885831, 0.23822, 0.23684, nan, nan, PanPlus, 40.3535, 0.1597, 7.94944e-05, 3.43983e-06, -0.943255, 0.54676, 54054.043, 0.49, -0.0857189, 0.0430225, -0.11, nan, 10.79, 0.088
16392, 27.9506, 0.263312, 0.0586, 0.0576, nan, nan, PanPlus, 37.0633, 0.1411, 0.00121571, 3.55836e-05, -2.40409, 0.32703, 54063.027, 0.222, -0.056145, 0.0261308, 0.25, nan, 11.0206, 0.084
16473, 328.612152, 0.588515, 0.21755, 0.21614, nan, nan, PanPlus, 40.0907, 0.1681, 0.00011341, 5.37241e-06, -0.946101, 0.81937, 54062.547, 0.804, -0.148243, 0.0415728, 0.09, nan, 10.201, 0.128
16618, 21.279373, -1.218938, 0.19315, 0.19193, nan, nan, PanPlus, 39.6881, 0.141, 0.000148197, 5.57476e-06, -0.86542, 0.559, 54067.207, 0.648, -0.0919862, 0.0318439, 1.36, nan, 10.212, 0.06
17171, 326.502045, -1.21773, 0.16031, 0.15899, nan, nan, PanPlus, 39.3495, 0.15, 0.000239732, 1.10347e-05, -0.374543, 0.33112, 54340.68, 0.08, -0.135369, 0.0357541, 0.23, nan, 10.875, 0.062
17218, 356.171814, -0.030055, 0.17839, 0.17697, nan, nan, PanPlus, 39.6248, 0.1509, 0.000154002, 5.63691e-06, -0.78913, 0.41261, 54349.52, 0.54, -0.0781617, 0.0308174, 0.1, nan, 10.158, 0.065
17240, 8.640957, -1.217578, 0.07275, 0.07153, nan, nan, PanPlus, 37.3568, 0.1517, 0.00121638, 0.000107179, -1.45586, 0.32243, 54337.469, 0.151, -0.113933, 0.0507432, 1.13, nan, 10.7135, 0.072
17280, 55.791908, 0.102471, 0.13098, 0.13046, nan, nan, PanPlus, 39.1524, 0.1492, 0.00030764, 3.16558e-05, -0.839717, 0.29326, 54343.777, 0.98, -0.19101, 0.0533849, 2.01, nan, 10.3385, 0.048
17332, 43.773479, -0.147425, 0.18284, 0.18203, nan, nan, PanPlus, 39.6632, 0.1413, 0.000120002, 5.88078e-06, -0.211718, 0.27576, 54358.094, 0.253, 0.0454468, 0.0341744, 0.19, nan, 10.604, 0.114
17340, 41.21209, 0.364833, 0.25717, 0.25625, nan, nan, PanPlus, 40.4726, 0.1586, 6.78321e-05, 3.27969e-06, -0.0384134, 0.44758, 54356.422, 0.404, -0.00049516, 0.0440702, -0.08, nan, 11.443, 0.105
17629, 30.636435, -1.089188, 0.13741, 0.1364, nan, nan, PanPlus, 38.9316, 0.1279, 0.000215937, 7.29137e-06, -0.342434, 0.14827, 54370.406, 0.115, 0.0657321, 0.0266016, 0.81, nan, 10.6342, 0.056
17784, 52.461727, 0.056828, 0.03707, 0.03653, nan, nan, PanPlus, 36.095, 0.1369, 0.00254555, 0.000150098, -0.728369, 0.0779011, 54367.039, 0.075, 0.0787843, 0.0261245, 1.23, nan, 8.24971, 0.05
17801, 316.093201, -0.898024, 0.2064, 0.20515, nan, nan, PanPlus, 40.2598, 0.1688, 7.5903e-05, 5.67146e-06, -0.6618, 0.49925, 54365.723, 0.346, -0.0109858, 0.054572, 2.02, nan, 11.4, 0.086
18030, 4.932975, -0.400135, 0.15653, 0.15518, nan, nan, PanPlus, 39.4841, 0.1396, 0.000159659, 7.38411e-06, -0.572244, 0.25297, 54373.113, 0.207, -0.0451825, 0.0342304, 0.92, nan, 9.658, 0.041
18091, 23.367535, 0.524681, 0.37114, 0.36977, nan, nan, PanPlus, 41.3719, 0.1826, 4.01079e-05, 3.21678e-06, -0.592859, 0.68994, 54372.195, 0.626, -0.192584, 0.0607502, -0.14, nan, 10.972, 0.086
18241, 312.387726, -0.761723, 0.095, 0.09391, nan, nan, PanPlus, 38.2811, 0.1315, 0.000473683, 2.27626e-05, -1.127, 0.13395, 54372.957, 0.168, -0.0720917, 0.0268374, 0.32, nan, 9.09279, 0.091
18415, 337.478271, 1.058609, 0.13077, 0.1294, nan, nan, PanPlus, 38.9454, 0.133, 0.000253582, 1.16447e-05, -1.63207, 0.17361, 54381.441, 0.244, -0.076716, 0.0282477, 0.07, nan, 10.6005, 0.077
18466, 48.418526, 0.629998, 0.213, 0.21227, nan, nan, PanPlus, 40.1221, 0.132, 8.13956e-05, 4.24321e-06, -0.129852, 0.25268, 54381.426, 0.166, 0.0436268, 0.0348474, -0.12, nan, 10.917, 0.062
18604, 340.920929, 0.42138, 0.17626, 0.17483, nan, nan, PanPlus, 39.8277, 0.1504, 9.67539e-05, 4.48979e-06, -2.13891, 0.35525, 54386.969, 0.442, -0.0390568, 0.0354477, 1.63, nan, 11.05, 0.073
18612, 12.287929, 0.596957, 0.11489, 0.11365, nan, nan, PanPlus, 38.4735, 0.1247, 0.000307002, 8.6174e-06, -0.739326, 0.13335, 54383.711, 0.173, 0.0687319, 0.0225213, 2.08, nan, 10.2452, 0.092
18740, 16.855324, 1.043746, 0.15441, 0.15317, nan, nan, PanPlus, 39.181, 0.124, 0.000193773, 5.40939e-06, -0.0369956, 0.12817, 54391.77, 0.11, 0.0358375, 0.0228092, 1.29, nan, 10.663, 0.086
18749, 12.547336, 0.675423, 0.19064, 0.18931, nan, nan, PanPlus, 39.8214, 0.1419, 8.54081e-05, 2.91025e-06, -1.42248, 0.39312, 54385.125, 0.441, 0.062204, 0.0325619, -0.07, nan, 11.172, 0.078
18768, 17.216736, 1.197879, 0.198, 0.19672, nan, nan, PanPlus, 40.0756, 0.1425, 9.11434e-05, 4.1102e-06, -0.412982, 0.30006, 54379.016, 0.383, -0.0243063, 0.0375464, 1.25, nan, 9.778, 0.22
