# Created by M.D. Woods -- 2024-12-10 14:13:59.817869 -- HUBBLE RESID STD: 0.12958548329063316
# Cuts: {'z': 0.015, 'c': (-0.6, 0.6), 'x1': (-3.2, 0), 'c_err': 0.1, 'x1_err': 1, 't0_err': 1, 'mu_err': 0.2}
# Avg. 'c': -0.00551355667549669 +/- 0.036976974635761585
# Avg. 'x1': -0.8959520376324503 +/- 0.26954806175496693
objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, x0, x0_err, x1, x1_err, t0, t0_err, c, c_err, chisquare, chisquare_err, hostMass, hostMass_err
2006bw, 218.486374, 3.79883, 0.02996, 0.03075, nan, nan, PanPlus, 35.6057, 0.1388, 0.0023135, 0.000114246, -1.72948, 0.16468, 53854.434, 0.478, 0.25592, 0.0315081, 0.67, nan, 11.5978, 0.132
2006cf, 163.510757, 46.026749, 0.04146, 0.04223, nan, nan, PanPlus, 36.4066, 0.1354, 0.00341094, 0.000125199, -0.230495, 0.2027, 53874.145, 0.491, -0.105761, 0.0313667, 0.07, nan, 10.9479, 0.01
2006cq, 201.104584, 30.95631, 0.04844, 0.04928, nan, nan, PanPlus, 36.6647, 0.1408, 0.00209011, 6.07832e-05, -0.142005, 0.49567, 53890.047, 0.334, 0.0126805, 0.0288771, 0.01, nan, 10.6551, 0.401
2006ef, 31.081289, -8.72839, 0.01781, 0.01694, nan, nan, PanPlus, 34.5076, 0.1706, 0.015105, 0.00124051, -1.09402, 0.20555, 53969.168, 0.694, -0.0693653, 0.042356, 0.63, nan, 7.8489, 0.102
2006ej, 9.74904, -9.01572, 0.02038, 0.01926, nan, nan, PanPlus, 34.7324, 0.1535, 0.0113143, 0.000399082, -1.05346, 0.0766216, 53975.488, 0.311, -0.0124563, 0.0287656, -0.03, nan, 10.1949, 0.405
2006en, 347.521088, 30.22333, 0.03198, 0.03081, nan, nan, PanPlus, 35.7566, 0.1373, 0.00426103, 0.000210701, -0.431238, 0.10216, 53973.238, 0.442, 0.0394597, 0.030107, 0.02, nan, 10.183, 0.058
2006kf, 55.460331, 8.15694, 0.02004, 0.01955, nan, nan, PanPlus, 34.8483, 0.1644, 0.00919946, 0.00117413, -2.26683, 0.1026, 54041.211, 0.19, -0.0438347, 0.0434998, 2.4, nan, 11.0165, 0.449
2006mo, 11.66062, 36.332722, 0.03719, 0.03616, nan, nan, PanPlus, 36.1475, 0.137, 0.00243379, 9.90013e-05, -2.16544, 0.1112, 54047.613, 0.274, 0.0238134, 0.030894, 0.26, nan, 10.793, 0.471
2006ob, 27.9506, 0.263312, 0.0586, 0.0576, nan, nan, PanPlus, 37.0342, 0.13, 0.00115879, 3.78792e-05, -2.37443, 0.15346, 54063.102, 0.142, -0.00639052, 0.0303525, -0.05, nan, 11.0302, 0.048
2006or, 177.014465, 30.35667, 0.02098, 0.02197, nan, nan, PanPlus, 35.1504, 0.1866, 0.00426402, 0.000490343, -1.08282, 0.36346, 54056.766, 0.641, 0.21046, 0.0818607, 4.16, nan, 11.3228, 0.059
2006sr, 0.89592, 23.196171, 0.02425, 0.02307, nan, nan, PanPlus, 35.0637, 0.147, 0.00766033, 0.000428832, -1.31595, 0.11338, 54092.828, 0.12, 0.00660748, 0.0307057, -0.03, nan, 10.7951, 0.05
2006te, 122.929123, 41.554668, 0.03155, 0.03212, nan, nan, PanPlus, 35.8227, 0.1376, 0.00539576, 0.000225977, -0.0680877, 0.10148, 54097.098, 0.388, -0.0589298, 0.02992, -0.03, nan, 10.4808, 0.076
2007O, 224.021576, 45.40469, 0.03695, 0.03733, nan, nan, PanPlus, 35.959, 0.1341, 0.0043098, 0.000151753, -0.502781, 0.10246, 54125.613, 0.358, -0.0432954, 0.029392, 1.39, nan, 10.8351, 0.031
2007R, 116.656372, 44.789471, 0.0308, 0.03126, nan, nan, PanPlus, 35.8648, 0.138, 0.00472047, 0.000211829, -1.32536, 0.10068, 54129.512, 0.294, -0.103992, 0.0311218, 0.98, nan, 10.8411, 0.026
2007ap, 239.096085, 16.516081, 0.01577, 0.01611, nan, nan, PanPlus, 34.3593, 0.1705, 0.0169468, 0.000687522, -1.72388, 0.0726936, 54167.746, 0.22, -0.10299, 0.0304023, 1.01, nan, 8.62484, 0.088
2007ar, 200.258041, 58.550671, 0.05279, 0.05322, nan, nan, PanPlus, 36.8601, 0.1544, 0.00169237, 0.000111313, -1.68215, 0.24328, 54165.148, 0.131, -0.0728099, 0.0509723, -0.1, nan, 11.1182, 0.047
2007bc, 169.810715, 20.809031, 0.02075, 0.02187, nan, nan, PanPlus, 34.8117, 0.1519, 0.00987209, 0.000301864, -1.25319, 0.0810604, 54200.359, 0.143, 0.000878782, 0.0279404, 0.03, nan, 10.5792, 0.454
2007bd, 127.888672, -1.19944, 0.03044, 0.03141, nan, nan, PanPlus, 35.5634, 0.1364, 0.00526432, 0.000166431, -1.42556, 0.0649385, 54206.516, 0.057, -0.031676, 0.0269174, 0.75, nan, 10.4344, 0.442
2007ci, 176.44104, 19.770531, 0.01795, 0.01906, nan, nan, PanPlus, 34.4606, 0.1615, 0.00992377, 0.000311281, -2.7506, 0.0965808, 54246.645, 0.063, 0.0403217, 0.0279337, 0.16, nan, 10.8379, 0.028
2007cq, 333.668457, 5.08025, 0.02604, 0.02481, nan, nan, PanPlus, 34.8996, 0.1436, 0.0104338, 0.000642937, -0.676821, 0.11537, 54281.016, 0.071, -0.0368577, 0.0294344, 3.51, nan, 9.36898, 0.139
2008L, 49.31937, 41.382671, 0.01788, 0.01733, nan, nan, PanPlus, 34.328, 0.1728, 0.0192146, 0.00169814, -1.47732, 0.10336, 54492.855, 0.329, -0.1102, 0.0385345, -0.01, nan, 10.7703, 0.446
2008af, 224.868744, 16.653419, 0.03342, 0.03404, nan, nan, PanPlus, 35.7922, 0.1379, 0.00392749, 0.000221044, -1.52147, 0.14062, 54502.902, 0.553, -0.00237491, 0.0332053, 0.38, nan, 10.956, 0.436
1990af, 323.747528, -62.737091, 0.05057, 0.05018, nan, nan, PanPlus, 36.6812, 0.1582, 0.00177191, 6.15778e-05, -2.16715, 0.1407, 48196.0, 0.166, -0.0440629, 0.0453254, -0.11, nan, 11.2421, 0.28089
1992ae, 322.074738, -61.550388, 0.075, 0.07458, nan, nan, PanPlus, 37.5217, 0.1642, 0.000943782, 4.18029e-05, -0.756301, 0.15283, 48804.891, 0.556, -0.012832, 0.0529031, 0.1, nan, 10.1995, 0.3
1992bg, 115.485619, -62.51944, 0.03524, 0.03574, nan, nan, PanPlus, 35.946, 0.1625, 0.00415327, 0.000422254, -0.463313, 0.122, 48916.664, 0.484, -0.0199274, 0.0513134, -0.05, nan, 10.4968, 0.28089
1992bh, 74.862831, -58.830391, 0.045, 0.0451, nan, nan, PanPlus, 36.609, 0.1614, 0.0020386, 7.02076e-05, -0.0152144, 0.15006, 48920.902, 0.424, 0.0480196, 0.0450302, 1.01, nan, 10.1363, 0.3
1992bl, 348.804535, -44.743252, 0.0433, 0.0425, nan, nan, PanPlus, 36.2893, 0.1586, 0.00268208, 0.000101464, -1.72638, 0.0844679, 48947.672, 0.314, -0.045206, 0.0452398, 0.01, nan, 10.8343, 0.28089
1992bo, 20.49246, -34.212002, 0.01898, 0.0182, nan, nan, PanPlus, 34.6795, 0.1596, 0.0111215, 0.000354972, -2.00575, 0.0638753, 48986.633, 0.068, -0.0430322, 0.0283511, 1.56, nan, 10.4023, 0.28089
1992bs, 52.374882, -37.271832, 0.06405, 0.0637, nan, nan, PanPlus, 37.4382, 0.1547, 0.00111047, 4.21629e-05, -0.261582, 0.12963, 48985.969, 0.467, -0.0235502, 0.0471054, 1.09, nan, 10.5104, 0.28089
1993ag, 150.893753, -35.462639, 0.04909, 0.05019, nan, nan, PanPlus, 36.6664, 0.1633, 0.00160055, 0.000103488, -0.844271, 0.13609, 49317.238, 0.247, 0.076773, 0.0489842, -0.02, nan, 10.7191, 0.28089
2001cn, 281.574341, -65.761612, 0.01515, 0.01509, nan, nan, PanPlus, 33.916, 0.1698, 0.0171218, 0.000710451, -0.555394, 0.0402946, 52073.438, 0.15, 0.14202, 0.0264474, 1.31, nan, 10.0603, 0.28089
2002bf, 153.926285, 55.66853, 0.02438, 0.02494, nan, nan, PanPlus, 34.9361, 0.1467, 0.00667109, 0.000294703, -0.319327, 0.13111, 52339.211, 0.33, 0.15956, 0.0316297, 2.72, nan, 10.3104, 0.031
2007aj, 191.976868, 54.01033, 0.03, 0.03055, nan, nan, PanPlus, 35.69, 0.14, 0.00545534, 0.000241701, -0.40742, 0.0958325, 54160.609, 0.4, -0.0524103, 0.0313935, -0.03, nan, 8.04834, 0.26
2007is, 251.810791, 40.24358, 0.02953, 0.02953, nan, nan, PanPlus, 35.3943, 0.1476, 0.00595146, 0.000217322, -0.412304, 0.18433, 54366.711, 0.579, 0.0389921, 0.0316619, 0.0, nan, 10.7887, 0.067
2007nq, 14.38987, -1.38861, 0.04389, 0.04275, nan, nan, PanPlus, 36.367, 0.1341, 0.00249652, 0.000118087, -1.71476, 0.17101, 54398.266, 0.434, -0.044387, 0.0340669, -0.02, nan, 11.1165, 0.066
2007ob, 348.108276, 13.91369, 0.03389, 0.03263, nan, nan, PanPlus, 35.6295, 0.1471, 0.00270127, 0.000145657, -0.540666, 0.23726, 54402.379, 0.165, 0.25087, 0.0358036, 0.73, nan, 10.0328, 0.019
2007ss, 190.275284, 50.391312, 0.01557, 0.01619, nan, nan, PanPlus, 34.3983, 0.1698, 0.00690441, 0.00025866, -1.28112, 0.0905211, 54453.695, 0.317, 0.27779, 0.0315304, 0.75, nan, 10.31, 0.074
2007ux, 152.333252, 14.99244, 0.0307, 0.03183, nan, nan, PanPlus, 35.6629, 0.1433, 0.00242288, 0.000116427, -2.50724, 0.10169, 54465.797, 0.269, 0.18194, 0.0367112, 1.04, nan, 10.0948, 0.123
2008Y, 169.877365, 54.46283, 0.06965, 0.07028, nan, nan, PanPlus, 37.3342, 0.1395, 0.000890891, 4.60949e-05, -0.60982, 0.26365, 54503.719, 0.86, 0.0878377, 0.0376443, 1.21, nan, 10.544, 0.072
2008gl, 20.22842, 4.80531, 0.03354, 0.03246, nan, nan, PanPlus, 35.724, 0.1372, 0.004275, 0.00013439, -1.46205, 0.0985273, 54768.48, 0.101, -0.00824659, 0.0281367, 0.17, nan, 11.1311, 0.432
2008hj, 1.00796, -11.16875, 0.03761, 0.03643, nan, nan, PanPlus, 35.9577, 0.1465, 0.0043264, 0.000153295, -0.362466, 0.2885, 54803.383, 0.537, -0.0547198, 0.0317752, 0.46, nan, 9.9461, 0.155
2009al, 162.841965, 8.57853, 0.02207, 0.02328, nan, nan, PanPlus, 35.0053, 0.1484, 0.00728135, 0.000229528, -0.465202, 0.0968886, 54897.242, 0.107, 0.0937015, 0.0286278, 0.01, nan, 10.7706, 0.477
2009do, 188.743118, 50.851219, 0.03964, 0.04027, nan, nan, PanPlus, 36.1125, 0.1311, 0.00311111, 9.25867e-05, -1.11135, 0.064851, 54946.566, 0.203, -0.00242588, 0.0286415, 2.07, nan, 10.4649, 0.02
2009fv, 247.43425, 40.811611, 0.02934, 0.02941, nan, nan, PanPlus, 35.2435, 0.1427, 0.00424222, 0.000157132, -0.290648, 0.1098, 54991.578, 0.011, 0.22557, 0.0312116, 0.45, nan, 11.4959, 0.838
2009gf, 213.904617, 14.28017, 0.01845, 0.01925, nan, nan, PanPlus, 34.51, 0.1636, 0.00810713, 0.000257724, -2.63873, 0.16731, 55002.309, 0.173, 0.1061, 0.030297, 0.01, nan, 10.9824, 0.108
2009na, 161.75592, 26.543921, 0.02104, 0.02209, nan, nan, PanPlus, 34.7939, 0.1508, 0.0108799, 0.000349573, -0.643945, 0.0983813, 55201.984, 0.091, -0.0133162, 0.0284064, 0.09, nan, 9.88571, 0.141
2010dt, 250.811172, 32.67511, 0.05287, 0.05292, nan, nan, PanPlus, 36.9318, 0.1479, 0.00198051, 0.000109135, -0.0519628, 0.43809, 55361.684, 0.189, -0.0623535, 0.0421681, 0.26, nan, 10.1659, 0.441
1993ac, 86.598251, 63.36861, 0.05026, 0.05021, nan, nan, PanPlus, 36.7275, 0.1367, 0.00166028, 0.000148689, -0.910856, 0.23366, 49271.195, 0.215, 0.0372939, 0.0404931, -0.03, nan, 11.4641, 0.63
1993ae, 22.453791, -1.97697, 0.01791, 0.01689, nan, nan, PanPlus, 34.3487, 0.1659, 0.0167987, 0.000829737, -1.53454, 0.12933, 49289.664, 0.315, -0.0821423, 0.0327936, 0.0, nan, 9.83236, 0.03
1994M, 187.785873, 0.60544, 0.02308, 0.02426, nan, nan, PanPlus, 34.9991, 0.1443, 0.00684915, 0.000230978, -1.43375, 0.0909276, 49475.613, 0.277, 0.0670634, 0.0281538, 1.25, nan, 10.974, 0.6
1994T, 200.378036, -2.14903, 0.03457, 0.03564, nan, nan, PanPlus, 35.965, 0.1377, 0.00283695, 0.000108793, -1.49269, 0.14345, 49512.426, 0.425, 0.0645005, 0.0308435, 0.05, nan, 10.2173, 0.19
1995ak, 41.453461, 3.23058, 0.02268, 0.02193, nan, nan, PanPlus, 34.7162, 0.1515, 0.0086784, 0.000389194, -1.0639, 0.1211, 50022.191, 0.408, 0.0944233, 0.0322588, 1.09, nan, 10.0066, 0.05
1996bl, 9.07487, 11.39458, 0.036, 0.03481, nan, nan, PanPlus, 35.794, 0.135, 0.00468102, 0.000273111, -0.152906, 0.091504, 50377.117, 0.096, 0.00617919, 0.0304267, 0.58, nan, 10.1459, 0.16
1997dg, 355.059204, 26.203279, 0.034, 0.03281, nan, nan, PanPlus, 35.9488, 0.1377, 0.00397764, 0.000192122, -0.282855, 0.17533, 50720.785, 0.283, -0.0113445, 0.0296367, 0.14, nan, 8.80558, 0.31
1997Y, 191.380829, 54.73806, 0.01608, 0.01661, nan, nan, PanPlus, 34.2559, 0.1654, 0.0165241, 0.000477308, -1.07274, 0.14517, 50489.062, 0.504, 0.00849373, 0.0278074, 0.16, nan, 10.0796, 0.12
1998dx, 272.79953, 49.861309, 0.05014, 0.0498, nan, nan, PanPlus, 36.6538, 0.1351, 0.00211096, 8.8434e-05, -1.59591, 0.29564, 51072.457, 0.444, -0.0828891, 0.032478, 0.13, nan, 11.2793, 0.28089
1998ef, 15.86196, 32.236778, 0.01709, 0.01608, nan, nan, PanPlus, 33.9716, 0.1669, 0.0262278, 0.00128087, -1.19466, 0.11249, 51114.203, 0.095, -0.0838737, 0.0295107, 3.19, nan, 10.3088, 0.15
1998eg, 339.876068, 8.60592, 0.02483, 0.02358, nan, nan, PanPlus, 35.1434, 0.1535, 0.00757735, 0.000518023, -0.503828, 0.28877, 51111.25, 0.511, 0.0281994, 0.0326261, 0.22, nan, 10.7671, 0.06
1999cc, 240.675125, 37.359558, 0.03112, 0.03132, nan, nan, PanPlus, 35.6578, 0.1359, 0.0044095, 0.000125841, -1.60715, 0.0751783, 51315.914, 0.133, -0.0047491, 0.0262932, 0.01, nan, 11.2896, 0.095
1999ej, 20.73908, 33.46611, 0.01629, 0.01534, nan, nan, PanPlus, 34.2662, 0.1795, 0.0160489, 0.0009936, -1.52487, 0.2301, 51483.012, 0.619, -0.009295, 0.0356336, 1.21, nan, 10.0866, 0.16
2000cf, 238.234116, 65.936859, 0.03642, 0.03646, nan, nan, PanPlus, 36.1115, 0.1317, 0.00341394, 0.000119178, -0.521973, 0.084614, 51673.246, 0.279, -0.0236438, 0.0273393, 0.05, nan, 9.49238, 0.28089
2000cn, 269.418427, 27.832809, 0.02289, 0.0226, nan, nan, PanPlus, 34.9992, 0.1493, 0.00535896, 0.000218617, -2.56516, 0.15872, 51707.809, 0.07, 0.0989681, 0.028787, 0.02, nan, 10.7339, 0.28089
2000dk, 16.848, 32.406441, 0.01749, 0.01649, nan, nan, PanPlus, 34.1962, 0.163, 0.0158852, 0.000723354, -2.04085, 0.0788579, 51812.922, 0.094, -0.0128649, 0.0288156, 1.05, nan, 10.0012, 0.37417
1253920, 54.629311, -27.04277, 0.196, 0.1956, nan, nan, PanPlus, 39.7731, 0.1243, 0.000130866, 4.03014e-06, -0.740287, 0.13426, 56583.254, 0.11, -0.0834888, 0.0273991, 0.98, nan, 9.234, 0.033
1257366, 53.899559, -26.969273, 0.2118, 0.2114, nan, nan, PanPlus, 40.2143, 0.1572, 6.00247e-05, 2.93473e-06, -0.141166, 0.44408, 56612.039, 0.488, 0.11817, 0.0403701, 0.63, nan, 10.965, 0.134
1258940, 42.714821, -0.525112, 0.4269, 0.4259, nan, nan, PanPlus, 41.884, 0.1461, 2.33681e-05, 1.16639e-06, -0.155894, 0.35876, 56619.508, 0.383, -0.110911, 0.0369978, -0.06, nan, 11.223, 0.146
1261579, 36.119595, -4.967311, 0.3233, 0.3222, nan, nan, PanPlus, 40.9761, 0.1404, 4.11791e-05, 7.06515e-08, -0.164231, 0.24946, 56638.535, 0.011, -0.00505325, 0.0317797, 1.44, nan, 11.163, 0.072
1282736, 35.809322, -6.268094, 0.37, 0.3689, nan, nan, PanPlus, 41.4188, 0.1428, 2.02887e-05, 1.14552e-06, -0.767036, 0.41477, 57266.34, 0.425, 0.088931, 0.0434131, 0.04, nan, 10.603, 0.0155
1283373, 54.946724, -26.730389, 0.208, 0.2075, nan, nan, PanPlus, 40.1436, 0.1339, 8.47618e-05, 3.52634e-06, -1.06327, 0.23888, 57268.484, 0.333, -0.0446003, 0.0337761, 0.51, nan, 10.231, 0.0175
1283878, 37.133163, -4.041299, 0.3145, 0.3135, nan, nan, PanPlus, 41.1157, 0.1584, 3.39688e-05, 2.3222e-06, -0.828284, 0.47004, 57265.535, 0.423, -0.0161491, 0.0489697, -0.02, nan, 11.409, 0.1955
1285160, 52.398907, -28.647585, 0.75, 0.7493, nan, nan, PanPlus, 43.3406, 0.1319, 6.48536e-06, 2.15924e-07, -0.305989, 0.27818, 57272.707, 0.432, -0.167929, 0.0478586, -0.62, nan, 7.978, 0.345
1286398, 36.81319, -5.119083, 0.1512, 0.1503, nan, nan, PanPlus, 39.4315, 0.1376, 0.000170862, 9.41617e-06, -1.79538, 0.25965, 57269.199, 0.14, -0.111916, 0.0414945, 1.22, nan, 10.363, 0.019
1289288, 10.178906, -43.948338, 0.2906, 0.2897, nan, nan, PanPlus, 40.8106, 0.1692, 3.26908e-05, 1.55121e-06, -0.981659, 0.52054, 57273.699, 0.714, 0.10272, 0.0459916, -0.03, nan, 10.645, 0.0235
1291794, 55.169327, -28.711853, 0.3956, 0.3951, nan, nan, PanPlus, 41.5726, 0.1614, 2.43962e-05, 1.01004e-06, -0.120342, 0.4563, 57277.965, 0.297, -0.00605831, 0.0385352, 0.14, nan, 10.935, 0.035
1293758, 8.483875, -43.349716, 0.148, 0.1472, nan, nan, PanPlus, 39.2621, 0.1555, 0.000175905, 5.71376e-06, -1.33657, 0.17149, 56915.676, 0.202, -0.0307129, 0.0396456, 0.02, nan, 11.0622, 0.007
1294743, 36.102535, -4.674933, 0.3136, 0.3126, nan, nan, PanPlus, 41.1009, 0.1362, 2.11784e-05, 1.11039e-06, -0.250791, 0.36129, 56912.547, 0.45, 0.20779, 0.0378821, -0.04, nan, 10.263, 0.0945
1295027, 35.432739, -6.940557, 0.4266, 0.4254, nan, nan, PanPlus, 41.8243, 0.1566, 2.0583e-05, 1.24869e-06, -0.251544, 0.47038, 56910.383, 0.064, -0.0359935, 0.0489994, -0.07, nan, 10.091, 0.0245
1295256, 53.719418, -27.832769, 0.443, 0.4425, nan, nan, PanPlus, 41.9528, 0.1385, 2.0328e-05, 6.8295e-07, -0.146987, 0.34952, 56928.207, 0.376, -0.0957899, 0.0284639, -0.08, nan, 8.803, 0.3025
1295305, 36.243351, -4.250854, 0.613, 0.6117, nan, nan, PanPlus, 42.8197, 0.135, 9.56759e-06, 4.2095e-07, -0.284214, 0.32408, 56915.734, 0.579, -0.117198, 0.0432115, -0.35, nan, 8.711, 0.1325
1296273, 41.079811, -0.450364, 0.398, 0.397, nan, nan, PanPlus, 41.35, 0.1286, 3.64585e-05, 1.12707e-06, -0.154836, 0.25144, 56926.648, 0.449, -0.111944, 0.0258149, 5.78, nan, 8.564, 0.44
1297026, 35.820992, -5.182148, 0.2595, 0.2585, nan, nan, PanPlus, 40.5954, 0.1305, 5.77428e-05, 1.8893e-06, -0.723107, 0.20477, 56928.781, 0.268, -0.0346755, 0.030648, 0.02, nan, 10.607, 0.163
1298281, 40.267929, -0.955257, 0.236, 0.2351, nan, nan, PanPlus, 40.2645, 0.1321, 5.28499e-05, 1.94249e-06, -1.55578, 0.22113, 56930.637, 0.27, 0.0550856, 0.0312832, 0.23, nan, 9.297, 0.0785
1299775, 53.438889, -29.676743, 0.1602, 0.1598, nan, nan, PanPlus, 39.0819, 0.1442, 0.000130881, 5.75151e-06, -0.412916, 0.19728, 56940.164, 0.328, 0.19847, 0.0378583, 5.74, nan, 10.783, 0.134
1300912, 52.037891, -27.532907, 0.3382, 0.3376, nan, nan, PanPlus, 41.2672, 0.1205, 2.522e-05, 7.60044e-07, -0.46292, 0.14238, 56946.359, 0.191, 0.0502266, 0.0257581, -0.09, nan, 9.744, 0.0145
1301933, 36.663719, -4.970757, 0.331, 0.3299, nan, nan, PanPlus, 41.2361, 0.1187, 4.29136e-05, 1.13944e-06, -0.210661, 0.0881024, 56952.938, 0.113, -0.128714, 0.0219597, -0.01, nan, 10.006, 0.0995
1302187, 52.161892, -27.142117, 0.22, 0.2195, nan, nan, PanPlus, 40.071, 0.1448, 7.49561e-05, 3.63067e-06, -0.86236, 0.33199, 56953.0, 0.303, 0.0426504, 0.0380656, 0.4, nan, 10.95, 0.873
1302648, 10.00261, -44.054123, 0.2328, 0.2319, nan, nan, PanPlus, 40.1583, 0.1326, 5.94317e-05, 2.03716e-06, -0.683498, 0.22083, 56948.32, 0.261, 0.11343, 0.0306983, 1.12, nan, 10.131, 0.013
1303496, 53.848209, -29.591787, 0.1802, 0.1798, nan, nan, PanPlus, 39.6516, 0.1414, 0.000109613, 4.46498e-06, -0.380608, 0.34473, 56966.047, 0.288, 0.0681838, 0.0332142, 0.18, nan, 10.643, 0.1955
1304678, 54.87009, -27.643946, 0.2193, 0.2188, nan, nan, PanPlus, 40.2222, 0.1778, 7.67065e-05, 9.01135e-06, -1.55197, 0.59916, 56963.57, 0.585, -0.0615121, 0.0866764, -0.02, nan, 11.23, 0.0265
1305504, 36.058437, -5.164576, 0.4968, 0.4956, nan, nan, PanPlus, 42.2914, 0.1203, 1.47548e-05, 4.01833e-07, -0.460128, 0.16262, 56973.742, 0.239, -0.0844422, 0.0249797, 0.03, nan, 10.953, 0.0735
1305626, 35.654617, -4.133254, 0.3268, 0.3257, nan, nan, PanPlus, 41.1379, 0.119, 4.21155e-05, 1.11746e-06, -0.313343, 0.0994278, 56974.758, 0.149, -0.105713, 0.0225196, 0.04, nan, 9.283, 0.032
1306073, 36.850643, -3.749355, 0.3296, 0.3286, nan, nan, PanPlus, 41.2013, 0.1284, 3.07933e-05, 1.0884e-06, -1.32444, 0.19866, 56972.199, 0.285, -0.0364534, 0.0299872, -0.07, nan, 10.4, 0.151
1306141, 54.897774, -28.910761, 0.3329, 0.3324, nan, nan, PanPlus, 41.0693, 0.1276, 4.2583e-05, 1.35847e-06, -0.129644, 0.2184, 56977.348, 0.286, -0.0686824, 0.0278724, 1.49, nan, 9.678, 0.075
1306991, 8.468144, -42.094757, 0.4228, 0.4217, nan, nan, PanPlus, 41.6518, 0.1987, 2.41632e-05, 2.08103e-06, -0.604378, 0.64408, 57287.414, 0.231, -0.0582717, 0.0586979, 0.77, nan, 10.919, 0.0015
1307277, 41.738815, -0.235549, 0.4117, 0.4107, nan, nan, PanPlus, 41.7682, 0.1988, 1.70456e-05, 1.19127e-06, -0.200325, 0.80723, 57284.207, 0.9, 0.0657638, 0.0521802, -0.08, nan, 10.612, 0.013
1308314, 53.415611, -28.940748, 0.407, 0.4065, nan, nan, PanPlus, 41.7933, 0.1279, 2.1508e-05, 6.53552e-07, -0.0170689, 0.24718, 56977.742, 0.117, -0.0504715, 0.0280052, 0.22, nan, 7.522, 0.1385
1308582, 37.137245, -4.372774, 0.368, 0.3669, nan, nan, PanPlus, 41.3295, 0.1353, 3.36685e-05, 1.44311e-06, -0.440029, 0.33339, 57287.773, 0.342, -0.0677085, 0.0351728, 0.86, nan, 10.698, 0.01
1312274, 42.610977, -0.361718, 0.439, 0.438, nan, nan, PanPlus, 41.9135, 0.1552, 1.84005e-05, 8.60803e-07, -1.44217, 0.49859, 56977.086, 0.58, -0.0936994, 0.0397505, -0.07, nan, 10.494, 0.1565
1315259, 40.864075, -1.603645, 0.2289, 0.228, nan, nan, PanPlus, 40.2875, 0.1267, 6.49778e-05, 2.14462e-06, -0.495559, 0.17352, 57004.281, 0.218, 0.040948, 0.0284911, -0.01, nan, 11.562, 0.044
1317164, 34.285484, -4.298173, 0.1556, 0.1547, nan, nan, PanPlus, 39.3168, 0.1797, 0.000100145, 4.64288e-06, -2.34517, 0.21453, 57297.047, 0.277, 0.11432, 0.0462857, 0.05, nan, 10.964, 0.129
1317277, 35.903149, -5.481456, 0.2381, 0.2371, nan, nan, PanPlus, 40.2892, 0.1296, 5.7482e-05, 1.66852e-06, -1.40111, 0.30454, 57007.422, 0.331, 0.0400203, 0.0180036, 0.25, nan, 10.05, 0.0115
1317666, 36.771053, -5.003092, 0.1423, 0.1414, nan, nan, PanPlus, 39.2438, 0.1257, 0.000151341, 5.73294e-06, -0.13957, 0.10656, 57301.477, 0.117, 0.0843928, 0.0291293, 0.75, nan, 9.68561, 0.2055
1319821, 53.357853, -29.471891, 0.3093, 0.3088, nan, nan, PanPlus, 41.1033, 0.1338, 4.23405e-05, 1.46363e-06, -0.493047, 0.22335, 57020.523, 0.217, -0.0861828, 0.0316165, 0.13, nan, 10.417, 0.0095
1329312, 36.263298, -5.541797, 0.3455, 0.3444, nan, nan, PanPlus, 41.3357, 0.1435, 2.82049e-05, 1.14799e-06, -1.41711, 0.3349, 57309.887, 0.388, -0.0556884, 0.0348142, -0.04, nan, 11.115, 0.0305
1329615, 35.442699, -5.639848, 0.405, 0.4039, nan, nan, PanPlus, 41.7278, 0.1616, 2.03784e-05, 1.01066e-06, -0.470347, 0.55479, 57305.012, 0.756, -0.00891369, 0.0396944, -0.05, nan, 10.908, 0.0845
1330903, 41.116287, -0.645018, 0.565, 0.5638, nan, nan, PanPlus, 42.6299, 0.1547, 1.067e-05, 5.00931e-07, -0.0795491, 0.59556, 57306.176, 0.981, -0.0500691, 0.0227137, -0.05, nan, 10.328, 0.172
1331123, 8.036339, -42.554184, 0.23, 0.2291, nan, nan, PanPlus, 40.3099, 0.1302, 6.25758e-05, 2.08978e-06, -1.60567, 0.19676, 57318.297, 0.191, -0.0137402, 0.0309169, 0.02, nan, 11.23, 0.0
1334084, 41.734005, -0.690615, 0.1343, 0.1335, nan, nan, PanPlus, 38.9341, 0.1444, 0.000177221, 1.36061e-05, -0.876661, 0.35369, 57336.352, 0.503, 0.0916501, 0.049902, 0.19, nan, 9.74734, 0.0645
1334302, 7.367349, -43.388157, 0.456, 0.4549, nan, nan, PanPlus, 41.9113, 0.1621, 1.68656e-05, 7.46926e-07, -1.05283, 0.53581, 57331.008, 0.699, -0.0271844, 0.0385918, 0.43, nan, 10.519, 0.033
1334620, 35.752945, -6.264184, 0.1971, 0.1961, nan, nan, PanPlus, 39.9291, 0.1421, 5.67115e-05, 2.41888e-06, -0.454669, 0.31362, 57334.871, 0.289, 0.22078, 0.0349199, 0.01, nan, 10.351, 0.1955
1334644, 35.107216, -5.772545, 0.2891, 0.2881, nan, nan, PanPlus, 40.7933, 0.1465, 4.31176e-05, 1.53049e-06, -1.76231, 0.25277, 57332.344, 0.323, -0.0467701, 0.036218, -0.04, nan, 11.217, 0.056
