# Created by M.D. Woods -- 2024-12-10 14:13:59.817869 -- NUM TARGETS: 1513
# Avg. 'c': -0.008497671095836087 +/- 0.037995761070720425
# Avg. 'x1': -0.08243076693919366 +/- 0.2914902035029742
# Avg. 'x0': 0.008616161355039656 +/- 0.00036897059947937867
objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, x0, x0_err, x1, x1_err, t0, t0_err, c, c_err, chisquare, chisquare_err, hostMass, hostMass_err
2005eu, 36.930248, 28.176830, 0.03449, 0.03369, nan, nan, PanPlus, 35.8685, 0.1377, 5.65192e-03, 0.000415431, 0.88831, 0.0964844, 53660.688, 0.114, -5.97422e-02, 0.0345375, 0.70, nan, 8.86794, 0.0
2005hf, 21.774879, 19.116810, 0.04311, 0.04206, nan, nan, PanPlus, 36.3027, 0.1411, 2.72338e-03, 0.000232511, -1.86571e+00, 0.21002, 53664.246, 0.841, -6.64467e-02, 0.0481839, 0.22, nan, 10.56780, 0.017
2005hj, 21.701672, -1.238135, 0.05739, 0.05631, nan, nan, PanPlus, 37.0878, 0.1312, 1.88516e-03, 6.60899e-05, 2.25751, 0.21531, 53672.910, 0.026, -4.77948e-02, 0.0305634, 0.22, nan, 9.22407, 0.013
2005iq, 359.635406, -18.709169, 0.03404, 0.03292, nan, nan, PanPlus, 35.9707, 0.1368, 4.24602e-03, 0.000126271, -1.06838e+00, 0.10983, 53687.805, 0.138, -8.13247e-02, 0.0276198, 0.76, nan, 10.49000, 0.28089
2005kc, 338.530579, 5.568420, 0.01509, 0.01386, nan, nan, PanPlus, 34.0277, 0.1785, 1.20838e-02, 0.000896007, -3.56551e-01, 0.0644369, 53697.859, 0.048, 0.24517, 0.032014, 0.13, nan, 10.65410, 0.439
2005ki, 160.117584, 9.202330, 0.01946, 0.02066, nan, nan, PanPlus, 34.6522, 0.1556, 1.31859e-02, 0.000435061, -1.57905e+00, 0.057997, 53705.387, 0.085, -8.12582e-02, 0.029874, 0.08, nan, 11.06050, 0.185
2005mc, 126.776497, 21.646000, 0.02515, 0.02597, nan, nan, PanPlus, 35.3327, 0.1454, 2.81541e-03, 0.00010327, -2.66520e+00, 0.11903, 53733.887, 0.142, 0.22779, 0.0300433, 0.11, nan, 10.57770, 0.543
2005ms, 132.309753, 36.129971, 0.02521, 0.02595, nan, nan, PanPlus, 35.3839, 0.1405, 7.78978e-03, 0.000252579, 0.47710, 0.0775224, 53744.207, 0.065, -3.11297e-02, 0.026977, 0.14, nan, 8.49436, 0.102
2005mz, 49.957829, 41.505169, 0.01756, 0.01702, nan, nan, PanPlus, 34.3737, 0.1785, 5.75936e-03, 0.000511479, -2.91056e+00, 0.0728813, 53745.484, 0.089, 0.24838, 0.0366456, 3.10, nan, 8.53699, 0.588
2006N, 92.130173, 64.723640, 0.01415, 0.01415, nan, nan, PanPlus, 33.9590, 0.1797, 2.02853e-02, 0.00116389, -1.96217e+00, 0.0639607, 53760.676, 0.152, -3.33976e-02, 0.0297198, 0.10, nan, 9.70642, 0.437
2006S, 191.412918, 35.086781, 0.03224, 0.03310, nan, nan, PanPlus, 35.9773, 0.1338, 4.14410e-03, 0.000113875, 0.91193, 0.0674867, 53770.312, 0.09, 4.36495e-02, 0.0263178, 0.38, nan, 10.20240, 0.087
2006ac, 190.436920, 35.068642, 0.02309, 0.02395, nan, nan, PanPlus, 35.0228, 0.1429, 7.87843e-03, 0.000224219, -9.59559e-01, 0.061352, 53781.820, 0.059, 3.08818e-02, 0.0265048, 0.45, nan, 11.19210, 0.098
2006ah, 206.557114, -9.130720, 0.05305, 0.05407, nan, nan, PanPlus, 37.0187, 0.1538, 1.21719e-03, 0.000113376, -5.53314e-01, 0.38759, 53774.773, 0.186, 5.80374e-02, 0.0676287, 0.46, nan, 9.50674, 0.0
2006ak, 167.386795, 28.630640, 0.03222, 0.03325, nan, nan, PanPlus, 36.0730, 0.1413, 2.89598e-03, 0.000184589, -1.26171e+00, 0.13932, 53781.949, 0.668, 3.03689e-02, 0.0389637, 0.53, nan, 10.85790, 0.058
2006al, 159.867752, 5.183420, 0.06780, 0.06908, nan, nan, PanPlus, 37.5290, 0.1338, 1.00951e-03, 6.05914e-05, -1.44416e+00, 0.31917, 53787.219, 0.874, -1.05550e-01, 0.0377577, 0.31, nan, 10.50110, 0.01
2006an, 183.661163, 12.229690, 0.06400, 0.06519, nan, nan, PanPlus, 37.3416, 0.1262, 1.32977e-03, 4.08265e-05, 0.59141, 0.16252, 53790.555, 0.029, -3.14738e-02, 0.0291919, -0.02, nan, 7.83173, 0.072
2006ar, 159.378113, 65.016144, 0.02249, 0.02287, nan, nan, PanPlus, 35.0796, 0.1472, 5.92900e-03, 0.000168251, -9.99714e-01, 0.20999, 53813.695, 0.14, 9.88469e-02, 0.0274162, 0.20, nan, 9.73115, 0.1515
2006ax, 171.014420, -12.291440, 0.01650, 0.01774, nan, nan, PanPlus, 34.4128, 0.1602, 2.09065e-02, 0.000780618, 0.32040, 0.037643, 53827.555, 0.038, -6.32415e-02, 0.0266011, 0.02, nan, 10.99700, 0.0
2006az, 183.061172, 56.179390, 0.03108, 0.03163, nan, nan, PanPlus, 35.5868, 0.1357, 5.82492e-03, 0.000158414, -1.39143e+00, 0.0431738, 53826.902, 0.045, -8.61817e-02, 0.0264416, 1.39, nan, 11.11240, 0.021
2006bb, 128.379547, 41.517811, 0.02467, 0.02529, nan, nan, PanPlus, 35.2828, 0.1601, 6.88419e-03, 0.00058774, -2.16113e+00, 0.20298, 53813.754, 0.611, -8.42413e-02, 0.0549154, 0.10, nan, 10.74160, 0.25
2006bq, 279.995331, 39.982441, 0.02272, 0.02226, nan, nan, PanPlus, 34.9274, 0.147, 7.49802e-03, 0.000314666, -1.61638e+00, 0.0681792, 53848.215, 0.178, 4.62732e-02, 0.0280559, -0.01, nan, 11.21890, 0.415
2006bt, 239.127213, 20.046000, 0.03208, 0.03241, nan, nan, PanPlus, 35.8425, 0.1362, 3.82586e-03, 0.000140878, 0.21098, 0.0711063, 53858.293, 0.107, 8.51095e-02, 0.0268992, 2.11, nan, 10.89880, 0.102
2006bw, 218.486374, 3.798830, 0.02996, 0.03075, nan, nan, PanPlus, 35.6057, 0.1388, 2.31350e-03, 0.000114246, -1.72948e+00, 0.16468, 53854.434, 0.478, 0.25592, 0.0315081, 0.67, nan, 11.59780, 0.132
2006cf, 163.510757, 46.026749, 0.04146, 0.04223, nan, nan, PanPlus, 36.4066, 0.1354, 3.41094e-03, 0.000125199, -2.30495e-01, 0.2027, 53874.145, 0.491, -1.05761e-01, 0.0313667, 0.07, nan, 10.94790, 0.01
2006cj, 194.851746, 28.347691, 0.06771, 0.06866, nan, nan, PanPlus, 37.6037, 0.1268, 1.26574e-03, 3.65386e-05, 2.34900, 0.31186, 53876.398, 0.02, -7.16629e-02, 0.0297953, 1.73, nan, 10.27000, 0.125
2006cp, 184.812042, 22.427280, 0.02229, 0.02334, nan, nan, PanPlus, 34.8825, 0.1498, 9.06704e-03, 0.000282176, 0.34828, 0.0761733, 53897.734, 0.07, 7.98498e-02, 0.0273964, -0.00, nan, 8.32354, 0.352
2006cq, 201.104584, 30.956310, 0.04844, 0.04928, nan, nan, PanPlus, 36.6647, 0.1408, 2.09011e-03, 6.07832e-05, -1.42005e-01, 0.49567, 53890.047, 0.334, 1.26805e-02, 0.0288771, 0.01, nan, 10.65510, 0.401
2006ef, 31.081289, -8.728390, 0.01781, 0.01694, nan, nan, PanPlus, 34.5076, 0.1706, 1.51050e-02, 0.00124051, -1.09402e+00, 0.20555, 53969.168, 0.694, -6.93653e-02, 0.042356, 0.63, nan, 7.84890, 0.102
2006ej, 9.749040, -9.015720, 0.02038, 0.01926, nan, nan, PanPlus, 34.7324, 0.1535, 1.13143e-02, 0.000399082, -1.05346e+00, 0.0766216, 53975.488, 0.311, -1.24563e-02, 0.0287656, -0.03, nan, 10.19490, 0.405
2006en, 347.521088, 30.223330, 0.03198, 0.03081, nan, nan, PanPlus, 35.7566, 0.1373, 4.26103e-03, 0.000210701, -4.31238e-01, 0.10216, 53973.238, 0.442, 3.94597e-02, 0.030107, 0.02, nan, 10.18300, 0.058
2006gr, 338.094452, 30.828690, 0.03467, 0.03352, nan, nan, PanPlus, 35.9876, 0.134, 3.57355e-03, 0.000182193, 0.83162, 0.069106, 54013.383, 0.064, 9.26542e-02, 0.0284859, 0.40, nan, 10.09570, 0.432
2006kf, 55.460331, 8.156940, 0.02004, 0.01955, nan, nan, PanPlus, 34.8483, 0.1644, 9.19946e-03, 0.00117413, -2.26683e+00, 0.1026, 54041.211, 0.19, -4.38347e-02, 0.0434998, 2.40, nan, 11.01650, 0.449
2006mo, 11.660620, 36.332722, 0.03719, 0.03616, nan, nan, PanPlus, 36.1475, 0.137, 2.43379e-03, 9.90013e-05, -2.16544e+00, 0.1112, 54047.613, 0.274, 2.38134e-02, 0.030894, 0.26, nan, 10.79300, 0.471
2006oa, 320.928925, -0.843469, 0.06257, 0.06142, nan, nan, PanPlus, 37.1537, 0.1286, 1.56404e-03, 5.46062e-05, 1.28565, 0.23957, 54067.168, 0.151, 2.14283e-03, 0.0291002, -0.05, nan, 8.11091, 0.115
2006ob, 27.950600, 0.263312, 0.05860, 0.05760, nan, nan, PanPlus, 37.0342, 0.13, 1.15879e-03, 3.78792e-05, -2.37443e+00, 0.15346, 54063.102, 0.142, -6.39052e-03, 0.0303525, -0.05, nan, 11.03020, 0.048
2006on, 328.993713, -1.070198, 0.07192, 0.07068, nan, nan, PanPlus, 37.4879, 0.1684, 8.93176e-04, 7.34098e-05, 0.99782, 0.70254, 54064.078, 0.663, 0.11114, 0.0465336, 0.01, nan, 10.24790, 0.014
2006or, 177.014465, 30.356670, 0.02098, 0.02197, nan, nan, PanPlus, 35.1504, 0.1866, 4.26402e-03, 0.000490343, -1.08282e+00, 0.36346, 54056.766, 0.641, 0.21046, 0.0818607, 4.16, nan, 11.32280, 0.059
2006qo, 120.034882, 56.368809, 0.02838, 0.02871, nan, nan, PanPlus, 35.5105, 0.1381, 4.14614e-03, 0.000142194, 0.41856, 0.06016, 54083.051, 0.067, 0.18100, 0.0271047, -0.04, nan, 11.17920, 0.029
2006sr, 0.895920, 23.196171, 0.02425, 0.02307, nan, nan, PanPlus, 35.0637, 0.147, 7.66033e-03, 0.000428832, -1.31595e+00, 0.11338, 54092.828, 0.12, 6.60748e-03, 0.0307057, -0.03, nan, 10.79510, 0.05
2006te, 122.929123, 41.554668, 0.03155, 0.03212, nan, nan, PanPlus, 35.8227, 0.1376, 5.39576e-03, 0.000225977, -6.80877e-02, 0.10148, 54097.098, 0.388, -5.89298e-02, 0.02992, -0.03, nan, 10.48080, 0.076
2007F, 195.812836, 50.618809, 0.02362, 0.02420, nan, nan, PanPlus, 35.1576, 0.1433, 1.00138e-02, 0.000275273, 0.56887, 0.0411062, 54124.023, 0.045, -4.49452e-02, 0.0258462, 0.29, nan, 9.63941, 0.473
2007O, 224.021576, 45.404690, 0.03695, 0.03733, nan, nan, PanPlus, 35.9590, 0.1341, 4.30980e-03, 0.000151753, -5.02781e-01, 0.10246, 54125.613, 0.358, -4.32954e-02, 0.029392, 1.39, nan, 10.83510, 0.031
2007R, 116.656372, 44.789471, 0.03080, 0.03126, nan, nan, PanPlus, 35.8648, 0.138, 4.72047e-03, 0.000211829, -1.32536e+00, 0.10068, 54129.512, 0.294, -1.03992e-01, 0.0311218, 0.98, nan, 10.84110, 0.026
2007af, 215.587616, -0.393780, 0.00578, 0.00661, nan, nan, PanPlus, 32.0423, 0.3036, 0.12274, 0.004061, -3.49119e-01, 0.0270137, 54174.559, 0.031, 4.66099e-02, 0.0252463, 0.83, nan, 9.43300, 0.216
2007ap, 239.096085, 16.516081, 0.01577, 0.01611, nan, nan, PanPlus, 34.3593, 0.1705, 1.69468e-02, 0.000687522, -1.72388e+00, 0.0726936, 54167.746, 0.22, -1.02990e-01, 0.0304023, 1.01, nan, 8.62484, 0.088
2007ar, 200.258041, 58.550671, 0.05279, 0.05322, nan, nan, PanPlus, 36.8601, 0.1544, 1.69237e-03, 0.000111313, -1.68215e+00, 0.24328, 54165.148, 0.131, -7.28099e-02, 0.0509723, -0.10, nan, 11.11820, 0.047
2007bc, 169.810715, 20.809031, 0.02075, 0.02187, nan, nan, PanPlus, 34.8117, 0.1519, 9.87209e-03, 0.000301864, -1.25319e+00, 0.0810604, 54200.359, 0.143, 8.78782e-04, 0.0279404, 0.03, nan, 10.57920, 0.454
2007bd, 127.888672, -1.199440, 0.03044, 0.03141, nan, nan, PanPlus, 35.5634, 0.1364, 5.26432e-03, 0.000166431, -1.42556e+00, 0.0649385, 54206.516, 0.057, -3.16760e-02, 0.0269174, 0.75, nan, 10.43440, 0.442
2007ci, 176.441040, 19.770531, 0.01795, 0.01906, nan, nan, PanPlus, 34.4606, 0.1615, 9.92377e-03, 0.000311281, -2.75060e+00, 0.0965808, 54246.645, 0.063, 4.03217e-02, 0.0279337, 0.16, nan, 10.83790, 0.028
2007cq, 333.668457, 5.080250, 0.02604, 0.02481, nan, nan, PanPlus, 34.8996, 0.1436, 1.04338e-02, 0.000642937, -6.76821e-01, 0.11537, 54281.016, 0.071, -3.68577e-02, 0.0294344, 3.51, nan, 9.36898, 0.139
2007qe, 358.554077, 27.409281, 0.02396, 0.02280, nan, nan, PanPlus, 35.0635, 0.144, 8.39190e-03, 0.000275228, 0.72233, 0.0454987, 54429.820, 0.037, 6.72367e-02, 0.0259097, -0.00, nan, 8.34246, 0.375
2008L, 49.319370, 41.382671, 0.01788, 0.01733, nan, nan, PanPlus, 34.3280, 0.1728, 1.92146e-02, 0.00169814, -1.47732e+00, 0.10336, 54492.855, 0.329, -1.10200e-01, 0.0385345, -0.01, nan, 10.77030, 0.446
2008af, 224.868744, 16.653419, 0.03342, 0.03404, nan, nan, PanPlus, 35.7922, 0.1379, 3.92749e-03, 0.000221044, -1.52147e+00, 0.14062, 54502.902, 0.553, -2.37491e-03, 0.0332053, 0.38, nan, 10.95600, 0.436
1990af, 323.747528, -62.737091, 0.05057, 0.05018, nan, nan, PanPlus, 36.6812, 0.1582, 1.77191e-03, 6.15778e-05, -2.16715e+00, 0.1407, 48196.000, 0.166, -4.40629e-02, 0.0453254, -0.11, nan, 11.24210, 0.28089
1992ae, 322.074738, -61.550388, 0.07500, 0.07458, nan, nan, PanPlus, 37.5217, 0.1642, 9.43782e-04, 4.18029e-05, -7.56301e-01, 0.15283, 48804.891, 0.556, -1.28320e-02, 0.0529031, 0.10, nan, 10.19950, 0.3
1992ag, 201.041046, -23.878811, 0.02490, 0.02592, nan, nan, PanPlus, 34.7557, 0.1646, 6.24091e-03, 0.000394133, -6.92054e-01, 0.10755, 48807.973, 0.255, 0.22779, 0.0458831, 9.10, nan, 10.39180, 0.28089
1992al, 311.485382, -51.394421, 0.01462, 0.01411, nan, nan, PanPlus, 33.7917, 0.1816, 3.70251e-02, 0.0012177, -2.83445e-01, 0.0829256, 48838.883, 0.127, -1.06537e-01, 0.0268984, 0.33, nan, 10.03380, 0.28089
1992bc, 46.316879, -39.559608, 0.02016, 0.01976, nan, nan, PanPlus, 34.5845, 0.1524, 2.04596e-02, 0.000599467, 0.85566, 0.0716662, 48913.234, 0.057, -1.15269e-01, 0.0262479, 0.54, nan, 9.61338, 0.28089
1992bg, 115.485619, -62.519440, 0.03524, 0.03574, nan, nan, PanPlus, 35.9460, 0.1625, 4.15327e-03, 0.000422254, -4.63313e-01, 0.122, 48916.664, 0.484, -1.99274e-02, 0.0513134, -0.05, nan, 10.49680, 0.28089
1992bh, 74.862831, -58.830391, 0.04500, 0.04510, nan, nan, PanPlus, 36.6090, 0.1614, 2.03860e-03, 7.02076e-05, -1.52144e-02, 0.15006, 48920.902, 0.424, 4.80196e-02, 0.0450302, 1.01, nan, 10.13630, 0.3
1992bl, 348.804535, -44.743252, 0.04330, 0.04250, nan, nan, PanPlus, 36.2893, 0.1586, 2.68208e-03, 0.000101464, -1.72638e+00, 0.0844679, 48947.672, 0.314, -4.52060e-02, 0.0452398, 0.01, nan, 10.83430, 0.28089
1992bo, 20.492460, -34.212002, 0.01898, 0.01820, nan, nan, PanPlus, 34.6795, 0.1596, 1.11215e-02, 0.000354972, -2.00575e+00, 0.0638753, 48986.633, 0.068, -4.30322e-02, 0.0283511, 1.56, nan, 10.40230, 0.28089
1992bs, 52.374882, -37.271832, 0.06405, 0.06370, nan, nan, PanPlus, 37.4382, 0.1547, 1.11047e-03, 4.21629e-05, -2.61582e-01, 0.12963, 48985.969, 0.467, -2.35502e-02, 0.0471054, 1.09, nan, 10.51040, 0.28089
1993ag, 150.893753, -35.462639, 0.04909, 0.05019, nan, nan, PanPlus, 36.6664, 0.1633, 1.60055e-03, 0.000103488, -8.44271e-01, 0.13609, 49317.238, 0.247, 7.67730e-02, 0.0489842, -0.02, nan, 10.71910, 0.28089
1999aw, 165.401535, -6.108780, 0.03800, 0.03928, nan, nan, PanPlus, 36.1701, 0.1215, 4.34223e-03, 8.4084e-05, 2.25381, 0.0775787, 51255.492, 0.145, -3.00130e-02, 0.00737124, 0.02, nan, 9.41836, 0.3
1999dk, 22.862169, 14.284920, 0.01496, 0.01393, nan, nan, PanPlus, 33.8999, 0.183, 2.54273e-02, 0.000972979, 0.54591, 0.10897, 51415.230, 0.173, 4.22117e-02, 0.0268646, 0.00, nan, 9.64099, 0.1185
2001ba, 174.507324, -32.330830, 0.02952, 0.03066, nan, nan, PanPlus, 35.7520, 0.1598, 7.52321e-03, 0.000327984, 0.15225, 0.0923478, 52034.816, 0.138, -1.71444e-01, 0.0411335, 0.63, nan, 10.75760, 0.28089
2001bt, 288.444794, -59.289669, 0.01492, 0.01472, nan, nan, PanPlus, 33.7821, 0.1737, 1.73127e-02, 0.000756548, -9.22028e-01, 0.0526262, 52064.527, 0.059, 0.16422, 0.0273771, 2.08, nan, 10.75240, 0.28089
2001cn, 281.574341, -65.761612, 0.01515, 0.01509, nan, nan, PanPlus, 33.9160, 0.1698, 1.71218e-02, 0.000710451, -5.55394e-01, 0.0402946, 52073.438, 0.15, 0.14202, 0.0264474, 1.31, nan, 10.06030, 0.28089
2002bf, 153.926285, 55.668530, 0.02438, 0.02494, nan, nan, PanPlus, 34.9361, 0.1467, 6.67109e-03, 0.000294703, -3.19327e-01, 0.13111, 52339.211, 0.33, 0.15956, 0.0316297, 2.72, nan, 10.31040, 0.031
2003du, 218.649170, 59.334389, 0.00781, 0.00808, nan, nan, PanPlus, 32.8465, 0.2557, 8.90132e-02, 0.00242873, 0.25537, 0.0497608, 52767.242, 0.057, -9.07118e-02, 0.0254431, 0.13, nan, 9.40200, 0.132
2008fv, 154.238663, 73.410110, 0.01028, 0.01047, nan, nan, PanPlus, 33.4029, 0.2153, 3.45663e-02, 0.00107448, 0.74621, 0.0544393, 54750.781, 0.088, 0.12707, 0.0266893, 0.17, nan, 10.75300, 0.132
2008fv1, 154.238663, 73.410110, 0.00938, 0.00958, nan, nan, PanPlus, 33.3418, 0.2144, 3.45006e-02, 0.00109866, 0.77840, 0.0608261, 54750.898, 0.117, 0.13370, 0.0271324, 0.01, nan, 8.37261, 0.132
2008fv2, 154.238663, 73.410110, 0.00938, 0.00958, nan, nan, PanPlus, 33.5391, 0.219, 3.65898e-02, 0.00135487, 0.37207, 0.16824, 54750.449, 0.305, 2.17401e-02, 0.031204, 0.88, nan, 8.37261, 0.132
2008fv2_rev, 154.238663, 73.410110, 0.00938, 0.00958, nan, nan, PanPlus, 33.2186, 0.2198, 3.35696e-02, 0.0012727, 0.28193, 0.16118, 54750.359, 0.309, 0.16035, 0.0314802, 0.29, nan, 8.37261, 0.132
2008fv_comb, 154.238663, 73.410110, 0.00938, 0.00958, nan, nan, PanPlus, 33.3276, 0.2142, 3.46012e-02, 0.00107854, 0.73555, 0.0572494, 54750.809, 0.111, 0.13531, 0.0266399, 0.01, nan, 8.37261, 0.132
2007A, 6.319420, 12.886810, 0.01765, 0.01646, nan, nan, PanPlus, 34.5128, 0.1688, 1.21677e-02, 0.000618541, 0.44385, 0.20147, 54113.398, 0.142, 0.10105, 0.0326248, 1.87, nan, 8.35624, 0.151
2007aj, 191.976868, 54.010330, 0.03000, 0.03055, nan, nan, PanPlus, 35.6900, 0.14, 5.45534e-03, 0.000241701, -4.07420e-01, 0.0958325, 54160.609, 0.4, -5.24103e-02, 0.0313935, -0.03, nan, 8.04834, 0.26
2007cf, 230.781921, 8.529310, 0.03293, 0.03348, nan, nan, PanPlus, 36.2813, 0.1988, 2.58114e-03, 0.000402921, -2.98262e+00, 0.25165, 54213.426, 0.672, -1.18580e-01, 0.10745, 7.98, nan, 10.63600, 0.557
2007hj, 345.449554, 15.586500, 0.01411, 0.01288, nan, nan, PanPlus, 33.9370, 0.1872, 1.33055e-02, 0.000730923, -2.18331e+00, 0.0632891, 54349.277, 0.12, 0.14163, 0.0298408, 0.35, nan, 10.83480, 0.444
2007hu, 254.124832, 27.977890, 0.03462, 0.03462, nan, nan, PanPlus, 35.9664, 0.1704, 1.84959e-03, 0.000231417, -1.34037e+00, 0.46701, 54352.941, 1.711, 0.23397, 0.0652887, -0.03, nan, 11.24390, 0.026
2007is, 251.810791, 40.243580, 0.02953, 0.02953, nan, nan, PanPlus, 35.3943, 0.1476, 5.95146e-03, 0.000217322, -4.12304e-01, 0.18433, 54366.711, 0.579, 3.89921e-02, 0.0316619, 0.00, nan, 10.78870, 0.067
2007kh, 48.800419, 43.170280, 0.05000, 0.04944, nan, nan, PanPlus, 36.6105, 0.1615, 1.59755e-03, 0.000184615, 0.63310, 0.33677, 54366.270, 0.629, 0.15838, 0.0583922, 0.46, nan, 9.56783, 0.063
2007kk, 55.596920, 39.241779, 0.04178, 0.04130, nan, nan, PanPlus, 36.2346, 0.137, 3.72074e-03, 0.00042753, 0.96091, 0.13176, 54383.770, 0.246, -1.82760e-03, 0.0391294, 0.87, nan, 10.88910, 0.048
2007le, 354.701721, -6.522580, 0.00672, 0.00552, nan, nan, PanPlus, 32.2247, 0.3109, 6.50029e-02, 0.00210917, 0.30848, 0.0479119, 54399.383, 0.044, 0.25953, 0.0261097, 0.06, nan, 9.02452, 0.4
2007nq, 14.389870, -1.388610, 0.04389, 0.04275, nan, nan, PanPlus, 36.3670, 0.1341, 2.49652e-03, 0.000118087, -1.71476e+00, 0.17101, 54398.266, 0.434, -4.43870e-02, 0.0340669, -0.02, nan, 11.11650, 0.066
2007ob, 348.108276, 13.913690, 0.03389, 0.03263, nan, nan, PanPlus, 35.6295, 0.1471, 2.70127e-03, 0.000145657, -5.40666e-01, 0.23726, 54402.379, 0.165, 0.25087, 0.0358036, 0.73, nan, 10.03280, 0.019
2007ss, 190.275284, 50.391312, 0.01557, 0.01619, nan, nan, PanPlus, 34.3983, 0.1698, 6.90441e-03, 0.00025866, -1.28112e+00, 0.0905211, 54453.695, 0.317, 0.27779, 0.0315304, 0.75, nan, 10.31000, 0.074
2007su, 334.786987, 13.177860, 0.02783, 0.02660, nan, nan, PanPlus, 35.4543, 0.1488, 3.85217e-03, 0.000246737, 0.30974, 0.34762, 54460.516, 0.672, 0.20558, 0.0359297, 0.08, nan, 8.47416, 0.081
2007sw, 183.403671, 46.493359, 0.02524, 0.02597, nan, nan, PanPlus, 35.0374, 0.1432, 6.77427e-03, 0.000238953, 0.11511, 0.1275, 54468.496, 0.278, 0.12606, 0.0303295, 3.12, nan, 8.41811, 0.131
2007ux, 152.333252, 14.992440, 0.03070, 0.03183, nan, nan, PanPlus, 35.6629, 0.1433, 2.42288e-03, 0.000116427, -2.50724e+00, 0.10169, 54465.797, 0.269, 0.18194, 0.0367112, 1.04, nan, 10.09480, 0.123
2008Q, 21.238461, 9.550420, 0.00802, 0.00698, nan, nan, PanPlus, 32.4488, 0.2883, 9.64275e-02, 0.00509381, -1.89548e+00, 0.46423, 54505.910, 0.191, -8.33664e-02, 0.0319427, 0.04, nan, 10.55300, 0.017
2008Y, 169.877365, 54.462830, 0.06965, 0.07028, nan, nan, PanPlus, 37.3342, 0.1395, 8.90891e-04, 4.60949e-05, -6.09820e-01, 0.26365, 54503.719, 0.86, 8.78377e-02, 0.0376443, 1.21, nan, 10.54400, 0.072
2008Z, 145.813538, 36.284420, 0.02062, 0.02146, nan, nan, PanPlus, 35.3159, 0.1433, 5.99568e-03, 9.99887e-05, 1.02002, 0.095426, 54515.570, 0.066, 0.12000, 0.00842058, 14.25, nan, 9.17800, 0.31
2008ac, 178.438248, 48.422642, 0.05281, 0.05353, nan, nan, PanPlus, 36.9768, 0.1536, 1.76217e-03, 0.000167673, 0.21108, 0.60208, 54503.695, 1.816, -3.21111e-02, 0.0504272, 0.48, nan, 9.03590, 0.08
2008ar, 186.158005, 10.838170, 0.02617, 0.02732, nan, nan, PanPlus, 35.4047, 0.138, 7.17772e-03, 0.000234169, 2.01851e-02, 0.0707136, 54534.723, 0.072, -3.14212e-02, 0.02688, 0.85, nan, 9.98914, 0.052
2008by, 181.337418, 40.945999, 0.04500, 0.04584, nan, nan, PanPlus, 36.5806, 0.1394, 3.31405e-03, 0.000237651, 0.47813, 0.3085, 54575.047, 1.033, -1.46895e-01, 0.0345772, 0.02, nan, 8.15570, 0.103
2008bz, 189.740585, 11.129500, 0.06015, 0.06130, nan, nan, PanPlus, 37.2886, 0.1383, 1.56013e-03, 8.02241e-05, 3.04106e-02, 0.37701, 54577.879, 0.927, -1.02816e-01, 0.0358331, 0.75, nan, 10.35620, 0.016
2008cf, 211.885666, -26.551830, 0.04603, 0.04692, nan, nan, PanPlus, 36.5292, 0.1452, 3.51749e-03, 0.000157352, 1.34645, 0.41753, 54595.082, 0.729, -1.02492e-01, 0.0306887, 0.06, nan, 8.91208, 0.0
2008ds, 7.461790, 31.392750, 0.02106, 0.01998, nan, nan, PanPlus, 34.7470, 0.1591, 1.66994e-02, 0.00176165, 1.33425, 0.41817, 54652.629, 0.738, -5.96729e-02, 0.0605641, 0.15, nan, 9.65467, 0.048
2008fr, 17.954750, 14.640830, 0.03900, 0.03790, nan, nan, PanPlus, 36.1746, 0.135, 4.28199e-03, 0.000164327, 0.54324, 0.11386, 54732.621, 0.339, -8.40158e-02, 0.0288499, 0.03, nan, 8.07746, 0.075
2008gl, 20.228420, 4.805310, 0.03354, 0.03246, nan, nan, PanPlus, 35.7240, 0.1372, 4.27500e-03, 0.00013439, -1.46205e+00, 0.0985273, 54768.480, 0.101, -8.24659e-03, 0.0281367, 0.17, nan, 11.13110, 0.432
2008hj, 1.007960, -11.168750, 0.03761, 0.03643, nan, nan, PanPlus, 35.9577, 0.1465, 4.32640e-03, 0.000153295, -3.62466e-01, 0.2885, 54803.383, 0.537, -5.47198e-02, 0.0317752, 0.46, nan, 9.94610, 0.155
2008hv, 136.891922, 3.392250, 0.01255, 0.01360, nan, nan, PanPlus, 33.8498, 0.1801, 2.87894e-02, 0.000933069, -1.44052e+00, 0.0621116, 54817.020, 0.058, -9.15518e-02, 0.0271768, -0.01, nan, 10.53790, 0.188
2009al, 162.841965, 8.578530, 0.02207, 0.02328, nan, nan, PanPlus, 35.0053, 0.1484, 7.28135e-03, 0.000229528, -4.65202e-01, 0.0968886, 54897.242, 0.107, 9.37015e-02, 0.0286278, 0.01, nan, 10.77060, 0.477
2009an, 185.697495, 65.851250, 0.00922, 0.00956, nan, nan, PanPlus, 33.2684, 0.2106, 3.53013e-02, 0.00117462, -1.41322e+00, 0.0991351, 54898.535, 0.112, 4.78172e-02, 0.0295313, 0.33, nan, 10.51170, 0.017
2009bv, 196.835297, 35.784389, 0.03667, 0.03748, nan, nan, PanPlus, 36.3502, 0.1345, 3.92051e-03, 0.000107617, 0.50846, 0.0868387, 54927.332, 0.079, -9.98343e-02, 0.0287351, 1.59, nan, 10.12300, 0.342
