# Created by M.D. Woods -- 2024-12-10 14:13:59.817869 -- NUM TARGETS: 1513
# Avg. 'c': -0.008497671095836087 +/- 0.037995761070720425
# Avg. 'x1': -0.08243076693919366 +/- 0.2914902035029742
# Avg. 'x0': 0.008616161355039656 +/- 0.00036897059947937867
objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, x0, x0_err, x1, x1_err, t0, t0_err, c, c_err, chisquare, chisquare_err, hostMass, hostMass_err
05D3jr, 214.869781, 52.864849, 0.37000, 0.37053, nan, nan, PanPlus, 41.4061, 0.1232, 2.02514e-05, 4.83671e-07, -9.01578e-01, 0.11998, 53494.691, 0.269, 4.95828e-02, 0.0224336, 0.39, nan, 8.00800, 0.833
05D3kp, 215.012268, 52.270828, 0.85000, 0.85072, nan, nan, PanPlus, 43.6622, 0.1471, 5.13010e-06, 1.54658e-07, 1.26586, 0.2304, 53530.043, 0.323, -1.39528e-01, 0.0469483, -0.60, nan, 10.62000, 0.1265
05D3kt, 214.973831, 52.742985, 0.64800, 0.64863, nan, nan, PanPlus, 42.9266, 0.1419, 5.88714e-06, 1.64184e-07, -4.40469e-01, 0.19492, 53530.953, 0.273, 6.47936e-02, 0.04689, -0.42, nan, 9.13800, 0.1745
05D3kx, 215.458420, 53.137119, 0.21900, 0.21946, nan, nan, PanPlus, 40.1765, 0.1227, 1.04327e-04, 2.58881e-06, 0.70606, 0.062749, 53534.168, 0.069, -4.22731e-02, 0.0237473, -0.02, nan, 10.63000, 0.0675
05D3la, 215.355911, 52.357971, 0.93600, 0.93675, nan, nan, PanPlus, 43.8124, 0.1544, 3.74439e-06, 1.7152e-07, -1.84704e-01, 0.303, 53535.902, 0.407, -9.85291e-02, 0.0497963, -0.24, nan, 9.59900, 0.104
05D3lb, 214.382324, 53.167927, 0.64700, 0.64763, nan, nan, PanPlus, 42.9975, 0.1447, 6.29870e-06, 1.62194e-07, 0.29580, 0.18224, 53528.664, 0.256, 3.69035e-02, 0.0475333, -0.35, nan, 8.93100, 0.23
05D3lc, 215.595505, 52.478867, 0.46100, 0.46156, nan, nan, PanPlus, 42.0899, 0.1243, 1.47266e-05, 3.22999e-07, -7.37129e-01, 0.10651, 53527.660, 0.179, -4.52092e-02, 0.0233224, -0.03, nan, 10.77700, 0.054
05D3lr, 215.550583, 53.184277, 0.60000, 0.60060, nan, nan, PanPlus, 42.7770, 0.1515, 6.59588e-06, 2.29491e-07, 0.17538, 0.34458, 53540.996, 0.307, 0.10533, 0.0383778, -0.22, nan, 10.87300, 0.051
05D3mh, 214.749298, 52.667561, 0.67000, 0.67065, nan, nan, PanPlus, 43.2265, 0.1561, 5.41042e-06, 1.83394e-07, 0.61558, 0.42755, 53558.004, 0.219, 5.72001e-02, 0.0515095, 0.88, nan, 10.07800, 0.2765
05D3mn, 214.688507, 52.323147, 0.76000, 0.76069, nan, nan, PanPlus, 43.2644, 0.1423, 5.63603e-06, 1.45047e-07, -2.08472e-01, 0.28997, 53559.312, 0.328, -3.41705e-02, 0.0491425, -0.12, nan, 10.43200, 0.1145
05D3mq, 214.751785, 52.385120, 0.24600, 0.24649, nan, nan, PanPlus, 40.5000, 0.1238, 5.73443e-05, 1.52248e-06, -7.01257e-01, 0.16314, 53575.746, 0.152, -3.67229e-03, 0.025516, 0.09, nan, 10.72300, 0.0765
05D3mx, 215.537918, 52.219177, 0.47000, 0.47057, nan, nan, PanPlus, 42.1340, 0.1347, 1.38639e-05, 3.42432e-07, -1.37639e+00, 0.10657, 53570.004, 0.148, -7.69529e-02, 0.0299301, -0.06, nan, 10.78800, 0.066
05D3ne, 215.262268, 52.495529, 0.16925, 0.16970, nan, nan, PanPlus, 39.5328, 0.1266, 1.75125e-04, 5.84645e-06, -1.47927e+00, 0.20053, 53570.812, 0.101, -1.48446e-01, 0.0295259, 0.04, nan, 11.13300, 0.1625
05D4af, 334.138092, -18.004923, 0.49900, 0.49737, nan, nan, PanPlus, 42.2643, 0.1396, 1.29787e-05, 3.4035e-07, 0.12945, 0.23408, 53536.785, 0.316, -2.51237e-02, 0.0301172, -0.08, nan, 8.98600, 0.0885
05D4ag, 333.447601, -18.165264, 0.64000, 0.63823, nan, nan, PanPlus, 42.8904, 0.1649, 6.29691e-06, 2.66307e-07, 0.52280, 0.47902, 53538.629, 0.495, 9.60022e-02, 0.0590436, -0.40, nan, 8.38100, 0.3925
05D4av, 333.543945, -17.911943, 0.50900, 0.50737, nan, nan, PanPlus, 42.3564, 0.1255, 8.50047e-06, 2.26882e-07, 0.87479, 0.17757, 53553.496, 0.263, 0.17212, 0.0292111, 0.01, nan, 10.28500, 0.1175
05D4be, 334.222443, -17.236099, 0.53700, 0.53532, nan, nan, PanPlus, 42.4275, 0.1276, 1.60656e-05, 3.76387e-07, 0.91004, 0.12988, 53551.520, 0.198, -1.48069e-01, 0.0263471, -0.11, nan, 9.44000, 0.1355
05D4bf, 334.109772, -18.232067, 0.58900, 0.58728, nan, nan, PanPlus, 42.7772, 0.1428, 8.13187e-06, 2.34815e-07, 7.97176e-02, 0.23134, 53551.031, 0.36, -2.40350e-03, 0.0386387, 0.23, nan, 10.23000, 0.084
05D4bi, 333.985626, -17.986071, 0.77500, 0.77308, nan, nan, PanPlus, 43.5101, 0.1767, 5.48400e-06, 1.99062e-07, 0.99125, 0.38294, 53560.344, 0.554, -1.33282e-01, 0.0614026, -0.29, nan, 9.10900, 0.218
05D4bj, 333.748596, -18.133404, 0.70100, 0.69916, nan, nan, PanPlus, 43.1725, 0.1542, 5.17496e-06, 1.64396e-07, 0.19287, 0.2941, 53564.039, 0.348, 6.93372e-02, 0.0551291, -0.57, nan, 9.26500, 0.0965
05D4bm, 334.269226, -17.677624, 0.37200, 0.37051, nan, nan, PanPlus, 41.4842, 0.1213, 2.94483e-05, 7.53671e-07, 0.24973, 0.0698, 53568.051, 0.072, -6.18231e-02, 0.022623, -0.04, nan, 9.04700, 0.077
05D4cn, 333.381073, -17.288845, 0.76300, 0.76108, nan, nan, PanPlus, 43.3957, 0.1488, 5.38646e-06, 1.58543e-07, 1.13750, 0.24116, 53583.559, 0.378, 5.64727e-03, 0.0523153, -0.63, nan, 10.46100, 0.3055
05D4cq, 333.540222, -18.226713, 0.70100, 0.69916, nan, nan, PanPlus, 43.2150, 0.1584, 7.27535e-06, 2.13704e-07, 0.65812, 0.26543, 53586.344, 0.391, -1.28120e-01, 0.0549778, -0.41, nan, 10.55400, 0.1595
05D4cs, 334.324249, -17.880150, 0.79000, 0.78806, nan, nan, PanPlus, 43.4314, 0.1448, 5.86451e-06, 1.66651e-07, 1.39466, 0.21236, 53588.633, 0.319, -1.13574e-01, 0.048432, -0.59, nan, 8.98000, 0.6325
05D4cw, 333.708679, -17.738766, 0.37500, 0.37351, nan, nan, PanPlus, 41.4511, 0.1242, 3.14150e-05, 7.9227e-07, -8.26054e-01, 0.10265, 53580.414, 0.16, -1.26002e-01, 0.0238055, 0.15, nan, 10.50300, 0.0725
05D4dt, 333.607697, -17.671110, 0.40700, 0.40547, nan, nan, PanPlus, 41.8901, 0.1243, 1.71146e-05, 4.29701e-07, -9.81083e-01, 0.1052, 53609.586, 0.174, -4.64070e-02, 0.0239857, 1.92, nan, 10.42900, 0.115
05D4dw, 334.232819, -18.051460, 0.85500, 0.85299, nan, nan, PanPlus, 43.6343, 0.1541, 3.92235e-06, 1.47257e-07, 0.36315, 0.32929, 53613.938, 0.579, 9.59492e-03, 0.0571396, -0.71, nan, 9.99400, 0.1795
05D4dy, 333.875488, -18.215502, 0.81000, 0.80804, nan, nan, PanPlus, 43.8930, 0.1753, 3.31127e-06, 1.31342e-07, -3.72476e-01, 0.38138, 53616.379, 0.703, -1.16250e-01, 0.0621779, 3.72, nan, 8.32100, 0.1705
05D4ef, 333.497101, -18.212345, 0.60500, 0.60327, nan, nan, PanPlus, 42.9059, 0.1488, 6.62851e-06, 2.00023e-07, -1.55131e+00, 0.20454, 53625.586, 0.27, -6.40295e-02, 0.0366512, 0.71, nan, 10.43700, 0.131
05D4ej, 333.968811, -18.195719, 0.58500, 0.58329, nan, nan, PanPlus, 42.9412, 0.1356, 7.41995e-06, 1.9771e-07, 0.21154, 0.17228, 53627.793, 0.189, -2.24004e-02, 0.0312741, 3.95, nan, 10.13300, 0.156
05D4ek, 334.114655, -17.736317, 0.53600, 0.53433, nan, nan, PanPlus, 42.2825, 0.1291, 1.08718e-05, 3.1014e-07, 0.25744, 0.17705, 53635.609, 0.187, 7.28706e-02, 0.0310204, 1.21, nan, 10.85500, 0.1075
05D4ev, 333.376770, -17.700785, 0.72200, 0.72013, nan, nan, PanPlus, 43.3616, 0.169, 4.58689e-06, 1.74216e-07, -1.10630e+00, 0.27822, 53631.281, 0.306, -3.57329e-02, 0.0611072, -0.00, nan, 10.88300, 0.0615
05D4ff, 334.083984, -18.042557, 0.40200, 0.40048, nan, nan, PanPlus, 41.5950, 0.126, 2.08275e-05, 5.66516e-07, -7.22283e-01, 0.12096, 53635.840, 0.127, -5.78883e-04, 0.0251721, 0.45, nan, 10.54300, 0.1785
05D4fg, 334.172272, -17.595461, 0.83900, 0.83700, nan, nan, PanPlus, 43.6511, 0.1591, 4.85527e-06, 1.7596e-07, 0.27423, 0.26621, 53641.754, 0.417, -1.53610e-01, 0.0540768, -0.57, nan, 11.27700, 0.0915
05D4fo, 333.837128, -17.268076, 0.37300, 0.37150, nan, nan, PanPlus, 41.5307, 0.1236, 2.39431e-05, 5.87897e-07, -7.02143e-01, 0.0870599, 53658.219, 0.08, -5.03886e-02, 0.0227129, 0.07, nan, 8.38100, 0.3655
05D4gw, 333.697327, -17.531900, 0.80800, 0.80604, nan, nan, PanPlus, 43.5958, 0.1821, 3.74381e-06, 1.77879e-07, 2.64026e-02, 0.46217, 53678.637, 0.689, 3.66243e-02, 0.0676908, -0.58, nan, 8.98400, 0.114
05D4hn, 334.306519, -17.912704, 0.84200, 0.84000, nan, nan, PanPlus, 43.3726, 0.152, 4.83406e-06, 2.13777e-07, 1.21782, 0.75782, 53693.879, 0.816, 6.78897e-02, 0.066124, 2.05, nan, 8.46700, 0.157
06D2bk, 149.678635, 2.171984, 0.49900, 0.50074, nan, nan, PanPlus, 42.4000, 0.1406, 1.11173e-05, 2.94109e-07, 0.47032, 0.27792, 53773.746, 0.319, 7.10761e-03, 0.0321396, 0.80, nan, 8.61700, 0.0855
06D2ca, 149.789825, 2.302517, 0.53100, 0.53277, nan, nan, PanPlus, 42.4125, 0.1375, 1.07503e-05, 2.76783e-07, 1.31732, 0.28284, 53795.738, 0.16, 4.99562e-02, 0.0322849, -0.15, nan, 9.80800, 0.2895
06D2cc, 149.862030, 2.451355, 0.53200, 0.53377, nan, nan, PanPlus, 42.2969, 0.1587, 9.42814e-06, 3.70841e-07, -5.66000e-01, 0.33163, 53788.578, 0.45, 8.61158e-02, 0.0495786, 0.51, nan, 10.87000, 0.1085
06D2cd, 150.241501, 2.534039, 0.93000, 0.93224, nan, nan, PanPlus, 44.0486, 0.2147, 2.87420e-06, 2.36971e-07, 0.26613, 0.95845, 53790.301, 1.385, 2.79199e-02, 0.0927043, -0.52, nan, 7.90800, 0.4595
06D2ce, 150.434250, 2.713314, 0.82000, 0.82211, nan, nan, PanPlus, 43.4952, 0.1889, 4.88710e-06, 2.24935e-07, 2.03961, 0.88861, 53799.645, 1.173, 1.81464e-03, 0.0766278, -0.54, nan, 11.32600, 0.0705
06D2ck, 150.366730, 1.863630, 0.55200, 0.55381, nan, nan, PanPlus, 42.6150, 0.1357, 9.84095e-06, 2.77189e-07, 1.40861e-02, 0.40247, 53793.703, 0.463, -2.99612e-02, 0.0228236, 0.30, nan, 11.19300, 0.066
06D2fb, 149.883957, 1.827920, 0.12450, 0.12580, nan, nan, PanPlus, 38.8113, 0.1191, 2.85882e-04, 8.07769e-06, -3.57296e-01, 0.053972, 53853.758, 0.078, -2.13618e-02, 0.0246562, 0.08, nan, 9.41529, 0.124
06D2ga, 149.783783, 1.938493, 0.84000, 0.84213, nan, nan, PanPlus, 43.6563, 0.1991, 4.47797e-06, 2.60237e-07, 1.25403, 0.69279, 53869.062, 0.656, -5.81831e-02, 0.06993, -0.62, nan, 9.05100, 0.2885
06D2gb, 150.197586, 1.985406, 0.44200, 0.44368, nan, nan, PanPlus, 41.9042, 0.1418, 1.43738e-05, 4.69459e-07, -1.57493e+00, 0.20211, 53872.562, 0.299, -1.29582e-02, 0.0372275, 0.12, nan, 10.90500, 0.1245
06D3bz, 214.291840, 53.024826, 0.72700, 0.72767, nan, nan, PanPlus, 43.1909, 0.1791, 6.05969e-06, 2.4206e-07, -7.94946e-01, 0.41053, 53776.527, 0.437, -1.04421e-01, 0.0659117, -0.45, nan, 10.29300, 0.062
06D3cc, 214.381668, 52.912472, 0.68300, 0.68365, nan, nan, PanPlus, 43.3531, 0.2529, 5.44556e-06, 3.76742e-07, 0.72213, 0.64549, 53760.516, 0.753, -3.34236e-03, 0.0819007, 0.55, nan, 10.08300, 0.127
06D3df, 215.571701, 52.957684, 0.44200, 0.44254, nan, nan, PanPlus, 42.0072, 0.1261, 1.95971e-05, 4.3789e-07, 1.15862, 0.16609, 53850.691, 0.386, -2.42428e-02, 0.022692, 0.10, nan, 10.46000, 0.032
06D3do, 214.247467, 52.882542, 0.72600, 0.72667, nan, nan, PanPlus, 43.2388, 0.1478, 6.35297e-06, 1.69374e-07, 0.62451, 0.29593, 53849.500, 0.301, -6.64116e-02, 0.0499129, -0.57, nan, 8.70900, 0.183
06D3dt, 214.340271, 52.452820, 0.28205, 0.28256, nan, nan, PanPlus, 40.9565, 0.1208, 3.14539e-05, 7.56868e-07, 7.08293e-02, 0.0769349, 53849.062, 0.019, 9.14464e-02, 0.0215274, 2.18, nan, 9.58900, 0.069
06D3ed, 214.699173, 52.756557, 0.40400, 0.40454, nan, nan, PanPlus, 41.7761, 0.1225, 2.07341e-05, 4.63094e-07, -3.91100e-01, 0.0806911, 53876.172, 0.139, -6.54403e-02, 0.0228105, 0.24, nan, 9.51200, 0.205
06D3el, 214.254532, 52.232403, 0.51900, 0.51960, nan, nan, PanPlus, 42.3953, 0.1259, 1.60693e-05, 3.58989e-07, 0.81633, 0.11377, 53894.438, 0.127, -1.37945e-01, 0.02536, -0.04, nan, 9.55400, 0.0975
06D3em, 214.847580, 53.023014, 0.69000, 0.69065, nan, nan, PanPlus, 43.1935, 0.1586, 4.04905e-06, 1.29738e-07, -1.47998e-01, 0.35065, 53881.707, 0.253, 0.17877, 0.0581692, -0.41, nan, 9.45900, 0.2445
06D3en, 215.305573, 52.456078, 1.06000, 1.06079, nan, nan, PanPlus, 44.0437, 0.1729, 3.14320e-06, 2.39726e-07, -1.09761e+00, 0.31336, 53881.238, 0.082, -1.51675e-01, 0.0577808, 0.81, nan, 7.71500, 0.935
06D3et, 215.519867, 52.338367, 0.57600, 0.57661, nan, nan, PanPlus, 42.5660, 0.1338, 9.47283e-06, 2.2486e-07, -1.35147e+00, 0.14416, 53894.156, 0.185, -7.97430e-02, 0.0309774, 0.11, nan, 10.76600, 0.09
06D3fp, 215.077515, 52.897160, 0.26800, 0.26848, nan, nan, PanPlus, 40.6099, 0.1197, 4.72546e-05, 1.14664e-06, -7.18396e-02, 0.0536378, 53905.328, 0.081, 4.85700e-02, 0.0218333, 0.09, nan, 9.55000, 0.2595
06D3gh, 214.630905, 52.442909, 0.72000, 0.72067, nan, nan, PanPlus, 43.2143, 0.1794, 6.24235e-06, 2.40948e-07, 0.23668, 0.34041, 53922.828, 0.373, -7.11372e-02, 0.06396, -0.57, nan, 9.30000, 0.2445
06D3gn, 214.435959, 52.361179, 0.25024, 0.25073, nan, nan, PanPlus, 40.5587, 0.1236, 4.10201e-05, 1.07827e-06, -5.26584e-01, 0.0962904, 53921.238, 0.091, 0.11279, 0.0252447, 0.23, nan, 10.59000, 0.1125
06D3gx, 214.263474, 52.936253, 0.76000, 0.76068, nan, nan, PanPlus, 43.3650, 0.1878, 6.29344e-06, 2.29443e-07, 0.55208, 0.25635, 53934.637, 0.091, -1.30726e-01, 0.0689507, -0.64, nan, 10.43800, 0.1465
06D4ba, 333.898895, -18.229116, 0.70000, 0.69816, nan, nan, PanPlus, 43.1263, 0.1946, 7.32817e-06, 3.42331e-07, 0.69722, 0.41921, 53904.789, 0.54, -9.56150e-02, 0.0672167, -0.53, nan, 8.54400, 0.424
06D4bo, 333.867126, -17.409184, 0.55200, 0.55031, nan, nan, PanPlus, 42.5076, 0.1327, 1.16882e-05, 2.86771e-07, 0.76007, 0.17638, 53918.734, 0.26, -3.89490e-02, 0.0293281, -0.15, nan, 9.96000, 0.2225
06D4bw, 333.765503, -17.883453, 0.73200, 0.73012, nan, nan, PanPlus, 43.1265, 0.1659, 6.24454e-06, 2.1082e-07, 0.68103, 0.25934, 53909.332, 0.472, 1.63789e-02, 0.0606067, 0.11, nan, 9.27600, 0.1495
06D4ce, 334.321869, -17.235937, 0.85000, 0.84798, nan, nan, PanPlus, 43.6332, 0.1875, 4.81431e-06, 2.68185e-07, 1.72637, 0.56635, 53926.836, 0.621, -1.08315e-01, 0.0610056, -0.58, nan, 8.86100, 0.317
06D4cl, 334.237732, -17.450634, 1.00000, 0.99782, nan, nan, PanPlus, 43.9546, 0.1158, 3.60683e-06, 1.89317e-07, 1.19237, 0.37597, 53938.016, 0.616, -8.00258e-02, 0.0171961, 0.69, nan, 9.33300, 0.4615
06D4co, 333.860504, -17.869184, 0.43700, 0.43544, nan, nan, PanPlus, 41.6931, 0.1231, 2.21005e-05, 5.16939e-07, -3.87892e-01, 0.0947367, 53940.262, 0.164, -4.15989e-02, 0.0224757, 3.27, nan, 10.62700, 0.1515
06D4cq, 334.231354, -17.711981, 0.41100, 0.40947, nan, nan, PanPlus, 41.7902, 0.1226, 2.14480e-05, 5.16887e-07, 0.43161, 0.0944746, 53947.441, 0.075, -3.59424e-02, 0.0220642, 0.02, nan, 9.10700, 0.088
06D4dh, 333.582062, -17.585009, 0.30300, 0.30159, nan, nan, PanPlus, 41.0139, 0.1191, 5.99357e-05, 1.57254e-06, 0.51885, 0.0635506, 53956.871, 0.069, -1.59097e-01, 0.0211328, 0.04, nan, 9.38100, 0.067
2016afk, 155.624557, 15.096610, 0.04561, 0.04677, nan, nan, PanPlus, 36.6620, 0.1247, 1.82775e-03, 8.88411e-05, -2.95058e-01, 0.21556, 57440.688, 0.298, 4.26285e-02, 0.0367997, -0.02, nan, 9.44086, 0.002
2016W, 37.665485, 42.235970, 0.01906, 0.01836, nan, nan, PanPlus, 34.4868, 0.1498, 1.08682e-02, 0.000549303, -1.40065e+00, 0.10844, 57417.812, 0.134, 5.61236e-02, 0.0357857, 0.52, nan, 8.45606, 0.002
ASASSN-15bc, 61.560986, -8.885610, 0.03672, 0.03639, nan, nan, PanPlus, 36.0957, 0.1267, 3.27122e-03, 0.000127232, 0.60273, 0.15932, 57047.828, 0.163, 6.60807e-02, 0.0314414, -0.17, nan, 8.86694, 0.011
ASASSN-15fa, 257.441772, 62.974304, 0.02726, 0.02712, nan, nan, PanPlus, 35.6239, 0.1384, 5.47845e-03, 0.000211722, 0.85266, 0.23072, 57102.008, 0.466, 6.03609e-02, 0.0335224, 3.81, nan, 10.69150, 0.001
ASASSN-15fs, 284.669922, 43.468876, 0.02902, 0.02850, nan, nan, PanPlus, 35.3225, 0.1326, 7.14487e-03, 0.00040154, 6.49618e-03, 0.12803, 57113.375, 0.197, 1.91722e-02, 0.0338602, 2.56, nan, 10.05170, 0.001
ASASSN-15hg, 148.452393, 9.193900, 0.02992, 0.03107, nan, nan, PanPlus, 35.7250, 0.1328, 4.08627e-03, 0.000175561, -1.28256e+00, 0.0959981, 57131.508, 0.083, 2.22462e-02, 0.0347805, -0.21, nan, 10.27890, 0.006
ASASSN-15il, 239.284058, -12.673311, 0.02332, 0.02374, nan, nan, PanPlus, 34.9130, 0.1443, 1.53280e-02, 0.0014116, 1.26189, 0.12285, 57161.410, 0.184, -8.70544e-02, 0.0374601, -0.09, nan, 9.87434, 0.002
ASASSN-15jl, 230.671097, 50.976643, 0.03468, 0.03493, nan, nan, PanPlus, 35.9860, 0.129, 4.93204e-03, 0.000162929, 0.25638, 0.15192, 57166.047, 0.272, -7.81448e-02, 0.0314851, -0.11, nan, 8.79586, 0.142
ASASSN-15jt, 197.037811, 27.826399, 0.02306, 0.02396, nan, nan, PanPlus, 35.0995, 0.1442, 3.65807e-03, 0.000148159, -2.32743e+00, 0.14473, 57169.770, 0.185, 0.21155, 0.0389037, -0.19, nan, 9.91542, 0.001
ASASSN-15kx, 334.049133, 37.473804, 0.01954, 0.01849, nan, nan, PanPlus, 34.6935, 0.155, 1.30142e-02, 0.00117127, -1.41550e+00, 0.14477, 57191.645, 0.157, -7.43615e-02, 0.039539, 1.70, nan, 10.55780, 0.028
ASASSN-15la, 213.213379, 35.711185, 0.02779, 0.02842, nan, nan, PanPlus, 35.1471, 0.1351, 6.57064e-03, 0.000237335, -9.56764e-01, 0.22176, 57190.055, 0.236, 5.95508e-02, 0.0337244, 5.33, nan, 10.59890, 0.125
ASASSN-15lg, 198.886719, 3.500652, 0.02015, 0.02121, nan, nan, PanPlus, 34.7321, 0.1498, 1.23846e-02, 0.000623709, -1.22345e+00, 0.1432, 57196.484, 0.302, -7.55782e-02, 0.0405822, -0.16, nan, 9.66664, 0.013
ASASSN-15lu, 200.303696, 40.265739, 0.03505, 0.03577, nan, nan, PanPlus, 36.0924, 0.1334, 3.55897e-03, 0.0001324, -5.86884e-01, 0.23551, 57199.438, 0.405, -3.41501e-02, 0.0343568, -0.03, nan, 9.65851, 0.01
ASASSN-15mf, 213.594772, 2.975520, 0.02604, 0.02691, nan, nan, PanPlus, 35.2035, 0.1372, 7.33299e-03, 0.000293685, -1.15365e+00, 0.16334, 57212.582, 0.354, -1.45086e-02, 0.0342722, 0.86, nan, 10.99130, 0.001
ASASSN-15mg, 233.094055, 41.850380, 0.04278, 0.04307, nan, nan, PanPlus, 36.4158, 0.1325, 2.33321e-03, 9.23697e-05, -1.54001e+00, 0.15957, 57218.094, 0.141, -3.64585e-02, 0.0366225, -0.19, nan, 9.84386, 0.029
ASASSN-15mi, 210.815445, 41.604141, 0.03442, 0.03501, nan, nan, PanPlus, 35.6638, 0.1281, 5.68809e-03, 0.000194826, 0.51546, 0.14426, 57221.320, 0.176, 3.63228e-04, 0.0316238, 7.15, nan, 9.51083, 0.297
ASASSN-15np, 226.510788, 7.561464, 0.03768, 0.03832, nan, nan, PanPlus, 36.1122, 0.135, 2.70378e-03, 0.000116871, -1.05342e+00, 0.23174, 57241.672, 0.647, 5.94421e-02, 0.0369215, 0.17, nan, 10.14080, 0.001
ASASSN-15nq, 259.330109, 33.462101, 0.03036, 0.03025, nan, nan, PanPlus, 35.6391, 0.1323, 6.54949e-03, 0.000270836, -3.13419e-01, 0.13133, 57247.648, 0.138, -8.05943e-02, 0.0333128, -0.15, nan, 10.68260, 0.013
ASASSN-15nr, 261.674316, 13.909779, 0.02321, 0.02309, nan, nan, PanPlus, 34.9427, 0.1435, 1.06449e-02, 0.000800736, 1.26171, 0.19641, 57250.102, 0.15, 4.75064e-02, 0.0381989, 0.19, nan, 9.88465, 0.013
ASASSN-15od, 35.804947, -4.517184, 0.01760, 0.01678, nan, nan, PanPlus, 34.4374, 0.158, 1.74671e-02, 0.00067236, -1.08563e+00, 0.13313, 57256.445, 0.315, -9.80978e-02, 0.034777, 0.51, nan, 9.51783, 0.001
ASASSN-15oh, 337.674988, 39.293175, 0.01662, 0.01558, nan, nan, PanPlus, 34.4456, 0.1746, 1.18432e-02, 0.0010415, -1.57117e+00, 0.1731, 57255.898, 0.223, 4.37039e-02, 0.0451034, 3.84, nan, 10.19930, 0.006
ASASSN-15pm, 24.650402, -4.679800, 0.04878, 0.04777, nan, nan, PanPlus, 36.5015, 0.1296, 2.91435e-03, 0.000110913, -2.90227e-02, 0.17571, 57278.648, 0.359, -5.13527e-02, 0.0346953, 0.95, nan, 10.29200, 0.097
ASASSN-15pn, 60.859760, -5.492007, 0.03836, 0.03800, nan, nan, PanPlus, 36.2972, 0.1328, 3.02246e-03, 0.000179189, 0.40490, 0.18125, 57280.516, 0.282, 1.43617e-02, 0.0366634, 0.20, nan, 9.13080, 0.096
ASASSN-15pr, 346.664551, -12.572771, 0.03309, 0.03189, nan, nan, PanPlus, 36.0028, 0.1447, 3.96045e-03, 0.000251495, -6.66944e-01, 0.24897, 57282.988, 0.959, -4.96273e-02, 0.0444152, 1.63, nan, 9.55707, 0.002
ASASSN-15sf, 2.865042, -6.427326, 0.02468, 0.02349, nan, nan, PanPlus, 35.3393, 0.139, 9.41451e-03, 0.000355659, 0.91573, 0.1393, 57333.305, 0.172, -6.38172e-02, 0.0326046, 2.35, nan, 8.21725, 0.034
ASASSN-15so, 168.546356, 48.318661, 0.00642, 0.00713, nan, nan, PanPlus, 32.8605, 0.2619, 7.36801e-02, 0.00256122, -6.89735e-01, 0.0790473, 57345.316, 0.168, -5.06575e-02, 0.0322092, 1.96, nan, 11.29900, 0.001
ASASSN-15ss, 93.139107, -14.257483, 0.03573, 0.03610, nan, nan, PanPlus, 36.0808, 0.1424, 5.27017e-03, 0.000644075, 0.81436, 0.26125, 57338.242, 0.84, -9.09813e-02, 0.0468943, -0.05, nan, 10.75640, 0.104
ASASSN-15tg, 5.170989, 25.229048, 0.03562, 0.03445, nan, nan, PanPlus, 35.9536, 0.1353, 5.73701e-03, 0.000210659, 1.58292, 0.22204, 57361.445, 0.416, -4.47844e-02, 0.0341088, -0.19, nan, 10.22700, 0.004
ASASSN-15ti, 46.285774, 37.899986, 0.01732, 0.01671, nan, nan, PanPlus, 34.5457, 0.1612, 1.25542e-02, 0.00104532, -1.46189e+00, 0.11038, 57364.141, 0.196, -2.44738e-02, 0.0388959, 2.95, nan, 8.44463, 0.001
ASASSN-15tz, 40.286964, 43.680164, 0.02286, 0.02220, nan, nan, PanPlus, 35.0154, 0.1471, 5.70821e-03, 0.000523396, -1.50163e+00, 0.15336, 57376.148, 0.177, 0.13044, 0.0425573, -0.09, nan, 10.19990, 0.005
ASASSN-15uu, 25.985855, 17.062595, 0.02678, 0.02579, nan, nan, PanPlus, 35.2805, 0.1418, 5.56290e-03, 0.000280124, 1.01690, 0.18975, 57389.641, 0.399, 0.16887, 0.0364222, -0.19, nan, 9.70579, 0.007
ASASSN-15uv, 126.783752, 27.811646, 0.02028, 0.02104, nan, nan, PanPlus, 34.9033, 0.1414, 5.27169e-03, 0.00020589, 0.27988, 0.12797, 57392.508, 0.191, 0.27801, 0.0325139, -0.01, nan, 9.45815, 0.001
ASASSN-15uw, 38.892963, -6.062942, 0.03081, 0.03004, nan, nan, PanPlus, 35.7056, 0.1346, 4.19912e-03, 0.000151496, -6.79111e-01, 0.13242, 57393.270, 0.18, 5.20856e-02, 0.0334197, -0.15, nan, 10.34710, 0.001
ASASSN-16ad, 24.883568, 33.826775, 0.01613, 0.01522, nan, nan, PanPlus, 34.1650, 0.1631, 1.99173e-02, 0.000822839, 0.14876, 0.0740307, 57406.453, 0.089, 2.11610e-02, 0.0319042, 0.70, nan, 8.61292, 0.002
ASASSN-16aj, 65.450897, -15.755359, 0.03055, 0.03033, nan, nan, PanPlus, 35.5563, 0.1334, 4.88990e-03, 0.000219536, -1.75291e+00, 0.15951, 57401.980, 0.432, -1.30724e-02, 0.0363791, -0.13, nan, 10.93230, 0.006
ASASSN-16av, 177.867722, 22.026075, 0.02567, 0.02676, nan, nan, PanPlus, 35.4476, 0.1412, 4.86808e-03, 0.000204636, 0.78717, 0.21032, 57409.602, 0.39, 0.16646, 0.0366106, -0.19, nan, 10.91060, 0.001
