objname, ra, dec, z, MJDs, MJDe, origin, t0, t0_err, x0, x0_err, x1, x1_err, c, c_err, mu, mu_err, hostMass, hostMass_err
2006gt, 14.072083, -1.629444, 0.0448, 54001.67, 54076.62, CSP, 54002.98352461894, 0.06217687519529136, 0.0007899719801907305, 3.155488409693971e-06, -2.269970801290972, 0.03289116292728078, 0.2165294602276597, 0.0036184703718589546, 36.758407457395286, 1.0857480082182813, 10.111136946318842, 0.0037506224022017622
2008bi, 128.972458, 0.706417, 0.0134, 54551.52, 54628.47, CSP, 54536.25119797909, 0.06684393631076091, 0.005224921046561482, 5.8575831957069473e-05, -2.791730610556689, 0.01863132492186237, 0.1919934441511908, 0.006191412178656255, 34.70052542242102, 1.085740360101018, 10.75710146506393, 0.0018382741615164645
2008bd, 154.597167, -13.103111, 0.0301, 54541.7, 54607.65, CSP, 54522.073202537445, 0.15702829589281464, 0.0017902471041830366, 3.394500647725805e-05, -2.3954536215536977, 0.058797448993972434, 0.08103204448903613, 0.013317884490770511, 36.254737653561676, 1.0857753849092546, 11.066906876654066, 0.0008724495479113708
2022abom, 55.288120413239035, -2.8485375859548903, 0.036, 59907.15666375, 59996.79349255, ATLAS-ZTF, 59832.684239485774, 0.0, 0.11037771826765685, 0.0, 0.08443559910293774, 0.0, -0.015035017405938798, 0.0, 32.445519468357006, nan, 10.316452277637097, 0.0025523463538686332
2022xkq, 76.3487977104891, -11.882253212859856, 0.007735, 59866.60842465, 60014.12444225, ATLAS-ZTF, 59879.95871754446, 0.031688122493505944, 0.6667943810799617, 0.005492893336581129, -2.21472995583147, 0.04286530952125589, 0.21309161493475398, 0.006525464623811879, 29.461153475568388, 1.085756471602928, nan, nan
2021wzb, 72.76727135859213, -5.956928904982985, 0.0478, 59447.62130585, 59614.29573955, ATLAS-ZTF, 59392.482910493105, 0.0, 0.5228813432309892, 0.0, 0.0, 0.0, 0.0, 0.0, 30.698992134555624, nan, 11.289712997692881, 0.0007520392347699466
2022omn, 341.8629271758788, -25.66482783660629, 0.05, 59767.04287225, 59825.21797725, ATLAS-ZTF, 59660.84935817986, 0.0, 0.08140803527610758, 0.0, 0.0, 0.0, 0.0, 0.0, 32.71833181628294, nan, 8.002245848661948, 0.06677605996871594
2022ihz, 145.70094821679152, -3.607061832271141, 0.006, 59694.31112255, 59766.98077765, ATLAS-ZTF, 59706.17635248561, 0.14868081915483344, 0.35790400509543685, 0.0295405100577784, -2.0893950688387255, 0.22830063395996358, 0.20857464593585104, 0.057277804408744505, 30.16935371369383, 1.0863332868030804, 0.0, 0.0
2023bhm, 70.72920636772062, 0.6183744592240744, 0.015419, 59976.83921515, 60044.99866465, ATLAS-ZTF, 59991.6521318515, 0.1432044145440159, 0.383012210692764, 0.008375296504436417, 0.516469927962051, 0.2809204755600214, 0.12368538800880462, 0.01887845472434346, 30.747405893221504, 1.086590447768886, 10.944880130229151, 0.0007042302707270253
2019moq, 6.61545160003238, 38.1232395512729, 0.0596, 58283.44841440022, 59418.466307899915, ZTF, 58695.32924977802, 0.007563615708932048, 5.2862055468723605e-05, 3.834606650694389e-06, -2.628203901580302, 0.6796652306017998, 0.2883268572491786, 0.06522623787276535, 39.42581065327835, 1.090750368072642, 10.979192644467481, 0.0047669442378859665
