# Created by M.D. Woods -- 2024-11-27 09:51:21.343159 -- NUM TARGETS: 83
objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, t0, t0_err, x0, x0_err, x1, x1_err, c, c_err, mu, mu_err, hostMass, hostMass_err, peak_mag, peak_mag_err
2005bl, 181.051083, 20.406889, 0.0241, 0.02475539637032309, 53476.61, 53512.57, CSP, 53483.11222365715, 0.0176518696025596, 0.0005641343326630737, 3.2883004521728873e-06, -4.899815930005387, 0.06432932701254845, 0.5696528027948085, 0.0049809304376775025, 35.669306482214154, 0.01890091467511694, 8.920765377315602, 0.01764662955965954, 18.498909090909088, 0.03206060606060605
2005ke, 53.768125, -24.944111, 0.0049, 0.003927211531528298, 53689.69, 53819.51, CSP, 53699.89593395496, 0.006809155180235393, 0.01707561095101107, 3.1548619610308926e-05, -2.1854051619656745, 0.007134535782806095, 0.4699111686316593, 0.0013178566103271216, 32.67935709938896, 0.004542966526227703, 9.964494815008727, 0.0001733967672340931, 14.483879310344829, 0.012689655172413793
2006bd, 174.618583, 20.526222, 0.0257, 0.025660398620783453, 53822.75, 53872.57, CSP, 53810.392280268905, 0.1417983373394236, 0.0012144236013851002, 1.8530835642414478e-05, -1.716150603001807, 0.04464864846680883, 0.3951992931126959, 0.008941717129528527, 35.843809567236434, 0.03211174589953519, 12.327227584343689, 0.0010375416044816365, nan, nan
2006gt, 14.072083, -1.629444, 0.0448, 0.042419119009330715, 54001.67, 54076.62, CSP, 54002.98352461894, 0.06217687519529136, 0.0007899719801907305, 3.155488409693971e-06, -2.269970801290972, 0.03289116292728078, 0.2165294602276597, 0.0036184703718589546, 36.758407457395286, 0.012665196390406306, 10.111136946318842, 0.0037506224022017622, 18.37426923076923, 0.046269230769230764
2007N, 192.255208, -9.452833, 0.0129, 0.015195347623445987, 54123.82, 54213.67, CSP, 54113.0241032369, 0.051206244781496935, 0.0024999103680209155, 1.921465906675755e-05, -2.9930357885059595, 0.016325234088099938, 0.5465739724968736, 0.004874157915976528, 34.41346399200956, 0.016936799634550224, 9.587336481996891, 0.0008157243912581323, nan, nan
2007al, 149.827, -19.473833, 0.0122, 0.013181781463286774, 54170.77, 54246.58, CSP, 54160.12616537994, 0.06796969760034699, 0.00425340292582395, 3.843738577161619e-05, -2.784987780671373, 0.014838371259122685, 0.3604629026498609, 0.005098007191982908, 34.42287610596678, 0.01822693484122173, 9.351354001759011, 0.0018110245506318002, nan, nan
2007ba, 229.177625, 7.396611, 0.0385, 0.038133865739342986, 54190.83, 54255.61, CSP, 54174.73505593769, 0.08562351142973057, 0.0018841666046932166, 1.3877957898817268e-05, 4.999999999980648, 0.0014571082247352152, 0.23007460099087648, 0.006007026767426056, 36.8865794340116, 0.019607304297952592, 11.141102329068884, 0.0008626674562506656, nan, nan
2008bd, 154.597167, -13.103111, 0.0301, 0.031300703090299295, 54541.7, 54607.65, CSP, 54522.0732025374, 0.1570283042747178, 0.001790247104186559, 3.3945008037353526e-05, -2.395453621546084, 0.058797452244801596, 0.08103204448829576, 0.013317885226446533, 36.254737653562906, 0.04560507704118185, 11.066906876654066, 0.0008724495479113708, nan, nan
2008bi, 128.972458, 0.706417, 0.0134, 0.014116608699185886, 54551.52, 54628.47, CSP, 54536.251197979014, 0.0668439364162623, 0.005224921046544412, 5.857583154503467e-05, -2.7917306105330155, 0.018631324883082723, 0.19199344415520198, 0.006191412115140773, 34.700525422416234, 0.022286807240980692, 10.75710146506393, 0.0018382741615164645, nan, nan
2008bt, 162.570333, -12.108889, 0.0154, 0.016446211765812194, 54571.61, 54651.47, CSP, 54568.77543763968, 0.0010825368044606876, 0.003312846286230737, 9.588794435754784e-06, -2.22891911100925, 0.014269430700507346, 0.4385971329948794, 0.0024442578222385962, 34.546452706223874, 0.008227838844953704, 10.724456328263154, 0.0005206097319448586, 16.852666666666668, 0.011416666666666665
2009F, 74.848167, -11.130583, 0.013, 0.013048498077434103, 54837.75, 54884.63, CSP, 54843.26865314566, 0.013152503070159582, 0.0019611495939693604, 4.68802083564282e-06, -3.478112491020813, 0.016144053459811625, 0.5075135211323124, 0.0018570507861653761, 34.719181690009606, 0.00659260532048111, 10.507359299115938, 0.000511704806211565, 16.812318181818178, 0.01586363636363636
2017fzw, 95.3950462707182, -27.214862455932412, 0.0054, 0.005529280941996305, 58019.61932805, 58193.28602715, ATLAS-ZTF, 58020.20353836999, 0.9289569352113176, 0.07298747444835979, 0.014519204463429714, -2.362715827289963, 0.8744563433084671, 1.1229314674053745, 0.1227145363490026, 29.12904786500548, 0.44528352862639453, 10.436333572851673, 0.00018793949258456236, 15.41, 0.013750000000000002
2017hle, 16.88778656365311, 32.4082286103301, 0.015, 0.01503724071944435, 58045.41592735, 59042.61059785, ATLAS, 58336.923089417614, 298.78586637224, 3.2621922073627543, 1.4217072978388074, 0.0, 7.362983953515597, 0.0, 0.29628934441969823, 28.71122613511104, 1.5075043789891338, 10.811153814339129, 0.0002551265260945248, 15.55, 0.11
2018ame, 227.3563931337691, 25.471542558881964, 0.022, 0.023013534092338382, 58177.64533865, 58721.30897305, ATLAS-ZTF, 58720.58925474015, 359.5960677639232, 0.3132599069704643, 0.25687845663551145, 0.0, 5.897483475701532, 0.0, 0.5633121349941766, 31.255237963447705, 2.103515959282405, 8.986036224321298, 0.005711110761032731, 18.34, 0.22
2018baz, 246.055791666667, 25.2720555555556, 0.1, 0.10016588786050484, 58205.48932870012, 58278.18069439987, ZTF, 58214.706456891174, 0.2936024627852021, 7.66485086204318e-05, 5.301641271011378e-06, -3.5856386936474367, 0.29770021302991845, 1.1083071560767956, 0.05760380545255517, 36.4323826821693, 0.19282463028208735, 8.666571789473174, 0.1010321439244665, 19.66825734498049, 0.16210123201705756
2018ciw, 224.878291666667, 28.1830166666667, 0.056, 0.05690611157793196, 58214.36912039993, 58558.28313660016, ZTF, 58276.641273709065, 0.3571441306412453, 0.0005939077700204023, 0.00015697677169272027, -3.967804459971325, 0.41052517541180755, 0.029756994873214336, 0.1997702854807592, 37.36495255506699, 0.6638516424092313, 12.38697996711908, 0.004384734224813007, 18.720959653996402, 0.04239235795584085
