# Created by M.D. Woods -- 2024-12-10 14:13:59.817869 -- NUM TARGETS: 39
# WARNING: 'stretch' and 'color' are NOT identical for SNPY & SALT.
objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, hostMass, hostMass_err, Tmax, Tmax_err, stretch, stretch_err, color, color_err, peak_mag, peak_mag_err, algo
2008hu, 122.3115, -18.653639, 0.0497, 0.050623552738642955, 54804.74, 54844.84, CSP_SNPY, 36.74325485948069, 0.016298728730834933, 10.107881298730984, 0.007118355222168162,  54807.099052211976, 0.17099747799269727, 0.7809691976566646, 0.008028015913453226,  0.04463772295314994, 0.011398320304100392, 18.38605882352941, 0.019529411764705882, SNPY
2006ob, 27.950458, 0.263417, 0.0592, 0.057498350544748326, 54060.65, 54121.57, CSP_SNPY, 37.04098566845323, 0.0199475901641998, 11.3688972447224, 0.0010849287166291976,  54064.09373545183, 0.12046934743662845, 0.7265776100490671, 0.010116386696216494,  0.021383717769530193, 0.014202038145543217, 18.57029411764706, 0.03452941176470588, SNPY
2005na, 105.402583, 14.13325, 0.0263, 0.026774414686061662, 53738.71, 53834.54, CSP_SNPY, 35.126613037147926, 0.01086919415001223, 10.902842205220578, 0.000773697241361911,  53740.90534504011, 0.10466646340712188, 0.9523266927921354, 0.006344556418083534,  0.05578787967670141, 0.004986251670621673, 16.400875, 0.009083333333333334, SNPY
2007jd, 44.972375, 1.160722, 0.0726, 0.0717710864312675, 54362.83, 54409.83, CSP_SNPY, 37.58760500706044, 0.03695865666054551, 10.066482342060203, 0.004639021074210903,  54361.47672156471, 0.8164127908705104, 0.9051831846369741, 0.02691465860788231,  0.189352064780604, 0.01851936780080299, 19.28278571428572, 0.03850000000000001, SNPY
2006eq, 322.154708, 1.228194, 0.0495, 0.048494734308785356, 53980.56, 54029.51, CSP_SNPY, 36.64975878434873, 0.0225030784522701, 10.120574709522273, 0.002816689517966661,  53979.53491921812, 0.2570579271977845, 0.6322541346485645, 0.01287597137313062,  0.17975952521979616, 0.019820457703795768, 18.638300000000005, 0.06420000000000001, SNPY
2008gl, 20.228417, 4.805306, 0.034, 0.032742544933472346, 54765.7, 54844.55, CSP_SNPY, 35.71472802040065, 0.0074045444856661, 11.359976556285138, 0.0066667387890840925,  54768.6496742464, 0.05425650239237372, 0.8502920777109325, 0.004288090234920226,  0.09112454872253062, 0.0041962221029715864, 17.297520833333333, 0.03352083333333333, SNPY
2008ar, 186.158, 10.838167, 0.0261, 0.02586206495019581, 54527.79, 54627.59, CSP_SNPY, 35.25394618729897, 0.014370263368117295, 10.102752183811647, 0.001262498820507511,  54535.12649853455, 0.05997291319948359, 0.9741234986367673, 0.0067640296180586255,  0.10984280052009385, 0.006367333253607417, 17.275375, 0.036125000000000004, SNPY
2006ej, 9.749042, -9.015722, 0.0205, 0.018069132884244235, 53979.74, 54046.74, CSP_SNPY, 34.74189634587298, 0.012457655058965495, 10.279706103453293, 0.0008070475039513622,  53976.76757558353, 0.14967954027681776, 0.8245795203201108, 0.004545021738700169,  0.03338380151785672, 0.00604927664550993, 16.3308, 0.022200000000000004, SNPY
2007ux, 152.33325, 14.992444, 0.0309, 0.031516000192171406, 54466.82, 54558.61, CSP_SNPY, 35.72102963385256, 0.01195784807466265, 10.222315389325127, 0.0013786653578807876,  54467.336902637966, 0.08452572961818894, 0.6035795590349142, 0.0075367790398050555,  0.07104839791344254, 0.01021989545776327, 17.6235641025641, 0.020410256410256414, SNPY
2008fu, 45.61875, -24.455972, 0.052, 0.051480777959967784, 54737.84, 54817.67, CSP_SNPY, 36.761708345002646, 0.019774598625664854, 10.667201822306131, 0.0020460918125516864,  54732.77087951499, 0.3602723072445014, 0.822267779164891, 0.008911459703822216,  -0.004328556936368758, 0.015601206106836948, nan, nan, SNPY
2007bd, 127.888667, -1.199444, 0.0309, 0.0321001350680277, 54197.53, 54259.46, CSP_SNPY, 35.6448100471729, 0.015289453924675404, 10.638096124340995, 0.001086444267768327,  54207.33827076115, 0.05377919644969027, 0.8828559454898401, 0.006118775056974334,  0.03840189398084468, 0.008142010703834652, 16.98721052631579, 0.036842105263157905, SNPY
2007mm, 16.444458, -0.758833, 0.0664, 0.06456278748171412, 54385.72, 54418.69, CSP_SNPY, 37.224920691987656, 0.050136338579719955, 9.37688091226328, 0.007453549893324646,  54392.7557329188, 0.2404190926675667, 0.5419074101794171, 0.02367155596143317,  0.29972392951416954, 0.04088457827149789, 19.587466666666664, 0.02433333333333334, SNPY
2008C, 104.298042, 20.437139, 0.0166, 0.016903903224004785, 54469.81, 54552.5, CSP_SNPY, 34.23401686763807, 0.021949120698067825, 10.028240434860418, 0.0010325410340992131,  54466.85847668909, 0.36414650392888276, 0.9368730628307114, 0.014188271084050852,  0.26426886573678765, 0.011642814989678552, 16.182466666666667, 0.021000000000000005, SNPY
2004ef, 340.54175, 19.994556, 0.031, 0.02954612859608288, 53255.69, 53329.57, CSP_SNPY, 35.51296988318906, 0.0071845718672444315, 11.171477203958151, 0.0011960801888627102,  53264.914966865974, 0.028384317020804583, 0.8157717876468175, 0.003308898725923352,  0.16538228903548247, 0.004128903494912308, 17.256610169491527, 0.011864406779661017, SNPY
2005iq, 359.635417, -18.709167, 0.034, 0.032251788271707396, 53682.55, 53755.55, CSP_SNPY, 35.93245460774227, 0.009872416928327793, 10.473486783488507, 0.0010851817442867103,  53688.09242341356, 0.048521667859497866, 0.8719872920381166, 0.00544030532199421,  0.011572847303277203, 0.005674671871585996, 17.245134615384618, 0.035519230769230775, SNPY
2006hx, 18.488792, 0.371667, 0.0455, 0.043686906535194706, 54012.66, 54080.59, CSP_SNPY, 36.17612841351111, 0.04892809365268042, 10.307434104151445, 0.0019476582498743804,  54022.487467316634, 0.15542894702460933, 0.9536840922626137, 0.021002335570936084,  0.24532659764997325, 0.025466237727253222, nan, nan, SNPY
2006py, 340.425208, -0.136917, 0.0579, 0.056012583196732316, 54069.54, 54091.54, CSP_SNPY, 36.816567144360675, 0.025104233536154007, 9.823198012980697, 0.0067542707073111165,  54071.48454718148, 0.28566718176476613, 0.9440445481120955, 0.025768789598416407,  0.12746547174939973, 0.014227180174331805, 18.246777777777776, 0.026833333333333334, SNPY
2005be, 224.886333, 16.669889, 0.035, 0.0355986032816855, 53467.89, 53491.77, CSP_SNPY, 35.86644351217439, 0.01003165269791348, 10.545044668481573, 0.0010384127802137444,  53461.528429507736, 0.17392821275920115, 0.7603640062600396, 0.00513419390887975,  0.008246431004213529, 0.008610451056218596, nan, nan, SNPY
2007jg, 52.46175, 0.056833, 0.0371, 0.035639792744478135, 54363.82, 54425.78, CSP_SNPY, 36.22118055076528, 0.015478674078221743, 8.983217199440995, 0.01518488169616929,  54366.7389995064, 0.11971101687536123, 0.9298690922890316, 0.009047565919187466,  0.11983295977130712, 0.007778570374321257, 17.761333333333333, 0.014933333333333335, SNPY
2006ef, 31.081292, -8.728389, 0.0179, 0.016221363049564445, 53979.9, 54040.71, CSP_SNPY, 34.50186709491233, 0.014900535779033382, 10.419862861063349, 0.00045399600933094614,  53969.69087053496, 0.25908659872012046, 0.835532227563058, 0.006379696640270815,  -0.00029257845945726454, 0.013137738619349396, nan, nan, SNPY
2007nq, 14.389875, -1.388611, 0.045, 0.04258458084208732, 54397.65, 54476.56, CSP_SNPY, 36.268958752594415, 0.00863463890182378, 11.25062156153491, 0.0008671398747487263,  54399.474242659126, 0.07692910007270803, 0.7466687206096096, 0.004451799753963535,  0.028325594294603438, 0.0064667770634165905, 17.807280000000002, 0.039080000000000004, SNPY
2004gc, 80.458125, 6.676028, 0.0321, 0.031225952035492954, 53329.83, 53397.66, CSP_SNPY, 35.3631875207796, 0.0192628563620047, 12.062701043577428, 0.013400455258840153,  53325.66909166213, 0.32797977629157404, 0.917117378481237, 0.010073183055975862,  0.24027267183413872, 0.010527401519002975, 17.477600000000002, 0.015799999999999998, SNPY
2008bz, 189.740583, 11.1295, 0.0603, 0.061705666074794226, 54580.72, 54651.52, CSP_SNPY, 37.200617063993775, 0.013364848394612617, 10.467466688012156, 0.002526258061862814,  54579.36657824105, 0.20669993738352146, 0.9254903611170975, 0.009861271010690557,  -0.0023278052330010937, 0.006528647805558699, 18.284444444444443, 0.016333333333333335, SNPY
2007bc, 169.810708, 20.809028, 0.0208, 0.022560118838024914, 54196.65, 54259.53, CSP_SNPY, 34.73878735692071, 0.014571086016578099, 9.927081146965973, 0.000229581880906585,  54200.818723118005, 0.0967842015928593, 0.8731973963674282, 0.007597490334692021,  0.11485731574467509, 0.006822805268518984, 16.244771428571426, 0.018428571428571426, SNPY
2006lu, 138.823458, -25.600083, 0.0534, 0.055620130925735006, 54040.84, 54137.75, CSP_SALT, 37.16415433055789, 0.011474459633523308, 10.312301203111709, 0.0032468771455692633,  54039.181600342075, 6.527065488626249e-05, -0.2076804821813072, 0.026625436988664264,  0.09154391614577453, 0.0033684396349680716, 18.351785714285715, 0.0345, SALT
2007jh, 54.006417, 1.103389, 0.0408, 0.03836771333034954, 54363.86, 54413.8, CSP_SALT, 36.692169293473285, 0.02124461678005103, 10.963091620417575, 0.0010519692878266553,  54364.45252253186, 0.11269370124136913, -1.6066417405830857, 0.05347211321121148,  0.40331948503106024, 0.006169886665111615, 18.47714285714286, 0.02264285714285714, SALT
2006os, 43.754583, 16.009667, 0.0328, 0.031377006641074116, 54063.65, 54133.56, CSP_SALT, 35.95036749022894, 0.012628901131765242, 10.76654740701287, 0.001213976022382484,  54065.44824762262, 0.08897485984562081, -0.6884202363139452, 0.03780466872455368,  0.5117019159942947, 0.0034052281174991586, 17.872333333333334, 0.02859259259259259, SALT
2008O, 104.393583, -45.812306, 0.0389, 0.03982266988336256, 54489.71, 54571.48, CSP_SALT, 36.26298057062227, 0.013546384932022008, 11.476554549097061, 0.12607025065414917,  54490.90932122734, 0.07280426233046455, -2.062757243169963, 0.039893436584077735,  0.43677485255746834, 0.0036811967748271077, 18.377454545454547, 0.03212121212121211, SALT
2006fw, 26.793083, -0.147, 0.0835, 0.08215156304994824, 54001.75, 54039.73, CSP_SALT, 37.82373869564629, 0.02165109465159967, 9.861783859275818, 0.011990873422482031,  54004.66542633904, 0.11560924811419682, -0.6598805472573088, 0.07555962346532302,  0.21544353667728747, 0.005744955249352662, 19.228333333333335, 0.020916666666666667, SALT
