objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, t0, t0_err, x0, x0_err, x1, x1_err, c, c_err, mu, mu_err, hostMass, hostMass_err
2018lph, 250.902241666667, 33.5336, 0.08, 0.0793896692375815, 58198.45509260008, 58600.39560189983, ZTF, 58311.43470186227, 0.07868655206038966, 0.00029829081961643884, 3.21921659202849e-06, -2.1477151480311245, 0.10741437141976862, 0.12279488221597892, 0.010439016808665647, 38.113871114720155, 1.0858617530505623, 10.34149581173226, 0.004396506937327917
2023bhm, 70.72892083333333, 0.618425, 0.015419, 0.015766275577465683, 59823.44444439979, 60268.35903939977, ZTF, 59990.5122885099, 0.04119324414205039, 0.01179707143932928, 4.877756456798033e-05, -1.2871003226251665, 0.05321651664793969, 0.09277156594439027, 0.004962786188627114, 34.342178860687596, 1.0857669994531405, 10.944880130229151, 0.0007042302707270253
2022ihz, 145.70094583333332, -3.6070722222222225, 0.006, 0.006950211129378658, 59509.515625, 59992.292060200125, ZTF, 59706.21779251059, 0.015486517277167877, 0.011911566631578026, 3.727495481661679e-05, -2.7246434421041075, 0.021838723525042347, 0.28604614454088023, 0.002430390790507895, 33.5357898314665, 1.0857414098419569, 0.0, 0.0
2022kbc, 181.1954625, 9.438255555555555, 0.0687, 0.06847857976920224, 59512.53501159977, 60016.350312499795, ZTF, 59716.19610679532, 0.24053566675866023, 0.0004092168560568028, 1.4188678192233867e-05, -2.4602580467926205, 0.3638338627008195, -0.06801496342561644, 0.02500525594633207, 38.29138132375361, 1.0871690353112213, 10.001102966465442, 0.006605906576879489
2022dsu, 211.3781958333333, 15.720977777777778, 0.07, 0.07031167882346856, 59340.295300900005, 59910.55151619995, ZTF, 59646.019480376504, 0.21072152059787186, 0.00032987779289056973, 1.6132385263738007e-05, -2.305345005693447, 0.2122676078104455, 0.20124899671258686, 0.03428059442481218, 37.74667750349569, 1.0862344901145793, 10.258346269556945, 0.0036019101922798984
2022ubt, 289.1199583333333, 41.889291666666665, 0.052, 0.051283207400065756, 59543.16145829996, 60128.43523149984, ZTF, 59843.12439533516, 0.1837678511001286, 0.0005088917130711258, 6.763870744796771e-06, -2.8099331959412535, 0.16952795064389092, 0.21214253119133866, 0.015546217228341647, 37.16633203116258, 1.0860485864687657, 10.387851541544412, 0.0032791740061456085
2023dk, 77.77631949389749, -1.0803024787910513, 0.02844, 0.0280070621136308, 59823.44821760012, 60251.412199100014, ZTF, 59957.25050710843, 0.13282843116758158, 0.0018779694768153352, 2.734654055841759e-05, -0.9530696494325885, 0.12608799271282894, 0.27791712110641137, 0.013618185487030351, 35.83676599955771, 1.0859095764281503, 10.658403563986226, 0.0008657073789887531
2023fot, 185.44816295200465, 10.59142716377714, 0.026467, 0.025881204108457512, 59749.19329860015, 60325.55135420011, ZTF, 60056.4550489203, 0.09559324509973521, 0.0008974493135576377, 9.964557795421238e-06, -2.9991341906870823, 0.14467466794985961, 0.2769061142460977, 0.016528906253543845, 36.328427424086385, 1.0859647645861317, 10.60069767104924, 0.0010828350223605655
2019cdc, 212.204729166667, 35.6142777777778, 0.02777, 0.02673972059344476, 58269.255115699954, 58867.486585599836, ZTF, 58575.13954211312, 0.03673076627092087, 0.0023491472035167965, 1.571864913059966e-05, -2.3560127257779593, 0.03956887602078751, 0.12850322502858688, 0.005849578437512298, 35.82431486331308, 1.0857534520774579, 10.584872344449861, 0.0011367594478676015
2019moq, 6.61545160003238, 38.1232395512729, 0.0596, 0.05901833840111337, 58390.24437499978, 58987.47495369986, ZTF, 58695.32807484151, 0.0004196807312837336, 0.0004498057319806192, 3.728620480876645e-06, -2.6657711784315383, 0.08288095734773648, 0.16985634924543452, 0.007791229792715708, 37.44840262531865, 1.0858109088008112, 10.979192644467481, 0.0047669442378859665
2021uve, 29.13569565786243, 3.8603580474646884, 0.055, 0.05389382890301975, 59128.33295139996, 59636.13064809982, ZTF, 59438.64497685583, 0.17763058899799944, 0.0004092610468576241, 9.221071929762536e-06, -1.1600692349386887, 0.14630221519886155, 0.25609649804109935, 0.01826790828695159, 37.52434081587341, 1.085970520982857, 7.813528673239915, 0.07763466766209964
