# Created by M.D. Woods -- 2024-12-18 10:43:39.545308 -- NUM TARGETS: 304
# Avg. 'c': -0.004389964154605264 +/- 0.034337753815789476
# Avg. 'x0': 0.003279092799342105 +/- 0.00010683052467105264
# Avg. 'x1': -0.11439973888157896 +/- 0.24672374506578948
objname, ra, dec, z, z_cmb, origin, mu, mu_err, x0, x0_err, x1, x1_err, t0, t0_err, c, c_err, hostMass, hostMass_err
2020jdo, 273.931854801, 58.2152610216, 0.07251, 0.07219, ATLAS_NORM, 37.42101, 0.12381, 5.99499e-04, 2.38225e-05, -2.79368e+00, 0.23872, 58982.9531, 0.228, 8.34977e-02, 0.034809, 11.08699861783203, 0.0017713200135546785
2020jee, 175.56125, 20.097519, 0.01982, 0.02093, ATLAS_NORM, 34.75433, 0.14268, 1.33081e-02, 0.000207254, -1.38958e+00, 0.0802445, 58985.7227, 0.0688, -1.06282e-01, 0.0138427, 10.074802222018619, 0.0027624682618008407
2020jge, 273.685434664, 43.4561430773, 0.06281, 0.06244, ATLAS_NORM, 37.36771, 0.11236, 1.27946e-03, 3.62024e-05, 0.29984, 0.18413, 58987.1797, 0.1916, -4.09095e-02, 0.0231322, 9.166614951346455, 0.010926626396171967
2020jhf, 198.722667, 27.008639, 0.01545, 0.01633, ATLAS_NORM, 34.14241, 0.15451, 1.45289e-02, 0.000185295, -8.29431e-01, 0.0461537, 58991.9766, 0.0649, 0.12125, 0.00995536, 9.783074102454828, 0.002059462277715623
2020jjf, 233.784425502, 23.9455693262, 0.06427, 0.06469, ATLAS_NORM, 37.42607, 0.11856, 1.00279e-03, 2.92199e-05, 0.11160, 0.22736, 58988.2500, 0.2134, 2.73985e-02, 0.0250868, 9.815828579922087, 0.005649563995698816
2020jjh, 248.07225, 50.190539, 0.04737, 0.04739, ATLAS_NORM, 36.58234, 0.11031, 1.98899e-03, 2.42913e-05, 0.61538, 0.0991391, 58993.2578, 0.0547, 9.31059e-02, 0.0112212, 10.880364432794659, 0.0010400038336614418
2020jol, 156.838125, 0.422169, 0.02169, 0.02293, ATLAS_NORM, 35.25457, 0.1325, 6.97342e-03, 0.00016223, 1.28720, 0.16959, 58990.8594, 0.1322, 0.11675, 0.0170335, 8.691914099432484, 0.004274261428041078
2020jwl, 274.6636645, 19.18990895, 0.05798, 0.05757, ATLAS_NORM, 36.95565, 0.12023, 1.73947e-03, 6.52934e-05, 9.45924e-02, 0.19751, 58992.2891, 0.1512, -2.21686e-02, 0.0250285, 10.60347758826544, 0.0028194207722927176
2020kbw, 231.493812695, 46.3123614003, 0.07631, 0.07660, ATLAS_NORM, 38.05076, 0.13334, 5.42322e-04, 2.46358e-05, 0.22425, 0.33699, 58996.9531, 0.2943, 4.98242e-02, 0.0392164, 8.360931819824643, 0.035951493125265056
2020kkc, 218.846068622, -13.6540849921, 0.07008, 0.07092, ATLAS_NORM, 37.38295, 0.11781, 9.32821e-04, 3.92124e-05, 4.94167e-02, 0.22756, 58998.6641, 0.1897, 7.03696e-02, 0.0318029, 8.87823637634624, 0.024718661923091658
2020kku, 263.14051208, 15.7358797031, 0.08470, 0.08454, ATLAS_NORM, 37.48216, 0.14059, 5.63805e-04, 2.47284e-05, -2.02908e+00, 0.36112, 58995.8281, 0.3107, 0.12737, 0.0389341, 10.77194966700116, 0.0028812496237636772
2020krw, 225.691288175, 58.5348085875, 0.07572, 0.07595, ATLAS_NORM, 37.74876, 0.13167, 5.29729e-04, 2.05532e-05, -1.47585e+00, 0.29283, 58998.9453, 0.253, 8.17743e-02, 0.0351286, 9.278923240583163, 0.016494713717073305
2020kui, 200.363804707, 48.441108682, 0.09673, 0.09736, ATLAS_NORM, 38.42300, 0.12952, 6.12931e-04, 2.053e-05, 0.38037, 0.30105, 59003.9102, 0.149, -1.34184e-01, 0.0314001, 8.68220519526554, 0.03676228230935158
2020kyx, 243.439625, 22.920661, 0.03192, 0.03215, ATLAS_NORM, 35.39122, 0.11782, 5.99914e-03, 0.000145731, -6.14384e-01, 0.0761448, 59008.6172, 0.075, 2.30481e-02, 0.0144587, 10.779951035384471, 0.0008053591044990442
2020lil, 219.498583, 9.388539, 0.03071, 0.03147, ATLAS_NORM, 35.84005, 0.11829, 3.36773e-03, 6.11968e-05, -1.45531e+00, 0.0887715, 59011.9492, 0.0567, 4.49721e-02, 0.0137898, 9.614046330978578, 0.002777853739202023
2020lsc, 243.515625, 14.282639, 0.03029, 0.03056, ATLAS_NORM, 35.30145, 0.11991, 6.56438e-03, 0.00011061, -2.31036e-01, 0.0676105, 59017.8086, 0.0858, 4.09466e-02, 0.0110244, 12.389625341698197, 0.0016364725552315653
2020may, 185.995625, 48.35525, 0.05336, 0.05406, ATLAS_NORM, 36.75848, 0.11446, 2.57396e-03, 8.50233e-05, 1.81743, 0.24901, 59024.8711, 0.1528, -1.50574e-02, 0.0237752, 10.252105468625496, 0.001650368654198952
2020mbf, 305.886333, 19.7111, 0.04735, 0.04640, ATLAS_NORM, 36.14383, 0.11276, 3.00617e-03, 0.00010927, -3.05342e-01, 0.13061, 59020.0664, 0.1146, 3.90089e-02, 0.0202918, 11.544984935720198, 0.00148300531385098
2020mby, 269.96866088333, 50.490919833333, 0.05387, 0.05357, ATLAS_NORM, 37.02852, 0.11427, 1.84916e-03, 3.29793e-05, -3.00017e-01, 0.15022, 59023.0938, 0.1275, -9.68122e-02, 0.0164941, 10.178063809291245, 0.0017136304046825074
2020mdd, 237.974188375, 34.07338725, 0.04878, 0.04906, ATLAS_NORM, 36.95362, 0.11479, 2.10764e-03, 4.2154e-05, -1.41088e+00, 0.15018, 59016.6523, 0.1395, -1.83104e-01, 0.0186633, 10.041735258282941, 0.0034636396790919946
2020mnv, 250.182625, 40.414481, 0.02589, 0.02591, ATLAS_NORM, 35.18898, 0.12911, 7.37714e-03, 0.000204897, -4.45795e-01, 0.0658854, 59028.2852, 0.0906, 2.37749e-02, 0.0192683, 9.79951891187255, 0.0023515622716593063
2020mnw, 224.087811528, 9.33607126839, 0.08078, 0.08148, ATLAS_NORM, 37.92442, 0.13251, 7.74415e-04, 2.67124e-05, 7.93640e-02, 0.35949, 59020.2930, 0.3102, -5.73683e-02, 0.0310691, 10.818869940788804, 0.0020532819825030244
2020ndv, 347.408741833, 12.8300018913, 0.03742, 0.03614, ATLAS_NORM, 36.10574, 0.1151, 4.77270e-03, 9.8955e-05, 0.62495, 0.0950654, 59034.2930, 0.0932, -8.69422e-02, 0.0129484, 9.88154088792619, 0.0033695732972041535
2020nef, 229.99642286, 20.7131538, 0.04095, 0.04146, ATLAS_NORM, 36.48975, 0.11494, 3.58202e-03, 9.93058e-05, -3.00626e-01, 0.15233, 59029.0156, 0.1248, -1.65117e-01, 0.0196136, 10.675924392768149, 0.0010973574145933993
2020nin, 276.527708, 30.222531, 0.06157, 0.06113, ATLAS_NORM, 37.48647, 0.11798, 9.23387e-04, 3.29934e-05, -4.22588e-01, 0.23264, 59033.6992, 0.1801, 9.32840e-03, 0.0255698, 9.58777175584347, 0.007970580756578591
2020npb, 269.992583, 44.862669, 0.03846, 0.03816, ATLAS_NORM, 36.15545, 0.11549, 3.19094e-03, 0.000100238, 0.72432, 0.10572, 59041.6797, 0.1086, 6.61533e-02, 0.0221752, 11.289253591294155, 0.0012168426685197579
2020nxk, 231.329349176, 21.3541050658, 0.08462, 0.08511, ATLAS_NORM, 37.73948, 0.12371, 8.03194e-04, 3.04142e-05, 0.82746, 0.27317, 59041.8555, 0.2292, 3.88976e-02, 0.0322468, 9.107130917971489, 0.019819234205423492
2020obe, 24.191333, -11.73425, 0.04350, 0.04252, ATLAS_NORM, 36.35738, 0.11481, 2.81986e-03, 6.12197e-05, 0.65821, 0.11412, 59047.4297, 0.1237, 3.67329e-02, 0.0177723, 10.194519103166892, 0.002289075736242052
2020ocv, 266.653851576, 20.5047249554, 0.06294, 0.06270, ATLAS_NORM, 37.33451, 0.12406, 1.00116e-03, 3.20428e-05, 0.51401, 0.25504, 59048.6328, 0.2322, 8.49588e-02, 0.0269695, 9.820630342432525, 0.006571143002036487
2020oms, 324.545762383, 6.74103520404, 0.06504, 0.06383, ATLAS_NORM, 37.31964, 0.11497, 1.46516e-03, 3.21272e-05, 0.86751, 0.18753, 59049.8008, 0.2204, -4.76573e-02, 0.0193275, 11.303034221193478, 0.005401603135706045
2020pst, 18.300167, 2.283839, 0.04603, 0.04492, ATLAS_NORM, 36.48067, 0.112, 2.88441e-03, 6.2337e-05, -2.88105e-01, 0.1196, 59064.4297, 0.1042, -7.13306e-02, 0.0165687, 9.477268362723464, 0.001853808637903872
2020qic, 3.773333, 43.343289, 0.04850, 0.04749, ATLAS_NORM, 36.41976, 0.10972, 3.26771e-03, 5.8721e-05, 0.51223, 0.093155, 59071.0312, 0.0805, -5.60213e-02, 0.0111957, 8.757780779121612, 0.014081647923917875
2020qqn, 356.320996628, 21.3588386509, 0.02635, 0.02514, ATLAS_NORM, 35.37149, 0.12446, 5.21872e-03, 0.000141472, 0.62867, 0.0863219, 59078.6055, 0.092, 0.15616, 0.0116131, 10.047974585897492, 0.0036222056616128095
2020sjo, 66.591458, -10.098811, 0.03127, 0.03105, ATLAS_NORM, 35.54630, 0.11833, 5.53974e-03, 9.37564e-05, -4.14341e-01, 0.0695907, 59107.5234, 0.0712, 7.83779e-03, 0.0113808, 12.63086290407451, 0.0013257803656906177
2020skp, 20.6945575895, 10.0313499223, 0.05819, 0.05709, ATLAS_NORM, 37.11914, 0.11321, 1.28625e-03, 3.08427e-05, 0.28964, 0.18631, 59106.0664, 0.1431, 5.10900e-02, 0.0189606, 9.721217268862564, 0.005481130795527546
2020sme, 41.08675, 14.9213, 0.04563, 0.04484, ATLAS_NORM, 36.20521, 0.1124, 3.10601e-03, 7.03988e-05, 1.42798, 0.12517, 59112.2383, 0.2346, 9.67938e-02, 0.0140921, 10.09380462630142, 0.004747320795319985
2020svo, 40.6334713728, -0.963140241395, 0.03875, 0.03798, ATLAS_NORM, 36.30526, 0.11427, 3.37864e-03, 5.3214e-05, 0.51037, 0.10706, 59113.3906, 0.1042, -2.62958e-02, 0.013473, 8.599423313120365, 0.01076921952485883
2020szr, 347.387917, 15.659269, 0.02528, 0.02403, ATLAS_NORM, 35.32625, 0.12648, 5.73272e-03, 0.000179521, 0.34300, 0.0761184, 59117.6953, 0.0738, 0.11892, 0.012714, 7.910353392298104, 0.038028903687888034
2020tap, 341.055804123, -18.1782786968, 0.05375, 0.05258, ATLAS_NORM, 36.81817, 0.11748, 1.62141e-03, 3.76978e-05, -2.29359e+00, 0.19373, 59111.5703, 0.1713, -7.11572e-02, 0.0221588, 10.623272932819532, 0.0021758232391424054
2020tce, 45.470542, 16.992881, 0.06234, 0.06163, ATLAS_NORM, 37.34907, 0.12433, 2.09144e-03, 9.82966e-05, 0.65477, 0.30095, 59116.6875, 0.2615, -2.17785e-01, 0.0341025, 10.15307154236525, 0.005217177454290537
2020tel, 255.858042, 35.999669, 0.06763, 0.06758, ATLAS_NORM, 36.98473, 0.11741, 1.00040e-03, 4.07107e-05, -1.43413e+00, 0.23724, 59115.3711, 0.198, 0.11216, 0.032063, 10.45964536780853, 0.0035545806556452728
2020tfc, 334.253350124, 30.6558521669, 0.03943, 0.03828, ATLAS_NORM, 35.97349, 0.11599, 3.03064e-03, 5.76388e-05, -1.73683e+00, 0.12371, 59114.2148, 0.1356, 2.23726e-02, 0.0148068, 10.373346185557235, 0.001522380100653448
2020tgi, 34.3812397207, 10.5473210558, 0.08411, 0.08318, ATLAS_NORM, 37.99532, 0.13064, 6.80911e-04, 2.32471e-05, -8.23919e-01, 0.36146, 59113.2852, 0.2162, -8.04923e-02, 0.031701, 9.627856824325763, 0.020512447645424408
2020til, 341.789253327, -5.59142745857, 0.07297, 0.07168, ATLAS_NORM, 37.52581, 0.11832, 9.50022e-04, 3.42182e-05, 1.11897, 0.24651, 59118.5078, 0.1749, 6.67893e-02, 0.0283715, 10.617650438787097, 0.0018965958291045568
2020tjo, 355.582327347, -14.7029229275, 0.08535, 0.08412, ATLAS_NORM, 38.33456, 0.13206, 6.57414e-04, 2.92174e-05, 0.64212, 0.34088, 59119.8164, 0.2172, -1.15169e-01, 0.0367051, 10.241838071266418, 0.007126483328666718
2020tkp, 359.544048488, 22.7701245689, 0.03479, 0.03359, ATLAS_NORM, 35.94330, 0.11626, 2.33862e-03, 4.91248e-05, 0.85966, 0.11663, 59123.1367, 0.0892, 0.28302, 0.0128451, 9.420632826871936, 0.0023230730858501835
2020tnw, 316.257473949, 8.27390283353, 0.06803, 0.06690, ATLAS_NORM, 37.29444, 0.11419, 1.33885e-03, 3.32899e-05, 0.51545, 0.18946, 59120.6445, 0.1492, -1.99773e-02, 0.0186244, 8.938012734294041, 0.01169544031545482
2020tpf, 81.2790377, -21.246447575, 0.02887, 0.02899, ATLAS_NORM, 35.53675, 0.12199, 7.89945e-03, 0.00021175, 1.87626, 0.13277, 59123.0312, 0.1015, -1.02248e-02, 0.0185177, 9.493454651615162, 0.0014234407820697258
2020tqn, 47.24175, 15.173261, 0.07909, 0.07840, ATLAS_NORM, 37.27700, 0.1194, 1.28622e-03, 6.33787e-05, 1.00231, 0.28609, 59122.9805, 0.1647, 2.98674e-02, 0.0280455, 10.096863767424432, 0.015825710984571112
2020ucf, 90.533875, 46.508561, 0.05680, 0.05688, ATLAS_NORM, 37.13335, 0.11489, 1.62280e-03, 7.52037e-05, 0.71789, 0.25208, 59128.8359, 0.1602, -2.71165e-02, 0.025822, 9.388455874824922, 0.00901857024961191
2020uec, 317.452208, 15.148581, 0.02791, 0.02682, ATLAS_NORM, 35.46985, 0.12254, 8.21598e-03, 0.00014477, 0.60958, 0.0759242, 59131.3359, 0.0725, -7.01915e-02, 0.0105046, 9.895132108401071, 0.0027646011143817486
2020uek, 13.4788046341, -31.0935546341, 0.03194, 0.03104, ATLAS_NORM, 35.53881, 0.12049, 4.42614e-03, 0.000179464, -1.71638e+00, 0.14125, 59124.9492, 0.1024, 3.24306e-02, 0.0288667, 10.951777516545153, 0.0723840548739845
2020ulf, 240.420417, 21.354869, 0.03208, 0.03238, ATLAS_NORM, 35.48168, 0.131, 3.85656e-03, 0.00015962, -2.98730e+00, 0.34686, 59130.3945, 0.0687, 4.17778e-02, 0.0323502, 11.174806214234405, 0.0006086156984247286
2020ust, 24.74227655, 48.88053775, 0.07568, 0.07487, ATLAS_NORM, 37.58416, 0.15607, 7.84648e-04, 4.15911e-05, 0.46982, 0.60839, 59134.4453, 0.4569, 8.82318e-02, 0.0415808, 9.662229984627897, 0.011633111137429543
2020uvf, 18.5113548219, 14.3811226831, 0.05951, 0.05839, ATLAS_NORM, 37.27293, 0.11949, 1.45258e-03, 3.9854e-05, 0.59404, 0.28701, 59136.5703, 0.2209, -4.12258e-02, 0.022184, 9.7314856446687, 0.006294593755860189
2020uvg, 16.5956133839, -20.6132090124, 0.05570, 0.05469, ATLAS_NORM, 37.00052, 0.11433, 1.81352e-03, 3.33758e-05, -1.20524e-01, 0.18661, 59136.0508, 0.1931, -6.82772e-02, 0.0180239, 9.790619610930944, 0.007431320371668741
2020uwo, 356.294167, -25.822369, 0.05304, 0.05195, ATLAS_NORM, 36.94499, 0.12828, 1.55242e-03, 5.37239e-05, -1.94721e+00, 0.32263, 59133.4062, 0.2439, -8.25796e-02, 0.0320882, 10.654291229260618, 0.002227881234482885
2020uyg, 93.829667, -29.319261, 0.04809, 0.04848, ATLAS_NORM, 36.69039, 0.13179, 1.13270e-03, 7.90738e-05, -1.61697e+00, 0.35305, 59134.3828, 0.3257, 0.16296, 0.0583008, 10.72492912359085, 0.0027415856229314737
2020uzw, 27.1205251158, 12.8961439663, 0.07438, 0.07334, ATLAS_NORM, 37.34264, 0.12458, 8.29719e-04, 2.48524e-05, 1.48969, 0.37627, 59138.8125, 0.0272, 0.21290, 0.0247644, 10.13245603643454, 0.004876041289628413
2020vas, 343.298538328, 11.1135379329, 0.07146, 0.07015, ATLAS_NORM, 37.55107, 0.12958, 8.04485e-04, 2.69031e-05, -8.33885e-02, 0.35148, 59139.3516, 0.2954, 6.02862e-02, 0.0282607, 9.259692430783034, 0.016311892899228887
2020vbv, 344.184167, 4.48365, 0.05612, 0.05482, ATLAS_NORM, 36.97200, 0.12645, 1.23923e-03, 4.87161e-05, -9.86523e-01, 0.27244, 59139.3008, 0.2435, 5.28654e-02, 0.0335384, 10.972863989400334, 0.001597990348490512
2020vdz, 129.316875, -5.923789, 0.04086, 0.04187, ATLAS_NORM, 36.21310, 0.11463, 3.52929e-03, 6.20837e-05, 0.76297, 0.13712, 59145.2891, 0.0823, 4.58323e-03, 0.0151266, 10.732246349933575, 0.0017801507581741626
2020ver, 313.579416, 9.1580717, 0.09137, 0.09025, ATLAS_NORM, 38.21991, 0.14216, 6.01346e-04, 2.47149e-05, 1.22128, 0.42037, 59142.8047, 0.277, -2.93203e-03, 0.0379958, 10.388122804577229, 0.0036810078569423886
2020vwv, 103.835583, -36.3797, 0.03186, 0.03240, ATLAS_NORM, 35.50612, 0.12706, 6.55729e-03, 0.000269377, 0.75662, 0.13695, 59148.1250, 0.119, 1.73424e-02, 0.0261692, 9.417617850684408, 0.053864381552190865
2020wap, 13.465514874, -18.3108860523, 0.10108, 0.09997, ATLAS_NORM, 38.47853, 0.14268, 6.01812e-04, 2.60683e-05, 0.26401, 0.37513, 59142.8477, 0.3813, -1.54132e-01, 0.0429031, 9.261219785778945, 0.02016542514373292
2020wcj, 43.209625, -1.231031, 0.02385, 0.02314, ATLAS_NORM, 34.88440, 0.13036, 8.36891e-03, 0.000170536, -1.34574e+00, 0.0875803, 59148.3867, 0.0771, 3.85019e-02, 0.0154482, 11.047177784114325, 0.0009623994906294323
2020wgr, 125.915583, -0.168331, 0.03496, 0.03591, ATLAS_NORM, 36.05142, 0.11728, 3.13982e-03, 5.88081e-05, -4.38519e-02, 0.1133, 59148.3281, 0.0953, 7.05201e-02, 0.0145808, 6.6258859532302, 0.15261398041613158
2020wio, 60.0061374897, -24.6002298081, 0.06410, 0.06380, ATLAS_NORM, 37.33079, 0.12328, 1.16240e-03, 2.99703e-05, 5.74666e-04, 0.21803, 59147.6094, 0.1917, -3.47632e-03, 0.0285081, 10.268484982903704, 0.004524554221018954
2020wlw, 14.378449075, 35.73957575, 0.06628, 0.06524, ATLAS_NORM, 38.08446, 0.16965, 4.39165e-04, 2.21175e-05, -1.84685e+00, 0.63796, 59142.8672, 0.4343, 1.11399e-02, 0.0455767, 8.704187877502445, 0.04504647587341411
2020xps, 44.3917224393, 13.4754265526, 0.07158, 0.07083, ATLAS_NORM, 37.57718, 0.13998, 1.15457e-03, 5.43233e-05, 0.39991, 0.32232, 59155.0078, 0.2383, -7.27784e-02, 0.036679, 10.197832041000055, 0.007254889223574992
2020xqr, 67.7126808765, 9.06851422204, 0.06129, 0.06104, ATLAS_NORM, 37.00270, 0.15294, 7.78765e-04, 5.59599e-05, 5.39947e-02, 0.40527, 59152.3047, 0.2923, 0.29026, 0.047083, 9.78351182150262, 0.007035863215266689
2020xyh, 22.7017241559, 34.8020302987, 0.10151, 0.10051, ATLAS_NORM, 38.16822, 0.13347, 6.15461e-04, 3.18672e-05, -6.91073e-01, 0.32516, 59151.7695, 0.271, -9.73147e-02, 0.0430631, 9.156057206332662, 0.02177215409630488
2020yef, 37.892947033333, -14.151611533333, 0.05484, 0.05407, ATLAS_NORM, 37.25082, 0.12625, 6.72003e-04, 3.53991e-05, -1.23083e+00, 0.24313, 59154.6523, 0.2024, 0.18651, 0.0398832, 9.859818279762523, 0.003479258834436257
2020yjf, 145.648417, -3.490181, 0.03818, 0.03937, ATLAS_NORM, 36.24675, 0.1164, 5.52906e-03, 0.000119085, 1.12124, 0.13959, 59165.3789, 0.1033, -1.74456e-01, 0.0174568, 8.93151858843961, 0.01974513372554239
2020ymv, 37.6734993241, -14.5691276239, 0.06776, 0.06698, ATLAS_NORM, 37.52233, 0.11628, 1.48113e-03, 3.88804e-05, 0.91220, 0.19882, 59164.5703, 0.2189, -1.26964e-01, 0.0228434, 8.912192997211614, 0.012728530177845756
2020ysl, 121.425333, -9.814519, 0.03642, 0.03731, ATLAS_NORM, 36.03699, 0.13393, 3.56628e-03, 0.000299434, -1.70873e+00, 0.21274, 59162.3789, 0.2763, -6.76493e-02, 0.0610955, 11.017755362920088, 0.0012787476569232632
2020yvg, 307.72892601429, 19.337994085714, 0.09117, 0.09015, ATLAS_NORM, 38.06020, 0.14483, 8.79910e-04, 3.92439e-05, 1.44297, 0.51556, 59169.2500, 0.4219, -8.74729e-02, 0.0388247, 10.503229894051486, 0.00292948487944138
2020yvu, 345.249458, 40.9106, 0.01776, 0.01672, ATLAS_NORM, 34.42462, 0.14902, 2.20463e-02, 0.000474081, 0.79994, 0.0744268, 59174.2773, 0.123, -6.98768e-02, 0.0110383, 9.356840830488075, 0.0024708962171997883
2020ywf, 348.440437266, 14.918973126, 0.08164, 0.08032, ATLAS_NORM, 37.76660, 0.13451, 7.32714e-04, 3.43184e-05, -1.95876e-01, 0.36853, 59167.8242, 0.3051, 1.06600e-02, 0.0396613, 9.436163552305695, 0.016802318119738216
2020yxd, 32.3069805428, 33.0439144031, 0.04708, 0.04623, ATLAS_NORM, 36.33785, 0.11489, 2.10132e-03, 6.35708e-05, -1.16477e+00, 0.15323, 59169.9180, 0.1174, 6.63007e-02, 0.0218495, 10.742588940444335, 0.0015458305610280222
2020yzs, 19.0088450587, -10.8644572025, 0.06721, 0.06614, ATLAS_NORM, 37.11382, 0.15174, 8.95188e-04, 2.98633e-05, -1.80259e+00, 0.29192, 59166.9414, 0.1074, 8.88079e-02, 0.0422754, 10.364028519628548, 0.00349837962301383
2020yzv, 50.3620393492, 3.60652430232, 0.06413, 0.06351, ATLAS_NORM, 37.22861, 0.13849, 1.15610e-03, 5.53863e-05, 0.43504, 0.29164, 59168.9414, 0.3077, 6.14578e-02, 0.0416485, 9.6377391405185, 0.012179379985483327
2020zem, 20.2178481372, 4.79557585589, 0.03402, 0.03294, ATLAS_NORM, 35.81270, 0.12587, 4.43378e-03, 0.000192193, -1.38323e+00, 0.14192, 59175.8125, 0.1593, -5.44798e-02, 0.0339637, 11.072939875364016, 0.0008981206526183183
2020zfj, 14.974202057143, -17.264065714286, 0.09301, 0.09192, ATLAS_NORM, 38.02040, 0.14039, 7.59724e-04, 3.18454e-05, 0.19150, 0.32792, 59172.7383, 0.2713, -7.99006e-02, 0.036925, 9.868989639006747, 0.007929613015952953
2020zgh, 18.9726354634, 0.0160018244229, 0.04749, 0.04639, ATLAS_NORM, 36.41576, 0.1187, 2.27115e-03, 6.54682e-05, 0.26639, 0.18987, 59174.8867, 0.1657, 8.26331e-02, 0.0236128, 9.376946784911818, 0.007722329095806436
2020zhh, 66.5826784703, -10.0991275863, 0.03127, 0.03105, ATLAS_NORM, 35.48947, 0.11884, 5.87300e-03, 0.000103265, -2.99379e-02, 0.0865455, 59178.1875, 0.0685, 2.63272e-02, 0.0119661, 12.63086290407451, 0.0013257803656906177
2020zjn, 77.036557922222, 10.383789366667, 0.03897, 0.03893, ATLAS_NORM, 36.13716, 0.11618, 5.05124e-03, 0.000229069, 1.13692, 0.15051, 59179.0039, 0.1174, -9.44213e-02, 0.0195828, 9.381060833168704, 0.006168983175058439
2020zpf, 348.168683303, -11.93390154, 0.09751, 0.09623, ATLAS_NORM, 38.67090, 0.18722, 5.85831e-04, 3.71954e-05, -3.84637e-01, 0.50374, 59174.7148, 0.5199, -2.51761e-01, 0.0663693, 9.249176913288888, 0.018349451031798126
2020zpi, 40.085208, -1.446861, 0.03706, 0.03628, ATLAS_NORM, 36.28851, 0.11848, 2.54313e-03, 5.841e-05, 0.57415, 0.14264, 59181.9336, 0.1235, 0.10114, 0.0186093, 10.019574847828743, 0.0016331784231748707
2021aalx, 9.28480052389, 25.6937469923, 0.03225, 0.03112, ATLAS_NORM, 35.52334, 0.12471, 3.46438e-03, 0.000140248, -2.60231e+00, 0.14198, 59502.1016, 0.2226, 9.13142e-02, 0.029519, 10.59429604703189, 0.0014470529127823745
2021abht, 115.752875, 31.386389, 0.03513, 0.03572, ATLAS_NORM, 35.99713, 0.11946, 4.03445e-03, 0.000239128, 0.14441, 0.17392, 59507.2852, 0.1285, -2.25650e-03, 0.0409412, 9.654038093665449, 0.003722555350672974
2021abpg, 274.174042, 15.29745, 0.04611, 0.04572, ATLAS_NORM, 36.53337, 0.12, 2.27081e-03, 0.000100885, -3.26648e-01, 0.34526, 59514.9258, 0.2166, 5.46441e-03, 0.0303182, 10.009705633730267, 0.0024346836793219554
2021absz, 280.732852, 25.269271699999997, 0.05177, 0.05125, ATLAS_NORM, 37.03833, 0.14836, 9.60831e-04, 7.6125e-05, -1.47202e+00, 0.58417, 59512.2461, 0.4584, 0.10636, 0.0623157, 10.675998066477803, 0.006602821751277619
2021abzi, 127.21563621, 12.53838219, 0.06716, 0.06809, ATLAS_NORM, 37.30662, 0.12853, 1.06254e-03, 5.06563e-05, -1.22546e-01, 0.38417, 59518.1680, 0.3195, 3.61832e-02, 0.0367917, 10.062240937659169, 0.004143475711551588
2021adu, 92.225167, -39.693589, 0.05342, 0.05377, ATLAS_NORM, 37.29201, 0.17979, 2.27984e-03, 0.000134041, 1.03557, 0.35449, 59235.8633, 0.2057, -2.10926e-01, 0.0677857, 11.541858334793234, 0.14936025776624784
2021aip, 159.341910357, -7.36679945049, 0.03016, 0.03142, ATLAS_NORM, 35.57817, 0.12959, 5.85284e-03, 0.000194158, -1.46186e+00, 0.14006, 59243.0625, 0.1552, -8.42982e-02, 0.0241852, 9.592455925838522, 0.004368758360497501
2021akx, 208.228023333, -28.5677566667, 0.04946, 0.05040, ATLAS_NORM, 36.73425, 0.12314, 2.31060e-03, 0.000177278, 1.65758e-02, 0.32285, 59242.3125, 0.2415, -5.95413e-02, 0.0530452, 10.856446936475061, 0.0017352180392939192
2021ash, 199.9281972, -4.52919029008, 0.03600, 0.03709, ATLAS_NORM, 36.00928, 0.11914, 5.10566e-03, 0.000166593, 0.23109, 0.14825, 59246.1133, 0.1698, -9.96047e-02, 0.0223547, 9.188063205218885, 0.006836327430988148
2021aut, 201.814170585, -26.7761117205, 0.04474, 0.04577, ATLAS_NORM, 36.43653, 0.11531, 3.44603e-03, 0.00012004, 0.27263, 0.18296, 59244.8555, 0.2016, -9.74926e-02, 0.0239482, 9.444613703669296, 0.006535147600650657
2021bbz, 176.348333, 20.324461, 0.02331, 0.02443, ATLAS_NORM, 34.63978, 0.12698, 1.15027e-02, 0.000161062, -1.14668e+00, 0.0965636, 59252.5586, 0.181, 1.09896e-02, 0.0132886, 10.640964258679595, 0.0004362819516005132
2021biz, 184.1448112, 33.5265313, 0.02182, 0.02274, ATLAS_NORM, 34.86258, 0.133, 1.11935e-02, 0.000106162, -1.99431e-01, 0.063743, 59257.8945, 0.0658, -1.09036e-02, 0.0101317, 10.867708684386692, 0.0005045396971492051
2021bjy, 132.389292, 50.867689, 0.02729, 0.02782, ATLAS_NORM, 35.72241, 0.13267, 7.05328e-03, 0.000159044, 5.21739e-02, 0.14771, 59249.9805, 0.1617, -1.33765e-01, 0.0267548, 10.56349848670186, 0.0011741385093060098
2021bkw, 215.306725926, 20.7149971176, 0.01819, 0.01893, ATLAS_NORM, 34.55241, 0.14502, 1.14896e-02, 0.000206513, -1.25355e+00, 0.0879033, 59251.6328, 0.1531, 3.89264e-02, 0.0174882, 9.2149320276487, 0.0021022704682386677
2021ble, 174.764958, -9.410319, 0.05053, 0.05182, ATLAS_NORM, 36.82499, 0.12236, 2.85850e-03, 4.60007e-05, 1.47068, 0.19217, 59258.0391, 0.1842, -1.02747e-01, 0.0212817, 9.751297362787097, 0.005948728684142442
