# Created by M.D. Woods -- 2024-12-18 10:43:39.545308 -- NUM TARGETS: 304
# Avg. 'c': -0.004389964154605264 +/- 0.034337753815789476
# Avg. 'x0': 0.003279092799342105 +/- 0.00010683052467105264
# Avg. 'x1': -0.11439973888157896 +/- 0.24672374506578948
objname, ra, dec, z, z_cmb, origin, mu, mu_err, x0, x0_err, x1, x1_err, t0, t0_err, c, c_err, hostMass, hostMass_err
2021blp, 142.973665807, 35.5517484652, 0.02689, 0.02773, ATLAS_NORM, 35.50871, 0.13199, 3.65589e-03, 7.55453e-05, -1.99728e+00, 0.12951, 59255.5430, 0.1061, 0.10768, 0.0274124, 10.595093828659218, 0.0007339298069710508
2021bmi, 184.172583098, 41.0783625577, 0.08504, 0.08590, ATLAS_NORM, 37.89281, 0.14596, 6.49965e-04, 2.04689e-05, 0.89259, 0.37085, 59253.0000, 0.4722, 7.16135e-02, 0.036885, 8.601892441757736, 0.030672146345199564
2021bpn, 134.873253828, -2.92710142313, 0.05986, 0.06096, ATLAS_NORM, 37.10605, 0.11876, 1.55074e-03, 3.06983e-05, 1.15222, 0.22928, 59261.6719, 0.1962, 2.58195e-02, 0.0215756, 9.381894362602745, 0.007864090769337171
2021bta, 210.6848938, 25.557550477778, 0.06108, 0.06187, ATLAS_NORM, 36.97781, 0.13282, 1.34083e-03, 2.61918e-05, 0.43095, 0.1984, 59261.8086, 0.1437, 9.54861e-02, 0.0293317, 10.400531511536494, 0.002084089992411706
2021btm, 236.63325, 22.537439, 0.04171, 0.04208, ATLAS_NORM, 36.59620, 0.12337, 3.26802e-03, 5.80284e-05, 0.16903, 0.15247, 59263.7344, 0.171, -1.42067e-01, 0.0215699, 8.7459896466567, 0.015543228416509697
2021cbx, 109.803167, 56.532089, 0.08059, 0.08084, ATLAS_NORM, 37.63571, 0.16248, 7.54178e-04, 2.74233e-05, 0.77289, 0.3327, 59264.9648, 0.1751, 0.10153, 0.0460637, 9.309653141969974, 0.0152364666207426
2021cjf, 37.9653006875, 2.0502541375, 0.04021, 0.03939, ATLAS_NORM, 35.99470, 0.13655, 2.78551e-03, 9.63413e-05, -1.25877e+00, 0.42064, 59266.0703, 0.3811, 7.53147e-02, 0.0323215, 10.428206119928372, 0.0014292341751752978
2021cjx, 148.004828925, 21.174140475, 0.11192, 0.11306, ATLAS_NORM, 38.22477, 0.19837, 5.24859e-04, 2.45692e-05, -6.12984e-01, 0.44151, 59264.8906, 0.4029, -4.87005e-02, 0.0634012, 9.168252929130142, 0.01864607289000396
2021ckc, 178.648712033, 25.3834358597, 0.05309, 0.05417, ATLAS_NORM, 36.71257, 0.11444, 2.06773e-03, 6.28075e-05, 1.20468, 0.18643, 59270.6328, 0.1434, 5.95959e-02, 0.0232306, 10.167051803748354, 0.0031069498153441593
2021dch, 196.349005565, 29.5096292514, 0.02014, 0.02103, ATLAS_NORM, 35.34842, 0.14372, 6.89471e-03, 0.000171568, -1.38886e+00, 0.0941432, 59273.7344, 0.1254, -6.05338e-02, 0.0202116, 9.482781298532567, 0.002068928520643491
2021ddh, 129.871319813, -1.40805856756, 0.04948, 0.05050, ATLAS_NORM, 36.82697, 0.1203, 1.83291e-03, 6.45094e-05, -1.42019e+00, 0.22298, 59272.6484, 0.2162, -7.75357e-02, 0.0286153, 10.101540517166807, 0.0036293450484874558
2021dev, 162.600624426, 0.926926147397, 0.05419, 0.05548, ATLAS_NORM, 37.10418, 0.11499, 1.42753e-03, 4.81692e-05, 4.41162e-02, 0.21932, 59275.1055, 0.2046, 2.49299e-04, 0.0258088, 9.373707286436067, 0.006905142256122192
2021dgm, 237.571417195, 8.35937396113, 0.05939, 0.05981, ATLAS_NORM, 37.14721, 0.11581, 1.48798e-03, 6.50176e-05, 0.31287, 0.23281, 59277.6680, 0.2084, -1.86317e-02, 0.0320572, 9.42144758036654, 0.006652368619214267
2021die, 200.510971615, 54.6909195545, 0.07926, 0.07978, ATLAS_NORM, 37.73904, 0.17757, 5.82336e-04, 3.90447e-05, -1.73084e+00, 0.41745, 59274.8633, 0.3267, 3.23628e-02, 0.0640922, 10.579280039578592, 0.004724378106191366
2021dit, 217.841692922, 55.7632480683, 0.04154, 0.04187, ATLAS_NORM, 36.37242, 0.12138, 1.85617e-03, 7.74152e-05, -1.28486e+00, 0.18137, 59277.2344, 0.1504, 9.79024e-02, 0.0326718, 9.38619369318557, 0.005842559923093252
2021div, 254.0824111, 39.2758209, 0.06207, 0.06203, ATLAS_NORM, 37.38747, 0.12939, 1.11747e-03, 5.90735e-05, -1.12053e+00, 0.30279, 59276.3242, 0.2492, -7.00196e-02, 0.0426423, 11.247495332884252, 0.0010576312042011081
2021dlb, 223.279024907, 3.53730799047, 0.03335, 0.03406, ATLAS_NORM, 35.73573, 0.11713, 5.69859e-03, 0.000173887, 0.52369, 0.13066, 59279.3086, 0.1008, -2.48177e-02, 0.0198093, 10.187293942975012, 0.001361406031659596
2021dnl, 221.762447925, 0.475774107599, 0.05582, 0.05659, ATLAS_NORM, 37.08474, 0.11451, 3.02708e-03, 0.000111774, 0.89783, 0.21429, 59277.7266, 0.1656, -2.56769e-01, 0.0259098, 10.524952122365187, 0.002440996625307504
2021dnm, 189.350889393, 23.0935396452, 0.04607, 0.04711, ATLAS_NORM, 36.60832, 0.1149, 1.97248e-03, 6.34293e-05, 1.00503, 0.17515, 59280.4688, 0.1384, 0.10794, 0.0233541, 9.391556421960024, 0.004597774025764484
2021dov, 134.077958, -0.442139, 0.01270, 0.01374, ATLAS_NORM, 33.81331, 0.16539, 2.81519e-02, 0.000512357, 0.87775, 0.0786123, 59283.9844, 0.083, 6.62125e-02, 0.0116816, 9.57968164477612, 0.0008695850899772443
2021dsi, 179.879383317, -1.14649908803, 0.07658, 0.07788, ATLAS_NORM, 37.85319, 0.24011, 6.16802e-04, 0.000208255, -1.76142e+00, 0.6132, 59273.8164, 0.1291, -3.66128e-02, 0.24757, 9.874381831223891, 0.004332633100422561
2021fco, 159.973958, 21.844489, 0.05539, 0.05652, ATLAS_NORM, 36.98954, 0.11559, 2.15069e-03, 5.82401e-05, 1.29770, 0.24301, 59295.9258, 0.2346, -5.71741e-02, 0.0218016, 10.784857713082532, 0.0012612913501599684
2021feg, 221.988858416, -22.1886776662, 0.06001, 0.06077, ATLAS_NORM, 37.08138, 0.12756, 1.61251e-03, 8.48051e-05, 0.67081, 0.2882, 59294.7031, 0.177, -7.24694e-03, 0.042996, 9.62692059672023, 0.011912406864917588
2021ftu, 184.318165641, -13.5130127608, 0.08239, 0.08367, ATLAS_NORM, 37.82207, 0.12609, 7.35141e-04, 2.65198e-05, 2.73798, 0.33427, 59302.5977, 0.309, 0.14844, 0.0289322, 9.823043825052903, 0.012462264320572293
2021fwy, 196.672414083, 9.33175093174, 0.07283, 0.07395, ATLAS_NORM, 37.59897, 0.1198, 9.87624e-04, 2.5774e-05, 1.12338, 0.23866, 59304.1992, 0.1216, 2.30784e-02, 0.0242748, 9.802367647509211, 0.005667067132619178
2021gad, 231.5165918, 36.3231198, 0.06674, 0.06711, ATLAS_NORM, 38.04139, 0.15336, 8.43912e-04, 3.2768e-05, -1.85572e+00, 0.3275, 59295.9141, 0.137, -2.43245e-01, 0.043367, 10.601836021852664, 0.0016129713830366872
2021gba, 219.266229354, -8.07640515567, 0.10475, 0.10561, ATLAS_NORM, 38.31055, 0.16597, 5.28766e-04, 4.87025e-05, 1.38065, 0.66645, 59299.6484, 0.5576, 2.44578e-02, 0.065111, 9.319998006469667, 0.013966146523500367
2021gdm, 237.387721, 4.6709825, 0.11135, 0.11181, ATLAS_NORM, 38.50538, 0.20882, 6.77939e-04, 0.000118957, -6.56657e-01, 0.80289, 59299.5391, 0.569, -2.63964e-01, 0.13102, 9.477110219072564, 0.030151285448291074
2021ghc, 149.137458, 0.752289, 0.04617, 0.04739, ATLAS_NORM, 36.60135, 0.11383, 2.67803e-03, 4.60351e-05, 0.36011, 0.13104, 59307.1484, 0.2321, -5.11906e-02, 0.0162841, 9.423953484338393, 0.004519309866348516
2021gyh, 195.966109934, -3.4517535775, 0.08598, 0.08717, ATLAS_NORM, 38.15707, 0.17828, 5.93036e-04, 3.34748e-05, -1.14753e+00, 0.58867, 59304.2227, 0.4723, -1.02642e-01, 0.0591813, 11.340758424091076, 0.001878344432425966
2021hjc, 141.388792, -24.764981, 0.05373, 0.05485, ATLAS_NORM, 37.11111, 0.13398, 1.97643e-03, 4.61675e-05, 0.48288, 0.28079, 59314.6641, 0.185, -1.13065e-01, 0.0273251, 10.621957235652287, 0.0022922223345746397
2021hji, 252.171380618, 21.9971688313, 0.05767, 0.05773, ATLAS_NORM, 37.24116, 0.11986, 9.69415e-04, 2.37678e-05, 1.01724, 0.22333, 59314.6680, 0.1775, 0.16137, 0.0221084, 9.692419734811075, 0.0038173841470349515
2021hlw, 150.97594894, 49.41953297, 0.05077, 0.05146, ATLAS_NORM, 36.65353, 0.11928, 1.16666e-03, 2.59564e-05, -1.89872e+00, 0.17079, 59315.0664, 0.1008, 0.14939, 0.02295, 10.548072185398382, 0.002283404825399457
2021huu, 178.611208, 55.073981, 0.04619, 0.04679, ATLAS_NORM, 36.65961, 0.11139, 2.28006e-03, 4.70418e-05, 0.36927, 0.11771, 59322.8789, 0.1121, -6.31530e-03, 0.0165601, 9.329590883974431, 0.005711840184467213
2021hwx, 229.860873305, 23.3976319294, 0.08748, 0.08799, ATLAS_NORM, 38.11520, 0.13092, 7.05699e-04, 1.74093e-05, -8.50016e-01, 0.24331, 59318.8398, 0.2123, -1.42410e-01, 0.0334829, 10.54303107739257, 0.006359271028211181
2021iai, 205.87809639, 9.6234083465, 0.06973, 0.07073, ATLAS_NORM, 37.74884, 0.11596, 1.27596e-03, 2.84667e-05, -3.90449e-01, 0.15794, 59318.7539, 0.1362, -2.22766e-01, 0.0229592, 9.93661494942313, 0.005104034366713679
2021igt, 191.25050259, 21.1417000006, 0.07536, 0.07643, ATLAS_NORM, 38.14154, 0.12242, 9.43813e-04, 2.20304e-05, 0.12723, 0.1942, 59321.5039, 0.1624, -2.19380e-01, 0.0283131, 9.985848096474166, 0.004537559576531873
2021iov, 141.661822388, -7.08712646892, 0.05395, 0.05512, ATLAS_NORM, 37.03450, 0.12077, 1.37434e-03, 6.01356e-05, -6.50873e-01, 0.22411, 59324.5195, 0.2039, 4.55155e-03, 0.0344915, 10.160193331440317, 0.002603242927588216
2021irx, 206.909891359, 15.5213040698, 0.09071, 0.09167, ATLAS_NORM, 38.10204, 0.13184, 5.59184e-04, 2.39408e-05, 0.12466, 0.32025, 59324.0469, 0.2601, 1.21640e-02, 0.0394286, 10.495114148327458, 0.0033162927839025186
2021itd, 221.212833, 43.316769, 0.08008, 0.08054, ATLAS_NORM, 37.66039, 0.11608, 1.05760e-03, 3.1368e-05, -5.91784e-02, 0.21466, 59326.6836, 0.1778, -9.32736e-02, 0.0259025, 10.521691994133512, 0.0036879028041490306
2021jmi, 232.172126, 26.155364, 0.08648, 0.08693, ATLAS_NORM, 37.75185, 0.16535, 4.89210e-04, 4.07036e-05, -1.60611e+00, 0.381, 59322.5039, 0.4266, 0.10641, 0.0746265, 10.74406246143198, 0.0043858181790673995
2021jtb, 224.678365833, 53.6692925, 0.07330, 0.07360, ATLAS_NORM, 37.45419, 0.12998, 6.76285e-04, 4.0799e-05, -4.77339e-01, 0.28504, 59326.6523, 0.2667, 0.14753, 0.0481489, 10.485859744509108, 0.0030394401138636837
2021jvs, 224.436686823, 6.62438029684, 0.02149, 0.02215, ATLAS_NORM, 34.62514, 0.13431, 1.52149e-02, 0.000192413, -6.43520e-01, 0.0505404, 59335.7148, 0.0761, -7.16890e-02, 0.0100414, 10.661997356446987, 0.0007776367454020378
2021jwl, 233.89276104, 5.39222793307, 0.03846, 0.03896, ATLAS_NORM, 36.36965, 0.11519, 3.17948e-03, 8.53348e-05, -1.38806e+00, 0.1184, 59331.9062, 0.1344, -1.29419e-01, 0.0193381, 9.811394380326139, 0.002977674039906467
2021jys, 135.305833, 10.437389, 0.03616, 0.03719, ATLAS_NORM, 36.08588, 0.11468, 3.58183e-03, 7.82021e-05, -2.43712e-01, 0.14407, 59335.5547, 0.1183, -8.04424e-03, 0.016582, 9.303747578210693, 0.004802770624440994
2021kjh, 199.966652643, 7.76054621278, 0.04927, 0.05033, ATLAS_NORM, 36.70943, 0.11213, 1.96495e-03, 3.36215e-05, 0.15708, 0.12628, 59338.9844, 0.1375, 2.46557e-02, 0.0150761, 9.406563327586337, 0.005588779608305946
2021klg, 139.59963285, 39.380958975, 0.02758, 0.02834, ATLAS_NORM, 35.47593, 0.123, 5.88908e-03, 0.000106133, -1.54257e+00, 0.14878, 59338.6992, 0.1137, -5.22902e-02, 0.0151161, 10.046726548536267, 0.0017911487997320087
2021kom, 156.2095, 3.562081, 0.04505, 0.04630, ATLAS_NORM, 36.60282, 0.11499, 2.85333e-03, 6.76114e-05, 1.67347, 0.19354, 59341.5234, 0.1577, -6.23436e-03, 0.0192906, 9.977647982755503, 0.0022563683892404714
2021kpu, 230.581986287, 22.6817822719, 0.07085, 0.07135, ATLAS_NORM, 37.68660, 0.11468, 1.20567e-03, 2.34029e-05, 0.74762, 0.19945, 59343.5977, 0.2057, -1.13410e-01, 0.0192706, 9.053966758077204, 0.012314495504690182
2021kut, 157.87405495000002, 6.24264155, 0.03127, 0.03249, ATLAS_NORM, 35.77601, 0.11731, 6.55914e-03, 0.000106433, 0.62055, 0.10189, 59351.0625, 0.0764, -9.30823e-02, 0.0131476, 9.622622681143602, 0.0020781517107085878
2021kxf, 204.448079898, 1.32927969812, 0.07897, 0.08003, ATLAS_NORM, 37.86883, 0.1161, 7.99232e-04, 2.52044e-05, -1.77064e-01, 0.24184, 59349.2109, 0.2246, -6.32436e-02, 0.0285349, 9.9110730874409, 0.005223371200882653
2021lat, 220.224124, 24.971658, 0.03386, 0.03450, ATLAS_NORM, 36.25200, 0.11652, 2.62253e-03, 4.81557e-05, 1.37481, 0.1144, 59353.5469, 0.0942, 0.14608, 0.0138592, 9.387203545232211, 0.0032292710967188718
2021llv, 212.956705064, 18.0085719096, 0.08275, 0.08360, ATLAS_NORM, 37.82766, 0.13144, 7.38611e-04, 3.26349e-05, 0.98579, 0.30645, 59353.4922, 0.2465, 4.86297e-02, 0.038698, 10.105216922153375, 0.006102612721654677
2021lma, 160.383852098, 52.6510161544, 0.06425, 0.06492, ATLAS_NORM, 37.35338, 0.11576, 1.39128e-03, 4.44531e-05, 1.22920, 0.28721, 59354.5430, 0.1609, -1.93439e-02, 0.0239929, 9.533976314288921, 0.009085843024054215
2021lxg, 324.73114175556, 34.205322844444, 0.06776, 0.06668, ATLAS_NORM, 37.37721, 0.12507, 8.70231e-04, 4.86633e-05, 0.26668, 0.3019, 59355.0898, 0.3003, 0.11317, 0.0389924, 10.167064747089544, 0.00301049388128681
2021lxo, 210.41132639, 19.49643992, 0.05975, 0.06060, ATLAS_NORM, 37.31288, 0.13087, 8.43861e-04, 4.36686e-05, -2.99640e+00, 0.24356, 59353.8320, 0.2222, -2.78580e-02, 0.0439783, 10.339209654305733, 0.0025870020633009154
2021lyi, 153.742120997, -3.53919758611, 0.07632, 0.07761, ATLAS_NORM, 37.54589, 0.14124, 7.86779e-04, 4.57132e-05, -8.63799e-01, 0.39214, 59354.5430, 0.2157, 2.88295e-02, 0.0491722, 10.603231816916699, 0.0019283147039829104
2021mhv, 186.014375, 35.703639, 0.04682, 0.04772, ATLAS_NORM, 36.54772, 0.11143, 2.13997e-03, 7.96903e-05, 0.56089, 0.13739, 59355.4883, 0.1104, 7.30467e-02, 0.0262819, 9.8003833507424, 0.0023026334620266675
2021mim, 235.089020072, 7.28152761418, 0.03823, 0.03870, ATLAS_NORM, 36.18833, 0.11621, 1.92316e-03, 5.86656e-05, -2.10404e+00, 0.12646, 59362.0391, 0.1148, 0.10864, 0.022274, 6.633868749870435, 0.23028935626140193
2021mld, 230.004766703, 22.8866719214, 0.08149, 0.08200, ATLAS_NORM, 37.81122, 0.12662, 7.05300e-04, 2.85252e-05, 1.33239, 0.30538, 59362.1133, 0.2854, 9.29313e-02, 0.0315598, 8.447853332966279, 0.0703869877295921
2021nya, 184.508542, 24.718, 0.06446, 0.06553, ATLAS_NORM, 37.41877, 0.12691, 1.03683e-03, 2.69292e-05, 0.70946, 0.35781, 59375.3203, 0.225, 4.90282e-02, 0.0252307, 10.098269786406858, 0.0056641321284001565
2021qdi, 173.654735455, 5.31503363636, 0.06310, 0.06438, ATLAS_NORM, 37.07164, 0.13075, 1.29229e-03, 9.68308e-05, 0.10495, 0.58858, 59390.2305, 0.4274, 5.71671e-02, 0.0579975, 10.46706377023839, 0.005293516170004889
2021vio, 263.525407979, 8.51287745052, 0.09298, 0.09282, ATLAS_NORM, 38.21412, 0.15302, 4.42805e-04, 4.19806e-05, 0.85190, 0.7005, 59443.3789, 0.4067, 0.10575, 0.0696123, 10.276438638431909, 0.013736714020460969
2021vts, 244.60325, 38.13335, 0.07341, 0.07355, ATLAS_NORM, 37.64219, 0.11328, 1.34888e-03, 3.91489e-05, 0.73708, 0.22681, 59450.9844, 0.1783, -1.43511e-01, 0.0230157, 8.707227524430797, 0.039785141013358
2021wfg, 325.105172621, 11.7489169654, 0.07940, 0.07817, ATLAS_NORM, 37.47385, 0.1218, 1.06734e-03, 6.04213e-05, 0.33378, 0.24114, 59455.1172, 0.1564, -4.49243e-03, 0.0425221, 8.423119068059078, 0.319832751055343
2021wkv, 247.892333, 40.568081, 0.02733, 0.02740, ATLAS_NORM, 35.48290, 0.12976, 5.80577e-03, 0.000134908, -4.24207e-01, 0.12978, 59458.0039, 0.1242, 1.20538e-02, 0.0186056, 3.807502070236879, 0.6294458926832945
2021wue, 18.9473943907, 1.50583442118, 0.07840, 0.07726, ATLAS_NORM, 37.68311, 0.11992, 1.02126e-03, 3.14226e-05, 1.68096, 0.27638, 59458.4375, 0.3325, 7.61284e-03, 0.0261099, 4.986880998833659, 0.6454356446384375
2021xgx, 253.789292, 26.663631, 0.03438, 0.03440, ATLAS_NORM, 36.00675, 0.12179, 3.87099e-03, 0.000131439, 1.47514, 0.18385, 59463.0742, 0.076, 8.39019e-02, 0.0247002, 10.909969809082643, 0.0020802669148737474
2021ymj, 257.97575252, 34.15365124, 0.08410, 0.08400, ATLAS_NORM, 37.81156, 0.13781, 6.30579e-04, 3.90876e-05, -1.62619e+00, 0.43868, 59475.1133, 0.1529, -2.25017e-02, 0.0496964, 10.785203506091655, 0.005366528377796961
2021zfs, 323.124292, 5.346311, 0.01963, 0.01848, ATLAS_NORM, 34.66573, 0.14498, 1.58459e-02, 0.00116744, -1.52960e+00, 0.10353, 59484.6836, 0.0371, -1.52390e-01, 0.0487757, 9.721652287405103, 0.0035230473482094782
2022edq, 197.947698878, 17.4608050542, 0.07178, 0.07282, ATLAS_NORM, 37.49082, 0.11482, 1.12275e-03, 4.35383e-05, 0.19404, 0.2158, 59653.5234, 0.1379, -3.95416e-02, 0.0300766, 11.021435815991799, 0.0035513799816060646
2022H, 147.438673821, 6.29658798999, 0.06123, 0.06242, ATLAS_NORM, 37.21686, 0.13694, 9.91286e-04, 7.04169e-05, -1.64072e+00, 0.37817, 59583.2109, 0.9131, 1.61775e-02, 0.0469067, 10.4470109715195, 0.00549469185058093
2022I, 153.9748731, -2.69352033056, 0.05140, 0.05266, ATLAS_NORM, 37.12100, 0.12313, 1.05967e-03, 4.52616e-05, 0.30123, 0.26297, 59588.6133, 0.2782, 0.13121, 0.0340583, 10.299757401611801, 0.006946037028591058
2022kj, 161.122988684, 23.8370135689, 0.04357, 0.04467, ATLAS_NORM, 36.65106, 0.1119, 3.36891e-03, 8.69151e-05, 0.81910, 0.11377, 59604.3789, 0.1692, -1.40042e-01, 0.0176381, 8.259905592561154, 0.04358989251339105
2022mox, 203.68675, 33.889739, 0.02336, 0.02413, ATLAS_NORM, 35.24070, 0.14696, 8.50307e-03, 0.000151298, -5.68917e-01, 0.17755, 59755.6367, 0.0753, -6.14479e-02, 0.0255954, 10.418249944966519, 0.002301933861148795
2022mxe, 233.1892158375, 23.0864173875, 0.05156, 0.05200, ATLAS_NORM, 37.24298, 0.11467, 9.58401e-04, 2.29101e-05, 0.58121, 0.18549, 59756.8594, 0.1934, 0.14158, 0.0195312, 9.884200869885724, 0.010139790579862104
2022mzs, 205.647875, 30.190911, 0.03474, 0.03553, ATLAS_NORM, 36.06503, 0.11411, 4.80499e-03, 7.13592e-05, 1.26185, 0.0959652, 59761.9609, 0.0798, -3.94204e-02, 0.0110008, 6.05035303078017, 0.29380948017345
