objname, ra, dec, z, MJDs, MJDe, origin, mu, mu_err, st, st_err, Tmax, Tmax_err, EBVhost, EBVhost_err, hostMass, hostMass_err
2022fjx, 160.87567916666663, 19.08300277777778, 0.046, 58202.26973380009, 59922.460254599806, ZTF, 36.78630373550224, 0.06406454142404819, 1.2032127450331647, 0.03943005445592195, 59671.65891576345, 0.8441519945176211, 0.29926575845778985, 0.027988567523389386, 7.902232705509368, 0.09912341714318443
2018lph, 250.902241666667, 33.5336, 0.08, 58204.446608799975, 58660.24793979991, ZTF, 38.11200261312936, 0.21977316606918065, 1.1328965083823135, 0.11445097080071817, 58321.94671204456, 0.8566772429991799, 0.4012278488612153, 0.07814383759732285, 10.34149581173226, 0.004396506937327917
2023bhm, 70.72892083333333, 0.618425, 0.015419, 58344.47853010008, 59527.35644679982, ZTF, 40.04456404661234, 0.20922639002676569, 2.213523541503514, 0.06186395346849898, 59186.207133724645, 1.8229933475047313, -0.9191743051115594, 0.1757632460927119, 10.944880130229151, 0.0007042302707270253
2023yrs, 96.7204, -24.614725, 0.023312, 58423.43836810021, 59296.14758099988, ZTF, 38.46827064518183, 6621.00411558506, 0.8089955499763364, 340.7766114606571, 58510.765137768554, 55670.716766847814, -0.886985473107408, 1514.4651832625136, nan, nan
2021afur, 155.55415833333333, 17.861225, 0.028, 58202.26795140002, 59852.52622690005, ZTF, 40.857421695302904, 0.27986893767548765, 2.5694416015302566, 0.05902906249822856, 59155.44065348664, 9.173349690637265e-05, -1.803964291933332, 0.22408494497657225, 10.30385583831088, 0.0010795880607671832
2018baz, 246.055791666667, 25.2720555555556, 0.1, 58205.48932870012, 59417.2334838002, ZTF, 35.39833448615464, 0.3898986946624104, 0.8430111209130392, 0.06252724209313051, 58215.38028123064, 0.7030221917681312, 1.1118782683257784, 0.17010623460142613, 8.666571789473174, 0.1010321439244665
2018ciw, 224.878291666667, 28.1830166666667, 0.056, 58214.36912039993, 59275.42621529987, ZTF, 37.74095396088259, 0.6174528683388911, 0.7516871868702842, 0.05785581094083649, 58263.54780613661, 2.243764511217856, -0.3792507625117469, 0.27773854038469453, 12.38697996711908, 0.004384734224813007
2019noh, 346.419825, 27.6659805555556, 0.0249, 58273.431909699924, 60119.45535880001, ZTF, 34.536258155003615, 0.045994456479432136, 0.37054313792167, 0.009931209373741824, 58714.33758233766, 0.1117580650160253, 0.6304961362138848, 0.026629745876851678, 10.77252153435704, 0.0007017531518671983
2019be, 195.060516666667, 27.9568527777778, 0.02, 58205.34430560004, 59462.13648150023, ZTF, 35.70058785666095, 0.4963687946998139, 0.8996021700682296, 0.1321673815823141, 58503.55940830595, 1.308084243485429, 1.1437048255866653, 0.22731529043140075, 10.757611545644629, 0.00038517114109421353
2020nta, 241.847275, 13.8926222222222, 0.033953, 58203.49277780019, 59630.46427079989, ZTF, 36.23080592106153, 0.08472419982675075, 0.4142637555240393, 0.01815671498871196, 59034.56905194848, 0.21111633685800937, 0.28995129865872105, 0.04887587330113021, 10.968085313226508, 0.0006007041323623824
2019cp, 163.708508333333, -7.38100277777778, 0.05, 58207.284374999814, 59356.23254630016, ZTF, 39.8197914265572, 0.22279095316276545, 1.4792915894530847, 0.09618980996139906, 58494.43748359971, 1.855735093310847, -0.4286854319162896, 0.09847557535994517, 10.54711612988143, 0.0023269572276193662
2020acbx, 131.588291666667, -12.6559722222222, 0.051, 58210.23607640015, 59230.42796299979, ZTF, 37.23714166046764, 0.14531031577420309, 0.6062692117226912, 0.049239924705232106, 59194.47061932584, 0.4881463742449231, 0.23368640578565597, 0.07498796680505113, 10.202182551202336, 0.003249982662315169
2021wzb, 72.76725099833224, -5.956904257359554, 0.0478, 58350.464502300136, 60204.43405089993, ZTF, 36.64653799400923, 0.04084358633098237, 0.5432289766223757, 0.01333533820543184, 59455.6306484993, 0.15311246752371163, 0.08236978229112651, 0.026944512356072193, 11.289712997692881, 0.0007520392347699466
2022dsu, 211.3781958333333, 15.720977777777778, 0.07, 58214.38983799983, 59175.55030089989, ZTF, 40.2656652996204, 0.3682215298092658, 2.3628603238156964, 0.07440627985995374, 58262.175110976365, 0.00012371142889378866, -0.9294792191394977, 0.2591843420402263, 10.258346269556945, 0.0036019101922798984
2022omn, 341.8629958333333, -25.664816666666667, 0.05, 58303.46063659992, 59821.356608800124, ZTF, 36.403327551607, 0.14700425715830803, 0.994333487479112, 0.04604722750427748, 59768.855838551295, 1.1339605182947115, 0.5731325513129878, 0.05299753592531946, 8.002245848661948, 0.06677605996871594
2020aclx, 9.47300416666667, -21.4719305555556, 0.06, 58361.48122690013, 60191.413935199846, ZTF, 36.86225789680319, 0.1473371755481348, 0.5356333322870843, 0.04955592536964696, 59198.416116546956, 0.3566134397637123, 0.3695346072695731, 0.07252882884908224, 10.830670491282186, 0.00202550586383922
2023sps, 356.063375, -23.529138888888887, 0.049, 58334.460219900124, 59111.40799769992, ZTF, 42.06035766181035, 354536.126268199, 0.5606407509131303, 96122.52648276984, 58779.0579525004, 294613.11946602335, -1.4272688420001272, 5405.389996947044, 10.404162102271735, 0.0019997084090541987
2022rjs, 244.12544381213974, 21.25148280005454, 0.037, 58219.4442592999, 59714.36459490005, ZTF, 38.87803499032274, 0.3672112274853913, 2.29448662063986, 0.07971721281745686, 59399.14464540805, 0.00022001252716917673, -0.6155135951726179, 0.2723860226140805, 10.48999877821179, 0.0018017453246977574
2021twa, 32.76211249999999, 36.481725000000004, 0.012128969342354, 58288.46642359998, 60109.468854200095, ZTF, 36.740937268359716, 0.028281764395213713, 0.7228025754827013, 0.009645237498104926, 59910.5670881251, 0.068127725796778, -0.005968834143251595, 0.011840256040665104, 9.602104848459891, 0.0012216131463648687
2019bwi, 141.354254166667, 65.4675027777778, 0.02968, 58214.209687499795, 59550.430439800024, ZTF, 35.743169486388254, 0.056138770414019205, 1.189253840600676, 0.020655332359402104, 58568.43253970012, 0.18058771755465045, 0.530532078809155, 0.022120885506945277, 8.839761027821579, 0.012505917069982822
2021agej, 22.491958333333333, 19.43908888888889, 0.04, 58310.4542129999, 60203.364421300124, ZTF, 39.78288842629456, 0.7521018773764935, 1.0497128546864538, 0.3337909794567657, 59206.0542643599, 2.460900948806507, 0.2906624072731773, 0.231358989695196, 10.009293562787725, 0.0023065127158425625
2021abzd, 10.8995375, 30.592322222222222, 0.018086, 58292.476967600174, 59840.359502300154, ZTF, 34.573148170348645, 0.015965449746379146, 0.5798572187451003, 0.006461941954580481, 59519.10138706605, 0.05094828123208952, 0.039655987302791705, 0.010619780919384056, 10.78600418510209, 0.0005559682094218451
2021qqr, 257.3738166666666, -22.44768611111111, 0.0309549998, 58277.376817100216, 59399.27210649988, ZTF, 35.83099222835284, 0.04800259814435573, 0.6878624630811557, 0.02257367712321472, 59392.91566335204, 0.17000893161055808, -0.05394738090218713, 0.031608989496610014, 8.573645842354992, 0.09099381995104013
2020abmg, 123.852270833333, -6.95770555555556, 0.04, 58210.25851849979, 59882.506435200106, ZTF, 39.33330734663956, 0.09941567260635997, 0.8105228509031485, 0.05102564553424928, 59191.54948324423, 0.40456751552326486, -0.5441908520010369, 0.04995671109963648, 11.273524100202275, 0.0013318939814542631
2022vxf, 317.81558333333334, 37.88565, 0.028, 58218.51440969994, 58369.19151620008, ZTF, 42.15509477802362, 0.3127100896474772, 2.7712883257173915, 0.14114406541837807, 58275.37066947204, 0.025108773107822634, -3.2611753877541303, 0.3608348910866377, 10.82765611602084, 0.0013501579910295306
2021fnr, 219.50787920719074, 10.184031423141269, 0.026949, 58208.40865739994, 60100.233634300064, ZTF, 35.41109441594463, 0.04050549951267653, 0.4751021724550354, 0.011669779712022803, 59292.79748832684, 0.12280323849629857, 0.3254906947530138, 0.01855125755000604, 10.287436116011223, 0.0011406832616291658
2021xfm, 318.75354999999996, 21.91009722222222, 0.04, 58228.48670140002, 60139.42251159996, ZTF, 36.394667353810355, 0.05944785033285873, 0.3577767898208678, 0.015221909763208405, 59449.23089636991, 0.19319463357804945, 0.2268001703429406, 0.040075093168485426, 10.643884474652957, 0.0019805168293122876
2021bls, 250.836370833333, 61.5948666666667, 0.019, 58198.40045139985, 59823.200277800206, ZTF, 34.62101485496283, 0.016568549545755623, 0.4111721201351152, 0.004702384726098586, 59245.71532688011, 0.08413087966687666, 0.23666379142828967, 0.010778027988744734, 10.690134763061476, 0.00042944945706021567
2020mfd, 259.030995833333, 40.7865361111111, 0.048, 58198.45320599992, 59532.10451389989, ZTF, 41.62503485613525, 0.14690797369397648, 2.404753025200913, 0.03162645453873067, 58620.208110971005, 0.00011225569027896619, -1.5974950255030607, 0.10977937454897677, 10.501635412079967, 0.0016352035078946753
2019cdc, 212.204729166667, 35.6142777777778, 0.02777, 58211.36592590017, 59491.100567100104, ZTF, 35.6970382123608, 0.020923430159941473, 0.6376924325204043, 0.006848162833726435, 58575.232999870525, 0.050051862463873636, 0.0016535041324797714, 0.010600515739084276, 10.584872344449861, 0.0011367594478676015
2020abpe, 24.1023333333333, 22.0498027777778, 0.05, 58316.4637616002, 60181.45615739981, ZTF, 36.51222634904403, 0.03600218168219511, 0.5862567960962595, 0.013398295778270435, 59193.57250606139, 0.10365132014874874, 0.24557141218293804, 0.01831231448948439, 10.649515955931236, 0.0029270517243323553
2024bjb, 167.98247973984218, 3.1336757091326715, 0.0298, 58204.31596060004, 59937.425786999986, ZTF, 39.90580642293254, 434.3253611832074, 2.2085006622658834, 194.97995324812544, 59352.403467244054, 7939.912824374068, -0.6016254166206798, 234.12821307139566, 10.881913964858091, 0.000479011282422774
2018eyi, 246.301958333333, 40.8401583333333, 0.03038, 58198.393194399774, 59338.38824070012, ZTF, 35.50787005929947, 0.06664708974476294, 0.4334805059411734, 0.01382214723725737, 58339.29233799297, 0.17642061525207303, 0.379769646948587, 0.03574733801951678, 10.143590364193393, 0.0012393031211338115
2018ast, 175.283166666667, 24.8196111111111, 0.012, 58205.22874999978, 59202.44449070003, ZTF, 33.85998946839902, 0.2046336468074236, 0.13122245624085271, 0.003926740884708953, 58221.306414616396, 0.00018845553600410573, -0.08075039296135428, 0.09058707635760853, 10.576333453409633, 0.0016985891680060662
2019moq, 6.61545160003238, 38.1232395512729, 0.0596, 58283.44841440022, 59418.466307899915, ZTF, 37.42184026802653, 0.027455969449584828, 0.7239777900231846, 0.010755281725222443, 58695.27767310853, 0.08236110942125056, 0.038596049305575905, 0.013387185307810731, 10.979192644467481, 0.0047669442378859665
2022rey, 268.3069708333333, 42.788525, 0.04, 58198.4224537001, 60155.28614579979, ZTF, 36.6363547288788, 0.03939457314780861, 0.43322075807708826, 0.011382906272327527, 59810.179400797075, 0.1106330582366746, 0.15411353445423154, 0.022775557813318314, 10.665653521436408, 0.0016239326144556986
2022xnq, 1.1623624999999997, -8.099930555555556, 0.0286, 58322.481909700204, 59425.3472684999, ZTF, 37.66747246323814, 0.17154668270551113, 1.2230595400914788, 0.13577883173738772, 58773.07559680113, 0.7017538441119798, 0.7616930608126834, 0.06538348712708936, 11.059889467732273, 0.0005005721852298015
2021jvp, 215.19557977001816, -19.786138140517604, 0.044, 58204.343020800035, 60076.3268519002, ZTF, 38.53202162838938, 0.38735888959581805, 1.9505323928228484, 0.08677020187009775, 59357.42775971133, 1.9386974626527904, 0.03999963360569564, 0.2466014132029437, 10.95457116086164, 0.0010071414066509068
2021uve, 29.13569565786243, 3.8603580474646884, 0.055, 58301.47891200008, 59857.35851849988, ZTF, 37.12069210875999, 0.04860197731552526, 0.7852055612536131, 0.014498150843033034, 59440.745461744904, 0.19415634155770933, 0.2100839089565735, 0.022550481110187936, 7.813528673239915, 0.07763466766209964
2024fid, 186.07860833333334, 10.446222222222222, 0.06, 58214.28033560002, 59221.47292819992, ZTF, 43.5028417795359, 0.5528446137775784, 0.905072724022822, 0.1967113085643536, 58886.84776264811, 1.2809725647984647, -0.941505961809632, 0.26224101687498996, 10.486180726114952, 0.0015869039746378127
2020vae, 270.744675, 52.115075, 0.04846, 58198.538263900205, 59972.51723380014, ZTF, 37.1824788221786, 2581.398219169489, 0.11607038167587687, 6.456361128404808, 58494.23241720506, 10376.149705913473, -0.8970507914996407, 462.4955221448234, 10.61938683424752, 0.015165662741275331
2019luv, 328.812516666667, -12.1489944444444, 0.06, 58294.46099539986, 59841.21200230019, ZTF, 36.86781459271584, 0.05555326997758902, 0.6104518985285561, 0.02255184994304651, 58690.9016826237, 0.22752462695469128, 0.28146545306162496, 0.03652052267875488, 9.828101197306356, 0.006206509407890266
2018jag, 15.9512916666667, 10.5923611111111, 0.04, 58290.481099499855, 59464.36273150006, ZTF, 35.6873789586833, 0.10300703264118241, 0.8956527559966081, 0.01246856898435587, 58454.21899561893, 0.2245985151261165, 0.6501776566314608, 0.04665297251667262, 11.024363619703006, 0.0011197732616178959
2022aaok, 138.75348827764117, 22.589551264070604, 0.027214, 58206.19067130005, 59308.236273100134, ZTF, 40.54351103186053, 0.5924178369533557, 1.0787340819617066, 0.408090588979294, 58806.82788407356, 6.551714332365743, -0.48716971186783015, 0.1589569550720136, 10.475026394544468, 0.000842787923706665
2022bsi, 228.61520416666664, 50.31702777777778, 0.0369, 58198.36225689994, 58973.327094899956, ZTF, 39.587135875781875, 0.3136412332169886, 0.659930312865099, 0.07427478922069178, 58592.238674207976, 0.00037728403363921313, 0.22757294961388919, 0.15162066674429717, 8.100583359671944, 0.1587618649984901
