# Created by M.D. Woods -- 2024-12-13 12:46:37.127385 -- HUBBLE RESID STD: 0.18085991177428387
# Cuts: {'z': 0.015, 'c': (-0.6, 0.6), 'x1': (-3.2, 3.2), 'c_err': 0.1, 'x1_err': 1, 't0_err': 1, 'mu_err': 0.2}
# Avg. 'c': -0.01044533231640625 +/- 0.02987041234375
# Avg. 'x1': -0.029012013945312505 +/- 0.2419791515625
objname, ra, dec, z, z_cmb, origin, mu, mu_err, x1, x1_err, t0, t0_err, c, c_err, hostMass, hostMass_err
2020npb, 269.992583, 44.862669, 0.03846, 0.03816, ATLAS_NORM, 36.15545, 0.11549, 0.72432, 0.10572, 59041.6797, 0.1086, 0.0661533, 0.0221752, 11.289253591294155, 0.0012168426685197579
2020nxk, 231.329349176, 21.3541050658, 0.08462, 0.08511, ATLAS_NORM, 37.73948, 0.12371, 0.82746, 0.27317, 59041.8555, 0.2292, 0.0388976, 0.0322468, 9.107130917971489, 0.019819234205423492
2020obe, 24.191333, -11.73425, 0.0435, 0.04252, ATLAS_NORM, 36.35738, 0.11481, 0.65821, 0.11412, 59047.4297, 0.1237, 0.0367329, 0.0177723, 10.194519103166892, 0.002289075736242052
2020ocv, 266.653851576, 20.5047249554, 0.06294, 0.0627, ATLAS_NORM, 37.33451, 0.12406, 0.51401, 0.25504, 59048.6328, 0.2322, 0.0849588, 0.0269695, 9.820630342432525, 0.006571143002036487
2020oms, 324.545762383, 6.74103520404, 0.06504, 0.06383, ATLAS_NORM, 37.31964, 0.11497, 0.86751, 0.18753, 59049.8008, 0.2204, -0.0476573, 0.0193275, 11.303034221193478, 0.005401603135706045
2020pst, 18.300167, 2.283839, 0.04603, 0.04492, ATLAS_NORM, 36.48067, 0.112, -0.288105, 0.1196, 59064.4297, 0.1042, -0.0713306, 0.0165687, 9.477268362723464, 0.001853808637903872
2020qic, 3.773333, 43.343289, 0.0485, 0.04749, ATLAS_NORM, 36.41976, 0.10972, 0.51223, 0.093155, 59071.0312, 0.0805, -0.0560213, 0.0111957, 8.757780779121612, 0.014081647923917875
2020qqn, 356.320996628, 21.3588386509, 0.02635, 0.02514, ATLAS_NORM, 35.37149, 0.12446, 0.62867, 0.0863219, 59078.6055, 0.092, 0.15616, 0.0116131, 10.047974585897492, 0.0036222056616128095
2020sjo, 66.591458, -10.098811, 0.03127, 0.03105, ATLAS_NORM, 35.5463, 0.11833, -0.414341, 0.0695907, 59107.5234, 0.0712, 0.00783779, 0.0113808, 12.63086290407451, 0.0013257803656906177
2020skp, 20.6945575895, 10.0313499223, 0.05819, 0.05709, ATLAS_NORM, 37.11914, 0.11321, 0.28964, 0.18631, 59106.0664, 0.1431, 0.05109, 0.0189606, 9.721217268862564, 0.005481130795527546
2020sme, 41.08675, 14.9213, 0.04563, 0.04484, ATLAS_NORM, 36.20521, 0.1124, 1.42798, 0.12517, 59112.2383, 0.2346, 0.0967938, 0.0140921, 10.09380462630142, 0.004747320795319985
2020svo, 40.6334713728, -0.963140241395, 0.03875, 0.03798, ATLAS_NORM, 36.30526, 0.11427, 0.51037, 0.10706, 59113.3906, 0.1042, -0.0262958, 0.013473, 8.599423313120365, 0.01076921952485883
2020szr, 347.387917, 15.659269, 0.02528, 0.02403, ATLAS_NORM, 35.32625, 0.12648, 0.343, 0.0761184, 59117.6953, 0.0738, 0.11892, 0.012714, 7.910353392298104, 0.038028903687888034
2020tap, 341.055804123, -18.1782786968, 0.05375, 0.05258, ATLAS_NORM, 36.81817, 0.11748, -2.29359, 0.19373, 59111.5703, 0.1713, -0.0711572, 0.0221588, 10.623272932819532, 0.0021758232391424054
2020tce, 45.470542, 16.992881, 0.06234, 0.06163, ATLAS_NORM, 37.34907, 0.12433, 0.65477, 0.30095, 59116.6875, 0.2615, -0.217785, 0.0341025, 10.15307154236525, 0.005217177454290537
2020tel, 255.858042, 35.999669, 0.06763, 0.06758, ATLAS_NORM, 36.98473, 0.11741, -1.43413, 0.23724, 59115.3711, 0.198, 0.11216, 0.032063, 10.45964536780853, 0.0035545806556452728
2020tfc, 334.253350124, 30.6558521669, 0.03943, 0.03828, ATLAS_NORM, 35.97349, 0.11599, -1.73683, 0.12371, 59114.2148, 0.1356, 0.0223726, 0.0148068, 10.373346185557235, 0.001522380100653448
2020tgi, 34.3812397207, 10.5473210558, 0.08411, 0.08318, ATLAS_NORM, 37.99532, 0.13064, -0.823919, 0.36146, 59113.2852, 0.2162, -0.0804923, 0.031701, 9.627856824325763, 0.020512447645424408
2020til, 341.789253327, -5.59142745857, 0.07297, 0.07168, ATLAS_NORM, 37.52581, 0.11832, 1.11897, 0.24651, 59118.5078, 0.1749, 0.0667893, 0.0283715, 10.617650438787097, 0.0018965958291045568
2020tjo, 355.582327347, -14.7029229275, 0.08535, 0.08412, ATLAS_NORM, 38.33456, 0.13206, 0.64212, 0.34088, 59119.8164, 0.2172, -0.115169, 0.0367051, 10.241838071266418, 0.007126483328666718
2020tkp, 359.544048488, 22.7701245689, 0.03479, 0.03359, ATLAS_NORM, 35.9433, 0.11626, 0.85966, 0.11663, 59123.1367, 0.0892, 0.28302, 0.0128451, 9.420632826871936, 0.0023230730858501835
2020tnw, 316.257473949, 8.27390283353, 0.06803, 0.0669, ATLAS_NORM, 37.29444, 0.11419, 0.51545, 0.18946, 59120.6445, 0.1492, -0.0199773, 0.0186244, 8.938012734294041, 0.01169544031545482
2020tpf, 81.2790377, -21.246447575, 0.02887, 0.02899, ATLAS_NORM, 35.53675, 0.12199, 1.87626, 0.13277, 59123.0312, 0.1015, -0.0102248, 0.0185177, 9.493454651615162, 0.0014234407820697258
2020tqn, 47.24175, 15.173261, 0.07909, 0.0784, ATLAS_NORM, 37.277, 0.1194, 1.00231, 0.28609, 59122.9805, 0.1647, 0.0298674, 0.0280455, 10.096863767424432, 0.015825710984571112
2020ucf, 90.533875, 46.508561, 0.0568, 0.05688, ATLAS_NORM, 37.13335, 0.11489, 0.71789, 0.25208, 59128.8359, 0.1602, -0.0271165, 0.025822, 9.388455874824922, 0.00901857024961191
2020uec, 317.452208, 15.148581, 0.02791, 0.02682, ATLAS_NORM, 35.46985, 0.12254, 0.60958, 0.0759242, 59131.3359, 0.0725, -0.0701915, 0.0105046, 9.895132108401071, 0.0027646011143817486
2020uek, 13.4788046341, -31.0935546341, 0.03194, 0.03104, ATLAS_NORM, 35.53881, 0.12049, -1.71638, 0.14125, 59124.9492, 0.1024, 0.0324306, 0.0288667, 10.951777516545153, 0.0723840548739845
2020ulf, 240.420417, 21.354869, 0.03208, 0.03238, ATLAS_NORM, 35.48168, 0.131, -2.9873, 0.34686, 59130.3945, 0.0687, 0.0417778, 0.0323502, 11.174806214234405, 0.0006086156984247286
2020ust, 24.74227655, 48.88053775, 0.07568, 0.07487, ATLAS_NORM, 37.58416, 0.15607, 0.46982, 0.60839, 59134.4453, 0.4569, 0.0882318, 0.0415808, 9.662229984627897, 0.011633111137429543
2020uvf, 18.5113548219, 14.3811226831, 0.05951, 0.05839, ATLAS_NORM, 37.27293, 0.11949, 0.59404, 0.28701, 59136.5703, 0.2209, -0.0412258, 0.022184, 9.7314856446687, 0.006294593755860189
2020uvg, 16.5956133839, -20.6132090124, 0.0557, 0.05469, ATLAS_NORM, 37.00052, 0.11433, -0.120524, 0.18661, 59136.0508, 0.1931, -0.0682772, 0.0180239, 9.790619610930944, 0.007431320371668741
2020uwo, 356.294167, -25.822369, 0.05304, 0.05195, ATLAS_NORM, 36.94499, 0.12828, -1.94721, 0.32263, 59133.4062, 0.2439, -0.0825796, 0.0320882, 10.654291229260618, 0.002227881234482885
2020uyg, 93.829667, -29.319261, 0.04809, 0.04848, ATLAS_NORM, 36.69039, 0.13179, -1.61697, 0.35305, 59134.3828, 0.3257, 0.16296, 0.0583008, 10.72492912359085, 0.0027415856229314737
2020uzw, 27.1205251158, 12.8961439663, 0.07438, 0.07334, ATLAS_NORM, 37.34264, 0.12458, 1.48969, 0.37627, 59138.8125, 0.0272, 0.2129, 0.0247644, 10.13245603643454, 0.004876041289628413
2020vas, 343.298538328, 11.1135379329, 0.07146, 0.07015, ATLAS_NORM, 37.55107, 0.12958, -0.0833885, 0.35148, 59139.3516, 0.2954, 0.0602862, 0.0282607, 9.259692430783034, 0.016311892899228887
2020vbv, 344.184167, 4.48365, 0.05612, 0.05482, ATLAS_NORM, 36.972, 0.12645, -0.986523, 0.27244, 59139.3008, 0.2435, 0.0528654, 0.0335384, 10.972863989400334, 0.001597990348490512
2020vdz, 129.316875, -5.923789, 0.04086, 0.04187, ATLAS_NORM, 36.2131, 0.11463, 0.76297, 0.13712, 59145.2891, 0.0823, 0.00458323, 0.0151266, 10.732246349933575, 0.0017801507581741626
2020ver, 313.579416, 9.1580717, 0.09137, 0.09025, ATLAS_NORM, 38.21991, 0.14216, 1.22128, 0.42037, 59142.8047, 0.277, -0.00293203, 0.0379958, 10.388122804577229, 0.0036810078569423886
2020vwv, 103.835583, -36.3797, 0.03186, 0.0324, ATLAS_NORM, 35.50612, 0.12706, 0.75662, 0.13695, 59148.125, 0.119, 0.0173424, 0.0261692, 9.417617850684408, 0.053864381552190865
2020wap, 13.465514874, -18.3108860523, 0.10108, 0.09997, ATLAS_NORM, 38.47853, 0.14268, 0.26401, 0.37513, 59142.8477, 0.3813, -0.154132, 0.0429031, 9.261219785778945, 0.02016542514373292
2020wcj, 43.209625, -1.231031, 0.02385, 0.02314, ATLAS_NORM, 34.8844, 0.13036, -1.34574, 0.0875803, 59148.3867, 0.0771, 0.0385019, 0.0154482, 11.047177784114325, 0.0009623994906294323
2020wgr, 125.915583, -0.168331, 0.03496, 0.03591, ATLAS_NORM, 36.05142, 0.11728, -0.0438519, 0.1133, 59148.3281, 0.0953, 0.0705201, 0.0145808, 6.6258859532302, 0.15261398041613158
2020wio, 60.0061374897, -24.6002298081, 0.0641, 0.0638, ATLAS_NORM, 37.33079, 0.12328, 0.000574666, 0.21803, 59147.6094, 0.1917, -0.00347632, 0.0285081, 10.268484982903704, 0.004524554221018954
2020xps, 44.3917224393, 13.4754265526, 0.07158, 0.07083, ATLAS_NORM, 37.57718, 0.13998, 0.39991, 0.32232, 59155.0078, 0.2383, -0.0727784, 0.036679, 10.197832041000055, 0.007254889223574992
2020xqr, 67.7126808765, 9.06851422204, 0.06129, 0.06104, ATLAS_NORM, 37.0027, 0.15294, 0.0539947, 0.40527, 59152.3047, 0.2923, 0.29026, 0.047083, 9.78351182150262, 0.007035863215266689
2020xyh, 22.7017241559, 34.8020302987, 0.10151, 0.10051, ATLAS_NORM, 38.16822, 0.13347, -0.691073, 0.32516, 59151.7695, 0.271, -0.0973147, 0.0430631, 9.156057206332662, 0.02177215409630488
2020yef, 37.892947033333, -14.151611533333, 0.05484, 0.05407, ATLAS_NORM, 37.25082, 0.12625, -1.23083, 0.24313, 59154.6523, 0.2024, 0.18651, 0.0398832, 9.859818279762523, 0.003479258834436257
2020yjf, 145.648417, -3.490181, 0.03818, 0.03937, ATLAS_NORM, 36.24675, 0.1164, 1.12124, 0.13959, 59165.3789, 0.1033, -0.174456, 0.0174568, 8.93151858843961, 0.01974513372554239
2020ymv, 37.6734993241, -14.5691276239, 0.06776, 0.06698, ATLAS_NORM, 37.52233, 0.11628, 0.9122, 0.19882, 59164.5703, 0.2189, -0.126964, 0.0228434, 8.912192997211614, 0.012728530177845756
2020ysl, 121.425333, -9.814519, 0.03642, 0.03731, ATLAS_NORM, 36.03699, 0.13393, -1.70873, 0.21274, 59162.3789, 0.2763, -0.0676493, 0.0610955, 11.017755362920088, 0.0012787476569232632
2020yvg, 307.72892601429, 19.337994085714, 0.09117, 0.09015, ATLAS_NORM, 38.0602, 0.14483, 1.44297, 0.51556, 59169.25, 0.4219, -0.0874729, 0.0388247, 10.503229894051486, 0.00292948487944138
2020yvu, 345.249458, 40.9106, 0.01776, 0.01672, ATLAS_NORM, 34.42462, 0.14902, 0.79994, 0.0744268, 59174.2773, 0.123, -0.0698768, 0.0110383, 9.356840830488075, 0.0024708962171997883
2020ywf, 348.440437266, 14.918973126, 0.08164, 0.08032, ATLAS_NORM, 37.7666, 0.13451, -0.195876, 0.36853, 59167.8242, 0.3051, 0.01066, 0.0396613, 9.436163552305695, 0.016802318119738216
2020yxd, 32.3069805428, 33.0439144031, 0.04708, 0.04623, ATLAS_NORM, 36.33785, 0.11489, -1.16477, 0.15323, 59169.918, 0.1174, 0.0663007, 0.0218495, 10.742588940444335, 0.0015458305610280222
2020yzs, 19.0088450587, -10.8644572025, 0.06721, 0.06614, ATLAS_NORM, 37.11382, 0.15174, -1.80259, 0.29192, 59166.9414, 0.1074, 0.0888079, 0.0422754, 10.364028519628548, 0.00349837962301383
2020yzv, 50.3620393492, 3.60652430232, 0.06413, 0.06351, ATLAS_NORM, 37.22861, 0.13849, 0.43504, 0.29164, 59168.9414, 0.3077, 0.0614578, 0.0416485, 9.6377391405185, 0.012179379985483327
2020zem, 20.2178481372, 4.79557585589, 0.03402, 0.03294, ATLAS_NORM, 35.8127, 0.12587, -1.38323, 0.14192, 59175.8125, 0.1593, -0.0544798, 0.0339637, 11.072939875364016, 0.0008981206526183183
2020zfj, 14.974202057143, -17.264065714286, 0.09301, 0.09192, ATLAS_NORM, 38.0204, 0.14039, 0.1915, 0.32792, 59172.7383, 0.2713, -0.0799006, 0.036925, 9.868989639006747, 0.007929613015952953
2020zgh, 18.9726354634, 0.0160018244229, 0.04749, 0.04639, ATLAS_NORM, 36.41576, 0.1187, 0.26639, 0.18987, 59174.8867, 0.1657, 0.0826331, 0.0236128, 9.376946784911818, 0.007722329095806436
2020zhh, 66.5826784703, -10.0991275863, 0.03127, 0.03105, ATLAS_NORM, 35.48947, 0.11884, -0.0299379, 0.0865455, 59178.1875, 0.0685, 0.0263272, 0.0119661, 12.63086290407451, 0.0013257803656906177
2020zjn, 77.036557922222, 10.383789366667, 0.03897, 0.03893, ATLAS_NORM, 36.13716, 0.11618, 1.13692, 0.15051, 59179.0039, 0.1174, -0.0944213, 0.0195828, 9.381060833168704, 0.006168983175058439
2020zpf, 348.168683303, -11.93390154, 0.09751, 0.09623, ATLAS_NORM, 38.6709, 0.18722, -0.384637, 0.50374, 59174.7148, 0.5199, -0.251761, 0.0663693, 9.249176913288888, 0.018349451031798126
2020zpi, 40.085208, -1.446861, 0.03706, 0.03628, ATLAS_NORM, 36.28851, 0.11848, 0.57415, 0.14264, 59181.9336, 0.1235, 0.10114, 0.0186093, 10.019574847828743, 0.0016331784231748707
2021aalx, 9.28480052389, 25.6937469923, 0.03225, 0.03112, ATLAS_NORM, 35.52334, 0.12471, -2.60231, 0.14198, 59502.1016, 0.2226, 0.0913142, 0.029519, 10.59429604703189, 0.0014470529127823745
2021abht, 115.752875, 31.386389, 0.03513, 0.03572, ATLAS_NORM, 35.99713, 0.11946, 0.14441, 0.17392, 59507.2852, 0.1285, -0.0022565, 0.0409412, 9.654038093665449, 0.003722555350672974
2021abpg, 274.174042, 15.29745, 0.04611, 0.04572, ATLAS_NORM, 36.53337, 0.12, -0.326648, 0.34526, 59514.9258, 0.2166, 0.00546441, 0.0303182, 10.009705633730267, 0.0024346836793219554
2021absz, 280.732852, 25.269271699999997, 0.05177, 0.05125, ATLAS_NORM, 37.03833, 0.14836, -1.47202, 0.58417, 59512.2461, 0.4584, 0.10636, 0.0623157, 10.675998066477803, 0.006602821751277619
2021abzi, 127.21563621, 12.53838219, 0.06716, 0.06809, ATLAS_NORM, 37.30662, 0.12853, -0.122546, 0.38417, 59518.168, 0.3195, 0.0361832, 0.0367917, 10.062240937659169, 0.004143475711551588
2021adu, 92.225167, -39.693589, 0.05342, 0.05377, ATLAS_NORM, 37.29201, 0.17979, 1.03557, 0.35449, 59235.8633, 0.2057, -0.210926, 0.0677857, 11.541858334793234, 0.14936025776624784
2021aip, 159.341910357, -7.36679945049, 0.03016, 0.03142, ATLAS_NORM, 35.57817, 0.12959, -1.46186, 0.14006, 59243.0625, 0.1552, -0.0842982, 0.0241852, 9.592455925838522, 0.004368758360497501
2021akx, 208.228023333, -28.5677566667, 0.04946, 0.0504, ATLAS_NORM, 36.73425, 0.12314, 0.0165758, 0.32285, 59242.3125, 0.2415, -0.0595413, 0.0530452, 10.856446936475061, 0.0017352180392939192
2021ash, 199.9281972, -4.52919029008, 0.036, 0.03709, ATLAS_NORM, 36.00928, 0.11914, 0.23109, 0.14825, 59246.1133, 0.1698, -0.0996047, 0.0223547, 9.188063205218885, 0.006836327430988148
2021aut, 201.814170585, -26.7761117205, 0.04474, 0.04577, ATLAS_NORM, 36.43653, 0.11531, 0.27263, 0.18296, 59244.8555, 0.2016, -0.0974926, 0.0239482, 9.444613703669296, 0.006535147600650657
2021bbz, 176.348333, 20.324461, 0.02331, 0.02443, ATLAS_NORM, 34.63978, 0.12698, -1.14668, 0.0965636, 59252.5586, 0.181, 0.0109896, 0.0132886, 10.640964258679595, 0.0004362819516005132
2021biz, 184.1448112, 33.5265313, 0.02182, 0.02274, ATLAS_NORM, 34.86258, 0.133, -0.199431, 0.063743, 59257.8945, 0.0658, -0.0109036, 0.0101317, 10.867708684386692, 0.0005045396971492051
2021bjy, 132.389292, 50.867689, 0.02729, 0.02782, ATLAS_NORM, 35.72241, 0.13267, 0.0521739, 0.14771, 59249.9805, 0.1617, -0.133765, 0.0267548, 10.56349848670186, 0.0011741385093060098
2021bkw, 215.306725926, 20.7149971176, 0.01819, 0.01893, ATLAS_NORM, 34.55241, 0.14502, -1.25355, 0.0879033, 59251.6328, 0.1531, 0.0389264, 0.0174882, 9.2149320276487, 0.0021022704682386677
2021ble, 174.764958, -9.410319, 0.05053, 0.05182, ATLAS_NORM, 36.82499, 0.12236, 1.47068, 0.19217, 59258.0391, 0.1842, -0.102747, 0.0212817, 9.751297362787097, 0.005948728684142442
2021blp, 142.973665807, 35.5517484652, 0.02689, 0.02773, ATLAS_NORM, 35.50871, 0.13199, -1.99728, 0.12951, 59255.543, 0.1061, 0.10768, 0.0274124, 10.595093828659218, 0.0007339298069710508
2021bmi, 184.172583098, 41.0783625577, 0.08504, 0.0859, ATLAS_NORM, 37.89281, 0.14596, 0.89259, 0.37085, 59253.0, 0.4722, 0.0716135, 0.036885, 8.601892441757736, 0.030672146345199564
2021bpn, 134.873253828, -2.92710142313, 0.05986, 0.06096, ATLAS_NORM, 37.10605, 0.11876, 1.15222, 0.22928, 59261.6719, 0.1962, 0.0258195, 0.0215756, 9.381894362602745, 0.007864090769337171
2021bta, 210.6848938, 25.557550477778, 0.06108, 0.06187, ATLAS_NORM, 36.97781, 0.13282, 0.43095, 0.1984, 59261.8086, 0.1437, 0.0954861, 0.0293317, 10.400531511536494, 0.002084089992411706
2021btm, 236.63325, 22.537439, 0.04171, 0.04208, ATLAS_NORM, 36.5962, 0.12337, 0.16903, 0.15247, 59263.7344, 0.171, -0.142067, 0.0215699, 8.7459896466567, 0.015543228416509697
2021cbx, 109.803167, 56.532089, 0.08059, 0.08084, ATLAS_NORM, 37.63571, 0.16248, 0.77289, 0.3327, 59264.9648, 0.1751, 0.10153, 0.0460637, 9.309653141969974, 0.0152364666207426
2021cjf, 37.9653006875, 2.0502541375, 0.04021, 0.03939, ATLAS_NORM, 35.9947, 0.13655, -1.25877, 0.42064, 59266.0703, 0.3811, 0.0753147, 0.0323215, 10.428206119928372, 0.0014292341751752978
2021cjx, 148.004828925, 21.174140475, 0.11192, 0.11306, ATLAS_NORM, 38.22477, 0.19837, -0.612984, 0.44151, 59264.8906, 0.4029, -0.0487005, 0.0634012, 9.168252929130142, 0.01864607289000396
2021ckc, 178.648712033, 25.3834358597, 0.05309, 0.05417, ATLAS_NORM, 36.71257, 0.11444, 1.20468, 0.18643, 59270.6328, 0.1434, 0.0595959, 0.0232306, 10.167051803748354, 0.0031069498153441593
2021dch, 196.349005565, 29.5096292514, 0.02014, 0.02103, ATLAS_NORM, 35.34842, 0.14372, -1.38886, 0.0941432, 59273.7344, 0.1254, -0.0605338, 0.0202116, 9.482781298532567, 0.002068928520643491
2021ddh, 129.871319813, -1.40805856756, 0.04948, 0.0505, ATLAS_NORM, 36.82697, 0.1203, -1.42019, 0.22298, 59272.6484, 0.2162, -0.0775357, 0.0286153, 10.101540517166807, 0.0036293450484874558
2021dev, 162.600624426, 0.926926147397, 0.05419, 0.05548, ATLAS_NORM, 37.10418, 0.11499, 0.0441162, 0.21932, 59275.1055, 0.2046, 0.000249299, 0.0258088, 9.373707286436067, 0.006905142256122192
2021dgm, 237.571417195, 8.35937396113, 0.05939, 0.05981, ATLAS_NORM, 37.14721, 0.11581, 0.31287, 0.23281, 59277.668, 0.2084, -0.0186317, 0.0320572, 9.42144758036654, 0.006652368619214267
2021die, 200.510971615, 54.6909195545, 0.07926, 0.07978, ATLAS_NORM, 37.73904, 0.17757, -1.73084, 0.41745, 59274.8633, 0.3267, 0.0323628, 0.0640922, 10.579280039578592, 0.004724378106191366
2021dit, 217.841692922, 55.7632480683, 0.04154, 0.04187, ATLAS_NORM, 36.37242, 0.12138, -1.28486, 0.18137, 59277.2344, 0.1504, 0.0979024, 0.0326718, 9.38619369318557, 0.005842559923093252
2021div, 254.0824111, 39.2758209, 0.06207, 0.06203, ATLAS_NORM, 37.38747, 0.12939, -1.12053, 0.30279, 59276.3242, 0.2492, -0.0700196, 0.0426423, 11.247495332884252, 0.0010576312042011081
2021dlb, 223.279024907, 3.53730799047, 0.03335, 0.03406, ATLAS_NORM, 35.73573, 0.11713, 0.52369, 0.13066, 59279.3086, 0.1008, -0.0248177, 0.0198093, 10.187293942975012, 0.001361406031659596
2021dnl, 221.762447925, 0.475774107599, 0.05582, 0.05659, ATLAS_NORM, 37.08474, 0.11451, 0.89783, 0.21429, 59277.7266, 0.1656, -0.256769, 0.0259098, 10.524952122365187, 0.002440996625307504
2021dnm, 189.350889393, 23.0935396452, 0.04607, 0.04711, ATLAS_NORM, 36.60832, 0.1149, 1.00503, 0.17515, 59280.4688, 0.1384, 0.10794, 0.0233541, 9.391556421960024, 0.004597774025764484
2021fco, 159.973958, 21.844489, 0.05539, 0.05652, ATLAS_NORM, 36.98954, 0.11559, 1.2977, 0.24301, 59295.9258, 0.2346, -0.0571741, 0.0218016, 10.784857713082532, 0.0012612913501599684
2021feg, 221.988858416, -22.1886776662, 0.06001, 0.06077, ATLAS_NORM, 37.08138, 0.12756, 0.67081, 0.2882, 59294.7031, 0.177, -0.00724694, 0.042996, 9.62692059672023, 0.011912406864917588
2021ftu, 184.318165641, -13.5130127608, 0.08239, 0.08367, ATLAS_NORM, 37.82207, 0.12609, 2.73798, 0.33427, 59302.5977, 0.309, 0.14844, 0.0289322, 9.823043825052903, 0.012462264320572293
2021fwy, 196.672414083, 9.33175093174, 0.07283, 0.07395, ATLAS_NORM, 37.59897, 0.1198, 1.12338, 0.23866, 59304.1992, 0.1216, 0.0230784, 0.0242748, 9.802367647509211, 0.005667067132619178
2021gba, 219.266229354, -8.07640515567, 0.10475, 0.10561, ATLAS_NORM, 38.31055, 0.16597, 1.38065, 0.66645, 59299.6484, 0.5576, 0.0244578, 0.065111, 9.319998006469667, 0.013966146523500367
2021ghc, 149.137458, 0.752289, 0.04617, 0.04739, ATLAS_NORM, 36.60135, 0.11383, 0.36011, 0.13104, 59307.1484, 0.2321, -0.0511906, 0.0162841, 9.423953484338393, 0.004519309866348516
2021gyh, 195.966109934, -3.4517535775, 0.08598, 0.08717, ATLAS_NORM, 38.15707, 0.17828, -1.14753, 0.58867, 59304.2227, 0.4723, -0.102642, 0.0591813, 11.340758424091076, 0.001878344432425966
2021hjc, 141.388792, -24.764981, 0.05373, 0.05485, ATLAS_NORM, 37.11111, 0.13398, 0.48288, 0.28079, 59314.6641, 0.185, -0.113065, 0.0273251, 10.621957235652287, 0.0022922223345746397
2021hji, 252.171380618, 21.9971688313, 0.05767, 0.05773, ATLAS_NORM, 37.24116, 0.11986, 1.01724, 0.22333, 59314.668, 0.1775, 0.16137, 0.0221084, 9.692419734811075, 0.0038173841470349515
2021hlw, 150.97594894, 49.41953297, 0.05077, 0.05146, ATLAS_NORM, 36.65353, 0.11928, -1.89872, 0.17079, 59315.0664, 0.1008, 0.14939, 0.02295, 10.548072185398382, 0.002283404825399457
2021huu, 178.611208, 55.073981, 0.04619, 0.04679, ATLAS_NORM, 36.65961, 0.11139, 0.36927, 0.11771, 59322.8789, 0.1121, -0.0063153, 0.0165601, 9.329590883974431, 0.005711840184467213
2021hwx, 229.860873305, 23.3976319294, 0.08748, 0.08799, ATLAS_NORM, 38.1152, 0.13092, -0.850016, 0.24331, 59318.8398, 0.2123, -0.14241, 0.0334829, 10.54303107739257, 0.006359271028211181
2021iai, 205.87809639, 9.6234083465, 0.06973, 0.07073, ATLAS_NORM, 37.74884, 0.11596, -0.390449, 0.15794, 59318.7539, 0.1362, -0.222766, 0.0229592, 9.93661494942313, 0.005104034366713679
2021igt, 191.25050259, 21.1417000006, 0.07536, 0.07643, ATLAS_NORM, 38.14154, 0.12242, 0.12723, 0.1942, 59321.5039, 0.1624, -0.21938, 0.0283131, 9.985848096474166, 0.004537559576531873
2021iov, 141.661822388, -7.08712646892, 0.05395, 0.05512, ATLAS_NORM, 37.0345, 0.12077, -0.650873, 0.22411, 59324.5195, 0.2039, 0.00455155, 0.0344915, 10.160193331440317, 0.002603242927588216
2021irx, 206.909891359, 15.5213040698, 0.09071, 0.09167, ATLAS_NORM, 38.10204, 0.13184, 0.12466, 0.32025, 59324.0469, 0.2601, 0.012164, 0.0394286, 10.495114148327458, 0.0033162927839025186
2021itd, 221.212833, 43.316769, 0.08008, 0.08054, ATLAS_NORM, 37.66039, 0.11608, -0.0591784, 0.21466, 59326.6836, 0.1778, -0.0932736, 0.0259025, 10.521691994133512, 0.0036879028041490306
2021jmi, 232.172126, 26.155364, 0.08648, 0.08693, ATLAS_NORM, 37.75185, 0.16535, -1.60611, 0.381, 59322.5039, 0.4266, 0.10641, 0.0746265, 10.74406246143198, 0.0043858181790673995
2021jtb, 224.678365833, 53.6692925, 0.0733, 0.0736, ATLAS_NORM, 37.45419, 0.12998, -0.477339, 0.28504, 59326.6523, 0.2667, 0.14753, 0.0481489, 10.485859744509108, 0.0030394401138636837
2021jvs, 224.436686823, 6.62438029684, 0.02149, 0.02215, ATLAS_NORM, 34.62514, 0.13431, -0.64352, 0.0505404, 59335.7148, 0.0761, -0.071689, 0.0100414, 10.661997356446987, 0.0007776367454020378
2021jwl, 233.89276104, 5.39222793307, 0.03846, 0.03896, ATLAS_NORM, 36.36965, 0.11519, -1.38806, 0.1184, 59331.9062, 0.1344, -0.129419, 0.0193381, 9.811394380326139, 0.002977674039906467
2021jys, 135.305833, 10.437389, 0.03616, 0.03719, ATLAS_NORM, 36.08588, 0.11468, -0.243712, 0.14407, 59335.5547, 0.1183, -0.00804424, 0.016582, 9.303747578210693, 0.004802770624440994
2021kjh, 199.966652643, 7.76054621278, 0.04927, 0.05033, ATLAS_NORM, 36.70943, 0.11213, 0.15708, 0.12628, 59338.9844, 0.1375, 0.0246557, 0.0150761, 9.406563327586337, 0.005588779608305946
2021klg, 139.59963285, 39.380958975, 0.02758, 0.02834, ATLAS_NORM, 35.47593, 0.123, -1.54257, 0.14878, 59338.6992, 0.1137, -0.0522902, 0.0151161, 10.046726548536267, 0.0017911487997320087
2021kom, 156.2095, 3.562081, 0.04505, 0.0463, ATLAS_NORM, 36.60282, 0.11499, 1.67347, 0.19354, 59341.5234, 0.1577, -0.00623436, 0.0192906, 9.977647982755503, 0.0022563683892404714
2021kpu, 230.581986287, 22.6817822719, 0.07085, 0.07135, ATLAS_NORM, 37.6866, 0.11468, 0.74762, 0.19945, 59343.5977, 0.2057, -0.11341, 0.0192706, 9.053966758077204, 0.012314495504690182
