objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, t0, t0_err, x0, x0_err, x1, x1_err, c, c_err, mu, mu_err, hostMass, hostMass_err
2008C, 104.298042, 20.437139, 0.0166, 0.016903903224004785, 54469.81, 54552.5, CSP, 54467.39380422134, 0.11750586591733736, 0.006943618589042854, 4.4726751753701795e-05, -0.5051782490342127, 0.04406299581348749, 0.2582715990363634, 0.003430480633106142, 15.18409371988552, 0.014102041067540374, 10.028240434860418, 0.0010325410340992131
2004dt, 30.553208, -0.097639, 0.0197, 0.017903858661518453, 53249.79, 53365.62, CSP, 53243.80504636091, 1.3266362657304853e-06, 0.010218712971402902, 1.7768472482519225e-05, -1.044735951664878, 0.007048919913818286, 0.24903382074220068, 0.0011578211284537095, 14.709544112006455, 0.004078222800141216, 9.894124914800818, 0.005391433500817889
2006et, 10.690917, -23.558444, 0.0226, 0.020974594549934094, 53982.63, 54099.54, CSP, 53994.771842485214, 0.01463519631215604, 0.006368181125014025, 1.1743837899456837e-05, 0.8050686178296218, 0.014320133388475154, 0.2188642599535547, 0.0014402115169677087, 15.595921485888308, 0.005218162499399527, 10.743674520559422, 0.0005834478835465598
2009P, 170.161583, -3.546194, 0.0251, 0.026209683706048342, 54867.74, 54931.61, CSP, 54868.15002554321, 0.07947990483808098, 0.0023157684940024992, 9.304036655811874e-06, 1.5765815904899372, 0.03830605515720842, 0.405393494851611, 0.002896009508669621, 16.25640651602559, 0.011307360820547086, 9.7634902954309, 0.001489549641911028
2006os, 43.754583, 16.009667, 0.0328, 0.031377006641074116, 54063.65, 54133.56, CSP, 54065.44824762262, 0.08897485984562081, 0.0009242149760503849, 4.087674950153632e-06, -0.6884202363139452, 0.03780466872455368, 0.5117019159942947, 0.0034052281174991586, 16.59036749022894, 0.012628901131765242, 10.76654740701287, 0.001213976022382484
2006bt, 239.127208, 20.045917, 0.0322, 0.03392523726373172, 53853.76, 53891.71, CSP, 53859.79416447501, 0.02853006072837161, 0.0023615445747928268, 6.603405071238822e-06, -0.37329844823903613, 0.0236496780521539, 0.2656635582308264, 0.002222399743981713, 16.353217565351713, 0.008134538328025109, 10.885766269512045, 0.0007686279394534686
2008O, 104.393583, -45.812306, 0.0389, 0.03982266988336256, 54489.71, 54571.48, CSP, 54490.90932122734, 0.07280426233046455, 0.00070134451397497, 3.2880223010530954e-06, -2.062757243169963, 0.039893436584077735, 0.43677485255746834, 0.0036811967748271077, 16.90298057062227, 0.013546384932022008, 11.476554549097061, 0.12607025065414917
2006ot, 33.770167, -20.766167, 0.0531, 0.05234559449767061, 54063.72, 54131.63, CSP, 54066.916800972045, 4.51728337793611e-05, 0.000905834153287701, 3.686293544985777e-06, -0.06324602066124341, 0.03895778305225306, 0.3015087373447388, 0.003691110781494686, 17.334205593654012, 0.013267990601067437, 11.181810456585577, 0.0011092005646865426
2006fw, 26.793083, -0.147, 0.0835, 0.08215156304994824, 54001.75, 54039.73, CSP, 54004.66542633904, 0.11560924811419682, 0.00037265859008988233, 2.2251512957149156e-06, -0.6598805472573088, 0.07555962346532302, 0.21544353667728747, 0.005744955249352662, 18.463738695646292, 0.02165109465159967, 9.861783859275818, 0.011990873422482031
2004gc, 80.458125, 6.676028, 0.0321, 0.031225952035492954, 53329.83, 53397.66, CSP, 53325.85677489027, 0.07625315199402394, 0.001717487878085365, 8.898513389366435e-06, -0.6231062431549461, 0.01849940895385649, 0.34042837784756336, 0.0025097890507495635, 16.437953977509096, 0.00977719662804667, 12.062701043577428, 0.013400455258840153
