objname, ra, dec, z, mu, mu_err, t0, x0, x1, c, t0err, x0err, x1err, cerr
2021wea, 9.07724625, 10.557425, 0.03, 38.182680627531575, 0.0, 59495.09250560064, 8.841682194820842e-05, 2.3131043929822543, 0.7321989471070728, 1.2834112567361444e-05, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019sks, 146.250545, 25.0146875, 0.092, 37.698133868681, 0.0, 58780.19171202114, 0.0005019501104005865, 1.7911331674217934, 0.2567656095281117, 0.5025908866482496, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020sfn, 267.274938, 61.630824, 0.035, 36.2202815679273, 0.0, 59103.78575793462, 0.0027866416097956925, -0.27560029952394494, 0.039816643870709933, 0.07250046954140998, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019bpe, 212.185346666667, 29.05053, 0.075, 37.3334580281995, 0.0, 58563.195575292426, 0.0011806125550254676, 0.9577462005820654, 0.03721224081572851, 0.0019582043423724826, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023ono, 43.607612499999995, -22.50267, 0.0287, 35.901387554150666, 0.0, 60171.27661308189, 0.005036397227280479, -1.9854860292440843, -0.14182436730825582, 0.07638782602225547, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021ddu, 137.1778125, 13.1036325, 0.097049, nan, 0.0, 59588.11265427781, -3.407187518977097e-15, 2.896046464568681, 13.772817493233456, 3.9989045035326853e-05, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022ypd, 307.86038833333333, -1.9787099999999997, 0.0198, 34.853005209096935, 0.0, 59890.264950873694, 0.006148209824088776, -2.6579500999999133, 0.09613228243624197, 0.04676270447089337, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020mcg, 174.81275, 54.229328, 0.09679, 37.85545490610746, 0.0, 59020.984028748644, 0.00039746491289719684, 2.463992568302141, 0.31814743952628993, 0.6073759865103057, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020ygj, 88.7493166666666, 54.4439216666667, 0.07, 36.97450627875483, 0.0, 59157.02460055131, 0.0002959318015509834, -0.7754070808478375, 0.5593411725492448, 0.3171589308840339, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022gks, 275.543401428571, 33.23939, 0.073, nan, 0.0, 59678.577056987284, -3.870527065827801e-10, -16.596343703274176, 8.962648122721177, 100.62570429557672, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020rsl, 272.755948, 53.466126, 0.046, 36.5999839529125, 0.0, 59088.4396480328, 0.001412879005248748, -2.439010304980158, 0.05751360483991554, 0.09362561789021129, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021rx, 122.504563333333, 35.0950033333333, 0.080178, 3100.858621429444, 0.0, 59468.071066316355, 1.894463582509355e-07, 21833.56767576866, 0.8523024274748472, 0.10719602707831655, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023eoa, 322.96428333333336, -31.745369999999998, 0.069, 33.780181967180134, 0.0, 60117.77422819434, 1.0214668129380858e-06, -3.8115221778153536, 3.4381110564777853, 106.80645950977487, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020lwl, 209.561888571429, 23.61148, 0.068, 37.59344739326259, 0.0, 59012.429707076124, 0.0028712533178621258, -7.787146607107767, -0.752847320446143, 0.06449637590048951, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2017hcz, 335.026268, -28.399286, 0.081, 35.37476324464757, 0.0, 58090.85039748469, 0.0009564078523197858, -9.082814610964823, 0.2893660893668671, 0.13002267882984597, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022uax, 300.6638066666667, -37.970229999999994, 0.03, 36.39925139956908, 0.0, 59842.73771044214, 0.003347040758057477, -2.7868542898761355, -0.1955043556474045, 0.0762135599834437, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022aebh, 120.28766, -15.656951999999999, 0.11, 37.71588747150888, 0.0, 59940.162164897694, 0.0001628137494408927, 0.11242576359061711, 0.5695562712640676, 0.4693886670320353, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022yku, 328.658778, 26.406755999999994, 0.084, 37.743967758724224, 0.0, 59889.043121233255, 0.0009621134242496285, 0.873301581125685, -0.027345555882443223, 0.18731043343359488, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2018huy, 128.18339875, 31.18339, 0.0883, 37.74877987130283, 0.0, 58446.876919354305, 0.00020441880419291622, -1.0873153698610147, 0.4250625381768013, 1.6016092118770757, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019nrl, 15.100386, 13.540682, 0.118, 38.4456390846185, 0.0, 58938.58023210324, 0.00045004565659819296, -6.116487594897941, -0.303254446638893, 0.0, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020acch, 24.5602416666667, 36.6095166666667, 0.017072, 34.09317795335478, 0.0, 59205.499305956844, 0.0049480087445190205, -2.600343465282338, 0.41990252106804676, 0.030303273928439012, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021acgu, 40.3044075, 0.54838375, 0.129, 39.48186434046801, 0.0, 59523.73105144853, 0.00017512333855088775, 8.215957581211871, 0.34032569381689454, 0.9871007619985903, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023zmx, 137.322664, 17.732969, 0.116, 38.4369744807282, 0.0, 60295.74435289911, 0.0003052514023095136, 0.8436215011324202, 0.14983495485784828, 0.5123911896662321, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020cpq, 244.8132, 15.1195575, 0.08164, 39.31674905530568, 0.0, 58940.21197447083, 0.005687018964406327, -6.225552620134837, -1.477592939789433, 0.10034412275854265, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2024gtx, 282.0603625, 58.8600625, 0.082, 44.35427321756541, 0.0, 60422.957992132106, 0.16833946643836814, 2.1598063195790473, -3.9104403866535735, 0.7081318686105078, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2018jeb, 63.4792522222222, -6.27664888888889, 0.099, 37.230402470514974, 0.0, 58509.54787840989, 0.00012574371722070133, -5.40076798814666, 0.5676691207196974, 0.48005597747760476, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019uym, 147.321085, -4.109995, 0.05, 36.48164864816023, 0.0, 58813.99434632571, 0.0008137146834965464, -0.7895580142552219, 0.36342995082203045, 0.22881249756756006, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2017hlt, 261.5872003125, 41.68459125, 0.027, nan, 0.0, 58236.2718018256, -1.917310305953268e-08, 5.193017617710672, 6.0390089023254285, 0.002942565843113698, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019qhl, 320.55018, 11.56023625, 0.0867, 38.06571281353898, 0.0, 58751.87045622332, 0.0004425988704837567, -0.634560114441975, 0.07271710234384915, 0.4415575791281299, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022aedv, 43.508766, 50.655218000000005, 0.04, 9.43013899128238, 0.0, 59962.33748661798, 0.0005328082702245601, -221.44074088773522, -0.7268613254346173, 0.19292721795864054, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021kun, 166.414131666667, 19.4603133333333, 0.097, 43.174303100572914, 0.0, 59495.281419822706, 1.2707720384869166, -5.729953571435185, -4.5940857181158234, 0.3042378475001897, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022xnq, 1.162395, -8.0999675, 0.0286, 36.26187363886156, 0.0, 59906.9433206842, 1.4229570001234804e-05, 0.3880410251604456, 1.9046686011177552, 1.0694027763493068, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019lnw, 358.056843333333, 17.67942, 0.092, 38.24234544112373, 0.0, 58687.67268816026, 0.0006888396829301548, 0.9525579090708005, -0.06751055782602328, 0.5314114100619918, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022jyh, 324.013287142857, -8.19395714285714, 0.09, 37.536145365199204, 0.0, 59722.702721992566, 0.0006720634345710991, -0.6417333673375719, 0.0969310631224113, 0.007092279156495351, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023slk, 354.17784374999997, -17.3640275, 0.101, 37.683989449495094, 0.0, 60291.7056664223, 4.086767690523745e-06, 11.464473750098762, 2.3830925798088844, 0.786074589141208, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019bim, 181.78058, 1.38095833333333, 0.09, 37.53012650648034, 0.0, 58547.12826075889, 0.0002659921718638124, -0.32295575421219824, 0.43789920936896287, 0.8627955393021693, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2024fxh, 166.93486, 31.20865333333333, 0.05, 38.24227931399173, 0.0, 60421.645147776195, 0.004053052212680091, 2.4172418405270806, -0.6220390169528957, 0.20261453950661235, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019scw, 134.938303333333, 38.8595975, 0.1, 37.65679767333046, 0.0, 58775.31862843697, 0.00031203953191186765, 0.27205578279695874, 0.36798906190039093, 0.0002663170926098246, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023tfc, 9.019790714285715, 17.809192142857142, 0.0533, 37.62157932028839, 0.0, 59789.26642716842, 0.00041359738591991276, -0.05448581651771424, 0.26591877496617705, 8.280723704956472e-06, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020tel, 255.858253333333, 35.9996666666667, 0.08, 36.86207097283078, 0.0, 59114.483767724116, 0.0007593337602459501, -2.0697632290554893, 0.20712271036133453, 0.21999919992595096, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021swy, 331.62752, 9.7228875, 0.054164, 39.00506627879575, 0.0, 59402.000228608485, 0.00015111235509225634, 12.51753934492662, 0.7400449336049583, 0.1436115126380173, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021vxj, 18.7116133333333, 75.7399783333333, 0.069477, nan, 0.0, 59414.824438390155, -4.9969334234136685e-09, -442294.2989614584, 0.9275096578550474, 0.3556120429238945, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2024bci, 204.35201266666667, 27.419514000000003, 0.0366, 38.37882932443732, 0.0, 60367.92250830644, 0.008839689767553564, 0.43159251162950873, -1.028870623117523, 0.19015264357585693, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021zwy, 347.2644625, -15.78435, 0.097, 37.99368899791818, 0.0, 59491.99275133785, 0.0005247206190371999, -0.19695598217856405, 0.056102206112216876, 0.43178331313902163, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019lop, 230.60407, 1.0253225, 0.09, 40.38540101031625, 0.0, 58850.30906095856, 0.0003494954045170724, -0.8955506820694403, -0.6046392838253517, 3.5387638490647078e-06, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021vnx, 285.903524, -27.402718, 0.041, 36.960494817736745, 0.0, 59444.75236451747, 0.00045288175986020083, -1.3237089663545416, 0.39007221070807985, 0.29358970676912577, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2024R, 94.66648624999999, 48.89672249999999, 0.046, 36.91316396488102, 0.0, 60321.098301463215, 0.002656971160780935, -0.7081274945440227, -0.18653835981952205, 0.0003299667550891172, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023sjl, 10.75729625, -19.932378749999998, 0.1, 39.118829002324546, 0.0, 60206.00015127899, 0.0018000577186665899, -1.9460866241372745, -0.8175797442066206, 0.22480728456866927, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022sdu, 255.31325, 40.29123333333333, 0.065, 37.356101664609625, 0.0, 59828.18201599007, 0.0003638260984520311, 2.4921758884737883, 0.5114736570024477, 0.4637557291316625, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023uqi, 121.51347666666665, 19.80689166666667, 0.065657, 37.88472292672743, 0.0, 60231.42698292209, 0.0008698925648109917, 1.0652548525890644, -0.02879074014675356, 0.38670162218113546, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020dhj, 223.376606666667, 17.2891, 0.04417, 36.857506729305555, 0.0, 58918.70666081887, 0.0027599190628973345, 0.31175200186949786, -0.1358394562856214, 0.1080158851291344, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020qqn, 356.3210225, 21.3588725, 0.045, 35.548189187969996, 0.0, 59078.78784217689, 0.002318859103396009, 0.7119970561157951, 0.36558209577249845, 0.06771821749862283, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021aaqf, 328.683872, -13.085462, 0.045, 36.112204950907646, 0.0, 59506.55900679943, 0.0023371312039676124, 0.6607053023384764, 0.17857614732109667, 0.1049730036247638, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019wfa, 326.253604, 9.123848, 0.0607, 37.89449193398451, 0.0, 58999.19429227233, 3.447060981821987e-05, -11.023857259752582, 0.5527566558849409, 1.2817898365647125, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019hcg, 241.180559375, 27.9534275, 0.077296, 36.98162696285672, 0.0, 58647.97621203833, 0.0002136406535738382, 1.7337124468564, 0.7844783983706549, 0.34560689985664794, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019fjr, 323.407148333333, -27.7873483333333, 0.061, 37.081876376812886, 0.0, 58623.50213399505, 0.0006729262411919241, 1.9261319300746413, 0.3589882041397671, 0.46552486194923404, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020zbg, 44.0070125, -35.2659725, 0.104, nan, 0.0, 59535.05086471937, -3.0695322290242666e-06, -74.48091104041389, -62.11749492862651, 0.0007954384564072825, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020fyt, 180.3767125, 59.319475, 0.05, 36.18422108887882, 0.0, 58960.06669591122, 0.002352918757981152, 2.154539488861858, 0.22045068047654676, 0.00039355432090815157, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023nvd, 239.83679875, 65.35893500000002, 0.06, 37.651290167498175, 0.0, 60158.25863102024, 0.0008641656736564852, -2.009956889446581, -0.09005698718023968, 0.2896403069353255, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022yqa, 358.079485, 24.783795, 0.063, 37.137904840501555, 0.0, 59888.83606282035, 0.0009232238499593327, 0.9689312816416537, 0.18692838736772088, 0.14241972368472489, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022bed, 240.995638333333, 40.9528316666667, 0.09, 40.59004571670866, 0.0, 59686.13515123414, 0.00010022145974320136, 7.377797058199424, 0.14046582624807047, 0.001449501607567072, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023tky, 1.5702474999999998, 35.186525, 0.048, 36.61165288959643, 0.0, 60220.55376767979, 0.001087436127220205, -0.4627576161218448, 0.23469408101237632, 0.14224585122428834, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021thm, 354.927841666667, 42.1787716666667, 0.035, 36.511387408943136, 0.0, 59423.70380066425, 0.001656594209828398, 0.8813247806023974, 0.18030893957129374, 0.09364394086151151, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021wdx, 15.1876425, -21.4322425, 0.0545, -459.8460429814108, 0.0, 59623.837261334214, 1.9128973550307676e-13, -3511.1348680173205, 9.702558803978519, 0.40846713202336105, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021bmu, 19.5191266666667, 14.5536266666667, 0.053, 35.90219109316971, 0.0, 59531.44032933518, 1.0165632130774025e-05, -13.423132798831842, 1.5147530132223463, 1.0025736698808032, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023hxo, 166.4592988888889, -9.870315555555557, 0.025, 35.32902298494599, 0.0, 60084.7094063255, 0.0011812170592211053, -2.6440413044511866, 0.5209635342920075, 0.11816189807723276, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2024eqd, 190.21113636363637, -3.4606636363636367, 0.069788, 36.204760987794444, 0.0, 60397.21827925283, 0.00019818727847593145, -1.870227519858111, 0.8986186208321862, 0.3027850375583512, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2018imv, 140.3005625, 33.7227675, 0.09, 36.65444851599395, 0.0, 58440.35457572171, 9.639757351559124e-05, -0.4116583819540695, 1.0718561468340226, 0.00011106347665190697, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023acla, 181.26037200000002, 1.175702, 0.06565, 37.21009458553287, 0.0, 60311.95932893946, 0.0009262932455253906, -0.22466240274101895, 0.10857465646746836, 0.2749446752786753, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020nli, 242.006305555556, 0.0420833333333333, 0.108, 38.0311750559717, 0.0, 59036.41822248728, 0.00037674257166200566, 3.4328716408869555, 0.32397265446363166, 0.4134971899584343, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022uew, 0.22168000000000002, -49.315996, 0.07, 37.29953834145729, 0.0, 59837.21543246371, 0.0007238772820446246, -0.9445569331678334, 0.13356816781439168, 0.4789057142479578, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023luo, 268.49633800000004, 70.961172, 0.059, 37.15085788983586, 0.0, 60131.190661308094, 0.000536498649245936, -0.7041875637872601, 0.29730137711506577, 0.35549567780981306, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020uea, 37.83822, 43.46477875, 0.019544, 34.62378825188204, 0.0, 59127.14722911024, 0.00024159660909193667, -3.005747290049074, 1.2879613036409352, 0.10531567785801599, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020bpu, 71.9138616666667, -14.6484016666667, 0.04153, 36.267221965313794, 0.0, 58892.88505173588, 0.0010710709149541675, 0.09758833681232008, 0.37641768917623775, 0.2007313197318581, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020abqu, 63.4580642857143, -14.1741285714286, 0.044, 36.1375436162901, 0.0, 59197.22092706519, 0.0008458755293823764, -1.9406521330012834, 0.4088706231819404, 0.09233489305188414, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2024bha, 82.891476, -39.051668, 0.0778, 37.39993410536532, 0.0, 60346.06039682741, 0.0004164169657566245, -1.5426286858804865, 0.26783123880570386, 0.3826189492137928, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021kjh, 199.96659, 7.760385, 0.04931, 36.625094350339964, 0.0, 59339.25072814879, 0.0012279050019739024, 0.3412082995326533, 0.2241170613986687, 0.13220858996282914, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019rok, 331.240076666667, 2.38736333333333, 0.11, 37.61546131400452, 0.0, 58769.22680140036, 0.00021659976732602798, 1.3191324062235805, 0.5564749220817027, 0.534767354343785, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023gbb, 287.78497, 45.124460000000006, 0.073752, 36.10851345529377, 0.0, 60060.35191590296, 0.00018370253879281285, 0.7000659797088261, 1.072325124510541, 4.968689609086141e-05, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023zqw, 101.532966, -37.800731999999996, 0.107, 38.51367231546937, 0.0, 60297.90354325554, 0.0005241530174892768, 0.5653211213473238, -0.07682986589998203, 6.478334762505256e-05, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019pkg, 11.533505, 9.13983, 0.041, 35.87581360743804, 0.0, 58748.01838834621, 0.001919701945127848, 0.27912710877337266, 0.30650957272623275, 0.12397461135697085, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022owf, 351.54161, 27.700936, 0.07, 37.25151947247989, 0.0, 59787.25998160064, 0.0007028316288014483, 0.217540145426622, 0.21187351756905423, 0.0008939670224208385, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020ees, 201.81321, 32.033526, 0.024424, 35.390519552128616, 0.0, 58928.602488422934, 0.005358124538935867, 0.39404508549518824, 0.10874669373896081, 0.06390519573324127, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021bwb, 171.801116666667, 25.32746, 0.1211, 38.18860773188287, 0.0, 59246.094425745556, 0.0002617525920053178, -1.6750959852621932, 0.17004882346647812, 1.8245997539488599, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019fxt, 304.702297777778, 5.51284222222222, 0.067, 37.189849609352734, 0.0, 58631.505964524855, 0.000349550914824052, 0.016618895563968443, 0.46732288010810574, 0.5119192089769058, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2024avn, 178.45050076923079, 22.773963846153848, 0.08, 37.69573950601104, 0.0, 60345.78405959597, 0.0010025514244316508, 0.846869243710325, -0.027401438008277747, 0.27583490185133996, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022qsp, 41.65929, -20.588514, 0.0663, 37.81106714998728, 0.0, 59804.335962144825, 0.0003411740765718587, 0.33250127060986046, 0.28969127935932865, 0.33297669013700215, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022ybb, 352.52583799999996, 5.677110000000001, 0.13, 38.044860967519796, 0.0, 59875.246886997804, 0.0002454005506447705, 0.022656182110059202, 0.3156845373400267, 0.40408191847018315, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021afuo, 338.04486, -20.12416, 0.090041, 48.18720794374484, 0.0, 59560.46107426287, 3.8682488743317207, 2.806309417859584, -6.2155195628439746, 0.6203227703517769, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022dhv, 139.58575, 41.0317933333333, 0.045, 36.851849594281546, 0.0, 59645.13937315343, 0.0004970930420817795, -3.23847046761698, 0.30602268696173657, 0.1440894896259124, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2024ea, 163.07923, 70.19013999999999, 0.08, 37.38052807367309, 0.0, 60314.94854863172, 0.0005831249454054165, -0.9354486321739698, 0.18358227959588616, 0.4545948959676025, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023zzb, 44.43601142857143, 45.318097142857134, 0.02, 35.66376030242425, 0.0, 60305.14281597503, 0.0010291405927095793, -1.7226782481883567, 0.5028638617597065, 0.16295846826324123, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021tnx, 347.677966666667, 19.745535, 0.1, 38.07389568297593, 0.0, 59418.24190046718, 0.0002203589608305869, 1.0408962185251065, 0.390000967248446, 0.5680727075123286, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2018bzn, 159.442146666667, 5.46727333333333, 0.028, 36.171243636162664, 0.0, 58269.577723382776, 0.00679039019526889, -1.7313287416308483, -0.3220537054828446, 0.18157987250378937, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022uis, 27.803843333333333, -3.38663, 0.098, 37.41071851130725, 0.0, 59836.63035611568, 0.0003416917374688947, -4.478121785384462, 0.2010510470568145, 0.4258870238190866, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023qrs, 23.4455925, 28.573807499999997, 0.1, 37.824710458878656, 0.0, 60191.60316325428, 0.0005961790799254031, 0.41688599590890774, 0.09361669335370108, 0.2862347817936097, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022tae, 252.766864, 18.192396000000002, 0.054, 36.69480820359089, 0.0, 59832.71899866882, 0.0006667244222612387, 0.3976231344240734, 0.4180622986876716, 0.2600110837374814, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2024ead, 236.96121749999998, -8.43309, 0.059318, 37.39876550898673, 0.0, 60385.143916523375, 0.0008854339213859092, 0.26137795733740854, 0.08546355325063823, 0.3742307729553431, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023jzg, 275.08018, 24.66246, 0.05, 27.585563408223614, 0.0, 60074.2416983541, 5.960324459154292e-07, 0.008079652694538114, 5.797546125330365, 0.0006063906948838849, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022aaw, 113.985695, -33.95337, 0.036, 37.307679480748554, 0.0, 59603.211219981844, 0.0006442379523340411, 0.8641441369661169, 0.25344675295098007, 0.43310645292149275, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019cmh, 158.663759090909, 53.97283, 0.048, 36.8903411322073, 0.0, 58577.84355624461, 0.0017008276064637373, 0.6086911068221766, 0.036524155439094666, 0.17663107041516923, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020abkn, 126.24818125, -4.87746125, 0.081, 37.00813608769919, 0.0, 59196.2118849433, 0.0004558320162343436, 0.5768573380373816, 0.45826189550837654, 0.0003155125887133181, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023lid, 248.4502216666667, 48.41859833333333, 0.084357, 37.34447184735022, 0.0, 60122.290223731805, 0.00017128125933940798, 2.744945124397136, 0.7904986617687058, 0.3984980555869697, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021yim, 326.50361, 21.962728, 0.07, 38.14509066512838, 0.0, 59475.86356834965, 0.0011647093099958743, -2.583319028695795, -0.37977393438395884, 0.3292157954601862, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
