objname, ra, dec, z, mu, mu_err, t0, x0, x1, c, t0err, x0err, x1err, cerr
2023vey, 74.890715, -5.9132375, 0.09, nan, 0.0, 60387.900846919925, -3.84790463738088e-05, 18.165205542559757, -0.1006700030340516, 0.9036076942284126, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023dxk, 221.32171333333335, 9.079236666666667, 0.061, 37.181556567754896, 0.0, 60035.80408523378, 0.0007805485818491685, -2.270396726325721, 0.08535098162447367, 0.1921554841210309, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022rw, 9.66649833333333, 21.5125633333333, 0.059, 37.06579845304486, 0.0, 59602.71140618245, 0.0012727477269120322, 2.0459244932144136, 0.14637908091005625, 0.34238942199226585, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021afit, 106.587161666667, 58.1511083333333, 0.048, 34.02315198801536, 0.0, 59555.19978294074, 9.770436800021198e-05, 1.5500796406624986, 2.004540068404298, 1.5528348740190268e-07, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021htw, 88.373036, -35.035284, 0.08, 42.680082014261316, 0.0, 59552.53202931053, 128.99764152426224, -5.878714045226316, -6.05953432448637, 0.0027848310965055134, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022cej, 183.083174, 8.086894, 0.07, 37.13373250350003, 0.0, 59635.36405273391, 0.0011452174544389836, 0.40210619253590596, 0.08720724744486075, 0.1966274678306945, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019cjq, 244.364706666667, 0.9868, 0.06, 36.99529218518166, 0.0, 58575.93403503319, 0.0005375067301971564, 1.1104047002268975, 0.42877571181954494, 0.3310494955730974, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021vib, 283.311915, 59.900915, 0.08, 37.626182898398355, 0.0, 59444.26454190594, 0.0005021925443787983, -1.9631451502447383, 0.11025842854773739, 0.2620403995824745, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023uxr, 22.679032, -14.722185999999999, 0.09, 38.18235492541986, 0.0, 60241.62345260391, 0.0011718822136341732, -0.4278401823426305, -0.29660079285226487, 0.0014589183592761401, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021yrs, 291.1405675, 62.900885, 0.090572, 38.79444258538055, 0.0, 59474.01423744664, 0.00038997883634968994, -1.094843790184598, -0.13881397214927993, 0.0002975461829919368, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020yuw, 150.507981428571, -2.01731142857143, 0.1, 37.25973335663133, 0.0, 59168.679632422805, 0.0006159661805884317, 0.8223049610547224, 0.2827410218845892, 0.4288036992511479, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020cpl, 84.974145, 59.4609425, 0.03, 37.67781743043817, 0.0, 58899.96319263717, 0.00048465117857122064, 1.0463783578167025, 0.2419685021562014, 0.5649781447282294, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019csl, 171.54966, 55.3374197435897, 0.0686, 37.14402304592997, 0.0, 58571.6804188807, 0.0007214757212415451, -0.21797276630574194, 0.21771176267032888, 0.47991828281010385, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022dsn, 196.843495, 19.3547175, 0.08, 38.085640056893695, 0.0, 59652.53761316885, 0.0007729957045972735, 3.4350622595865765, 0.054782567059083104, 0.18194132250573603, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021zbz, 9.97247, 30.0168625, 0.093166, 39.40183466716353, 0.0, 59486.44120744565, 0.0018272804084884632, -1.6525925028034996, -0.9008743910508115, 1.0934269713143294, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020ska, 275.91879, 16.625916, 0.06, 37.03857932361146, 0.0, 59100.373951711576, 0.0004012668327136591, 1.3077140463906614, 0.5261024138468439, 0.27239103699321277, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021addd, 48.742634, 4.907584, 0.037396, 36.22146927427078, 0.0, 59531.94845278947, 0.000628823271888627, 1.6904564907002784, 0.6496364901594925, 0.2720117770222714, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019dnu, 292.514805, -39.3650325, 0.07, 38.297802199918486, 0.0, 58611.245172300165, 0.000300977016834636, -1.2621621912005978, 0.10456830967789205, 0.00791760013817111, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020sme, 41.0866583333333, 14.9212916666667, 0.0468, 36.252111761229415, 0.0, 59112.300629843114, 0.0016534272642786997, 1.573227123105616, 0.29586364494266026, 0.09330018128093798, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021ypl, 238.6872, 53.14627, 0.068683, 36.99845640914634, 0.0, 59471.00185283591, 0.00021558969058213298, -1.676308755829085, 0.6218678683890932, 0.810578033382626, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2018kax, 52.2175914285714, -21.8889142857143, 0.0511, 36.33889114192722, 0.0, 58482.138506230964, 0.001776234157115534, 0.3608647847114853, 0.18802560794520704, 0.16467512917006388, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2024fbm, 244.01520125000002, 15.23911, 0.048, 37.12813627422747, 0.0, 60409.07559530275, 0.0008383427756674452, 1.3576201206968836, 0.24141176682928148, 0.002126022671291139, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021fwm, 159.325698333333, -5.160685, 0.07, 37.74548393098189, 0.0, 59302.21187335002, 0.0008568045466432614, 1.0358129534314913, 0.020104992403862258, 0.22813477306408458, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019vsm, 86.2745033333334, 15.5103166666667, 0.04, 33.515427682523125, 0.0, 58960.401065768354, 0.003008353141566826, -5.80273196908881, 0.6359250978072333, 0.04445734466571594, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023dcn, 212.69219999999999, 32.47581333333333, 0.09, 39.35519773598182, 0.0, 60090.276674786204, 0.00010027565393301848, 2.9531849308054734, 0.3387933539366783, 1.1913381270351238, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021tmf, 346.119003333333, 27.35356, 0.02566, 32.5475520852622, 0.0, 59546.26678249776, 5.6733348945557644e-05, -22.292394124558932, 1.5941666728863935, 0.06742568972913432, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022rjw, 335.2126366666667, -16.567006666666664, 0.06248, 126322.33573946649, 0.0, 59786.97464590451, 2.851073614059769e-08, 901947.8135115696, -0.2530222334941634, 0.09994768198157544, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021lxb, 195.494386666667, 28.0084933333333, 0.0259, 14.978907532483738, 0.0, 59643.959367623494, 3.958565787229452e-19, 6.2537016540892845, 19.96702130062826, 0.001505129683209816, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021xjt, 343.535455, -32.4131575, 0.075, 37.758746377662135, 0.0, 59467.09219379577, 0.0008073737117203722, 1.6917745837741651, 0.06626308149465784, 3.017406925209798e-05, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023mim, 211.99263928571426, 5.486839285714285, 0.086151, 37.635516278115674, 0.0, 60137.1818780489, 0.0007050296976428616, -1.8222468475472124, -0.005209472316974143, 0.36022940905968426, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021hjb, 133.93968, 16.9247733333333, 0.06651, 37.15691144577126, 0.0, 59308.504526661905, 0.000365226939052266, -0.7264439533031826, 0.42902561032660536, 0.4589871950993256, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020jbl, 255.338979444444, 32.7858466666667, 0.0699, 38.72538072065721, 0.0, 58978.474645386515, 0.014458935383789374, -10.732526205253526, -1.8171855424564185, 0.013739763009652961, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021vrb, 15.041525, 9.9912275, 0.085, 38.0833221367334, 0.0, 59447.43539682012, 0.0007097167087427424, 0.7419388488195486, -0.03618170083198157, 0.20437379585928284, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022aakd, 132.43353800000003, -11.30155, 0.11, 38.13864897506306, 0.0, 59947.96314455239, 7.380628209887148e-05, 0.04330210072624803, 0.7071548377340477, 0.017958131509658415, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022rzr, 332.16341222222223, -10.826001111111111, 0.088, 37.67930627854709, 0.0, 59822.613001742255, 0.00020206535185986337, -0.40637959096794696, 0.48228095165346324, 0.6361228657624451, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021gkk, 184.14374125, 60.36459375, 0.043, 36.34885791850283, 0.0, 59307.04524825809, 0.0022572077586357664, -0.988715315062979, 0.03993325852157496, 0.12262724665561109, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022rzz, 324.27677666666665, 0.6446733333333333, 0.085, 39.22047242029008, 0.0, 59831.23254524439, 0.0006375567138128816, 17.230667524017818, 0.37920128207204057, 0.061756481729389634, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020ulz, 66.2127333333333, -10.93444, 0.103, 41.04525914092382, 0.0, 59584.8564725127, 4.537041205279267e-06, 10.197827094078448, 1.2050015623909676, 2.6924149978185596, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022ajw, 141.027975, 63.47491, 0.0489, 36.88362050333515, 0.0, 59614.24659755113, 0.0008163522295816824, 0.34861172502898413, 0.2840294129480317, 0.22417293958642404, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022ina, 250.480166666667, 61.143595, 0.063, 37.05501569926563, 0.0, 59694.8853269753, 0.0006279176796101983, -3.089678522817174, 0.16537823533686694, 0.5196373185535776, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020xqr, 67.7128133333333, 9.06849, 0.06, 33.57850963114688, 0.0, 59146.54129247001, 5.764640291101829e-05, -18.473987012496384, 1.4284521467662672, 0.10612663616120699, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023dba, 251.46503000000004, 80.91501, 0.055, 62.26766503056387, 0.0, 60038.2945698187, 6.423251878004687e-05, 151.40644245882305, -0.19198402183369087, 0.00022067294048611075, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023bob, 74.73085875, -19.746125000000003, 0.057, 36.95018301822959, 0.0, 59997.11216568705, 0.0009044441686047958, -0.3408686052884748, 0.1955293450115589, 0.1714124019672454, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019msg, 8.68512, 1.57484333333333, 0.06, 36.792007745126334, 0.0, 58706.16270384143, 0.0001511955319105743, 0.039278898837814616, 0.8902077121633181, 0.5181840910045139, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023bfv, 223.73367526315792, 29.834572105263156, 0.086, 37.959296390138675, 0.0, 59984.80269718917, 0.0006059064033472744, 1.6379241024620885, 0.09967713826250245, 0.5971431157158804, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023mey, 342.68195, -5.4410620000000005, 0.0573, 36.56647027794564, 0.0, 60139.282349783774, 0.002224010478428096, -0.001725927117177155, 0.019498715975286945, 0.22431219893041998, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023R, 150.26808599999998, -5.1297939999999995, 0.0355, 37.3635895234042, 0.0, 59953.560143179624, 0.0007117188298943724, -0.6865389456300445, 0.13049157548866658, 0.2779361220091232, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020udz, 291.99584, 36.349585, 0.06, 37.27280010003604, 0.0, 59127.013010366136, 0.0011431355762573268, 0.7927181063296648, 0.06062454275884344, 0.19860048188638757, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020yyk, 335.694902, -1.624368, 0.08, 37.63201456056217, 0.0, 59167.28337535905, 0.00031907520105391054, 0.2023629976950533, 0.36502697748524227, 0.5031716473422421, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021arr, 189.12731, 19.8260866666667, 0.07, 36.98294999834865, 0.0, 59243.0466270511, 0.00032794547413881974, 0.5132988713462434, 0.5788412062284564, 0.47306847010258934, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021cta, 130.362, 44.146184, 0.081, nan, 0.0, 59630.410378595705, -1.6873911174559556e-05, -9.231632897336814, 1.8477241753414073, 0.1502406970685115, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021rhu, 0.814146666666667, 16.145665, 0.003506, 31.361568714537217, 0.0, 59410.49879606462, 0.20452021908455628, -2.3547904619563162, 0.008683870192950473, 0.00279698395752348, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020yhd, 87.774315, 61.31204375, 0.06, 37.51301976453738, 0.0, 59161.08659444381, 0.0005961981449575708, 1.8996236042081096, 0.2611132222651612, 0.2672080406373425, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020ntk, 274.352975, 73.75092625, 0.078, 37.85136497367165, 0.0, 59048.06223757743, 0.00036127624132824797, -2.737123341817049, 0.11801266247208261, 0.0010574043299129698, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023chz, 129.51259833333333, 7.889743333333334, 0.049247, 40.56866919387085, 0.0, 59971.93749789942, 4.4817747382447815e-05, 37.64422553239149, 1.79609590960509, 2.2697568056173623e-05, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022ine, 318.445883333333, -5.81780666666667, 0.049088, 36.78022967900124, 0.0, 59705.8498839899, 0.001181965180641943, 0.9774799955040857, 0.21616316551495024, 0.2675749709342199, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020abpt, 40.1061716666667, -1.19689166666667, 0.139, 44.996011052311324, 0.0, 59496.024954436405, 0.00534335107379285, -6.95987838619835, -3.320944612975478, 2.357882546632027, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019hsz, 325.312652666667, -9.66751933333333, 0.086, 36.891282925376004, 0.0, 58650.18124170414, 0.00022575096838075776, 3.412966079525959, 0.8701478293266525, 0.0002764461387414485, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020yff, 122.79547, -10.588152, 0.07, 37.58497429198886, 0.0, 59154.266376861895, 0.0009846649512739994, -1.5193073845484488, -0.092225330644598, 0.2719114222963981, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021gmk, 91.8618544444444, -45.0041066666667, 0.041, 36.258327443486735, 0.0, 59297.38246184931, 0.0006214558680205743, -4.0536175948758295, 0.38246463237638134, 0.00976549365077517, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019sck, 60.1895775, -7.03846, 0.066, 37.71260398259689, 0.0, 58772.64965622716, 0.000829966136755122, 1.1041629048314645, 0.04494448099753712, 0.26800905602794955, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021our, 288.840606666667, 79.1783533333333, 0.039, 37.30010664498387, 0.0, 59381.755779677216, 0.0009417953385024487, -0.8996974428933084, 0.04324011989559315, 0.16762444279083866, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022uir, 330.3697025, -13.3991325, None, 37.25574194972668, 0.0, 59843.15353376147, 0.0005974769276403016, -4.801296845630102, 0.04073343360029144, 0.059281404297507834, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023dwj, 164.94343333333333, 61.23013666666666, 0.05527, 37.032866148352966, 0.0, 60030.28969108454, 0.0008815030789581285, -0.8681240214335071, 0.15404416281856204, 0.4804783187828434, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020hdc, 168.07007, 38.3248225, 0.071, 37.29798339200089, 0.0, 58960.127425801955, 0.0005111932491196903, -0.11121927626818098, 0.2935429466824488, 0.29316388769075274, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2024ats, 194.229185, 27.7370125, 0.03, 35.90024248408763, 0.0, 60341.81443419466, 0.00018660544379968684, -2.75528492562935, 0.9779699527070514, 0.2929402243826189, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022adcg, 153.43589500000002, -1.8559800000000002, 0.13, 38.92054288216791, 0.0, 59939.952240427396, 0.00025946712288259986, 0.5959588729657338, 0.03957597408562625, 0.00029005599571974017, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022you, 58.639918333333334, -45.76166166666667, 0.06, 47.911057383898935, 0.0, 59849.93890448774, 5.647281099809431e-05, 70.1967968566254, 0.8167405359976424, 2.3935353965498507e-07, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2018eak, 243.9520325, 19.65718, 0.03, 35.72991853251076, 0.0, 58329.655396705835, 0.002041616089079582, -2.4492982803177665, 0.2087885514187953, 0.1301158782625862, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020xky, 163.949646666667, 14.86784, 0.06026, 32.46785126281014, 0.0, 59320.74056531424, 2.576142767137838e-05, -7.432291426403978, 2.567484877013414, 0.08741571729115094, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022xhi, 30.016498000000002, -28.485114, 0.0808, 37.9617694492011, 0.0, 59869.84135134941, 0.0006781442231514203, -0.969007115077779, -0.058301810196503386, 0.3282649734283041, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023pmc, 249.67992750000002, 25.075655, 0.08971, 37.99642596569511, 0.0, 60178.90923678113, 0.0007175782116188216, -0.31240587635708644, -0.05962448288037517, 0.21612080046907067, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019xhx, 357.5749025, 40.421405, 0.04, 37.999606690872426, 0.0, 58836.902921952846, 0.0017702770974449187, -2.813308446827091, -0.4898622582102883, 0.3074647373796324, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2024gwi, 294.46598, 66.38213, 0.065, 41.71916563213675, 0.0, 60428.38624831583, 0.01384554069232403, 5.832341780354423, -2.0196492205795837, 0.5044709361136483, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022euq, 263.87058, 9.42713666666667, 0.026, 36.1254714689897, 0.0, 59661.24901947574, 0.0003615147319042285, 1.489331882783511, 0.865393546882083, 2.925371518358588e-07, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019pjt, 257.145686, 51.47371, 0.1167, 37.900498384796435, 0.0, 58740.19849465562, 0.0005409321941617551, -0.31093923288877867, 0.07035904784262424, 0.4052561739044904, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023eyr, 221.17735000000002, 6.953398333333333, 0.101178, 38.23856313753234, 0.0, 60051.61134900496, 0.0004404280703142965, -0.007647628532614029, 0.04699313484859053, 0.6962694203284627, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023ewr, 129.59218181818184, 4.382509090909091, 0.04769291, 36.62975819042173, 0.0, 60056.76825828159, 0.0019012888538270218, 2.117178235845467, 0.14968597004290293, 0.18411155590365524, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020utp, 318.49361, 24.32605, 0.05, nan, 0.0, 59542.49535458219, -2.5298752019961816e-10, -35154.326561155605, 3.6817146948562898, 0.6254419167416927, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021mla, 269.9696175, 69.4198275, 0.08, 37.62920814734558, 0.0, 59356.22941517918, 0.0003309217625978439, -2.0886645351745816, 0.24969854696422816, 0.00100396114794421, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023fa, 21.685544, -3.503884, 0.019, 33.00934687943674, 0.0, 59969.87119979832, 0.0012380430805893458, 2.815338399613142, 1.4993422914271772, 0.06816218046151334, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023apx, 128.01998625000002, 21.628158749999997, None, 37.25129196738702, 0.0, 60347.081149149046, 0.0015403343989093955, 2.683432453233992, 0.04850033563703096, 0.0005482861561176833, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021lrp, 317.3181675, 5.82629, 0.073, 35.55688045153603, 0.0, 59516.89271176479, 1.3064733768869261e-05, -13.549259855601782, 1.5325715349228843, 0.6011280757084023, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023mpo, 335.51485125, -9.04874375, 0.096, 37.124336046531866, 0.0, 60137.2477651738, 0.0002723790515177849, 0.08903386911746168, 0.5790949796914174, 0.5789169842792035, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020adfb, 40.6459025, 9.0248825, 0.11, 37.196513999635854, 0.0, 59495.15477013418, 1.9874070667884017e-05, -24.59573459906794, 0.35786002649520626, 2.8505713999038562e-05, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021dks, 246.085138333333, 2.35530833333333, 0.06, 36.86242901412662, 0.0, 59275.724555206776, 0.0006552400760726117, 0.5250639387587257, 0.37583187326698114, 0.30042462982964935, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021ghc, 149.13745, 0.7522675, 0.046217, 36.60873162402714, 0.0, 59306.72034258599, 0.001953224617065668, 0.14765196463232794, 0.058083605823054815, 0.17578183528894442, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021aub, 118.516576, -6.321372, 0.06, 37.15702779870708, 0.0, 59244.50723937772, 0.0005733417438022314, -0.3911819027588437, 0.2861847830421549, 0.34460653781934525, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021acvk, 138.1709475, 16.1330725, 0.089, 37.902541686757004, 0.0, 59523.29473476099, 0.0006332910698933468, 0.6447425120247091, 0.05764963059200004, 0.0030952042325225193, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021vnv, 219.605741666667, 28.5855683333333, 0.079, 37.56686096358014, 0.0, 59444.88252862583, 0.0008229392276688774, -0.781989007167794, 0.009755214116276532, 0.40985286856084713, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021aeqk, 156.008235, 40.34546, 0.098, 36.571316736268386, 0.0, 59543.567539489006, 0.0003301800673185396, 0.6054257942680513, 0.7134083050250074, 0.35529186346320785, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2018bvg, 193.852761296296, 45.5784177777778, 0.07, 40.50697905278022, 0.0, 58294.02632809118, 0.0017110788161859428, -9.353883953317116, -1.5821605944292725, 0.000158807077241363, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2018hnp, 356.188411428571, -22.5099171428571, 0.07, 420.2039733190701, 0.0, 58835.722650839336, 5.331207009434807e-10, -6.653886027685163, -118.69599394482006, 0.8254151772271143, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021dfs, 183.232023333333, 62.8271633333333, 0.051344, nan, 0.0, 59689.173871312865, -0.00032187686709788445, -17.88515295082212, -1.507052567445758, 1.35039273874645, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020bec, 179.992902857143, 4.92202285714286, 0.0732, 37.772936995700505, 0.0, 58884.943167825375, 0.0005532545768123752, -1.711255066174353, 0.040378953780542744, 0.3151665669756767, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021qvb, 299.1385225, -11.46709, 0.062043, 37.23376630943367, 0.0, 59398.60211983451, 0.0006180086302469153, -0.27413380494775935, 0.24044148650568234, 0.3563191105167789, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019amp, 202.001858, 30.275106, 0.06, 37.31486992057073, 0.0, 58527.24683543203, 0.0008561829399242297, 0.8845870130204414, 0.15243736657565954, 0.0022645675599051174, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019btu, 114.8546975, 31.0377375, 0.086, 38.26263696242568, 0.0, 58561.03231969311, 0.0006796580717960771, 1.4184885196441197, -0.04831444107253764, 0.02090535418028594, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023wfz, 358.1208505555556, 39.96062222222222, 0.068, 37.495754801514586, 0.0, 60255.712496982356, 0.0007134998267347862, -3.809630677104655e-05, 0.11798554355945086, 0.23895508957502898, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022mzr, 202.487998, 31.722592, 0.099, 36.36818047074719, 0.0, 59754.879322421206, 0.0007489175574882531, -17.38405780318708, -0.3203334173425575, 0.09373035037424415, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020nbb, 247.038713333333, 30.5385766666667, 0.0824, 37.235329047873805, 0.0, 59033.553781181, 0.00022109819974901348, 3.6584304849061273, 0.7775445819146697, 0.3929456666628539, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020yel, 273.979402, 10.78955, 0.076, 36.90090060315268, 0.0, 59156.56171981972, 0.00012669490278762954, 4.165162304286533, 1.1033304073860013, 0.7843815521482611, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019ulw, 41.209375, 36.9060675, 0.044, 36.917709851784345, 0.0, 58810.17755148043, 0.0014997162613792573, 0.7182873250622085, 0.07671858786264958, 0.14844371482831775, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021xbb, 339.43894, -8.6563225, 0.081222, 37.809893896844535, 0.0, 59457.69485093877, 0.0005330483014373615, -0.45386252750195233, 0.09827385154545426, 0.33840439987397986, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022oyd, 232.031072, -16.671142, 0.04, 36.084118124287855, 0.0, 59787.07975747373, 0.002120375050266977, -1.1305855177106159, 0.14082844830989388, 0.07594233469717437, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2018jki, 354.232582631579, 2.97016105263158, 0.06, 36.762760289344286, 0.0, 58446.704414585096, 0.0007302714646768785, -0.3175301263162592, 0.33195956955808786, 0.3207084874047723, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2022hov, 108.92124, 36.7967569230769, 0.07, 37.62148603993012, 0.0, 59693.51921874729, 0.0007740771620833378, 0.26841531249114653, 0.06101015084706282, 0.9854182189155836, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020kaw, 198.786284, 48.535636, 0.0557, 37.2193488153094, 0.0, 58993.75205175357, 0.00026527952328551024, 1.462611557967597, 0.619728219911687, 0.27995438719153753, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019hib, 197.989254166667, 44.8150283333333, 0.0551, 37.07248224307337, 0.0, 58653.39631741874, 0.0014927650329529128, 0.3480997711067173, 0.01170099717418036, 0.20103120227940963, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020dhc, 138.360331666667, 16.434815, None, 38.02321281931772, 0.0, 58912.94457108195, 0.0005642975451149723, -2.7289006462658474, -0.09323526198738591, 0.5068231221412134, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2021tvv, 218.089915714286, 23.7489428571429, 0.1, 35.175808526004815, 0.0, 59628.295566311084, 0.00020339334264364567, -9.630237436136118, 0.8710052898689569, 0.05268445086403517, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2020usm, 359.671425, 29.0086325, 0.104, 38.3887793313329, 0.0, 59126.901495845734, 0.00021583471702831198, -0.45028718562413905, 0.22834748613746608, 0.638407487564109, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019rpp, 162.327693333333, 22.98282, 0.032, 37.040186289381715, 0.0, 58773.625491451254, 0.0004255946690113769, 1.055048053889849, 0.4935580612148019, 1.5201981566497125, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2019cxg, 207.037482380952, 30.8317514285714, 0.06, 36.78469688228763, 0.0, 58594.07828292864, 0.0022263025555516523, 0.8763900137966312, -0.011600884656323819, 0.08629523680428974, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
2023nzg, 234.25274888888887, 46.47307555555556, 0.08, 37.87826726827945, 0.0, 60161.2014980922, 0.0008575551245117446, -0.679321553303886, -0.10049271032093636, 0.31879157065122854, 3.566732094769821e-05, 0.09592907580222643, 0.015709467542146357
