objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, st, st_err, Tmax, Tmax_err, EBVhost, EBVhost_err, hostMass, hostMass_err
2004gs, 129.596583, 17.627722, 0.0267, 0.026390916780388185, 53352.85, 53461.56, CSP, 35.360521599500395, 0.010660915608440057, 0.7024740059197936, 0.004272354276106342, 53356.96460688909, 0.038864816921614094, 0.17202403442638023, 0.005319825331195982, 10.524491610792518, 0.0008337715580172614
2008gp, 50.753042, 1.361889, 0.0334, 0.03284986779071364, 54768.75, 54844.52, CSP, 35.64526206222922, 0.014970050536781583, 0.9723656303047614, 0.0053952089485942364, 54779.55616472985, 0.050177974984471276, 0.020385961367068064, 0.004958387420206575, 10.825626853900289, 0.0008195866476426455
2009al, 162.841958, 8.578528, 0.0221, 0.022672345649647596, 54891.71, 54973.54, CSP, 34.48510217776057, 0.041740451352915445, 0.9213673734065752, 0.016463215801328177, 54897.264445155786, 0.39348513206844615, 0.27118869336482715, 0.01465604048199542, 10.676596531095123, 0.0005467162453691708
2005ki, 160.117583, 9.202333, 0.0192, 0.019954835427210993, 53695.86, 53861.5, CSP, 34.62231043687935, 0.009027162414163762, 0.8271914614547092, 0.003227994024473686, 53705.8303193478, 0.039548141822689675, 0.015183973202223767, 0.003830170071095694, 10.709160295771582, 0.00038088954032225003
2006ev, 322.746917, 13.989222, 0.0287, 0.029906954835547728, 53993.59, 54039.52, CSP, 35.45814942674865, 0.018881828662309395, 0.8457090799702504, 0.007604458059209628, 53990.02948483305, 0.24373463778208285, 0.21142932336986095, 0.008617388509597233, 10.748696257484479, 0.0007780565778547196
2006gj, 49.399167, -1.691722, 0.0284, 0.029096197852260364, 53998.83, 54096.59, CSP, 35.39064780237187, 0.015010283209865825, 0.6650371007678664, 0.0077813776365580935, 54000.96958194802, 0.0626262627172216, 0.2690730430331232, 0.009320866888527247, 10.669635209313917, 0.0012479558890463075
2006hb, 75.505333, -21.131972, 0.0153, 0.01642520188994956, 54006.87, 54143.59, CSP, 34.02830510453372, 0.012930149127483715, 0.6905400980912063, 0.0049249960171119525, 54002.985884801165, 0.13099543407690312, 0.06148104158059626, 0.0070177602685004324, 10.210072482410556, 0.0005498683746901016
2007hj, 345.449542, 15.5865, 0.0141, 0.015352675804341631, 54348.76, 54440.53, CSP, 33.814108924964195, 0.01354815253994945, 0.6179692508647419, 0.0062635903352844064, 54350.342185724185, 0.05512849383451005, 0.10104777187535018, 0.008372058329676715, 10.38832624078401, 0.0005651865386335664
2007ol, 24.34875, -0.312, 0.0559, 0.05462956395911056, 54409.79, 54422.66, CSP, 37.22398592680248, 0.08563714835693093, 0.7153237705423765, 0.04292531085631087, 54413.53764494678, 0.22359733748200258, -0.09060617598240046, 0.045303401620531446, 10.289335360151146, 0.0023866700569406345
2005mc, 126.7765, 21.646, 0.0252, 0.026240933174557002, 53736.79, 53773.62, CSP, 34.98011788207261, 0.023654436606253753, 0.6466242246137989, 0.010676154513381091, 53734.47935573435, 0.18878308926239384, 0.24448117484424337, 0.013845028948597961, 13.004227849812548, 0.0005277710097430307
