#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
02a58054o0489o,39.5950288888889,-11.7389633333333,>20.5,0.0,3.0,o,22.227,58054.41678905,6538.87,9427.91,193.0,177.2,0.1,12.2,173.6,335.6,694.3,4.29,2.11,1.91,1.0,3.0,-0.477,0.09651494506683468,11.774823298153828,19.22,30.0
02a58054o0504o,39.5950288888889,-11.7389633333333,>20.024794709879576,0.0,2.2,o,22.247,58054.42505755,6556.84,9469.36,230.0,179.9,28.2,12.8,179.9,-24.3,666.5,5.54,2.09,1.92,1.0,3.0,-0.448,25.976184986840902,11.790608788353317,19.26,30.0
02a58054o0519o,39.5950288888889,-11.7389633333333,>20.65,0.0,3.0,o,22.248,58054.43295435,6499.6,9394.06,109.0,180.8,-50.5,11.2,173.2,-805.8,540.3,6.83,2.06,1.89,1.0,3.0,-0.458,-45.17510263681816,10.019032664007197,19.31,30.0
02a58054o0534o,39.5950288888889,-11.7389633333333,>20.14113259651867,0.0,2.52,o,22.248,58054.44053015,6478.58,9512.58,236.0,180.5,30.0,11.9,181.9,693.5,584.3,3.76,2.06,1.88,1.0,3.0,-0.452,26.694701542422802,10.588898278494378,19.34,30.0
01a58056o0323o,39.5950288888889,-11.7389633333333,15.61,0.01,88.23,o,22.274,58056.40554975,2894.33,3540.78,602.0,-5.4,1032.3,11.7,75.6,50718.5,690.2,154.17,3.24,2.8,1.0,3.0,-0.426,2077.7233196055827,23.548738583149586,18.67,30.0
01a58056o0338o,39.5950288888889,-11.7389633333333,15.6,0.02,63.54,o,22.274,58056.41261485,2870.75,3477.41,840.0,-4.8,1042.0,16.4,92.5,52870.0,1377.2,60.3,3.25,2.78,1.0,3.0,-0.428,2090.617691122233,32.90415559923668,18.67,30.0
01a58056o0353o,39.5950288888889,-11.7389633333333,15.59,0.02,71.13,o,22.274,58056.41972685,2926.61,3527.92,704.0,-37.3,953.1,13.4,52.2,50935.7,911.6,74.25,3.47,2.89,1.0,3.0,-0.42,2106.9029556114588,29.621760156535043,18.62,30.0
01a58056o0368o,39.5950288888889,-11.7389633333333,15.53,0.01,76.97,o,22.274,58056.42683905,2943.88,3384.39,927.0,1.3,1062.2,13.8,95.7,54321.6,1141.9,82.43,3.35,2.84,1.0,3.0,-0.418,2225.605518208822,28.914852335983568,18.65,30.0
02a58058o0245o,39.5950288888889,-11.7389633333333,>18.46,0.0,3.0,o,22.076,58058.38364685,9292.23,7307.3,307.0,235.5,-21.3,69.8,219.5,-3320.5,4457.2,2.01,2.12,1.89,1.0,3.0,-0.476,-23.380619480846068,76.61818027056599,17.79,30.0
02a58058o0260o,39.5950288888889,-11.7389633333333,>17.70055346292761,0.0,1.24,o,21.848,58058.39180935,9310.13,7349.19,643.0,233.0,87.9,70.9,167.5,-5864.2,4262.9,3.22,2.14,1.94,1.0,3.0,-0.473,124.41797358254829,100.35533932881312,17.26,30.0
