#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
04a59883o0449o,55.28818,-2.8485175,>20.12,0.0,3.0,o,22.05,59883.19266975,1104.9,8136.45,158.0,181.1,-11.8,8.4,181.2,-1229.6,614.8,1.09,2.9,2.42,1.0,3.0,-0.3857,-21.639843542390057,15.404634386108178,19.2,30.0
04a59883o0456o,55.28818,-2.8485175,>20.26,0.0,3.0,o,22.053,59883.19603705,1086.54,8095.6,204.0,181.8,6.6,9.1,181.0,-667.8,576.8,0.67,2.61,2.19,1.0,3.0,-0.3907,9.876141485452727,13.617104169336338,19.31,30.0
04a59883o0461o,55.28818,-2.8485175,>20.34,0.0,3.0,o,22.056,59883.19828965,1146.89,8172.76,200.0,181.2,2.0,9.7,181.9,195.6,624.5,1.06,2.47,2.02,1.0,3.0,-0.4037,2.6365563857713665,12.787298470991125,19.4,30.0
04a59883o0473o,55.28818,-2.8485175,>20.37,0.0,3.0,o,22.05,59883.20406185,1170.69,8055.31,184.0,181.1,-6.9,8.8,179.9,-50.4,510.4,0.96,2.48,2.15,1.0,3.0,-0.401,-9.75029996316527,12.43516517041368,19.39,30.0
02a59884o0661c,55.28818,-2.8485175,>20.51,0.0,3.0,c,22.165,59884.49651395,8482.05,9800.83,169.0,181.5,-5.1,7.8,181.4,519.7,506.9,0.86,2.58,2.29,1.0,3.0,-0.4057,-7.214132417903336,11.033378992087453,19.55,30.0
02a59884o0716c,55.28818,-2.8485175,>20.57,0.0,3.0,c,22.161,59884.52198815,8460.05,9763.36,181.0,180.9,-2.4,7.3,181.3,1404.5,439.1,1.05,2.57,2.3,1.0,3.0,-0.4107,-3.424766339344274,10.416997615505501,19.55,30.0
02a59884o0722c,55.28818,-2.8485175,>20.54,0.0,3.0,c,22.162,59884.52475615,8520.61,9843.52,181.0,181.3,-6.3,7.6,183.0,768.8,476.3,0.88,2.56,2.3,1.0,3.0,-0.4087,-8.93032153870445,10.773086300659335,19.53,30.0
02a59884o0734c,55.28818,-2.8485175,>20.5,0.0,3.0,c,22.161,59884.53019345,8540.43,9726.63,174.0,179.7,1.7,7.9,181.6,1629.8,624.0,0.86,2.55,2.29,1.0,3.0,-0.4087,2.3921220231882243,11.116331754815867,19.54,30.0
04a59887o0364o,55.28818,-2.8485175,>19.87,0.0,3.0,o,22.053,59887.15901555,1089.25,8137.2,182.0,180.7,1.7,18.1,177.1,-999.7,1102.2,0.9,2.19,1.88,1.0,3.0,-0.412,1.868657166436596,19.89570277206023,18.98,30.0
04a59887o0370o,55.28818,-2.8485175,>19.89,0.0,3.0,o,22.057,59887.16175355,1070.5,8097.58,150.0,181.1,-10.9,15.7,181.0,-159.3,1043.6,1.11,2.41,1.95,1.0,3.0,-0.397,-13.438688802175339,19.356643504050716,18.92,30.0
04a59887o0405o,55.28818,-2.8485175,>19.520583543978834,0.0,1.13,o,22.06,59887.17766145,1134.83,8172.25,167.0,180.3,17.3,15.3,182.5,1133.7,878.6,1.16,2.39,1.96,1.0,3.0,-0.405,21.358896964847087,18.88966032151216,18.95,30.0
