#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
03a60249o0517o,96.72039722222222,-24.614778333333337,>19.63,0.0,3.0,o,22.023,60249.00978325,3129.21,2777.09,165.0,181.9,-46.8,15.0,183.3,1822.8,934.2,2.41,2.61,2.32,1.0,3.0,-0.3877,-76.05593164538377,24.376901168392237,18.65,30.0
03a60249o0524o,96.72039722222222,-24.614778333333337,>19.13677728820138,0.0,2.75,o,22.022,60249.01297945,3111.84,2738.5,198.0,180.5,43.5,15.8,175.9,242.4,1213.5,1.56,2.75,2.32,1.0,3.0,-0.3747,73.66627008578403,26.756944077135355,18.65,30.0
03a60249o0566o,96.72039722222222,-24.614778333333337,>19.67,0.0,3.0,o,22.043,60249.03334395,3169.91,2814.82,207.0,180.5,15.2,15.5,171.5,-1058.3,1077.0,1.34,2.53,2.27,1.0,3.0,-0.3967,23.192561216911756,23.65030913566659,18.71,30.0
03a60249o0577o,96.72039722222222,-24.614778333333337,>19.275152895436044,0.0,2.14,o,22.051,60249.03845515,3195.72,2700.54,196.0,182.1,32.8,15.3,184.9,1140.6,980.1,2.56,2.53,2.3,1.0,3.0,-0.4007,50.522047890099024,23.56668697312546,18.74,30.0
04a60253o0565o,96.72039722222222,-24.614778333333337,>19.81658151584023,0.0,2.05,o,22.054,60253.29926565,9081.71,4432.41,197.0,180.5,24.6,12.0,173.3,-140.9,643.5,3.91,2.32,1.94,1.0,3.0,-0.4107,29.49738843422207,14.388969967913203,19.27,30.0
04a60256o0506o,96.72039722222222,-24.614778333333337,>20.46,0.0,3.0,o,22.043,60256.25836035,5141.59,4729.63,113.0,181.9,1.6,10.2,162.8,61.0,568.2,6.5,2.22,1.9,1.0,3.0,-0.4537,1.889667106427381,12.046627803474554,19.49,30.0
04a60256o0512o,96.72039722222222,-24.614778333333337,>20.47,0.0,3.0,o,22.044,60256.26108425,5122.09,4690.97,186.0,179.5,-30.1,10.5,182.0,216.8,602.2,4.12,2.18,1.86,1.0,3.0,-0.4577,-34.268467157620165,11.954116450332615,19.51,30.0
04a60256o0519o,96.72039722222222,-24.614778333333337,>20.42,0.0,3.0,o,22.044,60256.26425805,5181.46,4768.16,129.0,180.7,-30.8,11.3,177.6,-240.4,628.4,5.2,2.15,1.83,1.0,3.0,-0.4637,-34.21361873388156,12.552399080937064,19.52,30.0
04a60256o0540o,96.72039722222222,-24.614778333333337,>20.52,0.0,3.0,o,22.048,60256.27507625,5210.1,4651.82,115.0,178.6,-49.9,10.4,181.1,1389.1,678.0,8.16,2.15,1.82,1.0,3.0,-0.4547,-54.47147542336668,11.352772432926121,19.54,30.0
03a60258o0499c,96.72039722222222,-24.614778333333337,>20.62,0.0,3.0,c,22.112,60258.01042085,4303.46,671.93,173.0,181.2,-6.8,6.8,178.1,-440.6,421.9,3.14,2.54,2.28,1.0,3.0,-0.3937,-9.791206759697515,9.791206759697515,19.78,30.0
03a60258o0503c,96.72039722222222,-24.614778333333337,>20.7,0.0,3.0,c,22.112,60258.01222855,4283.99,632.06,191.0,181.5,-15.5,5.9,174.4,-1282.5,417.8,3.29,2.58,2.41,1.0,3.0,-0.3907,-23.896109076594307,9.09593829367138,19.72,30.0
03a60258o0509c,96.72039722222222,-24.614778333333337,>20.66,0.0,3.0,c,22.114,60258.01497615,4341.91,711.67,174.0,180.9,4.7,6.8,173.8,871.4,393.0,3.45,2.49,2.26,1.0,3.0,-0.3977,6.588163816133245,9.531811478660867,19.76,30.0
03a60258o0520c,96.72039722222222,-24.614778333333337,>20.246353368201028,0.0,1.37,c,22.113,60258.02008705,4364.45,595.83,218.0,181.9,8.2,6.0,173.5,-213.4,350.5,3.62,2.67,2.44,1.0,3.0,-0.3907,13.233468421286101,9.683025674111782,19.66,30.0
04a60259o0509o,96.72039722222222,-24.614778333333337,>20.37,0.0,3.0,o,22.034,60259.26562035,4247.25,750.4,212.0,182.1,-3.4,8.4,179.6,951.8,552.0,5.47,2.53,2.18,1.0,3.0,-0.387,-4.978914599164714,12.30084783323047,19.38,30.0
