#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
01a60294o0930o,203.18801749999997,-13.047139999999999,>19.60324077521008,0.0,1.08,o,22.275,60294.64064495,5528.11,6575.56,173.0,182.4,10.5,9.7,181.6,122.4,638.2,1.51,2.92,2.78,1.0,3.0,-0.4307,18.87016474281509,17.43243790526727,19.03,30.0
01a60294o0939o,203.18801749999997,-13.047139999999999,>20.03,0.0,3.0,o,22.28,60294.64495585,5511.11,6536.13,194.0,182.0,-17.2,9.4,181.7,-382.2,691.8,1.19,2.99,2.82,1.0,3.0,-0.4167,-31.55059027709144,17.24276445375928,18.99,30.0
01a60294o0950o,203.18801749999997,-13.047139999999999,>20.02,0.0,3.0,o,22.287,60294.65035755,5572.19,6614.33,165.0,182.6,-10.0,11.0,182.5,653.1,889.1,1.21,2.77,2.64,1.0,3.0,-0.4277,-15.96770281959386,17.564473101553244,19.0,30.0
02a60296o0907c,203.18801749999997,-13.047139999999999,>19.01,0.0,3.0,c,20.025,60296.61605785,3840.91,1570.92,169.0,181.9,-3.7,3.4,181.3,-155.7,211.1,0.82,2.85,2.64,1.0,3.0,-0.3947,-47.35973419150172,43.519755743542106,17.11,30.0
02a60296o0914c,203.18801749999997,-13.047139999999999,>19.48,0.0,3.0,c,21.618,60296.61922655,3857.28,1609.36,206.0,177.8,-1.8,9.4,178.4,-821.6,666.3,1.05,2.87,2.66,1.0,3.0,-0.3897,-5.365309552816331,28.01883877581862,18.67,30.0
02a60296o0927c,203.18801749999997,-13.047139999999999,>18.89,0.0,3.0,c,20.995,60296.62512755,3792.27,1531.69,204.0,177.5,-3.6,10.8,178.1,955.9,789.3,1.26,2.64,2.44,1.0,3.0,-0.3987,-16.205222534413732,48.61566760324119,18.17,30.0
02a60296o0970c,203.18801749999997,-13.047139999999999,>20.23,0.0,3.0,c,22.04,60296.64512215,3758.09,1647.57,164.0,180.0,-7.3,8.8,180.1,317.2,738.8,1.06,2.56,2.35,1.0,3.0,-0.4027,-11.76493231529618,14.182384160904986,19.21,30.0
02a60304o0951o,203.18801749999997,-13.047139999999999,>19.036878555363902,0.0,1.84,o,22.062,60304.63387035,3610.03,10111.9,226.0,174.8,45.9,25.0,183.4,3653.3,1754.3,1.44,2.08,2.08,1.0,3.0,-0.4437,54.13748803365705,29.48664925580449,18.6,30.0
02a60304o0960o,203.18801749999997,-13.047139999999999,>19.04577641061178,0.0,2.73,o,22.065,60304.63794065,3627.3,10150.2,251.0,181.1,66.5,24.4,176.0,-811.5,1423.9,1.31,2.28,1.94,1.0,3.0,-0.4357,79.38107345910453,29.126288607551135,18.63,30.0
02a60304o0997o,203.18801749999997,-13.047139999999999,>19.5,0.0,3.0,o,22.072,60304.65588775,3560.44,10070.4,197.0,177.7,15.7,25.6,176.1,-814.4,1433.9,1.37,2.23,1.88,1.0,3.0,-0.4487,17.861630871868183,29.124697472600353,18.74,30.0
