#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
02a59406o0702c,29.135702,3.86044,>18.49,0.0,3.0,c,19.863,59406.56798555,6560.11,7953.92,196.0,185.1,4.4,6.4,185.5,344.7,522.7,1.13,2.47,2.25,1.0,3.0,-0.4037,48.69573138922778,70.83015474796768,17.25,30.0
02a59406o0710c,29.135702,3.86044,>17.33,0.0,3.0,c,19.349,59406.57165745,6578.79,7992.54,184.0,175.5,-9.1,11.2,176.6,-1312.4,803.1,0.89,2.5,2.29,1.0,3.0,-0.4037,-166.56188555937078,204.99924376537942,16.76,30.0
02a59406o0724c,29.135702,3.86044,>19.29,0.0,3.0,c,20.878,59406.57808305,6518.59,7914.42,181.0,181.3,5.5,7.4,182.5,705.3,541.2,1.1,2.52,2.31,1.0,3.0,-0.3977,24.89625109340987,33.496774198406015,18.25,30.0
02a59406o0762c,29.135702,3.86044,>20.4,0.0,3.0,c,22.052,59406.59564445,6493.81,8032.11,171.0,181.7,-6.5,7.4,180.7,-702.4,403.4,1.22,2.59,2.38,1.0,3.0,-0.3987,-10.576666805000594,12.041128362616057,19.43,30.0
01a59408o0705o,29.135702,3.86044,>19.90415892521123,0.0,1.88,o,22.275,59408.56674065,93.67,2793.83,197.0,179.5,30.5,16.2,179.3,867.3,929.7,1.09,1.99,1.88,1.0,3.0,-0.4187,24.98443371025119,13.270420528067845,19.53,30.0
01a59408o0713o,29.135702,3.86044,>20.12,0.0,3.0,o,22.278,59408.57043145,73.94,2755.33,182.0,181.2,-4.5,18.4,179.9,420.8,929.9,0.82,2.05,1.94,1.0,3.0,-0.4167,-3.9005589874275715,15.948952304148285,19.51,30.0
01a59408o0729o,29.135702,3.86044,>20.01300314893462,0.0,1.43,o,22.28,59408.57780015,133.86,2834.17,205.0,180.2,21.4,15.0,176.2,-383.2,754.6,1.09,1.97,1.85,1.0,3.0,-0.4247,17.09269224483742,11.980859050119689,19.54,30.0
01a59408o0774o,29.135702,3.86044,>20.6,0.0,3.0,o,22.29,59408.59923095,157.24,2721.27,193.0,181.6,12.6,14.2,176.9,-682.2,656.1,1.02,1.88,1.77,1.0,3.0,-0.4237,9.096208489289705,10.251282583167763,19.62,30.0
01a59408o0776o,29.135702,3.86044,>20.55,0.0,3.0,o,22.289,59408.60015245,10378.4,2815.21,170.0,181.7,5.4,13.3,177.2,-755.6,567.7,1.19,2.07,1.8,1.0,3.0,-0.4027,4.285439375326697,10.55487846145279,19.53,30.0
01a59408o0789o,29.135702,3.86044,>20.56,0.0,3.0,o,22.288,59408.60623285,10357.7,2775.33,195.0,180.9,5.8,14.0,177.3,-149.6,658.2,1.13,1.93,1.82,1.0,3.0,-0.4207,4.415861420730842,10.658975843143411,19.62,30.0
