# Created by M.D. Woods -- 2024-11-25 15:24:23.990411 -- HUBBLE RESID STD: 0.23084256723055294
# {'z': 0.015, 'c': (0.1, 999), 'x1': (-4.5, 4.5), 'c_err': 0.1, 'x1_err': 1, 't0_err': 1, 'mu_err': 0.2}
objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, t0, t0_err, x0, x0_err, x1, x1_err, c, c_err, mu, mu_err, hostMass, hostMass_err
2007ux, 152.33325, 14.992444, 0.0309, 0.031516000192171406, 54466.82, 54558.61, CSP, 54464.02356534009, 0.058658597994508455, 0.0018622720890861552, 8.390144373596516e-06, -2.1682055461378615, 0.018114054987860895, 0.1888515324241992, 0.0025205693061413044, 35.92537914906298, 0.009382335991580074, 10.222315389325127, 0.0013786653578807876
2007mm, 16.444458, -0.758833, 0.0664, 0.06456278748171412, 54385.72, 54418.69, CSP, 54392.54955867706, 0.05166012985864654, 0.00019009128377089858, 1.4763892771044495e-06, -3.4321111849818147, 0.07139606511948426, 0.45901960017719745, 0.006907355424011377, 37.40460307097543, 0.024781685860125673, 9.37688091226328, 0.007453549893324646
2008C, 104.298042, 20.437139, 0.0166, 0.016903903224004785, 54469.81, 54552.5, CSP, 54467.39380422134, 0.11750586591733736, 0.006943618589042854, 4.4726751753701795e-05, -0.5051782490342127, 0.04406299581348749, 0.2582715990363634, 0.003430480633106142, 34.544093719885524, 0.014102041067540374, 10.028240434860418, 0.0010325410340992131
2004dt, 30.553208, -0.097639, 0.0197, 0.017903858661518453, 53249.79, 53365.62, CSP, 53243.80504636091, 1.3266362657304853e-06, 0.010218712971402902, 1.7768472482519225e-05, -1.044735951664878, 0.007048919913818286, 0.24903382074220068, 0.0011578211284537095, 34.069544112006454, 0.004078222800141216, 9.894124914800818, 0.005391433500817889
2006br, 202.5075, 13.415778, 0.0246, 0.024651796792500034, 53855.66, 53891.66, CSP, 53851.21609715237, 0.16480983123619808, 0.00042831508140258717, 6.5430638647390204e-06, -0.6844735472588742, 0.07760971545109269, 0.8615138968461372, 0.008907543538106147, 35.74355571814525, 0.03347691819832697, 11.11960854686434, 0.006792568669265763
2009ad, 75.889083, 6.659917, 0.0284, 0.02808883630064752, 54878.6, 54921.53, CSP, 54887.03088426212, 0.013783656315354165, 0.004005362701688821, 7.209385895260923e-06, 0.3182183698484853, 0.015618920455776064, 0.12458936008038544, 0.0015315498506221022, 35.66580649426828, 0.00550999190201232, 10.572115334741166, 0.0016543456909347244
2006et, 10.690917, -23.558444, 0.0226, 0.020974594549934094, 53982.63, 54099.54, CSP, 53994.771842485214, 0.01463519631215604, 0.006368181125014025, 1.1743837899456837e-05, 0.8050686178296218, 0.014320133388475154, 0.2188642599535547, 0.0014402115169677087, 34.95592148588831, 0.005218162499399527, 10.743674520559422, 0.0005834478835465598
2009P, 170.161583, -3.546194, 0.0251, 0.026209683706048342, 54867.74, 54931.61, CSP, 54868.15002554321, 0.07947990483808098, 0.0023157684940024992, 9.304036655811874e-06, 1.5765815904899372, 0.03830605515720842, 0.405393494851611, 0.002896009508669621, 35.61640651602559, 0.011307360820547086, 9.7634902954309, 0.001489549641911028
2004ef, 340.54175, 19.994556, 0.031, 0.02954612859608288, 53255.69, 53329.57, CSP, 53264.702593496906, 0.005622467626380967, 0.0025382304700257755, 2.4349297372649442e-06, -1.378715243645352, 0.006320067240154215, 0.1635136745352338, 0.0008214736585531132, 35.78545818444365, 0.0028306391899113404, 11.171477203958151, 0.0011960801888627102
2006os, 43.754583, 16.009667, 0.0328, 0.031377006641074116, 54063.65, 54133.56, CSP, 54065.44824762262, 0.08897485984562081, 0.0009242149760503849, 4.087674950153632e-06, -0.6884202363139452, 0.03780466872455368, 0.5117019159942947, 0.0034052281174991586, 35.95036749022894, 0.012628901131765242, 10.76654740701287, 0.001213976022382484
2006bt, 239.127208, 20.045917, 0.0322, 0.03392523726373172, 53853.76, 53891.71, CSP, 53859.79416447501, 0.02853006072837161, 0.0023615445747928268, 6.603405071238822e-06, -0.37329844823903613, 0.0236496780521539, 0.2656635582308264, 0.002222399743981713, 35.71321756535171, 0.008134538328025109, 10.885766269512045, 0.0007686279394534686
2006hx, 18.488792, 0.371667, 0.0455, 0.043686906535194706, 54012.66, 54080.59, CSP, 54022.41361864875, 0.04342410370736616, 0.0014915784625368792, 1.3821844157946251e-05, -0.10299785832549646, 0.053888038896548474, 0.1784911623090342, 0.006952411850954627, 36.513222404512845, 0.02446316237130065, 10.307434104151445, 0.0019476582498743804
2008O, 104.393583, -45.812306, 0.0389, 0.03982266988336256, 54489.71, 54571.48, CSP, 54490.90932122734, 0.07280426233046455, 0.00070134451397497, 3.2880223010530954e-06, -2.062757243169963, 0.039893436584077735, 0.43677485255746834, 0.0036811967748271077, 36.26298057062227, 0.013546384932022008, 11.476554549097061, 0.12607025065414917
2006ot, 33.770167, -20.766167, 0.0531, 0.05234559449767061, 54063.72, 54131.63, CSP, 54066.916800972045, 4.51728337793611e-05, 0.000905834153287701, 3.686293544985777e-06, -0.06324602066124341, 0.03895778305225306, 0.3015087373447388, 0.003691110781494686, 36.69420559365401, 0.013267990601067437, 11.181810456585577, 0.0011092005646865426
2006py, 340.425208, -0.136917, 0.0579, 0.056012583196732316, 54069.54, 54091.54, CSP, 54071.50702938561, 0.1359576828253921, 0.000987159978266479, 6.133246669450245e-06, -0.08259860264677454, 0.11683936627551489, 0.10637831924283216, 0.005714559817401614, 37.17938617307643, 0.02559435627542199, 9.823198012980697, 0.0067542707073111165
2006fw, 26.793083, -0.147, 0.0835, 0.08215156304994824, 54001.75, 54039.73, CSP, 54004.66542633904, 0.11560924811419682, 0.00037265859008988233, 2.2251512957149156e-06, -0.6598805472573088, 0.07555962346532302, 0.21544353667728747, 0.005744955249352662, 37.82373869564629, 0.02165109465159967, 9.861783859275818, 0.011990873422482031
2007jg, 52.46175, 0.056833, 0.0371, 0.035639792744478135, 54363.82, 54425.78, CSP, 54366.8411449651, 0.04762657695391681, 0.0014914282438214948, 3.738644261243603e-06, -0.34328154251953735, 0.033859087802729226, 0.135339298355409, 0.0024642584365726873, 36.60516090675818, 0.009389958452766817, 8.983217199440995, 0.01518488169616929
2008bq, 100.260458, -38.038611, 0.034, 0.035317653145700935, 54562.49, 54606.46, CSP, 54563.973680566254, 0.0386315265459416, 0.0025646536672157545, 5.105164201167224e-06, 0.450897432173345, 0.020103358024526896, 0.17803217027438092, 0.0014895195503429515, 36.010879624830324, 0.005816726067143778, 11.946576632579085, 0.16059414092674737
2004gc, 80.458125, 6.676028, 0.0321, 0.031225952035492954, 53329.83, 53397.66, CSP, 53325.85677489027, 0.07625315199402394, 0.001717487878085365, 8.898513389366435e-06, -0.6231062431549461, 0.01849940895385649, 0.34042837784756336, 0.0025097890507495635, 35.797953977509096, 0.00977719662804667, 12.062701043577428, 0.013400455258840153
