# Created by M.D. Woods -- 2024-12-16 10:59:06.672958 -- NUM TARGETS: 71
objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, t0, t0_err, x0, x0_err, x1, x1_err, c, c_err, mu, mu_err, hostMass, hostMass_err, peak_mag, peak_mag_err
2008go, 332.686792, -20.788111, 0.0623, 0.06071935029069365, 54764.54, 54776.58, CSP, 54766.19580998218, 0.08536905344953993, 0.0009161306953958167, 2.829289934483123e-06, -0.2865160143826073, 0.10725961326286754, 0.08991676557928377, 0.0032584862430932887, 37.27831750180099, 0.019360904889912534, 10.908950503065558, 0.0017321529641886853, 18.461103448275864, 0.028586206896551718
2008cf, 211.885667, -26.551833, 0.046, 0.04668465270812782, 54595.77, 54654.65, CSP, 54595.537688011595, 0.07157676591305062, 0.002131653451891151, 5.600726101665366e-06, 1.1046425142103822, 0.02562478496015208, -0.011940929058657858, 0.002120122823864176, 36.877802768823344, 0.007964011709222795, 8.754352914249603, 0.009911439712941946, 17.799206896551723, 0.03589655172413793
2006kf, 55.460333, 8.156944, 0.0213, 0.02090716743106265, 54036.81, 54127.64, CSP, 54041.56963337621, 0.020113201269850833, 0.003140985145213509, 7.040419951394734e-06, -2.178588564444184, 0.013911577340777859, 0.24449066990957027, 0.0018475066543965238, 35.190429047116716, 0.006384693510751022, 10.847440404300489, 0.0005624670042569112, 16.769125, 0.02792857142857143
2008hu, 122.3115, -18.653639, 0.0497, 0.050623552738642955, 54804.74, 54844.84, CSP, 54806.52587914869, 0.06575811278526089, 0.0009050329351652091, 4.022441495756764e-06, -1.7416648993482342, 0.028832569192155377, 0.09448831641309158, 0.0032928777163547117, 37.055289127596566, 0.011791399589664067, 10.107881298730984, 0.007118355222168162, 18.38605882352941, 0.019529411764705882
2006ob, 27.950458, 0.263417, 0.0592, 0.057498350544748326, 54060.65, 54121.57, CSP, 54063.73820131073, 0.08433942014744389, 0.0007858744703539911, 3.8854765420330285e-06, -2.1061318283493313, 0.047427731252843275, 0.06636868331850755, 0.004799550999741815, 37.236600202317625, 0.016912655466655966, 11.3688972447224, 0.0010849287166291976, 18.57029411764706, 0.03452941176470588
2005na, 105.402583, 14.13325, 0.0263, 0.026774414686061662, 53738.71, 53834.54, CSP, 53741.41572909347, 0.03427427385759074, 0.005266116884906844, 9.924136283778476e-06, -0.31625435511900113, 0.016539203495372357, 0.0645148211549741, 0.0015156859827520851, 35.45063268080756, 0.005566948757439965, 10.902842205220578, 0.000773697241361911, 16.400875, 0.009083333333333334
2005bg, 184.321583, 16.371556, 0.0231, 0.02433405884990326, 53471.65, 53512.61, CSP, 53469.75534339267, 0.05869353608795791, 0.006872622505555274, 1.755479340486665e-05, 0.7976471455114731, 0.02974209928082061, 0.04979246975343311, 0.001774886459576292, 35.375852228521595, 0.007508253711838855, 9.797047393282007, 0.0010007345933335352, 16.197849999999995, 0.008450000000000001
2007cg, 201.389917, -24.65225, 0.0332, 0.03498010717277563, 54235.63, 54259.59, CSP, 54228.41734958023, 0.16135961502732243, 0.0006929799318374581, 9.757525072814438e-06, 0.9034055345044834, 0.05970205402411055, 0.7123716372445579, 0.007101301253274958, 35.908551922885884, 0.02765822917781472, 10.398172569001606, 0.0016084521206963715, nan, nan
2004gu, 191.603, 11.948917, 0.0459, 0.04686413423840836, 53357.86, 53410.84, CSP, 53363.08398016323, 0.04638219120170106, 0.0016622264780088488, 4.840391556834585e-06, 1.4403540874047394, 0.02491100364295562, 0.1337255080310579, 0.00219355523708168, 36.76514667141134, 0.008200755889975273, 10.169178254050212, 0.004755317603574504, 17.662809523809525, 0.02004761904761905
2007jd, 44.972375, 1.160722, 0.0726, 0.0717710864312675, 54362.83, 54409.83, CSP, 54362.03881062486, 0.23482054331543623, 0.0003686624413269517, 3.158912417170567e-06, -0.7927233602020672, 0.09090299463638096, 0.1863549187630104, 0.00628195765448917, 37.90180343119706, 0.02510844097633304, 10.066482342060203, 0.004639021074210903, 19.28278571428572, 0.03850000000000001
2007hx, 31.612833, -0.899528, 0.0794, 0.07815815296284123, 54354.78, 54411.73, CSP, 54354.7747996948, 0.1920666701371374, 0.0003112083956123925, 2.0506652128775513e-06, 0.4554886952657411, 0.09787797926929243, 0.2015440715218808, 0.0059821257151139945, 38.231460175644976, 0.024356460303387954, 10.947106485783687, 0.006470108825979771, 19.395214285714285, 0.04214285714285715
2005hj, 21.701125, -1.238, 0.0574, 0.05548572073168324, 53671.67, 53761.57, CSP, 53674.99081481962, 0.08233689120970666, 0.0012026221489465105, 3.817956357575495e-06, 1.5375348016162937, 0.04913478099563606, 0.07405719971852111, 0.003104078471065924, 37.30922937429491, 0.012408100429063415, 9.52474382794979, 0.008544462310874676, 18.10496875, 0.05078125
2005ir, 19.182333, 0.794556, 0.0763, 0.07483568715065346, 53682.62, 53740.53, CSP, 53685.60926368374, 0.11838876311594504, 0.0006542386534383643, 3.04952440639076e-06, 0.8554996812359317, 0.0830520946010721, 0.07415544014890219, 0.004402753966961502, 37.865567741232354, 0.018953066962354975, 10.12736126558582, 0.0032889795740147407, 18.63730434782609, 0.027478260869565223
2005M, 144.384833, 23.20075, 0.022, 0.023072994129384964, 53396.77, 53480.51, CSP, 53406.82124598045, 0.012702177609753562, 0.0064442028549211204, 8.50069203422539e-06, 1.1218042917825888, 0.012499770077638028, 0.09471148030584058, 0.0010709068357836287, 35.361472837896095, 0.003986625576301273, 10.813351840715338, 0.002656906099817178, 16.253766666666667, 0.013416666666666669
2008bf, 181.012083, 20.245167, 0.0235, 0.024411752508128857, 54546.79, 54646.49, CSP, 54555.423441344035, 0.014658261228760239, 0.007836201946059641, 1.449344164099366e-05, 0.642111099033642, 0.014222233386244065, -0.016513562624829396, 0.0014709998312259368, 35.4071893656962, 0.005289925242005487, 9.335821037180079, 0.031184576784899356, 16.273645161290325, 0.014258064516129036
2006eq, 322.154708, 1.228194, 0.0495, 0.048494734308785356, 53980.56, 54029.51, CSP, 53974.38607903952, 0.14409801577494363, 0.0007848996493501094, 1.1677604333583214e-05, -2.0312755912269784, 0.03135941396495512, 0.18969916173451445, 0.00754327108845455, 36.881875994912136, 0.028093702698819632, 10.120574709522273, 0.002816689517966661, nan, nan
2008hj, 1.007958, -11.16875, 0.0379, 0.03630007086410033, 54794.58, 54834.55, CSP, 54802.31272216376, 0.018962492235004902, 0.00292326546247959, 5.374860361917955e-06, 0.43511919480597183, 0.021748608894467947, 0.03183716715124947, 0.0016410263970638133, 36.30202783984328, 0.006242779839308932, 10.973017153863509, 0.002418117405834231, 17.229261904761902, 0.014666666666666666
2009D, 58.595125, -19.181722, 0.025, 0.025176933726842318, 54834.67, 54890.52, CSP, 54841.83334037175, 0.014458404832112137, 0.0072484209237593505, 8.94397888001696e-06, 0.719641050550609, 0.010630098286362744, 0.05787338582397671, 0.0010238737246080754, 35.28203387758296, 0.003708032009463258, 10.288567554002853, 0.000981265532668124, 16.255787878787878, 0.013212121212121213
2008gl, 20.228417, 4.805306, 0.034, 0.032742544933472346, 54765.7, 54844.55, CSP, 54768.5065886941, 0.027576255964959273, 0.0029466589448881937, 4.905302814938822e-06, -1.2225594322570954, 0.01431904550654195, 0.0619796707740336, 0.0015246050360357144, 35.94992430741414, 0.005358006595284328, 11.359976556285138, 0.0066667387890840925, 17.297520833333333, 0.03352083333333333
2007A, 6.319417, 12.886806, 0.0177, 0.01599141880672713, 54107.53, 54133.53, CSP, 54113.68349201693, 0.02810901357952389, 0.006783506271672503, 2.2031023894028906e-05, 0.5238550616770787, 0.04587694062616998, 0.2746277248063708, 0.0026809964911653347, 34.6781236273572, 0.011204140406342997, 6.774565304332999, 0.07187074108120962, 15.972217391304342, 0.02347826086956522
2008ar, 186.158, 10.838167, 0.0261, 0.02586206495019581, 54527.79, 54627.59, CSP, 54535.24245274199, 0.020211686147376895, 0.004874759085663298, 1.4643418448409136e-05, -0.0462003794961352, 0.017862804762784623, 0.06811114579158367, 0.002047550533696283, 35.56507723398275, 0.007438903660560424, 10.102752183811647, 0.001262498820507511, 17.275375, 0.036125000000000004
2006ej, 9.749042, -9.015722, 0.0205, 0.018069132884244235, 53979.74, 54046.74, CSP, 53976.03701030585, 0.07659775912907207, 0.008184222906893603, 4.624973365556987e-05, -1.4058483076582085, 0.01678495839847427, 0.004723381070307614, 0.0030285974788911403, 34.983385909879004, 0.011211385338195236, 10.279706103453293, 0.0008070475039513622, 16.416666666666664, 0.0295
2005eq, 47.205458, -7.03325, 0.029, 0.028413520825003265, 53647.8, 53751.66, CSP, 53655.3711764735, 0.03183719766821014, 0.004010676681545509, 8.508574875286947e-06, 1.3070410703848423, 0.020538032319190047, 0.127908495646641, 0.0016667473716045376, 35.80576583427611, 0.006312673228152169, 11.032511457537016, 0.0010013614597814862, 16.85030303030303, 0.01751515151515152
2008gg, 21.346, -18.172444, 0.032, 0.03099832534188527, 54753.63, 54827.57, CSP, 54752.09000060626, 8.686765795573592e-08, 0.0034536874341964028, 6.8319213756161655e-06, 0.6122125474341911, 0.013001298926008098, 0.14961987081459388, 0.0014836356629159334, 35.79709372856085, 0.005302552512207545, 11.850745409234504, 0.0015379705707240455, 17.121041666666667, 0.012000000000000002
2004ey, 327.282542, 0.444222, 0.0158, 0.013947643306485378, 53295.53, 53358.55, CSP, 53304.96483345356, 0.008878940898284782, 0.013070395315291836, 1.2808515511558537e-05, 0.26006439805504544, 0.007766815008988237, 0.10829161850239483, 0.0008124263527781956, 34.42135902212733, 0.0028992340295705293, 10.56345194549921, 0.0015268614043546201, 15.518720588235293, 0.010294117647058827
2007ux, 152.33325, 14.992444, 0.0309, 0.031516000192171406, 54466.82, 54558.61, CSP, 54464.02356534009, 0.058658597994508455, 0.0018622720890861552, 8.390144373596516e-06, -2.1682055461378615, 0.018114054987860895, 0.1888515324241992, 0.0025205693061413044, 35.92537914906298, 0.009382335991580074, 10.222315389325127, 0.0013786653578807876, 17.56055172413793, 0.02255172413793104
2008fu, 45.61875, -24.455972, 0.052, 0.051480777959967784, 54737.84, 54817.67, CSP, 54733.023895737715, 0.133335441158124, 0.0014158512979229579, 1.9649096656627425e-05, -1.4848124707815775, 0.03508803066529176, -0.06175814570861979, 0.007321395526805759, 37.07431885801441, 0.027053152099430426, 10.667201822306131, 0.0020460918125516864, 18.537, 0.11499999999999999
2007bd, 127.888667, -1.199444, 0.0309, 0.0321001350680277, 54197.53, 54259.46, CSP, 54207.312665153826, 0.013277033107442548, 0.0037062259366070654, 1.0149957751614059e-05, -0.8724423566434059, 0.01674189836189527, -0.0001426322039080324, 0.002274431483768033, 35.939611635961015, 0.007832064257550574, 10.638096124340995, 0.001086444267768327, 16.98721052631579, 0.036842105263157905
2006is, 79.393208, -23.781722, 0.031, 0.03226331170771942, 54008.9, 54125.67, CSP, 54008.38332199158, 0.05828725748506258, 0.005258487288326693, 1.5665913690406595e-05, 1.85290241757045, 0.019603675101876328, -0.021989004542867632, 0.001846642896415545, 36.041869232403705, 0.0070527802211278615, 8.029056816690083, 0.023538324305404885, 16.902, 0.03283333333333333
2007mm, 16.444458, -0.758833, 0.0664, 0.06456278748171412, 54385.72, 54418.69, CSP, 54392.54955867706, 0.05166012985864654, 0.00019009128377089858, 1.4763892771044495e-06, -3.4321111849818147, 0.07139606511948426, 0.45901960017719745, 0.006907355424011377, 37.40460307097543, 0.024781685860125673, 9.37688091226328, 0.007453549893324646, 19.587466666666664, 0.02433333333333334
2008C, 104.298042, 20.437139, 0.0166, 0.016903903224004785, 54469.81, 54552.5, CSP, 54467.39380422134, 0.11750586591733736, 0.006943618589042854, 4.4726751753701795e-05, -0.5051782490342127, 0.04406299581348749, 0.2582715990363634, 0.003430480633106142, 34.544093719885524, 0.014102041067540374, 10.028240434860418, 0.0010325410340992131, 16.182466666666667, 0.021000000000000005
2006br, 202.5075, 13.415778, 0.0246, 0.024651796792500034, 53855.66, 53891.66, CSP, 53851.21609715237, 0.16480983123619808, 0.00042831508140258717, 6.5430638647390204e-06, -0.6844735472588742, 0.07760971545109269, 0.8615138968461372, 0.008907543538106147, 35.74355571814525, 0.03347691819832697, 11.11960854686434, 0.006792568669265763, 17.509, 0.10450000000000001
2005ag, 224.181875, 9.328472, 0.0797, 0.08049898772468446, 53412.82, 53480.84, CSP, 53415.233951667506, 0.07461939239146886, 0.0006217687063419616, 1.5699479080655632e-06, 0.4001187116880345, 0.03503871805980274, 0.044427992107235664, 0.0023133964926462768, 37.93975059593704, 0.009153208179894715, 10.925112928401077, 0.0019752075735155416, 18.698860465116283, 0.017488372093023254
2009ad, 75.889083, 6.659917, 0.0284, 0.02808883630064752, 54878.6, 54921.53, CSP, 54887.03088426212, 0.013783656315354165, 0.004005362701688821, 7.209385895260923e-06, 0.3182183698484853, 0.015618920455776064, 0.12458936008038544, 0.0015315498506221022, 35.66580649426828, 0.00550999190201232, 10.572115334741166, 0.0016543456909347244, 16.9271, 0.02542
2006et, 10.690917, -23.558444, 0.0226, 0.020974594549934094, 53982.63, 54099.54, CSP, 53994.771842485214, 0.01463519631215604, 0.006368181125014025, 1.1743837899456837e-05, 0.8050686178296218, 0.014320133388475154, 0.2188642599535547, 0.0014402115169677087, 34.95592148588831, 0.005218162499399527, 10.743674520559422, 0.0005834478835465598, 16.275299999999998, 0.016400000000000005
2009P, 170.161583, -3.546194, 0.0251, 0.026209683706048342, 54867.74, 54931.61, CSP, 54868.15002554321, 0.07947990483808098, 0.0023157684940024992, 9.304036655811874e-06, 1.5765815904899372, 0.03830605515720842, 0.405393494851611, 0.002896009508669621, 35.61640651602559, 0.011307360820547086, 9.7634902954309, 0.001489549641911028, 17.184, 0.017642857142857148
2004ef, 340.54175, 19.994556, 0.031, 0.02954612859608288, 53255.69, 53329.57, CSP, 53264.702593496906, 0.005622467626380967, 0.0025382304700257755, 2.4349297372649442e-06, -1.378715243645352, 0.006320067240154215, 0.1635136745352338, 0.0008214736585531132, 35.78545818444365, 0.0028306391899113404, 11.171477203958151, 0.0011960801888627102, 17.256610169491527, 0.011864406779661017
2006os, 43.754583, 16.009667, 0.0328, 0.031377006641074116, 54063.65, 54133.56, CSP, 54065.44824762262, 0.08897485984562081, 0.0009242149760503849, 4.087674950153632e-06, -0.6884202363139452, 0.03780466872455368, 0.5117019159942947, 0.0034052281174991586, 35.95036749022894, 0.012628901131765242, 10.76654740701287, 0.001213976022382484, 17.872333333333334, 0.02859259259259259
2005am, 139.051958, -16.304444, 0.0079, 0.008775880636571618, 53432.58, 53512.46, CSP, 53435.88956804166, 0.01993133098585531, 0.05056955535494342, 7.376822095426826e-05, -1.794644395160378, 0.006135926060485075, 0.0995616930170038, 0.0010378545671373442, 32.664002724824854, 0.003599341939664286, 10.658176033892325, 0.0002838831448236064, 14.079200000000002, 0.007333333333333333
2005iq, 359.635417, -18.709167, 0.034, 0.032251788271707396, 53682.55, 53755.55, CSP, 53688.291131820486, 0.01735514897518442, 0.0030647961229886248, 6.5636451364096755e-06, -0.988204059600164, 0.0209028627230487, -0.030355715297711344, 0.0018784078502519532, 36.21826083650192, 0.00685336228104359, 10.473486783488507, 0.0010851817442867103, 17.245134615384618, 0.035519230769230775
2005hc, 29.19975, -0.213722, 0.0459, 0.04394137948007002, 53661.67, 53755.61, CSP, 53668.09381488675, 0.03499765312881209, 0.0018011031193853127, 3.135057270851709e-06, 0.9502020949555734, 0.023717314937538037, 0.04772652333294314, 0.0016970084527174042, 36.859309435013316, 0.006504884948255402, 10.515068680685955, 0.001628408532041829, 17.79508695652174, 0.03210869565217391
2009ab, 64.151625, 2.764167, 0.0112, 0.011510280770943694, 54874.57, 54911.51, CSP, 54883.77938848931, 0.010677781261620112, 0.010746168032226758, 1.991019457361516e-05, -0.9244031730502517, 0.01181496903787993, 0.27777624513278837, 0.0014386078460868147, 33.94765903622222, 0.005068843394446884, 10.245238777517978, 0.0011986676112290897, 15.583833333333331, 0.009805555555555559
2006hx, 18.488792, 0.371667, 0.0455, 0.043686906535194706, 54012.66, 54080.59, CSP, 54022.41361864875, 0.04342410370736616, 0.0014915784625368792, 1.3821844157946251e-05, -0.10299785832549646, 0.053888038896548474, 0.1784911623090342, 0.006952411850954627, 36.513222404512845, 0.02446316237130065, 10.307434104151445, 0.0019476582498743804, nan, nan
2008O, 104.393583, -45.812306, 0.0389, 0.03982266988336256, 54489.71, 54571.48, CSP, 54490.90932122734, 0.07280426233046455, 0.00070134451397497, 3.2880223010530954e-06, -2.062757243169963, 0.039893436584077735, 0.43677485255746834, 0.0036811967748271077, 36.26298057062227, 0.013546384932022008, 11.476554549097061, 0.12607025065414917, 18.377454545454547, 0.03212121212121211
2006py, 340.425208, -0.136917, 0.0579, 0.056012583196732316, 54069.54, 54091.54, CSP, 54071.50702938561, 0.1359576828253921, 0.000987159978266479, 6.133246669450245e-06, -0.08259860264677454, 0.11683936627551489, 0.10637831924283216, 0.005714559817401614, 37.17938617307643, 0.02559435627542199, 9.823198012980697, 0.0067542707073111165, 18.246777777777776, 0.026833333333333334
2005be, 224.886333, 16.669889, 0.035, 0.0355986032816855, 53467.89, 53491.77, CSP, 53460.07149912188, 0.051235494000138715, 0.002902842152368429, 1.5731310822161956e-05, -1.7865189964713153, 0.01647625557002652, -0.01908143749724278, 0.0029945846803030012, 36.12146672509412, 0.010982279068583617, 10.545044668481573, 0.0010384127802137444, nan, nan
2006fw, 26.793083, -0.147, 0.0835, 0.08215156304994824, 54001.75, 54039.73, CSP, 54004.66542633904, 0.11560924811419682, 0.00037265859008988233, 2.2251512957149156e-06, -0.6598805472573088, 0.07555962346532302, 0.21544353667728747, 0.005744955249352662, 37.82373869564629, 0.02165109465159967, 9.861783859275818, 0.011990873422482031, 19.228333333333335, 0.020916666666666667
2007jg, 52.46175, 0.056833, 0.0371, 0.035639792744478135, 54363.82, 54425.78, CSP, 54366.8411449651, 0.04762657695391681, 0.0014914282438214948, 3.738644261243603e-06, -0.34328154251953735, 0.033859087802729226, 0.135339298355409, 0.0024642584365726873, 36.60516090675818, 0.009389958452766817, 8.983217199440995, 0.01518488169616929, 17.761333333333333, 0.014933333333333335
2006ef, 31.081292, -8.728389, 0.0179, 0.016221363049564445, 53979.9, 54040.71, CSP, 53969.92944691729, 0.04050432354779332, 0.0107782927778978, 5.0011116061381635e-05, -1.3896538105012435, 0.013916937671513141, -0.017298436417545745, 0.0022898234869106826, 34.75255736639614, 0.008745046252934222, 10.419862861063349, 0.00045399600933094614, nan, nan
2007nq, 14.389875, -1.388611, 0.045, 0.04258458084208732, 54397.65, 54476.56, CSP, 54398.608729301915, 0.05002279344626004, 0.0017138172829212876, 7.420193761010514e-06, -1.8424354695392042, 0.020570240222219094, 0.03840549249623123, 0.002883513574017621, 36.51374771016662, 0.010287878231088858, 11.25062156153491, 0.0008671398747487263, 17.807280000000002, 0.039080000000000004
2008bq, 100.260458, -38.038611, 0.034, 0.035317653145700935, 54562.49, 54606.46, CSP, 54563.973680566254, 0.0386315265459416, 0.0025646536672157545, 5.105164201167224e-06, 0.450897432173345, 0.020103358024526896, 0.17803217027438092, 0.0014895195503429515, 36.010879624830324, 0.005816726067143778, 11.946576632579085, 0.16059414092674737, 17.28546153846154, 0.01819230769230769
2004gc, 80.458125, 6.676028, 0.0321, 0.031225952035492954, 53329.83, 53397.66, CSP, 53325.85677489027, 0.07625315199402394, 0.001717487878085365, 8.898513389366435e-06, -0.6231062431549461, 0.01849940895385649, 0.34042837784756336, 0.0025097890507495635, 35.797953977509096, 0.00977719662804667, 12.062701043577428, 0.013400455258840153, 17.4727, 0.012599999999999997
2008bz, 189.740583, 11.1295, 0.0603, 0.061705666074794226, 54580.72, 54651.52, CSP, 54579.49012033681, 0.11133129574955092, 0.0010617212797625287, 5.6536743669984555e-06, -0.23735031352402014, 0.05156205319143653, -0.058080752717532005, 0.0032921190848631725, 37.56673974043155, 0.013853115088560035, 10.467466688012156, 0.002526258061862814, 18.284444444444443, 0.016333333333333335
2007bc, 169.810708, 20.809028, 0.0208, 0.022560118838024914, 54196.65, 54259.53, CSP, 54200.86063444116, 0.03219643153715879, 0.00715176664011293, 1.4154029215680987e-05, -1.0544776059555305, 0.014406729535364704, 0.08357331202194364, 0.0017697352590514074, 34.94858311864529, 0.006106467735187609, 9.927081146965973, 0.000229581880906585, 16.244771428571426, 0.018428571428571426
2008fr, 17.95475, 14.640833, 0.0397, 0.03811642342093458, 54738.78, 54807.57, CSP, 54737.64501747291, 1.1302072380203754e-06, 0.0022573487872835298, 7.513342088529322e-06, 0.03863280693542359, 0.019601926174160345, 0.054960893196030314, 0.002449788632975973, 36.45313068790084, 0.00868039197360854, 8.327633544884216, 0.02003794312800088, 17.905615384615388, 0.04
