# Created by M.D. Woods -- 2025-01-06 14:21:26.431146 -- NUM TARGETS: 68
# Avg. 'av_16': 0.4734695377366197
# Avg. 'av_50': 0.9221449944009854
# Avg. 'av_84': 1.5815236567303552
objname, av_16, av_50, av_84
2022ubt, 0.441806720558604, 0.8221683159205029, 1.4262138297015403
2019be, 0.21309023908086228, 0.536678143162784, 0.9830362541123318
2006bd, 1.531512864792015, 2.1915862165242053, 3.2648077543388827
2022ydr, 0.035631383421637325, 0.12872687163581303, 0.3243896763117123
2021wzb, 0.2080783581242855, 0.5773779738545812, 1.4759467750842368
2020abmg, 0.1376850793543543, 0.33129383378989186, 0.6831544778817072
2019luv, 0.2580435605628448, 0.6418285429751369, 1.3070645286140723
2018eyi, 0.1905629744868526, 0.39847495262892874, 0.7168943370995559
2018jag, 0.18450250962977163, 0.3724384343822414, 0.6440619034688395
2021mab, 0.08988755193162987, 0.22831882889914468, 0.4568533367274378
2018lph, 0.4109109160078705, 0.8433118601544393, 1.4661866303852085
2008bt, 0.43006722044926765, 0.7536929243214038, 1.2422406523192557
2021fnr, 0.052126025349289624, 0.1536374114400508, 0.3707023328104787
2019cp, 0.3802790484333981, 0.8833344172396881, 1.4916077818604503
2019moq, 0.7662259180559466, 1.3098366793083542, 2.101462778634346
2021abzd, 0.13291283404095747, 0.36741922462516463, 0.7613201685424008
2020abpe, 0.3474730425535482, 0.5938927417173179, 0.990546284571535
2022aaok, 0.14172146827263032, 0.30265822975215606, 0.5617885078859004
2007N, 0.14513189625160947, 0.3948554423829674, 0.9059312921798618
2021jvp, 0.07649570248096976, 0.20785566399593736, 0.4353443455175345
2006gt, 0.3119640877130006, 0.634826987524814, 1.1807761336822007
2023fot, 0.19283513261049015, 0.3929474715227872, 0.7326298354577822
2022dsu, 0.28001960120697095, 0.6458473871908371, 1.2137647027063123
2021bls, 0.05337548938177613, 0.2274880993793204, 0.5976794184871418
2021uve, 0.31234736214660486, 3.361977625572001, 5.901355187863345
2022rjs, 0.10187124649592094, 0.24647556270288615, 0.5023233539444577
2019op, 4.077099280484679, 6.279982014437595, 9.799738155662778
2021qqr, 0.6350682164739065, 1.4512620614147278, 2.780501650301697
2008bd, 0.20864706708314323, 0.5225561585260617, 0.9989617235094147
2023cvq, 0.2847340792705213, 0.6898802120882064, 1.1889218676271813
2020acbx, 0.40720254434533704, 0.7484319270417775, 1.294798735821458
2023fwb, 0.22185213368068363, 0.9407097020602431, 2.324436266680702
2007ba, 0.48418750654386444, 1.0520157528527465, 1.6899897750785304
2022zvu, 0.5295582406287951, 0.9913857942197608, 1.8255278519660896
2021uef, 0.6269657062649157, 1.0556621897685854, 1.6357439317557243
2024jhk, 0.10451314561222062, 0.2707737021980836, 0.5321778598443003
2020vae, 0.339597914412188, 1.5172644492884593, 3.775759033514947
2005A, 0.8220731211143021, 1.522351165655409, 2.4377685181003006
2004dt, 0.23157439233988344, 0.447333492010792, 0.8996508381069026
2007bc, 0.44319367091421474, 0.9597767185521021, 1.5693829864191093
2008ae, 0.19239042266064835, 0.34736120213287885, 0.679460152022771
2006et, 1.0779254294008587, 1.7589337800120917, 2.888979406664591
2006hx, 0.5837851887483178, 0.9731462727248803, 1.501241970965868
2004gc, 1.7843419069944744, 2.7435052797220316, 3.9680718990650177
2007hx, 0.49283017296872045, 0.775773169080741, 1.1662567276260007
2008go, 0.09547289499473667, 0.2231558196132123, 0.4411838155628181
2007jh, 0.2869474602287233, 0.510788664942177, 0.8181353117507733
2009ad, 0.4030985882130123, 0.9822304337348339, 1.8345803921966826
2007jg, 0.37866545681852154, 0.9114740776963605, 1.5602783854504685
2006ot, 0.12661839208930484, 0.26966390518346645, 0.49915327087389133
2006kf, 0.09083452139238647, 0.2678849030980908, 0.6513959468595092
2009P, 0.3935000555046669, 0.8458734727759476, 1.5194280390066854
2008gg, 0.8492276701223092, 1.3587231550804222, 2.0159239304103207
2005mc, 0.5176368899588343, 0.8506302957678685, 1.2834918201662302
2006os, 0.3091474303574004, 0.5314122691939522, 0.88277797023985
2006fw, 0.9246703268985789, 1.5756763609979958, 2.5313201408684867
2004ef, 0.39572984198031824, 1.0958032373762685, 1.9806420011908237
2008C, 0.928880397107451, 1.6769304835227175, 2.6605100741825254
2007A, 0.1781030086815504, 0.3807956366950265, 0.7253242883125358
2007ux, 0.06926846831248713, 0.18908864288659055, 0.43801159642410814
2004gu, 1.526503021433621, 2.142820234354452, 2.8854983930469316
2006br, 1.807098694189221, 2.5914380687226695, 3.525558386777284
2006ev, 0.43298693580036146, 0.7442735910838582, 1.31182235028621
2008O, 0.07059657354044777, 0.25260910085856236, 0.6721684924797984
2008ar, 0.45543510460257824, 0.7899729434124703, 1.2762625956741003
2007cg, 0.6846530961835985, 1.3120326891970335, 2.231399579770492
2006bt, 0.08744974878209576, 0.20287014326840958, 0.37816919246113795
2004gs, 0.20930561556315472, 0.40265660341409504, 0.7251210527505733
