# List from TNS, Searched by ""Discovery Data Source/s"" = ATLAS, from 2017 to 2025, SNe Ia
ID,Name,RA,DEC,Redshift
56131,SN 2020ery,14:20:58.112,-22:45:26.72,0.027
56166,SN 2020eth,17:01:17.360,+02:54:41.69,0.048
56170,SN 2020etl,15:08:30.572,-07:49:54.62,0.09
56173,SN 2020eto,16:01:54.458,-09:39:32.71,0.077
56210,SN 2020euz,09:03:47.780,+29:09:33.34,
56220,SN 2020evi,10:22:42.160,+25:49:26.47,0.038883
56239,SN 2020ewb,16:28:00.220,+19:31:19.45,0.086
56262,SN 2020ewx,15:17:18.513,+13:01:21.87,0.06
56282,SN 2020exr,13:18:45.040,+50:37:26.72,0.09
56283,SN 2020exs,13:32:18.028,+67:00:25.10,0.0668
56285,SN 2020exu,12:16:49.616,+51:17:57.78,0.07
56290,SN 2020exz,11:55:45.093,+46:28:43.09,0.0711
56296,SN 2020eyf,13:06:03.941,+24:03:18.10,0.0687
56300,SN 2020eyj,11:11:47.180,+29:23:06.36,0.03
56344,SN 2020fab,16:46:34.540,+38:01:26.72,0.08561
56474,SN 2020fbo,15:17:07.300,+14:28:01.40,0.0845
56475,SN 2020fbp,15:14:50.493,+17:16:06.99,0.065
56636,SN 2020fhs,16:01:06.280,+19:27:00.61,0.01438
56637,SN 2020fht,15:52:32.810,+22:28:47.86,0.06845
56862,SN 2020fqi,15:17:36.640,+57:11:06.14,0.066
57191,SN 2020gct,08:38:34.119,+33:49:52.06,0.09
57317,SN 2020gho,11:07:39.256,-05:32:18.82,0.051
57397,SN 2020gkp,17:00:32.633,+36:37:34.46,0.08
57862,SN 2020hcl,11:40:15.540,+35:34:10.34,0.075
57879,SN 2020hdc,11:12:16.800,+38:19:29.96,0.071
57933,SN 2020hfd,14:57:31.669,+26:46:58.78,0.1083
57940,SN 2020hfk,13:53:28.171,+07:54:34.26,0.0374
58327,SN 2020hsh,14:29:12.670,+46:14:20.87,0.0747
58328,SN 2020hsi,08:06:25.581,+50:24:24.48,0.07
58330,SN 2020hsk,14:19:14.642,-11:27:17.72,0.07
58400,SN 2020hvb,18:35:08.238,+31:41:20.24,0.055
58401,SN 2020hvc,09:13:38.120,+13:19:53.83,0.065
58404,SN 2020hvf,11:21:26.450,+03:00:52.85,0.005838
58415,SN 2020hvq,16:46:34.860,+62:49:36.80,0.019043
58423,SN 2020hvy,14:09:08.398,+65:48:06.97,0.0678
58570,SN 2020ibo,21:41:36.973,-26:35:31.90,0.03084
59277,SN 2020jck,21:31:47.713,-01:02:20.65,0.0515
59384,SN 2020jgl,09:28:58.426,-14:48:19.88,0.006758
59405,SN 2020jhf,13:14:53.440,+27:00:31.10,0.015371
59446,SN 2020jit,23:35:42.830,+47:15:10.44,0.04
59594,SN 2020jol,10:27:21.150,+00:25:19.81,0.022
59809,SN 2020jwp,11:06:35.922,-15:51:17.31,0.072
59922,SN 2020kaw,13:15:08.677,+48:32:07.98,0.0557
60300,SN 2020kpe,17:00:10.316,+50:50:14.15,0.121
60323,SN 2020kpw,21:57:46.776,-19:58:42.35,0.056793
60324,SN 2020kpx,15:38:10.150,+04:46:50.41,0.02291
60341,SN 2020kqo,23:00:45.390,+11:12:32.04,0.03
60348,SN 2020kqv,20:49:03.001,-31:43:51.86,0.076
60373,SN 2020kru,19:15:35.903,+53:20:21.50,0.02723
60374,SN 2020krv,21:56:39.938,+41:54:25.41,0.06
60375,SN 2020krw,15:02:45.909,+58:32:05.31,0.078
60441,SN 2020kui,13:21:27.313,+48:26:27.99,0.1
60445,SN 2020kum,09:55:04.518,+79:17:05.24,0.09
60447,SN 2020kuo,10:51:50.651,+52:47:13.04,0.099
60621,SN 2020lbf,20:43:44.270,-01:14:17.16,0.056079
60780,SN 2020lhd,23:04:53.301,+21:35:25.78,0.048
61088,SN 2020lse,10:41:02.190,-27:05:00.42,0.016
61181,SN 2020lvt,11:46:45.691,+14:49:21.63,0.07
61198,SN 2020lwk,15:19:22.400,+20:32:36.71,0.03918
61199,SN 2020lwl,13:58:14.891,+23:36:41.19,0.068
61234,SN 2020lxu,00:36:08.656,+25:45:03.39,0.03317
61323,SN 2020mbf,20:23:32.720,+19:42:39.96,0.04735
61373,SN 2020mdd,15:51:53.805,+34:04:24.19,0.0488
61713,SN 2020mnv,16:40:43.830,+40:24:52.13,0.025975
61714,SN 2020mnw,14:56:21.075,+09:20:09.86,0.0808
61833,SN 2020msl,21:07:55.787,-25:39:40.68,0.03929
61858,SN 2020mtk,12:05:47.654,-31:46:13.79,0.023413
61881,SN 2020mue,14:20:38.139,-35:54:01.28,0.09
61915,SN 2020mvl,13:38:42.281,+24:00:33.78,0.06
61916,SN 2020mvm,13:32:16.561,+29:50:46.67,0.07
61919,SN 2020mvp,14:35:46.540,+24:43:34.43,0.036091
61960,SN 2020mxd,22:44:43.510,+12:47:53.89,0.08
62136,SN 2020ndv,23:09:38.098,+12:49:48.01,0.035
62140,SN 2020ndz,21:36:17.560,+25:59:15.14,0.08
62246,SN 2020nia,15:07:41.435,+32:00:34.55,0.095
62326,SN 2020nlb,12:25:24.180,+18:12:12.78,
62365,SN 2020nmo,22:42:38.669,+33:42:50.06,0.08
62446,SN 2020npr,01:02:06.490,-19:27:17.57,0.056342
62458,SN 2020nqd,00:05:25.167,-18:04:21.49,0.06
62580,SN 2020nus,02:55:58.300,+38:06:38.95,0.055
62588,SN 2020nva,02:46:06.540,+37:58:21.14,0.05
62650,SN 2020nxk,15:25:19.044,+21:21:14.78,0.08
62750,SN 2020obe,01:36:45.920,-11:44:03.30,0.043497
62763,SN 2020obr,00:54:32.165,-18:20:05.73,0.066
62889,SN 2020ogn,20:48:15.002,-19:51:00.49,0.027
62894,SN 2020ogs,02:17:05.634,+33:44:49.82,0.04106
63081,SN 2020onu,01:11:27.780,-17:22:05.88,0.044
63885,SN 2020prg,00:50:22.730,-20:12:56.05,0.08
64061,SN 2020pxy,22:19:30.196,-03:30:47.46,0.09
64068,SN 2020pyf,15:49:50.386,+27:04:40.10,0.073
64110,SN 2020pzv,22:22:48.230,+23:37:53.28,0.074
64167,SN 2020qbw,19:41:38.461,+42:37:13.25,0.05854
64205,SN 2020qdi,20:34:05.158,-47:40:57.55,0.065
64208,SN 2020qdl,01:50:43.225,-21:46:21.24,0.02
64211,SN 2020qdo,02:09:12.780,+18:55:55.09,0.011
64405,SN 2020qkw,16:00:01.835,+37:49:29.34,0.075
64422,SN 2020qln,01:14:04.286,-01:44:27.35,0.016
65035,SN 2020rdt,00:11:02.832,-25:26:29.33,0.055
65050,SN 2020rei,23:19:05.766,-04:39:27.20,0.062
65129,SN 2020rhi,21:10:05.258,+08:03:14.36,0.066
65219,SN 2020rkt,02:24:58.870,-05:15:42.28,0.103
65258,SN 2020rmg,01:09:07.232,-15:59:49.69,0.04
65283,SN 2020rnf,04:24:08.678,+11:57:41.77,0.07
65368,SN 2020rqk,16:00:58.450,+70:36:15.05,
65369,SN 2020rql,15:49:08.640,+68:02:38.18,0.023
65419,SN 2020rsi,23:43:47.247,+51:14:29.37,0.043
65568,SN 2020ryb,15:09:16.685,+09:48:46.23,0.082
65571,SN 2020rye,06:59:39.580,+87:19:32.02,0.04
65575,SN 2020ryi,01:42:13.443,-20:42:26.89,0.047506
65580,SN 2020ryn,14:57:24.865,-03:07:35.08,0.073
65651,SN 2020sbe,06:19:16.080,+52:20:16.40,0.048
65788,SN 2020sgg,04:58:13.620,-20:21:27.11,0.022742
65809,SN 2020sha,05:00:50.046,-13:06:23.37,0.06
65839,SN 2020sid,16:49:11.335,+21:47:47.51,0.0577
65888,SN 2020ska,18:23:40.517,+16:37:33.59,0.06
65889,SN 2020skb,05:00:22.995,+06:50:07.11,0.066
66035,SN 2020spq,06:45:45.650,-31:14:05.64,0.013
66161,SN 2020suj,23:00:30.401,-21:54:46.90,0.079
66192,SN 2020svo,02:42:32.033,-00:57:47.30,0.038748
66228,SN 2020swx,01:39:56.256,+08:47:12.47,0.09
66229,SN 2020swy,01:23:55.560,-38:00:49.54,0.032
66300,SN 2020szq,04:07:24.057,+30:17:19.47,0.018553
66301,SN 2020szr,23:09:33.100,+15:39:33.37,0.02581
66325,SN 2020tap,22:44:13.393,-18:10:41.80,0.053741
66366,SN 2020tce,03:01:52.930,+16:59:34.37,0.06
66403,SN 2020tdp,18:03:07.618,+16:25:54.82,0.06
66412,SN 2020tdy,16:51:21.918,+07:51:41.79,0.03795
66415,SN 2020teb,03:05:47.278,-00:09:41.55,0.104
66425,SN 2020tel,17:03:25.930,+35:59:58.81,0.08
66442,SN 2020tfc,22:17:00.804,+30:39:21.07,0.03
66443,SN 2020tfd,02:03:41.430,+52:09:01.73,0.055
66471,SN 2020tgf,06:02:35.068,+83:02:48.87,0.07
66474,SN 2020tgi,02:17:31.498,+10:32:50.36,0.08
66518,SN 2020thz,02:57:03.406,-34:30:40.29,0.1
66708,SN 2020tpf,05:25:06.969,-21:14:47.21,0.03
67109,SN 2020uek,00:53:54.913,-31:05:36.80,0.031942
67129,SN 2020ufe,05:24:04.525,-23:01:27.13,0.075
67290,SN 2020ulf,16:01:40.900,+21:21:17.53,0.032169
67293,SN 2020uli,19:32:51.790,-45:13:20.17,0.019
67416,SN 2020uqb,16:10:12.038,+54:24:19.49,0.07
67463,SN 2020urw,23:07:03.690,-49:19:13.33,0.054
67548,SN 2020uvd,01:39:04.258,+75:19:24.22,0.036
67629,SN 2020uyg,06:15:19.120,-29:19:09.34,0.045
67692,SN 2020var,22:04:06.850,-19:41:08.84,0.0369
67693,SN 2020vas,22:53:11.649,+11:06:48.74,0.07
67695,SN 2020vau,20:11:36.110,-30:54:56.90,0.085
67696,SN 2020vav,18:34:09.712,+25:47:09.10,0.05
67697,SN 2020vaw,19:50:37.200,+10:34:50.63,0.017
67722,SN 2020vbv,22:56:44.200,+04:29:01.14,0.053
68102,SN 2020vqg,08:03:30.634,+64:06:32.90,0.1
68167,SN 2020vst,00:18:42.748,-26:14:19.29,0.12
68273,SN 2020vwv,06:55:20.540,-36:22:46.92,0.033
68667,SN 2020wlv,22:34:52.890,-04:59:31.63,0.06
68668,SN 2020wlw,00:57:30.828,+35:44:22.47,0.12
68909,SN 2020wux,01:23:32.005,-19:10:15.58,0.066
69329,SN 2020xky,10:55:47.920,+14:52:04.04,0.06026
69341,SN 2020xlk,10:18:35.810,+11:53:38.00,0.060119
69421,SN 2020xom,05:26:33.491,-07:57:41.24,0.12
69462,SN 2020xqb,21:45:21.190,+02:55:47.96,0.037
69525,SN 2020xsl,02:10:32.619,-11:48:47.69,0.094
69537,SN 2020xsx,07:59:32.246,-16:19:44.23,0.1
69556,SN 2020xtq,00:02:21.567,-15:19:56.31,0.12
69744,SN 2020yav,07:27:59.050,+53:04:06.38,0.039
69782,SN 2020ycg,05:34:53.246,-29:40:15.05,0.137
69842,SN 2020yef,02:31:34.307,-14:09:05.80,0.053
69849,SN 2020yel,18:15:55.056,+10:47:22.38,0.076
69850,SN 2020yem,02:50:56.477,+35:04:09.52,0.08
69852,SN 2020yeo,04:23:56.862,+04:30:51.41,0.03
69853,SN 2020yep,01:54:33.040,-02:55:06.57,0.13
69866,SN 2020yfc,08:48:37.621,+22:39:45.57,0.078
69869,SN 2020yff,08:11:10.910,-10:35:17.31,0.07
69920,SN 2020yhd,05:51:05.860,+61:18:43.20,0.06
70218,SN 2020ysl,08:05:42.080,-09:48:52.27,0.03
70306,SN 2020yvu,23:00:59.870,+40:54:38.16,0.01
70424,SN 2020yzs,01:16:02.123,-10:51:52.05,0.0672
70427,SN 2020yzv,03:21:26.889,+03:36:23.49,0.073
70428,SN 2020yzw,02:59:28.735,+05:01:19.78,0.063
70429,SN 2020yzx,00:15:17.815,+18:50:17.75,0.115
70435,SN 2020zad,18:05:53.050,+34:01:14.41,0.024187
70444,SN 2020zam,21:34:42.466,-45:27:23.18,0.11
70460,SN 2020zbc,00:49:27.515,+23:24:45.38,0.056
70464,SN 2020zbg,02:56:01.683,-35:15:57.50,0.104
70467,SN 2020zbj,22:43:15.890,+19:01:24.06,0.066
70468,SN 2020zbk,00:36:11.500,-23:39:35.87,0.09
70490,SN 2020zcg,00:07:06.213,+31:03:13.57,0.048
70492,SN 2020zci,07:54:17.530,+40:07:20.14,0.06877
70548,SN 2020zem,01:20:52.284,+04:47:44.07,0.034
70616,SN 2020zhb,05:28:45.106,-33:54:52.87,0.08
70618,SN 2020zhd,07:05:21.201,+18:13:31.80,0.08
93189,SN 2021aaao,04:30:22.100,+38:49:31.04,0.018913
93193,SN 2021aaas,07:59:59.015,-00:09:10.94,0.061
93223,SN 2021aabw,05:29:38.250,-23:59:33.54,0.032
93330,SN 2021aafz,02:04:18.640,-44:45:10.72,0.07
93331,SN 2021aaga,05:39:48.894,-40:58:37.95,0.04
93431,SN 2021aajw,00:28:55.731,-30:05:08.98,0.1
93496,SN 2021aami,07:02:55.106,+01:40:07.01,0.052
93528,SN 2021aann,00:09:56.078,-22:18:44.53,0.1
93594,SN 2021aaqb,00:06:38.040,-34:54:15.16,0.04
93595,SN 2021aaqc,19:51:14.297,-07:05:47.18,0.064
93597,SN 2021aaqe,23:56:42.505,-20:54:11.61,0.09
93654,SN 2021aasg,08:45:04.567,+19:39:58.95,0.085
93655,SN 2021aash,08:45:41.887,+22:48:15.31,0.077
93656,SN 2021aasi,08:54:05.683,+15:05:48.47,0.040899
93690,SN 2021aatq,07:36:31.359,-01:35:17.45,0.06
93691,SN 2021aatr,09:10:11.472,+35:15:39.52,0.059
93892,SN 2021abbg,19:52:32.150,-10:09:44.30,0.0455
93893,SN 2021abbh,16:37:41.730,+75:00:02.66,0.041
94020,SN 2021abgc,08:27:57.393,-05:39:52.92,0.071
94021,SN 2021abgd,00:38:21.723,-07:48:58.53,0.08
94066,SN 2021abht,07:43:00.690,+31:23:11.00,0.035128
94193,SN 2021abmp,00:44:42.370,-38:11:02.08,0.023259
94494,SN 2021abxh,09:26:37.392,-21:24:10.54,0.05504
94545,SN 2021abza,18:31:37.109,+30:54:37.05,0.04106478941915
94596,SN 2021acaz,17:52:44.467,+56:55:58.81,0.06
94632,SN 2021acci,01:18:05.892,+07:19:31.19,0.047
94634,SN 2021acck,23:36:13.390,+09:41:17.02,0.044
94645,SN 2021accv,20:50:37.914,-32:48:49.61,0.08
94647,SN 2021accx,23:40:01.560,+27:16:37.49,0.031
94690,SN 2021aceo,09:05:25.090,-07:48:52.81,0.048
94691,SN 2021acep,23:32:51.261,-18:43:10.91,0.0893
75262,SN 2021aci,14:19:06.530,+42:27:28.12,0.09
75263,SN 2021acj,12:44:03.079,+50:24:17.56,0.094728
94933,SN 2021acnt,09:41:42.840,-28:12:08.96,0.008
94934,SN 2021acnu,06:04:44.110,-40:25:31.22,0.04
94936,SN 2021acnw,22:54:51.180,+29:16:17.51,
94937,SN 2021acnx,04:42:17.746,+06:52:33.01,0.029
95068,SN 2021acsw,23:45:19.280,-23:40:04.76,0.059
95071,SN 2021acsz,00:19:05.370,-16:40:59.41,0.1
95088,SN 2021actq,22:15:08.253,-22:12:16.48,0.071
95184,SN 2021acxh,20:49:52.576,+03:20:29.06,0.1
95187,SN 2021acxk,19:37:55.310,+41:29:27.35,0.033
95202,SN 2021acxz,23:47:58.110,-07:25:11.64,0.089
95262,SN 2021adah,08:34:42.037,+23:58:12.67,0.092
95567,SN 2021adlo,07:02:41.954,+49:31:20.33,0.05
95568,SN 2021adlp,04:46:43.930,+08:11:45.35,0.066
95572,SN 2021adlt,04:39:11.851,+06:22:24.54,0.021
95749,SN 2021adsh,08:53:28.120,+30:16:39.18,0.078
95755,SN 2021adsn,07:01:47.150,+24:14:18.17,0.024
75299,SN 2021adt,04:52:47.188,-44:17:09.49,0.07
95773,SN 2021adtd,09:16:18.660,+42:23:22.56,0.069
95774,SN 2021adte,04:49:47.450,+76:11:11.98,0.07
75300,SN 2021adu,06:08:54.040,-39:41:36.92,0.053
75301,SN 2021adv,03:09:32.392,-32:39:53.43,0.065
96156,SN 2021aehj,03:56:44.508,-40:52:36.65,0.058
96252,SN 2021aekt,05:14:57.858,-44:15:18.24,0.052
96258,SN 2021aekz,03:34:15.514,-41:28:26.56,0.062
96263,SN 2021aele,03:35:32.564,-28:30:51.52,0.077
96609,SN 2021aexp,01:38:11.964,-29:42:04.38,0.07
75331,SN 2021aey,04:20:39.238,-26:38:11.16,0.11
96779,SN 2021afdu,00:08:43.248,-39:52:40.06,0.064
96783,SN 2021afdy,00:49:46.894,-29:31:01.95,0.077
96924,SN 2021afir,11:02:30.382,+41:38:16.70,0.038
96926,SN 2021afit,07:06:20.910,+58:09:04.50,0.048
97073,SN 2021afoj,07:02:11.506,+36:53:46.89,0.072
97076,SN 2021afom,09:07:59.310,+52:05:40.13,0.063
97141,SN 2021afqx,22:31:07.170,+39:25:41.99,0.015
97413,SN 2021agbf,04:45:50.520,+61:59:33.79,0.026
97429,SN 2021agbv,01:56:40.254,-14:07:48.27,0.052
97433,SN 2021agbz,23:21:33.710,-43:13:50.77,0.044
97438,SN 2021agce,09:46:28.832,-41:29:39.58,0.018
97491,SN 2021agec,02:23:08.504,+12:51:57.93,0.03816
97494,SN 2021agef,06:12:31.278,+06:41:52.01,0.013
97510,SN 2021agev,08:12:01.112,-15:05:57.64,0.072
97513,SN 2021agey,01:38:21.280,-15:48:47.42,0.024
97514,SN 2021agez,11:13:37.357,+57:03:32.30,0.049
97515,SN 2021agfa,05:21:07.190,+70:19:02.71,0.05
97530,SN 2021agfp,09:14:44.990,+08:55:16.18,0.04
97542,SN 2021aggb,02:58:19.451,+03:44:17.42,0.075
97543,SN 2021aggc,03:21:39.860,-06:38:10.57,0.034782
97561,SN 2021aggu,09:07:31.200,+18:26:09.71,0.029
97577,SN 2021aghk,02:22:28.064,+54:56:22.78,0.036
97578,SN 2021aghl,06:01:28.113,+56:09:02.63,0.045
97584,SN 2021aghr,10:56:11.886,+57:50:07.64,0.07
97623,SN 2021agjd,00:47:28.540,+14:45:10.37,0.044
97632,SN 2021agjm,14:19:26.930,+02:22:16.25,0.047
97648,SN 2021agkc,14:11:49.670,+42:25:38.82,0.041191
97677,SN 2021aglf,01:30:16.290,+20:36:00.86,0.048
97682,SN 2021aglk,06:32:55.400,-36:02:03.98,0.037
97735,SN 2021agng,13:04:38.881,+28:35:04.11,0.08
97736,SN 2021agnh,12:12:05.853,+18:09:58.93,0.07
97760,SN 2021agod,23:45:31.622,+45:40:44.19,0.05
97762,SN 2021agof,01:19:29.294,+43:29:15.35,0.047
97788,SN 2021agpf,14:40:37.710,+38:37:56.32,0.01259
75448,SN 2021ajg,14:20:22.261,-09:53:26.60,0.073
75449,SN 2021ajh,12:10:00.850,+50:42:15.52,0.030314
75470,SN 2021akb,11:23:37.146,-05:31:57.23,0.097
75491,SN 2021akw,09:18:20.460,-29:53:57.08,0.034
75492,SN 2021akx,13:52:54.726,-28:34:03.92,0.049
75505,SN 2021alk,12:58:13.801,-22:22:08.42,0.09
75694,SN 2021ash,13:19:42.767,-04:31:45.09,0.041
75760,SN 2021auq,14:07:41.978,-20:44:26.29,0.076
75763,SN 2021aut,13:27:15.401,-26:46:34.00,0.047
75768,SN 2021auy,02:47:43.689,-42:28:41.96,0.057
75864,SN 2021aya,05:17:36.090,-38:36:22.05,0.056
76105,SN 2021bhb,06:48:22.491,+64:47:10.95,0.035521
76154,SN 2021bix,07:56:43.730,-24:34:27.16,0.04
76156,SN 2021biz,12:16:34.755,+33:31:35.51,0.021515
76157,SN 2021bja,13:54:48.305,-15:38:14.54,0.034
76158,SN 2021bjb,14:03:40.318,-34:11:02.05,0.012
76169,SN 2021bjm,04:11:10.729,-01:52:08.50,0.101
76179,SN 2021bjw,12:44:27.430,-06:31:52.72,0.051646
76180,SN 2021bjx,12:20:28.294,+61:06:26.42,0.0697
76181,SN 2021bjy,08:49:33.430,+50:52:03.68,0.027489
76182,SN 2021bjz,05:22:14.610,-13:33:45.58,0.0554
76206,SN 2021bkw,14:21:13.614,+20:42:53.99,0.0182
76225,SN 2021blp,09:31:53.680,+35:33:06.29,0.026872
76239,SN 2021bmb,14:57:18.089,+43:27:35.02,0.0375
76242,SN 2021bme,06:23:56.089,+51:12:20.10,0.074
76246,SN 2021bmi,12:16:41.420,+41:04:42.11,0.085
76256,SN 2021bmr,05:44:46.010,-20:54:17.86,0.08
76257,SN 2021bms,02:49:31.170,+40:33:03.85,0.030121
76258,SN 2021bmt,06:12:32.850,-21:07:24.06,0.07
76262,SN 2021bmx,10:14:50.250,-38:11:29.90,0.0146
